場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,カウニスミエリ,-6992.0,16.0,1801.0,7.0,-8294.0,13.0,-13.485,13.0
中山,1,2,マイネルブリオン,-1269.0,8.0,-4111.0,11.0,-5350.0,11.0,-10.73,10.0
中山,1,3,ミラクルミッキー,-361.0,7.0,-8332.0,15.0,4123.0,1.0,-4.57,8.0
中山,1,4,アスピノール,-6083.0,15.0,-334.0,8.0,-10977.0,14.0,-17.394,15.0
中山,1,5,リワードインペリオ,-123.0,6.0,6739.0,4.0,-17705.0,16.0,-11.089,11.0
中山,1,6,アイドルフェスタ,3791.0,2.0,7602.0,3.0,1296.0,4.0,12.689,3.0
中山,1,7,ヒルビリーエレジー,-2604.0,13.0,20801.0,1.0,2303.0,2.0,20.5,1.0
中山,1,8,キャンディリボン,1508.0,3.0,-722.0,10.0,1880.0,3.0,2.666,4.0
中山,1,9,キタノラータム,-2316.0,12.0,-11666.0,16.0,-7320.0,12.0,-21.302,16.0
中山,1,10,ウインレアリゼ,4838.0,1.0,-4111.0,11.0,-1308.0,7.0,-0.581,7.0
中山,1,11,イズルード,-2177.0,11.0,3774.0,5.0,-669.0,6.0,0.928,5.0
中山,1,12,フラッシュタイム,-84.0,5.0,-7722.0,14.0,-3283.0,10.0,-11.089,11.0
中山,1,13,アルパインハット,-1405.0,9.0,20801.0,1.0,-1464.0,8.0,17.932,2.0
中山,1,14,シンガソング,-1576.0,10.0,-636.0,9.0,-12126.0,15.0,-14.338,14.0
中山,1,15,マリノライヤ,-4102.0,14.0,-4515.0,13.0,1231.0,5.0,-7.386,9.0
中山,1,16,ミツカネスコーピオ,544.0,4.0,1816.0,6.0,-1796.0,9.0,0.564,6.0
中山,2,1,シナツヒメ,59.0,7.0,15580.0,2.0,5264.0,2.0,20.903,1.0
中山,2,2,コスモフィネス,-5661.0,15.0,1185.0,8.0,-3416.0,10.0,-7.892,9.0
中山,2,3,ノメンターノ,-1361.0,10.0,-1644.0,10.0,-10063.0,15.0,-13.068,12.0
中山,2,4,グランヴァルール,-651.0,8.0,14859.0,3.0,1335.0,3.0,15.543,3.0
中山,2,5,サーフプラチナム,172.0,6.0,,,151.0,4.0,,
中山,2,6,アンテニトルス,1284.0,4.0,17024.0,1.0,-4423.0,13.0,13.885,4.0
中山,2,7,スナドケイ,2847.0,3.0,5219.0,6.0,-3750.0,11.0,4.316,6.0
中山,2,8,ロミヒ,690.0,5.0,6134.0,5.0,-1335.0,7.0,5.489,5.0
中山,2,9,コンティオ,4754.0,2.0,12264.0,4.0,-90.0,5.0,16.928,2.0
中山,2,10,ヒサエノオモカゲ,-5158.0,14.0,,,-108.0,6.0,,
中山,2,11,マーキュリーダイム,-3117.0,13.0,,,5303.0,1.0,,
中山,2,12,レイーナアスール,-3013.0,12.0,-6278.0,12.0,-2250.0,9.0,-11.541,10.0
中山,2,13,ウィノウザウェイ,-2779.0,11.0,1007.0,9.0,-10554.0,16.0,-12.326,11.0
中山,2,14,バラダレイナ,-7327.0,16.0,-10329.0,13.0,-4347.0,12.0,-22.003,13.0
中山,2,15,ラウレア,5133.0,1.0,-5654.0,11.0,-6147.0,14.0,-6.668,8.0
中山,2,16,キタノラブミー,-672.0,9.0,1584.0,7.0,-1695.0,8.0,-0.783,7.0
中山,3,1,サトミノエンジェル,999.0,2.0,-11003.0,12.0,-1929.0,8.0,-11.933,7.0
中山,3,2,ブルータス,-5158.0,11.0,-3357.0,10.0,-2787.0,10.0,-11.302,6.0
中山,3,3,サンクリュウ,,,15580.0,1.0,-1466.0,6.0,,
中山,3,4,トーセンギャラン,-5085.0,10.0,,,-1466.0,6.0,,
中山,3,5,ゴットランド,,,-3357.0,10.0,916.0,4.0,,
中山,3,6,ケーニッヒブルート,433.0,4.0,5041.0,3.0,-2091.0,9.0,3.383,2.0
中山,3,7,ケルピー,4754.0,1.0,1060.0,6.0,2356.0,3.0,8.17,1.0
中山,3,8,ドラゴンラック,-61.0,5.0,5778.0,2.0,-3330.0,12.0,2.387,3.0
中山,3,9,カレラエンブレマ,-7327.0,13.0,-1627.0,8.0,-4226.0,14.0,-13.18,9.0
中山,3,10,ノイシュタット,-1895.0,8.0,-1296.0,7.0,5264.0,2.0,2.073,5.0
中山,3,11,エコロカディス,-1583.0,6.0,,,7981.0,1.0,,
中山,3,12,アルデラックス,-1862.0,7.0,3893.0,5.0,-17422.0,15.0,-15.391,10.0
中山,3,13,ブレトワルダ,690.0,3.0,4682.0,4.0,-3097.0,11.0,2.275,4.0
中山,3,14,ロッシニアーナ,-3117.0,9.0,,,-559.0,5.0,,
中山,3,15,コウセイケンタロス,-6080.0,12.0,-3000.0,9.0,-3616.0,13.0,-12.696,8.0
中山,4,1,レーヴドアンジュ,,,,,13836.0,1.0,,
中山,4,2,オーバード,402.0,4.0,-3545.0,10.0,-578.0,8.0,-3.721,6.0
中山,4,3,ハクシンマルペンサ,-2749.0,11.0,-2153.0,7.0,-4193.0,15.0,-9.095,13.0
中山,4,4,ピコグリーン,-679.0,9.0,-2711.0,8.0,3211.0,3.0,-0.179,4.0
中山,4,5,スリーローズマリー,-6164.0,14.0,-401.0,6.0,-46.0,7.0,-6.611,9.0
中山,4,6,カラギヌ,-305.0,7.0,-5770.0,12.0,689.0,5.0,-5.386,7.0
