場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
函館,1,1,ベビーズブレス,-4711.0,14.0,1175.0,8.0,12181.0,1.0,8.645,6.0
函館,1,2,ミストラルフェザー,977.0,9.0,-5337.0,13.0,-3048.0,11.0,-7.408,13.0
函館,1,3,アドマイヤフェニー,8683.0,3.0,-6392.0,15.0,-3330.0,12.0,-1.039,11.0
函館,1,4,ハナヒラク,-2055.0,11.0,,,-1730.0,10.0,,
函館,1,5,ヒットザグラウンド,4751.0,6.0,1789.0,6.0,3841.0,4.0,10.381,3.0
函館,1,6,ピースフルゴールド,-2021.0,10.0,-5987.0,14.0,2892.0,5.0,-5.116,12.0
函館,1,7,エムティキング,5599.0,5.0,990.0,9.0,3983.0,3.0,10.572,2.0
函館,1,8,ポッドデューク,1444.0,8.0,10210.0,1.0,-7197.0,14.0,4.457,9.0
函館,1,9,ルナティックアイ,,,-4991.0,12.0,-13926.0,16.0,,
函館,1,10,チリーゴールド,3046.0,7.0,5165.0,3.0,4886.0,2.0,13.097,1.0
函館,1,11,コウユーウィズユー,-3820.0,13.0,8855.0,2.0,1649.0,8.0,6.684,7.0
函館,1,12,スティルシャイニン,12615.0,1.0,-2528.0,11.0,-4652.0,13.0,5.435,8.0
函館,1,13,ジョーブラック,8996.0,2.0,2568.0,5.0,-1465.0,9.0,10.099,4.0
函館,1,14,クリアクォーツ,,,1203.0,7.0,-9143.0,15.0,,
函館,1,15,シャルメイビス,-2698.0,12.0,2675.0,4.0,2351.0,6.0,2.328,10.0
函館,1,16,グレースサンライズ,7008.0,4.0,990.0,9.0,2064.0,7.0,10.062,5.0
函館,2,1,ハイゼンスレイ,7670.0,2.0,2544.0,8.0,5210.0,2.0,15.424,3.0
函館,2,2,ルージュラティーナ,5124.0,5.0,1400.0,9.0,-4672.0,9.0,1.852,8.0
函館,2,3,シェリルファミーユ,-2797.0,11.0,14018.0,3.0,-772.0,5.0,10.449,4.0
函館,2,4,ハッピーウィズユー,-5331.0,13.0,17857.0,1.0,-2869.0,7.0,9.657,5.0
函館,2,5,レディゴディヴァ,6897.0,3.0,3278.0,6.0,-2658.0,6.0,7.517,6.0
函館,2,6,カシマスウィープ,-591.0,8.0,15113.0,2.0,-9068.0,13.0,5.454,7.0
函館,2,7,アメリータ,12696.0,1.0,-17316.0,14.0,-5374.0,11.0,-9.994,11.0
函館,2,8,ケングロリア,-7196.0,14.0,-1266.0,12.0,-5157.0,10.0,-13.619,12.0
函館,2,9,デルマラメール,3460.0,7.0,3278.0,6.0,-7495.0,12.0,-0.757,10.0
函館,2,10,バッドガール,4288.0,6.0,12428.0,4.0,1285.0,4.0,18.001,1.0
函館,2,11,ビスケットマリー,-1392.0,9.0,-9505.0,13.0,-3724.0,8.0,-14.621,13.0
函館,2,12,チュラット,-2637.0,10.0,1003.0,10.0,3348.0,3.0,1.714,9.0
函館,2,13,プリマドンナアスク,-4203.0,12.0,-1121.0,11.0,,,,
函館,2,14,ナリタヒカリ,5771.0,4.0,3462.0,5.0,6486.0,1.0,15.719,2.0
函館,3,1,ヒロスズラン,-3726.0,9.0,-10563.0,9.0,1749.0,5.0,-12.54,8.0
函館,3,2,ローレルゼロ,-3599.0,8.0,,,-3759.0,10.0,,
函館,3,3,メイショウユウモウ,4314.0,3.0,-4454.0,8.0,3552.0,2.0,3.412,3.0
函館,3,4,アスゴッド,-4338.0,10.0,4210.0,1.0,4431.0,1.0,4.303,2.0
函館,3,5,カービスベイ,4539.0,2.0,-434.0,5.0,-1392.0,9.0,2.713,5.0
函館,3,6,ゴッドテソロ,-999.0,7.0,1991.0,2.0,1749.0,5.0,2.741,4.0
函館,3,7,カネトシブレーブ,,,-434.0,5.0,-4228.0,11.0,,
函館,3,8,モウフブキ,1540.0,6.0,-2775.0,7.0,-6551.0,12.0,-7.786,7.0
函館,3,9,ミヤマイルス,-5568.0,11.0,242.0,3.0,2734.0,4.0,-2.592,6.0
函館,3,10,ショウナンラリー,2497.0,5.0,215.0,4.0,2985.0,3.0,5.697,1.0
函館,3,11,エンジェルラダー,8147.0,1.0,,,-427.0,8.0,,
函館,3,12,カハンガハンガ,3966.0,4.0,,,-190.0,7.0,,
函館,4,1,ウインキララ,5973.0,3.0,6546.0,2.0,2564.0,5.0,15.083,1.0
函館,4,2,アルハイルフォート,5355.0,4.0,504.0,7.0,3051.0,3.0,8.91,5.0
函館,4,3,スイートグルーヴ,-1832.0,11.0,398.0,8.0,2379.0,6.0,0.945,9.0
函館,4,4,エニグマティーク,-206.0,9.0,-3528.0,14.0,-2748.0,13.0,-6.482,12.0
函館,4,5,ヤマニンパルフェ,-1397.0,10.0,-235.0,9.0,4843.0,1.0,3.211,8.0
函館,4,6,ゼットエイト,10587.0,2.0,-3152.0,12.0,2704.0,4.0,10.139,3.0
