場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
函館,1,1,ペイシャアーサー,7721.0,1.0,-8545.0,14.0,-6653.0,15.0,-7.477,12.0
函館,1,2,リリアンファスト,-322.0,10.0,-8527.0,13.0,2365.0,6.0,-6.484,10.0
函館,1,3,シャルメイビス,776.0,7.0,489.0,5.0,2651.0,5.0,3.916,4.0
函館,1,4,バックアップアゲン,-1699.0,11.0,-8545.0,14.0,3140.0,3.0,-7.104,11.0
函館,1,5,レーヌドフルール,-8169.0,16.0,-5200.0,9.0,430.0,10.0,-12.939,14.0
函館,1,6,エスペシャリー,6198.0,2.0,-7867.0,12.0,3253.0,2.0,1.584,6.0
函館,1,7,ラブカマクフィー,-2174.0,12.0,-2209.0,6.0,-932.0,12.0,-5.315,8.0
函館,1,8,テーオーシュターデ,3555.0,4.0,6918.0,1.0,739.0,9.0,11.212,1.0
函館,1,9,セゾンデフィーユ,-2438.0,13.0,-6363.0,11.0,2969.0,4.0,-5.832,9.0
函館,1,10,サニーネイチャー,-4358.0,15.0,-5200.0,9.0,1626.0,8.0,-7.932,13.0
函館,1,11,ミクニキャッチー,1798.0,6.0,1321.0,4.0,-2956.0,14.0,0.163,7.0
函館,1,12,アンビシャスヨシノ,606.0,9.0,-13316.0,16.0,-673.0,11.0,-13.383,15.0
函館,1,13,プレインコート,4580.0,3.0,-4994.0,8.0,2363.0,7.0,1.949,5.0
函館,1,14,ロッキンミー,768.0,8.0,6160.0,2.0,3331.0,1.0,10.259,2.0
函館,1,15,アセンディア,-2802.0,14.0,-3227.0,7.0,,,,
函館,1,16,ジョーブラック,3160.0,5.0,2520.0,3.0,-1142.0,13.0,4.538,3.0
函館,2,1,サマーブライド,,,-6401.0,12.0,634.0,11.0,,
函館,2,2,クインズマカロン,3983.0,2.0,-9225.0,14.0,3546.0,9.0,-1.696,11.0
函館,2,3,プリマドンナアスク,-3995.0,11.0,-1037.0,10.0,,,,
函館,2,4,シェリルファミーユ,-2755.0,10.0,12404.0,1.0,-720.0,12.0,8.929,4.0
函館,2,5,リュウゼツラン,-4535.0,12.0,2467.0,7.0,3656.0,8.0,1.588,9.0
函館,2,6,ブギウギウギ,-646.0,7.0,3753.0,4.0,-2514.0,13.0,0.593,10.0
函館,2,7,テイケイウル,-53.0,5.0,3753.0,4.0,4847.0,6.0,8.547,5.0
函館,2,8,メムエクラ,3817.0,3.0,-485.0,9.0,4188.0,7.0,7.52,6.0
函館,2,9,キタノホウセキ,-1398.0,9.0,-7890.0,13.0,5066.0,5.0,-4.222,12.0
函館,2,10,ダイヤノゴトク,-5344.0,13.0,1893.0,8.0,6206.0,4.0,2.755,8.0
函館,2,11,アレーティア,1174.0,4.0,-1037.0,10.0,10764.0,1.0,10.901,2.0
函館,2,12,デルマアポロニア,-537.0,6.0,4233.0,3.0,1318.0,10.0,5.014,7.0
函館,2,13,デザフィアドール,-1244.0,8.0,2858.0,6.0,7909.0,2.0,9.523,3.0
函館,2,14,メイショウナナコ,7913.0,1.0,4572.0,2.0,6756.0,3.0,19.241,1.0
函館,3,1,メイショウハボマイ,1682.0,5.0,2869.0,5.0,-5538.0,11.0,-0.987,7.0
函館,3,2,モウフブキ,-7308.0,10.0,-2057.0,9.0,-6135.0,12.0,-15.5,10.0
函館,3,3,ニッシンゲッポ,4265.0,3.0,8070.0,2.0,3143.0,2.0,15.478,2.0
函館,3,4,クロスレート,,,-12395.0,12.0,-492.0,8.0,,
函館,3,5,ゴッドテソロ,-374.0,7.0,1151.0,6.0,2536.0,3.0,3.313,5.0
函館,3,6,ミヤマイルス,886.0,6.0,349.0,7.0,586.0,6.0,1.821,6.0
函館,3,7,ラピルスイメル,3452.0,4.0,-2581.0,10.0,-4575.0,10.0,-3.704,8.0
函館,3,8,モズボーン,9227.0,1.0,4323.0,3.0,-69.0,7.0,13.481,3.0
函館,3,9,ロゴモコ,,,-4790.0,11.0,1583.0,5.0,,
函館,3,10,ストラテージュ,-4130.0,8.0,4323.0,3.0,3734.0,1.0,3.927,4.0
函館,3,11,イチトゼロノアイダ,7309.0,2.0,23769.0,1.0,1723.0,4.0,32.801,1.0
函館,3,12,コッコラーレ,-5940.0,9.0,-749.0,8.0,-1606.0,9.0,-8.295,9.0
函館,4,1,マサノイロハ,-3252.0,14.0,-11.0,9.0,-1812.0,9.0,-5.075,11.0
函館,4,2,サクラアドリア,272.0,9.0,5336.0,3.0,-3509.0,12.0,2.099,8.0
函館,4,3,ヤマノインパクト,-415.0,11.0,3899.0,5.0,-7481.0,14.0,-3.997,10.0
函館,4,4,エルモッソペンドロ,5051.0,4.0,7570.0,1.0,-3438.0,11.0,9.183,4.0
函館,4,5,メルヘンライズ,-1814.0,13.0,-3361.0,12.0,4398.0,2.0,-0.777,9.0
函館,4,6,ラウニウ,10737.0,2.0,-852.0,10.0,-5057.0,13.0,4.828,6.0
函館,4,7,コンドゥイア,2001.0,8.0,4553.0,4.0,,,,
函館,4,8,レヴァンティス,-4370.0,15.0,-5937.0,13.0,-924.0,8.0,-11.231,13.0
函館,4,9,ベールドインパクト,3283.0,6.0,3388.0,6.0,3813.0,3.0,10.484,2.0
函館,4,10,レディオンステージ,4964.0,5.0,-15980.0,14.0,725.0,5.0,-10.291,12.0
函館,4,11,ウインベラーノ,11369.0,1.0,777.0,8.0,415.0,7.0,12.561,1.0
函館,4,12,アイルビリーヴ,-326.0,10.0,5819.0,2.0,-2634.0,10.0,2.859,7.0
函館,4,13,セリオヴェローチェ,5210.0,3.0,-1963.0,11.0,6679.0,1.0,9.926,3.0
函館,4,14,インヘリット,-1754.0,12.0,,,1024.0,4.0,,
函館,4,15,キントラダンサー,2761.0,7.0,3341.0,7.0,455.0,6.0,6.557,5.0
函館,5,1,カイショー,-1477.0,10.0,-7298.0,8.0,3666.0,2.0,-5.109,6.0
函館,5,2,サマーカムカム,2571.0,7.0,,,-2358.0,8.0,,
函館,5,3,プレザントトーン,3533.0,4.0,14287.0,1.0,3315.0,3.0,21.135,1.0
函館,5,4,ムーンリットアイル,5158.0,3.0,3983.0,2.0,2549.0,4.0,11.69,3.0
函館,5,5,サフィニア,3255.0,5.0,,,-5092.0,11.0,,
函館,5,6,アイオロステソーロ,-573.0,8.0,,,242.0,5.0,,
函館,5,7,エターナルギア,,,482.0,5.0,-932.0,6.0,,
函館,5,8,ジャストビート,-1260.0,9.0,2407.0,3.0,-2970.0,9.0,-1.823,5.0
函館,5,9,マルモリラピダス,-7881.0,11.0,-3599.0,7.0,-8312.0,12.0,-19.792,7.0
函館,5,10,コンフィアンサ,8575.0,1.0,-582.0,6.0,-4483.0,10.0,3.51,4.0
函館,5,11,フィティテラ,2595.0,6.0,,,-2073.0,7.0,,
函館,5,12,ファニーバニー,8026.0,2.0,1984.0,4.0,4074.0,1.0,14.084,2.0
函館,6,1,ベレーザフィン,-5344.0,13.0,-10397.0,12.0,,,,
函館,6,2,ニホンピロカスター,-53.0,9.0,1771.0,1.0,4847.0,1.0,6.565,3.0
函館,6,3,シュヴァルノワール,3126.0,7.0,-4095.0,6.0,2179.0,5.0,1.21,4.0
函館,6,4,コスモシェルベット,-4535.0,12.0,-9225.0,10.0,3656.0,3.0,-10.104,10.0
函館,6,5,ロードステイタス,8118.0,1.0,-4526.0,7.0,2974.0,4.0,6.566,2.0
函館,6,6,デルマプルート,6446.0,3.0,-1283.0,4.0,-5547.0,11.0,-0.384,6.0
函館,6,7,エスタア,4286.0,5.0,-4640.0,8.0,1166.0,6.0,0.812,5.0
函館,6,8,ジーティートゥルー,-1173.0,11.0,-1247.0,3.0,879.0,8.0,-1.541,8.0
函館,6,9,テーオーノーベル,-809.0,10.0,-10125.0,11.0,1087.0,7.0,-9.847,9.0
函館,6,10,スパーク,,,,,4645.0,2.0,,
函館,6,11,レズルレクティオ,4488.0,4.0,-6510.0,9.0,494.0,9.0,-1.528,7.0
函館,6,12,オドラニャソンソン,3182.0,6.0,-3993.0,5.0,,,,
函館,6,13,マンオブザマッチ,7913.0,2.0,-521.0,2.0,-242.0,10.0,7.15,1.0
函館,6,14,ダイゴセイリュウ,1032.0,8.0,,,,,,
函館,7,1,スウィートリワード,2382.0,5.0,2979.0,3.0,1099.0,6.0,6.46,5.0
函館,7,2,アッシュバーグ,73.0,7.0,-501.0,7.0,657.0,9.0,0.229,8.0
函館,7,3,シルバーダイヤ,2997.0,4.0,-2036.0,8.0,2952.0,3.0,3.913,6.0
函館,7,4,シャインズオンユー,-215.0,8.0,602.0,4.0,838.0,8.0,1.225,7.0
函館,7,5,エスペラント,3741.0,3.0,-23210.0,13.0,124.0,10.0,-19.345,12.0
函館,7,6,カランダッシュ,-4426.0,14.0,,,979.0,7.0,,
函館,7,7,ラセーヌシュメール,8623.0,2.0,-2819.0,9.0,2070.0,5.0,7.874,3.0
函館,7,8,ラパンチュール,-4040.0,13.0,28.0,6.0,-987.0,12.0,-4.999,9.0
函館,7,9,グランカメリア,-2040.0,10.0,8877.0,1.0,-93.0,11.0,6.744,4.0
函館,7,10,ラブディーヴァ,-1132.0,9.0,-5741.0,11.0,,,,
函館,7,11,オイランブチ,387.0,6.0,442.0,5.0,-10036.0,13.0,-9.207,11.0
函館,7,12,ヒラボクカレラ,-3083.0,11.0,-7341.0,12.0,3749.0,1.0,-6.675,10.0
函館,7,13,ナムラエデン,-3291.0,12.0,8542.0,2.0,3429.0,2.0,8.68,1.0
函館,7,14,ハリウッドメモリー,10561.0,1.0,-5070.0,10.0,2764.0,4.0,8.255,2.0
