場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,タイセイモノリス,4754.0,3.0,-1602.0,8.0,-4757.0,10.0,-1.605,7.0
中山,1,2,チャーミングアイ,-4392.0,9.0,,,-4672.0,8.0,,
中山,1,3,ジーモンスター,690.0,6.0,6780.0,4.0,,,,
中山,1,4,ヤマタケボニータ,-5661.0,10.0,-206.0,7.0,-1908.0,6.0,-7.775,8.0
中山,1,5,ユニゾン,5919.0,2.0,12244.0,3.0,-4672.0,8.0,13.491,1.0
中山,1,6,ショウナンタヅナ,-634.0,7.0,12785.0,2.0,-8313.0,11.0,3.838,4.0
中山,1,7,ニシノガウェイン,-7327.0,11.0,2402.0,5.0,4579.0,1.0,-0.346,5.0
中山,1,8,ハイライトニング,-1583.0,8.0,13170.0,1.0,1325.0,4.0,12.912,2.0
中山,1,9,タイガーゲイト,10006.0,1.0,-1821.0,9.0,-706.0,5.0,7.479,3.0
中山,1,10,ルージュノヴァ,,,930.0,6.0,-1908.0,6.0,,
中山,1,11,マシン,3790.0,4.0,,,3895.0,3.0,,
中山,1,12,リフレックス,2624.0,5.0,-7665.0,10.0,3940.0,2.0,-1.101,6.0
中山,2,1,リーデレクオーレ,-7889.0,16.0,-12833.0,10.0,-10034.0,13.0,-30.756,12.0
中山,2,2,ケイベエ,-1526.0,10.0,-13773.0,12.0,1977.0,3.0,-13.322,10.0
中山,2,3,コパノセビリア,12602.0,1.0,-635.0,8.0,-10034.0,13.0,1.933,5.0
中山,2,4,スラッシュコード,6325.0,3.0,-635.0,8.0,-3525.0,9.0,2.165,4.0
中山,2,5,トラスコンガーデン,-4072.0,13.0,,,3247.0,2.0,,
中山,2,6,ステキサプライズ,-3853.0,12.0,-369.0,6.0,-2371.0,7.0,-6.593,9.0
中山,2,7,ハッピーラッキー,3391.0,6.0,644.0,4.0,-7109.0,12.0,-3.074,7.0
中山,2,8,ルディドゥゲンジ,4542.0,5.0,496.0,5.0,-11226.0,15.0,-6.188,8.0
中山,2,9,カレンデュラ,74.0,8.0,-12833.0,10.0,-12965.0,16.0,-25.724,11.0
中山,2,10,フェイスリフト,-4378.0,14.0,12374.0,1.0,1511.0,5.0,9.507,2.0
中山,2,11,インザライムライト,-7097.0,15.0,,,-2685.0,8.0,,
中山,2,12,サトノエスケープ,-732.0,9.0,1393.0,3.0,-8.0,6.0,0.653,6.0
中山,2,13,ダノンルミエール,3065.0,7.0,,,-4379.0,10.0,,
中山,2,14,フォーエバーラブ,5727.0,4.0,-440.0,7.0,1719.0,4.0,7.006,3.0
中山,2,15,サフィニア,-3538.0,11.0,,,-6558.0,11.0,,
中山,2,16,ノブピースオブラブ,7249.0,2.0,1454.0,2.0,4891.0,1.0,13.594,1.0
中山,3,1,サムシングニュー,-1610.0,10.0,-8847.0,13.0,4472.0,3.0,-5.985,12.0
中山,3,2,サバイバルトゥルー,-1495.0,9.0,-226.0,8.0,-1542.0,9.0,-3.263,8.0
中山,3,3,マイネルリーヒム,-138.0,6.0,2569.0,4.0,-5932.0,15.0,-3.501,9.0
中山,3,4,シシリアンフラッグ,-2648.0,11.0,2894.0,2.0,-4590.0,14.0,-4.344,10.0
中山,3,5,シデンイッセン,9375.0,2.0,-7374.0,12.0,-3875.0,12.0,-1.874,7.0
中山,3,6,ブランニューホーム,6068.0,3.0,5637.0,1.0,6244.0,1.0,17.949,1.0
中山,3,7,フロムドーン,-7326.0,14.0,,,-1820.0,11.0,,
中山,3,8,カリドーラ,3360.0,5.0,-97.0,7.0,-3875.0,12.0,-0.612,5.0
中山,3,9,マイネルパーロル,-1106.0,8.0,2894.0,2.0,1278.0,7.0,3.066,4.0
中山,3,10,アイドクレース,-8958.0,15.0,2258.0,5.0,1770.0,6.0,-4.93,11.0
中山,3,11,オーキッドワン,10474.0,1.0,-2075.0,10.0,723.0,8.0,9.122,2.0
中山,3,12,コッツォリーノ,-191.0,7.0,-555.0,9.0,4698.0,2.0,3.952,3.0
中山,3,13,エーデルゼーレ,,,,,2983.0,5.0,,
中山,3,14,ショウナンパステル,-4247.0,12.0,,,3090.0,4.0,,
中山,3,15,レイナロハルンバ,4081.0,4.0,832.0,6.0,-6069.0,16.0,-1.156,6.0
中山,3,16,ステラスペース,-4863.0,13.0,-6814.0,11.0,-1621.0,10.0,-13.298,13.0
中山,4,1,ルーナディサングエ,-2749.0,10.0,12098.0,3.0,-6405.0,14.0,2.944,8.0
中山,4,2,ユーフォリア,125.0,7.0,13534.0,1.0,-11720.0,15.0,1.939,9.0
中山,4,3,ヌクレオチド,985.0,5.0,6030.0,4.0,-1464.0,9.0,5.551,5.0
中山,4,4,ジョイアミーア,,,6030.0,4.0,-1132.0,8.0,,
中山,4,5,キミガイチバンイイ,9418.0,1.0,3119.0,10.0,7581.0,1.0,20.118,1.0
中山,4,6,ルクスレイモンド,2295.0,4.0,4040.0,7.0,5735.0,2.0,12.07,3.0
中山,4,7,モズセンピロ,-3815.0,11.0,6030.0,4.0,3803.0,3.0,6.018,4.0
中山,4,8,ビックリパラダイス,,,,,-2228.0,11.0,,
中山,4,9,アンセートゥモダン,-679.0,8.0,13136.0,2.0,915.0,6.0,13.372,2.0
中山,4,10,アイアンブランド,-7291.0,13.0,-6516.0,14.0,-11720.0,15.0,-25.527,13.0
中山,4,11,マイネルテオドロス,6235.0,2.0,3132.0,9.0,-6169.0,13.0,3.198,7.0
中山,4,12,マジックアロマ,-1469.0,9.0,4040.0,7.0,2719.0,4.0,5.29,6.0
中山,4,13,ガルディーノ,-9619.0,14.0,-5186.0,13.0,-1745.0,10.0,-16.55,12.0
中山,4,14,スタームーンナイト,5064.0,3.0,,,821.0,7.0,,
中山,4,15,サノノアルペン,333.0,6.0,456.0,11.0,-5136.0,12.0,-4.347,11.0
中山,4,16,ツクバヴァンガード,-4143.0,12.0,-1175.0,12.0,2218.0,5.0,-3.1,10.0
中山,5,1,アンラコル,-4331.0,12.0,2058.0,1.0,-1901.0,11.0,-4.174,8.0
中山,5,2,マリブ,-3276.0,11.0,,,4000.0,3.0,,
中山,5,3,アルカマル,-7862.0,15.0,-8983.0,14.0,2144.0,4.0,-14.701,13.0
中山,5,4,トーセンエリオット,3890.0,3.0,,,-6449.0,17.0,,
中山,5,5,フクスケ,-1424.0,6.0,-1168.0,9.0,-105.0,7.0,-2.697,6.0
中山,5,6,ティラーノ,2340.0,4.0,2058.0,1.0,-3817.0,14.0,0.581,4.0
中山,5,7,ブレイズランナー,-2819.0,10.0,-8983.0,14.0,51.0,6.0,-11.751,12.0
中山,5,8,ウインブリザード,-10083.0,16.0,2058.0,1.0,5320.0,1.0,-2.705,7.0
中山,5,9,ヒズマスターピース,-2606.0,8.0,1794.0,4.0,-3511.0,13.0,-4.323,9.0
中山,5,10,パーシヴァル,1498.0,5.0,436.0,8.0,89.0,5.0,2.023,3.0
中山,5,11,キャルナイト,-2232.0,7.0,-5523.0,11.0,5284.0,2.0,-2.471,5.0
中山,5,12,フロステリオン,7758.0,1.0,-1749.0,10.0,-559.0,8.0,5.45,1.0
中山,5,13,ナイスプレーアスク,-2704.0,9.0,1586.0,5.0,-3269.0,12.0,-4.387,10.0
中山,5,14,ナンヨーロイヤル,-4353.0,13.0,685.0,6.0,-770.0,9.0,-4.438,11.0
中山,5,15,エピックフライト,,,-8121.0,13.0,-1085.0,10.0,,
中山,5,16,イブキ,-5234.0,14.0,-6824.0,12.0,-4834.0,15.0,-16.892,14.0
中山,5,17,ベルランコントル,7437.0,2.0,685.0,6.0,-4923.0,16.0,3.199,2.0
中山,6,1,スマートクオーレ,-777.0,7.0,4427.0,4.0,-8515.0,16.0,-4.865,9.0
中山,6,2,フジレイメイ,-4425.0,12.0,17457.0,1.0,-2771.0,11.0,10.261,1.0
中山,6,3,ジャクソン,-1248.0,8.0,-4802.0,11.0,-7032.0,15.0,-13.082,12.0
中山,6,4,コッレヴェッキオ,864.0,6.0,-8604.0,14.0,912.0,5.0,-6.828,10.0
中山,6,5,ポンサン,-7861.0,14.0,515.0,5.0,-1108.0,10.0,-8.454,11.0
中山,6,6,ロストボール,,,-767.0,6.0,-6925.0,14.0,,
中山,6,7,プレジール,5953.0,3.0,-2340.0,8.0,2330.0,3.0,5.943,3.0
中山,6,8,ヤコブセン,-7146.0,13.0,-25618.0,15.0,-661.0,9.0,-33.425,14.0
中山,6,9,コーリンカルベラ,-1501.0,9.0,-2812.0,9.0,2486.0,2.0,-1.827,7.0
中山,6,10,カイトヴィント,-13329.0,15.0,5250.0,3.0,-5660.0,13.0,-13.739,13.0
中山,6,11,ラストレガシー,8759.0,1.0,-7238.0,13.0,263.0,6.0,1.784,5.0
中山,6,12,クラウングスタフ,-3447.0,11.0,-5594.0,12.0,4421.0,1.0,-4.62,8.0
中山,6,13,ファルコンミノル,1114.0,5.0,-1929.0,7.0,1323.0,4.0,0.508,6.0
中山,6,14,プロスペクトパーク,-1874.0,10.0,13355.0,2.0,-3647.0,12.0,7.834,2.0
中山,6,15,グランエシェゾー,1517.0,4.0,,,130.0,8.0,,
中山,6,16,ティアップドライブ,6428.0,2.0,-3604.0,10.0,184.0,7.0,3.008,4.0
中山,7,1,ジーティーポライト,-12203.0,14.0,3788.0,4.0,-6855.0,14.0,-15.27,10.0
中山,7,2,グルナルーフス,-585.0,6.0,,,-960.0,6.0,,
中山,7,3,ゴーゴータカシ,8567.0,1.0,-8913.0,12.0,3212.0,3.0,2.866,3.0
中山,7,4,ドルビナ,1996.0,5.0,-2143.0,9.0,1880.0,4.0,1.733,4.0
中山,7,5,リバーバレイト,,,1465.0,7.0,4144.0,2.0,,
中山,7,6,ベラジオワールド,6961.0,3.0,,,-6254.0,12.0,,
中山,7,7,ルミナスピラー,-9906.0,13.0,-2386.0,10.0,6993.0,1.0,-5.299,7.0
中山,7,8,レッドロスタム,6872.0,4.0,-2865.0,11.0,-4270.0,9.0,-0.263,5.0
中山,7,9,グランシャーク,,,,,-2333.0,8.0,,
中山,7,10,ミエノブラボー,-2091.0,7.0,-31.0,8.0,,,,
中山,7,11,アウフヴィント,-6386.0,12.0,11418.0,2.0,1644.0,5.0,6.676,1.0
中山,7,12,エアグリフォン,7423.0,2.0,,,-5206.0,11.0,,
中山,7,13,ソルエパトリオット,-2167.0,8.0,2655.0,5.0,-6721.0,13.0,-6.233,8.0
中山,7,14,キャトルエピス,-5390.0,11.0,12658.0,1.0,-7708.0,15.0,-0.44,6.0
中山,7,15,インパクトシー,-5049.0,10.0,2073.0,6.0,-5025.0,10.0,-8.001,9.0
