場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
東京,1,1,オーシャンステラ,2380.0,2.0,-5084.0,4.0,4651.0,3.0,1.947,3.0
東京,1,2,ウインドオブヘヴン,-6241.0,10.0,-723.0,3.0,2634.0,5.0,-4.33,4.0
東京,1,3,ニシノカルラ,617.0,4.0,,,-1157.0,8.0,,
東京,1,4,マイネルメテオーラ,-9597.0,12.0,,,-1534.0,9.0,,
東京,1,5,ストロボエッジ,-7651.0,11.0,1149.0,1.0,-2319.0,10.0,-8.821,6.0
東京,1,6,ツキノマバタキ,-3149.0,9.0,-11721.0,8.0,4630.0,4.0,-10.24,8.0
東京,1,7,サザンテイオー,-2825.0,8.0,-5592.0,6.0,-764.0,7.0,-9.181,7.0
東京,1,8,ジェイドテソーロ,360.0,5.0,381.0,2.0,8814.0,1.0,9.555,1.0
東京,1,9,グランマエストロ,-670.0,7.0,-8998.0,7.0,2560.0,6.0,-7.108,5.0
東京,1,10,グランセレスト,2070.0,3.0,-5102.0,5.0,5726.0,2.0,2.694,2.0
東京,1,11,マリノリュミエール,-96.0,6.0,,,-16148.0,11.0,,
東京,1,12,シュガームーン,12844.0,1.0,,,-16272.0,12.0,,
東京,2,1,ニシノゲッパク,-4225.0,6.0,,,-6737.0,13.0,,
東京,2,2,エクスプレスナイト,-5080.0,8.0,-111.0,7.0,-4018.0,9.0,-9.209,6.0
東京,2,3,フォークスアップ,6240.0,2.0,1648.0,4.0,-6214.0,12.0,1.674,4.0
東京,2,4,ユイノカタリベ,-2727.0,5.0,936.0,5.0,6695.0,1.0,4.904,2.0
東京,2,5,リスペクトライト,-10740.0,10.0,-500.0,9.0,3889.0,3.0,-7.351,5.0
東京,2,6,ランニングビーチ,904.0,3.0,2878.0,2.0,4771.0,2.0,8.553,1.0
東京,2,7,アクロスメモリア,,,-457.0,8.0,51.0,5.0,,
東京,2,8,スーパーチャイルド,13606.0,1.0,-6814.0,12.0,-2253.0,7.0,4.539,3.0
東京,2,9,マイネルテオドロス,,,7050.0,1.0,-6000.0,11.0,,
東京,2,10,イーアンベ,-11313.0,11.0,-888.0,10.0,-8279.0,14.0,-20.48,9.0
