場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
函館,1,未勝利,芝,1200,稍重,1,シンヒダカゴールド,3歳,古川吉洋,角田晃一,逃げ,0.0,0.0,短距離,右回り,芝道悪,Lv2 ,リオンディーズ,連闘,距離短縮
函館,1,未勝利,芝,1200,稍重,2,カルミネイション,3歳,中井裕二,緒方努,差し,25.0,14.285714285714285,短距離,右回り,芝道悪,Lv2 ,ビッグアーサー,休明2走,
函館,1,未勝利,芝,1200,稍重,3,メイズ,3歳,黛弘人,森一誠,,,,短距離,右回り,芝道悪,Lv2 ,ロジャーバローズ,,
函館,1,未勝利,芝,1200,稍重,4,レオンバルディア,3歳,和田陽希,佐藤悠太,差し,,0.0,短距離,右回り,芝道悪,Lv2 ,Caravaggio,休明2走,
函館,1,未勝利,芝,1200,稍重,5,グリフォン,3歳,古川奈穂,小椋研介,先行,0.0,40.0,短距離,右回り,芝道悪,Lv2 ,サートゥルナーリア,連闘,
函館,1,未勝利,芝,1200,稍重,6,オーケーダイナ,3歳,武豊,奥村豊,先行,,0.0,短距離,右回り,芝道悪,Lv2 ,Saxon Warrior,休明3走,距離短縮
函館,1,未勝利,芝,1200,稍重,7,ブラックティンカー,3歳,吉田隼人,和田雄二,逃げ,0.0,25.0,短距離,右回り,芝道悪,Lv2 ,シルバーステート,連闘,
函館,1,未勝利,芝,1200,稍重,8,ズットマツモト,3歳,川又賢治,竹内正洋,先行,,,短距離,右回り,芝道悪,Lv2 ,ミッキーアイル,休明2走,
函館,1,未勝利,芝,1200,稍重,9,メルシーボクアスク,3歳,藤岡佑介,蛯名正義,先行,,50.0,短距離,右回り,芝道悪,Lv2 ,シルバーステート,休明2走,距離短縮
函館,1,未勝利,芝,1200,稍重,10,ホウオウハナビ,3歳,岩田康誠,奥村武,差し,0.0,,短距離,右回り,芝道悪,Lv2 ,エピファネイア,連闘,距離短縮
函館,1,未勝利,芝,1200,稍重,11,リリーオブザハート,3歳,鮫島克駿,辻野泰之,差し,,,短距離,右回り,芝道悪,Lv2 ,ブリックスアンドモルタル,休明3走,距離短縮
函館,1,未勝利,芝,1200,稍重,12,エファセデリエール,3歳,鷲頭虎太,伊坂重信,差し,,,短距離,右回り,芝道悪,Lv2 ,パドトロワ,連闘,距離延長
函館,1,未勝利,芝,1200,稍重,13,アスコットレイ,3歳,原田和真,粕谷昌央,差し,,0.0,短距離,右回り,芝道悪,Lv2 ,モズアスコット,,
函館,1,未勝利,芝,1200,稍重,14,ミストラルフェザー,3歳,斎藤新,茶木太樹,先行,0.0,0.0,短距離,右回り,芝道悪,Lv2 ,モーリス,連闘,
函館,1,未勝利,芝,1200,稍重,15,グランクリュ,3歳,荻野琢真,今野貞一,,,,短距離,右回り,芝道悪,Lv2 ,エピファネイア,,
函館,2,未勝利,ダート,2400,稍重,1,ステイアンビシャス,3歳,松岡正海,堀内岳志,追込,,,長距離,右回り,ダ道悪,Lv1 ,ドレフォン,,距離延長
函館,2,未勝利,ダート,2400,稍重,2,ケイアイワイラーパ,3歳,武豊,野中賢二,差し,,,長距離,右回り,ダ道悪,Lv1 ,ブリックスアンドモルタル,休明初戦,距離延長
函館,2,未勝利,ダート,2400,稍重,3,ピストルスター,3歳,北村友一,高橋亮,差し,0.0,,長距離,右回り,ダ道悪,Lv1 ,アニマルキングダム,,距離延長
函館,2,未勝利,ダート,2400,稍重,4,メムエクラ,3歳,野中悠太,高木登,差し,0.0,,長距離,右回り,ダ道悪,Lv1 ,イスラボニータ,,距離延長
函館,2,未勝利,ダート,2400,稍重,5,ドラギニャン,3歳,丹内祐次,河嶋宏樹,差し,,,長距離,右回り,ダ道悪,Lv1 ,オルフェーヴル,,距離短縮
函館,2,未勝利,ダート,2400,稍重,6,マージャング,3歳,吉田隼人,矢作芳人,追込,,,長距離,右回り,ダ道悪,Lv1 ,Kameko,,距離延長
函館,2,未勝利,ダート,2400,稍重,7,ライジングショット,3歳,川又賢治,吉村圭司,差し,,,長距離,右回り,ダ道悪,Lv1 ,ナダル,,距離延長
函館,2,未勝利,ダート,2400,稍重,8,ウィスパーボイス,3歳,黛弘人,千田輝彦,追込,,,長距離,右回り,ダ道悪,Lv1 ,ハービンジャー,休明2走,距離延長
函館,2,未勝利,ダート,2400,稍重,9,ガウラサンダー,3歳,鮫島克駿,高柳大輔,追込,,,長距離,右回り,ダ道悪,Lv1 ,シュヴァルグラン,,距離延長
函館,2,未勝利,ダート,2400,稍重,10,ハイクオリティ,3歳,佐々木大,今野貞一,追込,0.0,,長距離,右回り,ダ道悪,Lv1 ,リアルスティール,連闘,距離延長
函館,2,未勝利,ダート,2400,稍重,11,ニホンピロカミーノ,3歳,松本大輝,安達昭夫,追込,0.0,,長距離,右回り,ダ道悪,Lv1 ,ジャスタウェイ,休明2走,距離延長
函館,2,未勝利,ダート,2400,稍重,12,サンピラーゴールド,3歳,小林美駒,鈴木伸尋,差し,,,長距離,右回り,ダ道悪,Lv1 ,リアルスティール,休明2走,距離延長
函館,3,未勝利,ダート,1700,稍重,1,オルロジェール,3歳,古川奈穂,池江泰寿,差し,,0.0,中距離,右回り,ダ道悪,Lv3 ,ナダル,,距離短縮
函館,3,未勝利,ダート,1700,稍重,2,ロッキンミー,3歳,木幡巧也,杉浦宏昭,先行,,,中距離,右回り,ダ道悪,Lv3 ,スクリーンヒーロー,,距離延長
函館,3,未勝利,ダート,1700,稍重,3,ハッピールンナ,3歳,古川吉洋,大根田裕,差し,,0.0,中距離,右回り,ダ道悪,Lv3 ,ホークビル,,距離短縮
函館,3,未勝利,ダート,1700,稍重,4,クインズマカロン,3歳,荻野琢真,小林真也,追込,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,マインドユアビスケッツ,休明2走,
函館,3,未勝利,ダート,1700,稍重,5,ヒサエノオモカゲ,3歳,横山武史,千葉直人,先行,,42.857142857142854,中距離,右回り,ダ道悪,Lv3 ,ノーブルミッション,,距離延長
函館,3,未勝利,ダート,1700,稍重,6,メイショウナナコ,3歳,丹内祐次,荒川義之,先行,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,モズアスコット,,
函館,3,未勝利,ダート,1700,稍重,7,レディゴディヴァ,3歳,鮫島克駿,小崎憲,先行,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,ルヴァンスレーヴ,連闘,
函館,3,未勝利,ダート,1700,稍重,8,デアルーチェ,3歳,鷲頭虎太,井上智史,差し,,0.0,中距離,右回り,ダ道悪,Lv3 ,ドレフォン,,距離短縮
函館,3,未勝利,ダート,1700,稍重,9,デルマアポロニア,3歳,武豊,蛯名正義,先行,100.0,100.0,中距離,右回り,ダ道悪,Lv3 ,オルフェーヴル,,
