場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
函館,1,1,スカイピア,小林美駒,67.0,90.0,102.0,94.0,96.0,121.0,95.0,8.0
函館,1,2,クワイエットアイ,鮫島克駿,103.0,107.0,103.0,102.0,106.0,98.0,103.167,4.0
函館,1,3,マーシャルアン,黛弘人　,98.0,108.0,102.0,99.0,109.0,102.0,103.0,5.0
函館,1,4,スノーランス,佐々木大,116.0,102.0,103.0,106.0,104.0,115.0,107.667,1.0
函館,1,5,タガノアラリア,斎藤新　,88.0,102.0,98.0,103.0,102.0,105.0,99.667,6.0
函館,1,6,ラブミーヘンリー,古川吉洋,85.0,103.0,112.0,105.0,101.0,124.0,105.0,2.0
函館,1,7,スミッコディスコ,横山和生,95.0,96.0,102.0,100.0,106.0,94.0,98.833,7.0
函館,1,8,イッスンボウシ,柴田裕一,91.0,69.0,104.0,82.0,91.0,,87.4,9.0
函館,1,9,ヒッグスボソン,丹内祐次,109.0,102.0,107.0,98.0,104.0,109.0,104.833,3.0
函館,1,10,エターナルギア,森田誠也,,,,,,,,
函館,2,1,タマゴ,佐々木大,116.0,102.0,101.0,106.0,104.0,113.0,107.0,1.0
函館,2,2,マニーシーン,舟山瑠泉,,,,,,,,
函館,2,3,モウフブキ,古川奈穂,103.0,89.0,94.0,91.0,92.0,95.0,94.0,8.0
函館,2,4,サツキレジーナ,古川吉洋,85.0,103.0,94.0,105.0,101.0,89.0,96.167,7.0
函館,2,5,グランシャット,丹内祐次,109.0,102.0,100.0,98.0,104.0,97.0,101.667,3.0
函館,2,6,アウスラフラッグ,柴田裕一,91.0,96.0,104.0,82.0,108.0,,96.2,6.0
函館,2,7,パールフロント,川又賢治,95.0,95.0,100.0,103.0,95.0,106.0,99.0,4.0
函館,2,8,フォレストオール,横山武史,103.0,100.0,92.0,95.0,98.0,92.0,96.667,5.0
函館,2,9,ファンシーデイ,和田陽希,,,,,,,,
函館,2,10,ハイエンドモデル,小林美駒,67.0,90.0,90.0,94.0,96.0,112.0,91.5,9.0
函館,2,11,メルシーボクアスク,藤岡佑介,99.0,112.0,107.0,103.0,107.0,105.0,105.5,2.0
函館,2,12,プレインコート,森田誠也,,,,,,,,
函館,3,1,ビービープリメーロ,古川吉洋,85.0,103.0,94.0,104.0,101.0,89.0,96.0,7.0
函館,3,2,オキョンピー,横山武史,103.0,100.0,92.0,97.0,98.0,92.0,97.0,6.0
函館,3,3,ニホンピロカスター,森田誠也,,,,,,,,
函館,3,4,コットンフラワー,舟山瑠泉,,,,,,,,
函館,3,5,エスシーボニー,和田陽希,,,,,,,,
函館,3,6,ナリタヒカリ,武豊　　,97.0,95.0,100.0,97.0,98.0,99.0,97.667,5.0
函館,3,7,タイセイルーマー,斎藤新　,88.0,102.0,102.0,97.0,102.0,109.0,100.0,4.0
