場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
函館,1,1,スカイピア,前川恭子,,,,,,,,,,
函館,1,2,クワイエットアイ,中竹和也,-29.0,949.0,2365.0,619.0,394.0,1491.0,,,5789.0,3.0
函館,1,3,マーシャルアン,大和田成,128.0,1366.0,462.0,359.0,2189.0,-1485.0,,,3019.0,4.0
函館,1,4,スノーランス,上原佑紀,726.0,-364.0,1702.0,-99.0,1473.0,2645.0,,,6083.0,1.0
函館,1,5,タガノアラリア,西園翔太,704.0,182.0,444.0,-928.0,431.0,858.0,,,1691.0,5.0
函館,1,6,ラブミーヘンリー,宮徹　　,-12.0,-156.0,1131.0,225.0,496.0,-151.0,,,1533.0,6.0
函館,1,7,スミッコディスコ,鈴木慎太,32.0,882.0,949.0,1066.0,1696.0,1281.0,-296.0,225.0,5835.0,2.0
函館,1,8,イッスンボウシ,的場均　,113.0,-1357.0,-1941.0,-1776.0,-3862.0,-229.0,-1209.0,521.0,-9740.0,9.0
函館,1,9,ヒッグスボソン,高橋義忠,-94.0,579.0,-266.0,-631.0,-337.0,7.0,,,-742.0,7.0
函館,1,10,エターナルギア,加藤士津,-120.0,-612.0,-396.0,280.0,-286.0,-541.0,,,-1675.0,8.0
函館,2,1,タマゴ,鈴木孝志,-161.0,-931.0,591.0,-205.0,-936.0,36.0,-203.0,92.0,-1717.0,4.0
函館,2,2,マニーシーン,小手川準,-170.0,-312.0,1019.0,-1187.0,-138.0,-949.0,,,-1737.0,5.0
函館,2,3,モウフブキ,松山将樹,-790.0,-33.0,-392.0,-1451.0,-1537.0,-1932.0,,,-6135.0,10.0
函館,2,4,サツキレジーナ,石栗龍彦,98.0,-196.0,722.0,94.0,1232.0,-251.0,,,1699.0,3.0
函館,2,5,グランシャット,宮田敬介,240.0,-275.0,-842.0,-395.0,-836.0,-1342.0,,,-3450.0,8.0
函館,2,6,アウスラフラッグ,高柳瑞樹,-106.0,-390.0,-836.0,-465.0,-440.0,-246.0,-278.0,-390.0,-3151.0,7.0
函館,2,7,パールフロント,寺島良　,97.0,-480.0,-711.0,-164.0,-1076.0,-1543.0,,,-3877.0,9.0
函館,2,8,フォレストオール,栗田徹　,-455.0,-1273.0,-1703.0,-1931.0,-1913.0,-990.0,,,-8265.0,12.0
函館,2,9,ファンシーデイ,藤野健太,474.0,-1027.0,-1080.0,-1075.0,-1019.0,-509.0,-1106.0,-1323.0,-6665.0,11.0
函館,2,10,ハイエンドモデル,武藤善則,320.0,-20.0,-1252.0,352.0,-550.0,268.0,-971.0,-510.0,-2363.0,6.0
函館,2,11,メルシーボクアスク,蛯名正義,-121.0,1896.0,-182.0,-170.0,451.0,428.0,342.0,-273.0,2371.0,2.0
函館,2,12,プレインコート,吉岡辰弥,-142.0,491.0,573.0,1209.0,422.0,544.0,877.0,189.0,4163.0,1.0
函館,3,1,ビービープリメーロ,角田晃一,-223.0,488.0,371.0,1151.0,975.0,59.0,978.0,-136.0,3663.0,4.0
函館,3,2,オキョンピー,高柳瑞樹,-106.0,-390.0,-836.0,-465.0,-445.0,-246.0,7.0,-390.0,-2871.0,11.0
函館,3,3,ニホンピロカスター,大橋勇樹,314.0,684.0,226.0,1673.0,822.0,1128.0,,,4847.0,3.0
函館,3,4,コットンフラワー,松永康利,451.0,-107.0,202.0,448.0,-226.0,119.0,,,887.0,8.0
函館,3,5,エスシーボニー,浅利英明,,,,,,,,,,
函館,3,6,ナリタヒカリ,荒川義之,-293.0,481.0,2613.0,2407.0,1278.0,270.0,,,6756.0,1.0
函館,3,7,タイセイルーマー,斎藤誠　,-269.0,1148.0,673.0,394.0,-1630.0,202.0,,,518.0,9.0
函館,3,8,シュヴァルノワール,嘉藤貴行,38.0,415.0,476.0,357.0,319.0,574.0,,,2179.0,6.0
