場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
函館,1,1,ミリオンヒット,鷲頭虎太,127.0,104.0,105.0,113.0,108.0,,111.4,1.0
函館,1,2,ワタシマツワ,小林美駒,67.0,90.0,102.0,94.0,96.0,,89.8,10.0
函館,1,3,セゾンデフィーユ,横山武史,103.0,100.0,100.0,95.0,98.0,,99.2,7.0
函館,1,4,ロネット,武豊　　,97.0,95.0,95.0,97.0,98.0,,96.4,9.0
函館,1,5,キムケンフォトン,藤岡佑介,99.0,112.0,104.0,103.0,107.0,,105.0,3.0
函館,1,6,ハナヒラク,原田和真,21.0,57.0,115.0,119.0,90.0,,80.4,12.0
函館,1,7,ハーフェン,丹内祐次,109.0,102.0,107.0,98.0,104.0,,104.0,5.0
函館,1,8,ドラマツルギー,柴田裕一,91.0,69.0,104.0,82.0,,,86.5,11.0
函館,1,9,ゴールドサニーデイ,斎藤新　,88.0,102.0,98.0,103.0,102.0,,98.6,8.0
函館,1,10,カルミネイション,森田誠也,,,,,,,,
函館,1,11,ワンダーアンジェ,和田陽希,,,,,,,,
函館,1,12,テーオーシュターデ,古川吉洋,85.0,103.0,112.0,105.0,101.0,,101.2,6.0
函館,1,13,リリーオブザハート,鮫島克駿,103.0,107.0,103.0,102.0,106.0,,104.2,4.0
函館,1,14,フューチャーファン,北村友一,121.0,108.0,102.0,100.0,105.0,,107.2,2.0
函館,2,1,ニッシンゲッポ,佐々木大,116.0,102.0,101.0,106.0,104.0,,105.8,4.0
函館,2,2,カーヌスティ,北村友一,121.0,108.0,100.0,100.0,105.0,,106.8,3.0
函館,2,3,メイショウルーチェ,松本大輝,110.0,102.0,103.0,104.0,106.0,,105.0,5.0
函館,2,4,エイシンパルサー,松岡正海,151.0,102.0,88.0,101.0,104.0,,109.2,2.0
函館,2,5,グルナルーフス,鷲頭虎太,127.0,104.0,107.0,113.0,108.0,,111.8,1.0
函館,2,6,レイアポポ,丹内祐次,109.0,102.0,100.0,98.0,104.0,,102.6,6.0
函館,2,7,ラピルスイメル,古川奈穂,103.0,89.0,94.0,91.0,92.0,,93.8,8.0
函館,2,8,サヨノミッキー,柴田裕一,91.0,96.0,104.0,82.0,,,93.25,9.0
函館,2,9,テーオーテバルディ,和田陽希,,,,,,,,
函館,2,10,サラサエンペラー,舟山瑠泉,,,,,,,,
函館,2,11,コッコラーレ,小林美駒,67.0,90.0,90.0,94.0,96.0,,87.4,10.0
函館,2,12,ショウナンラリー,横山和生,95.0,96.0,103.0,100.0,106.0,,100.0,7.0
函館,3,1,メムエクラ,柴田裕一,91.0,69.0,72.0,82.0,,,78.5,11.0
函館,3,2,ウインキララ,舟山瑠泉,,,,,,,,
函館,3,3,パーフェクトパール,佐々木大,116.0,102.0,103.0,98.0,104.0,,104.6,5.0
函館,3,4,コンドゥイア,鷲頭虎太,127.0,104.0,105.0,101.0,108.0,,109.0,2.0
函館,3,5,ウィットビーアビー,古川吉洋,85.0,103.0,112.0,104.0,101.0,,101.0,6.0
函館,3,6,ヤマニンパルフェ,横山武史,103.0,100.0,100.0,97.0,98.0,,99.6,8.0
函館,3,7,セレニティ,古川奈穂,103.0,89.0,91.0,90.0,92.0,,93.0,10.0
函館,3,8,ヴァルチャースター,武豊　　,97.0,95.0,95.0,97.0,98.0,,96.4,9.0
函館,3,9,セリオヴェローチェ,北村友一,121.0,108.0,102.0,102.0,105.0,,107.6,3.0
函館,3,10,ファジーロップ,鮫島克駿,103.0,107.0,103.0,107.0,106.0,,105.2,4.0
函館,3,11,デルマケセラセラ,横山和生,95.0,96.0,102.0,104.0,106.0,,100.6,7.0
函館,3,12,レディオンステージ,荻野琢真,131.0,125.0,122.0,101.0,112.0,,118.2,1.0
函館,3,13,キタノアンシェル,原田和真,21.0,57.0,115.0,83.0,90.0,,73.2,12.0
函館,4,1,ララエキリーブル,古川吉洋,85.0,103.0,94.0,104.0,101.0,,97.4,8.0
函館,4,2,リュウジンオー,武豊　　,97.0,95.0,100.0,97.0,98.0,,97.4,8.0
函館,4,3,タイセイバンクール,鮫島克駿,103.0,107.0,105.0,107.0,106.0,,105.6,2.0
函館,4,4,エポカリーナ,古川奈穂,103.0,89.0,94.0,90.0,92.0,,93.6,10.0
函館,4,5,フランクテソーロ,佐々木大,116.0,102.0,101.0,98.0,104.0,,104.2,4.0
函館,4,6,ジーティートゥルー,黛弘人　,98.0,108.0,110.0,108.0,109.0,,106.6,1.0
函館,4,7,ヒサエノオモカゲ,横山武史,103.0,100.0,92.0,97.0,98.0,,98.0,7.0
函館,4,8,サーフギャラクシー,柴田裕一,91.0,96.0,72.0,82.0,,,85.25,11.0
函館,4,9,トーセンディーン,原田和真,21.0,57.0,95.0,83.0,90.0,,69.2,12.0
函館,4,10,アイビーガオー,斎藤新　,88.0,102.0,102.0,97.0,102.0,,98.2,6.0
函館,4,11,レーヌドフルール,和田陽希,,,,,,,,
函館,4,12,オドラニャソンソン,舟山瑠泉,,,,,,,,
函館,4,13,メイショウナナコ,丹内祐次,109.0,102.0,100.0,107.0,104.0,,104.4,3.0
函館,4,14,ホウオウチェスター,横山和生,95.0,96.0,103.0,104.0,106.0,,100.8,5.0
函館,5,1,ヴィラジョヴィス,北村友一,121.0,100.0,102.0,102.0,105.0,,106.0,4.0
函館,5,2,カレックス,原田和真,21.0,183.0,115.0,83.0,90.0,,98.4,5.0
函館,5,3,マルガ,武豊　　,97.0,93.0,95.0,97.0,98.0,,96.0,6.0
函館,5,4,シルバーレシオ,佐々木大,116.0,117.0,103.0,98.0,104.0,,107.6,3.0
函館,5,5,ワンダーディーン,柴田裕一,102.0,69.0,72.0,82.0,,,81.25,7.0
函館,5,6,アイムスティルミー,嶋田純次,250.0,158.0,108.0,97.0,97.0,,142.0,1.0
函館,5,7,サントルドパリ,鮫島克駿,103.0,120.0,103.0,107.0,106.0,,107.8,2.0
函館,6,1,バルデラマ,藤岡佑介,99.0,112.0,104.0,96.0,107.0,,103.6,8.0
函館,6,2,レッドヴァリアート,横山武史,103.0,100.0,100.0,96.0,98.0,,99.4,12.0
函館,6,3,ジーティートシオー,北村友一,121.0,108.0,102.0,110.0,105.0,,109.2,3.0
函館,6,4,エコログロス,嶋田純次,250.0,99.0,108.0,96.0,97.0,,130.0,1.0
函館,6,5,エバーグリーン,古川奈穂,103.0,89.0,91.0,164.0,92.0,,107.8,5.0
函館,6,6,ドラギニャン,舟山瑠泉,,,,,,,,
函館,6,7,グラツィオーソ,松岡正海,151.0,102.0,108.0,91.0,104.0,,111.2,2.0
函館,6,8,ラッキーロジータ,小林美駒,67.0,90.0,102.0,21.0,96.0,,75.2,15.0
函館,6,9,キングズトゥルー,古川吉洋,85.0,103.0,112.0,76.0,101.0,,95.4,14.0
函館,6,10,ジャックオダモ,斎藤新　,88.0,102.0,98.0,105.0,102.0,,99.0,13.0
函館,6,11,ヤマニンヒストリア,鮫島克駿,103.0,107.0,103.0,99.0,106.0,,103.6,8.0
函館,6,12,キロノヴァ,横山和生,95.0,96.0,102.0,108.0,106.0,,101.4,10.0
函館,6,13,ウィスパーボイス,黛弘人　,98.0,108.0,102.0,123.0,109.0,,108.0,4.0
函館,6,14,ブライトメール,吉田隼人,105.0,97.0,96.0,111.0,96.0,,101.0,11.0
函館,6,15,ウインイルネージュ,丹内祐次,109.0,102.0,107.0,111.0,104.0,,106.6,6.0
函館,6,16,アレグリーニ,佐々木大,116.0,102.0,103.0,96.0,104.0,,104.2,7.0
函館,7,1,シンボリノエル,横山和生,95.0,102.0,103.0,104.0,106.0,,102.0,3.0
函館,7,2,レーヴドレフォン,古川奈穂,103.0,96.0,94.0,90.0,92.0,,95.0,8.0
函館,7,3,スウィートリワード,柴田裕一,85.0,96.0,72.0,82.0,,,83.75,9.0
函館,7,4,リアルクィーン,佐々木大,116.0,104.0,101.0,98.0,104.0,,104.6,2.0
函館,7,5,タマモジャスミン,武豊　　,97.0,98.0,100.0,97.0,98.0,,98.0,5.0
函館,7,6,タマモネモフィラ,古川吉洋,85.0,100.0,94.0,104.0,101.0,,96.8,7.0
函館,7,7,タイヨウフレア,吉田隼人,105.0,97.0,96.0,99.0,96.0,,98.6,4.0
函館,7,8,アステロイドメア,和田陽希,,,,,,,,
函館,7,9,リュミナーズ,松岡正海,151.0,88.0,88.0,98.0,104.0,,105.8,1.0
函館,7,10,コムルヴァン,斎藤新　,88.0,98.0,102.0,97.0,102.0,,97.4,6.0
函館,8,1,ポップスター,斎藤新　,88.0,98.0,102.0,105.0,102.0,,99.0,8.0
函館,8,2,フロンタルジェダイ,丹内祐次,109.0,108.0,100.0,111.0,104.0,,106.4,2.0
函館,8,3,アークドール,武豊　　,97.0,98.0,100.0,104.0,98.0,,99.4,7.0
函館,8,4,ビッグベルーガ,松岡正海,151.0,88.0,88.0,91.0,104.0,,104.4,3.0
函館,8,5,スペシャリスト,舟山瑠泉,,,,,,,,
函館,8,6,シーリュウシー,鮫島克駿,103.0,99.0,105.0,99.0,106.0,,102.4,5.0
函館,8,7,ドーギッド,吉田隼人,105.0,97.0,96.0,111.0,96.0,,101.0,6.0
函館,8,8,コンテナライン,小林美駒,67.0,97.0,90.0,21.0,96.0,,74.2,10.0
函館,8,9,リアンクトワ,柴田裕一,85.0,96.0,74.0,82.0,,,84.25,9.0
函館,8,10,ファイアトリック,佐々木大,116.0,104.0,101.0,96.0,104.0,,104.2,4.0
函館,8,11,リエータメンテ,北村友一,121.0,101.0,100.0,110.0,105.0,,107.4,1.0
函館,9,1,マイネルゼウス,丹内祐次,109.0,108.0,107.0,107.0,104.0,,107.0,1.0
函館,9,2,サンウリエル,浜中俊　,103.0,95.0,107.0,103.0,103.0,,102.2,6.0
函館,9,3,ダノンジャイアン,鮫島克駿,103.0,99.0,103.0,107.0,106.0,,103.6,5.0
函館,9,4,ウインデイジー,横山和生,95.0,102.0,102.0,104.0,106.0,,101.8,7.0
函館,9,5,アオイタケル,藤岡佑介,99.0,104.0,104.0,109.0,107.0,,104.6,4.0
函館,9,6,マイバラード,斎藤新　,88.0,98.0,98.0,97.0,102.0,,96.6,10.0
函館,9,7,タルタロス,黛弘人　,98.0,112.0,102.0,108.0,109.0,,105.8,3.0
函館,9,8,アルマデオロ,武豊　　,97.0,98.0,95.0,97.0,98.0,,97.0,9.0
函館,9,9,ストラニエーロ,横山武史,103.0,93.0,100.0,97.0,98.0,,98.2,8.0
函館,9,10,バルティカ,北村友一,121.0,101.0,102.0,102.0,105.0,,106.2,2.0
函館,9,11,ネイサン,原田和真,21.0,157.0,115.0,83.0,90.0,,93.2,11.0
函館,10,1,アスクドリームモア,舟山瑠泉,,,,,,,,
函館,10,2,ファイツオン,藤岡佑介,99.0,104.0,104.0,103.0,107.0,,103.4,4.0
函館,10,3,エヴァンスウィート,鮫島克駿,103.0,99.0,103.0,102.0,106.0,,102.6,5.0
函館,10,4,ルージュスエルテ,池添謙一,81.0,97.0,101.0,97.0,98.0,,94.8,10.0
函館,10,5,カルプスペルシュ,横山武史,103.0,93.0,100.0,95.0,98.0,,97.8,8.0
函館,10,6,タイキヴァンクール,古川吉洋,85.0,100.0,112.0,105.0,101.0,,100.6,7.0
函館,10,7,スーパーマン,松本大輝,110.0,97.0,92.0,104.0,106.0,,101.8,6.0
函館,10,8,シックザイン,嶋田純次,250.0,87.0,108.0,101.0,97.0,,128.6,1.0
函館,10,9,ニタモノドウシ,北村友一,121.0,101.0,102.0,100.0,105.0,,105.8,2.0
函館,10,10,イグニション,丹内祐次,109.0,108.0,107.0,98.0,104.0,,105.2,3.0
函館,10,11,モジャーリオ,斎藤新　,88.0,98.0,98.0,103.0,102.0,,97.8,8.0
函館,11,1,ショーモン,北村友一,121.0,101.0,102.0,102.0,105.0,,106.2,4.0
函館,11,2,エゾダイモン,吉田隼人,105.0,97.0,96.0,99.0,96.0,,98.6,11.0
函館,11,3,ポッドボレット,丹内祐次,109.0,108.0,107.0,107.0,104.0,,107.0,3.0
函館,11,4,インスタキング,古川吉洋,85.0,100.0,112.0,104.0,101.0,,100.4,9.0
函館,11,5,エープラス,斎藤新　,88.0,98.0,98.0,97.0,102.0,,96.6,14.0
函館,11,6,エラトー,横山和生,95.0,102.0,102.0,104.0,106.0,,101.8,8.0
函館,11,7,ダークエクリプス,荻野琢真,131.0,103.0,122.0,101.0,112.0,,113.8,1.0
函館,11,8,パトリックハンサム,松岡正海,151.0,88.0,108.0,98.0,104.0,,109.8,2.0
函館,11,9,ラファドゥラ,武豊　　,97.0,98.0,95.0,97.0,98.0,,97.0,13.0
函館,11,10,パレハ,鮫島克駿,103.0,99.0,103.0,107.0,106.0,,103.6,6.0
函館,11,11,チルカーノ,横山武史,103.0,93.0,100.0,97.0,98.0,,98.2,12.0
函館,11,12,テーオーダグラス,佐々木大,116.0,104.0,103.0,98.0,104.0,,105.0,5.0
函館,11,13,スミ,松本大輝,110.0,97.0,92.0,93.0,106.0,,99.6,10.0
函館,11,14,ラーンザロープス,浜中俊　,103.0,95.0,107.0,103.0,103.0,,102.2,7.0
函館,12,1,タミゼ,和田陽希,,,,,,,,
函館,12,2,アースミューズ,松岡正海,151.0,88.0,88.0,101.0,104.0,,106.4,2.0
函館,12,3,サンピアノソナタ,横山武史,103.0,93.0,92.0,95.0,98.0,,96.2,7.0
函館,12,4,アスゴッド,古川奈穂,103.0,96.0,94.0,91.0,92.0,,95.2,8.0
函館,12,5,キャンドルマス,佐々木大,116.0,104.0,101.0,106.0,104.0,,106.2,3.0
函館,12,6,メイショウハッブル,森田誠也,,,,,,,,
函館,12,7,ジーティーエンジン,小林美駒,67.0,97.0,90.0,94.0,96.0,,88.8,9.0
函館,12,8,ピクラリーダ,鷲頭虎太,127.0,104.0,107.0,113.0,108.0,,111.8,1.0
函館,12,9,ボルセーナ,舟山瑠泉,,,,,,,,
函館,12,10,ナリノエンブレム,鮫島克駿,103.0,99.0,105.0,102.0,106.0,,103.0,5.0
函館,12,11,ナンヨークリスタル,横山和生,95.0,102.0,103.0,100.0,106.0,,101.2,6.0
函館,12,12,ホーリーブライト,丹内祐次,109.0,108.0,100.0,98.0,104.0,,103.8,4.0
福島,1,1,スターオブアダム,木幡巧也,106.0,103.0,97.0,101.0,98.0,,101.0,3.0
福島,1,2,ソークール,水沼元輝,58.0,90.0,54.0,83.0,87.0,,74.4,10.0
福島,1,3,ヘラクレステソーロ,菅原明良,102.0,104.0,100.0,98.0,99.0,,100.6,4.0
福島,1,4,ロンドンプライド,吉田豊　,82.0,95.0,94.0,97.0,93.0,,92.2,8.0
福島,1,5,ユニゾン,大野拓弥,112.0,97.0,107.0,102.0,101.0,,103.8,1.0
福島,1,6,ウールヴヘジン,横山琉人,102.0,93.0,93.0,106.0,97.0,,98.2,5.0
福島,1,7,カズノダイジョウ,荻野極　,87.0,97.0,97.0,92.0,92.0,,93.0,7.0
福島,1,8,ノブステップ,石田拓郎,126.0,108.0,70.0,93.0,90.0,,97.4,6.0
福島,1,9,シーズザスローン,戸崎圭太,107.0,101.0,100.0,99.0,101.0,,101.6,2.0
福島,1,10,ブラックハヤテ,石神深道,71.0,97.0,79.0,53.0,81.0,,76.2,9.0
福島,2,1,ミュークチェルシー,吉田豊　,82.0,95.0,101.0,97.0,93.0,,93.6,10.0
福島,2,2,マキャベリー,菅原明良,102.0,104.0,102.0,98.0,99.0,,101.0,2.0
福島,2,3,ヴィーナスゼファー,津村明秀,98.0,105.0,100.0,96.0,99.0,,99.6,6.0
福島,2,4,エピックサイクル,横山琉人,102.0,93.0,103.0,106.0,97.0,,100.2,5.0
福島,2,5,ティアップマッハ,江田照男,68.0,111.0,89.0,86.0,95.0,,89.8,13.0
福島,2,6,センジュコスモス,内田博幸,87.0,97.0,96.0,83.0,94.0,,91.4,12.0
