,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,317.0,161.0,,215.0,244.0,19.0,249.0,229.0,4.0,2.0,,40.0,79.0,37.0,130.0,,137.0,49.0,56.0,65.0,59.0,117.0,210.0,25.0,67.0
2022,316.0,236.0,,250.0,274.0,28.0,250.0,302.0,15.0,,,25.0,78.0,30.0,147.0,,209.0,48.0,50.0,75.0,44.0,141.0,270.0,32.0,65.0
2023,294.0,201.0,,229.0,238.0,28.0,215.0,280.0,14.0,,,29.0,76.0,22.0,110.0,90.0,145.0,9.0,67.0,69.0,40.0,122.0,243.0,30.0,60.0
2024,280.0,201.0,,208.0,250.0,23.0,187.0,294.0,14.0,,,25.0,76.0,24.0,86.0,200.0,36.0,20.0,45.0,51.0,51.0,128.0,220.0,26.0,56.0
2025,295.0,212.0,,232.0,254.0,21.0,174.0,333.0,2.0,,,6.0,51.0,23.0,117.0,121.0,139.0,48.0,60.0,57.0,52.0,118.0,252.0,28.0,57.0
