場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
東京,1,未勝利,ダート,1400,良,1,キャストロププ,3歳,長浜鴻緒,尾形和幸,差し,25.0,25.0,短距離,左回り,,Lv3 ,500,休明2走,
東京,1,未勝利,ダート,1400,良,2,クラウンハート,3歳,石川裕紀,相沢郁,先行,33.33333333333333,50.0,短距離,左回り,,Lv3 ,504,休明2走,
東京,1,未勝利,ダート,1400,良,3,シルフラ,3歳,坂井瑠星,大竹正博,先行,,,短距離,左回り,,Lv3 ,448,休明初戦,距離短縮
東京,1,未勝利,ダート,1400,良,4,コーシューパンジャ,3歳,北村宏司,勢司和浩,追込,0.0,0.0,短距離,左回り,,Lv3 ,500,休明初戦,距離延長
東京,1,未勝利,ダート,1400,良,5,ファリア,3歳,杉原誠人,土田稔,差し,,,短距離,左回り,,Lv3 ,456,休明初戦,
東京,1,未勝利,ダート,1400,良,6,エムティエスターテ,3歳,原優介,矢野英一,差し,0.0,,短距離,左回り,,Lv3 ,466,,距離短縮
東京,1,未勝利,ダート,1400,良,7,アリアルブラック,3歳,菅原明良,久保田貴,差し,50.0,100.0,短距離,左回り,,Lv3 ,494,連闘,距離延長
東京,1,未勝利,ダート,1400,良,8,ロジディーズ,3歳,野中悠太,新開幸一,追込,,,短距離,左回り,,Lv3 ,460,休明初戦,距離延長
東京,1,未勝利,ダート,1400,良,9,キャンディブーケ,3歳,笹川翼,鈴木伸尋,先行,0.0,,短距離,左回り,,Lv3 ,418,休明初戦,距離短縮
東京,1,未勝利,ダート,1400,良,10,ウインレアリゼ,3歳,三浦皇成,小手川準,追込,,,短距離,左回り,,Lv3 ,464,,距離延長
東京,1,未勝利,ダート,1400,良,11,ユウオウマイシン,3歳,木幡育也,松永康利,逃げ,0.0,0.0,短距離,左回り,,Lv3 ,470,休明初戦,距離延長
東京,1,未勝利,ダート,1400,良,12,ニニンサンキャク,3歳,原田和真,蛯名利弘,,,,短距離,左回り,,Lv3 ,442,,
東京,1,未勝利,ダート,1400,良,13,マイネルブリオン,3歳,松岡正海,矢野英一,先行,,,短距離,左回り,,Lv3 ,488,,距離延長
東京,1,未勝利,ダート,1400,良,14,プリヤンカー,3歳,津村明秀,田島俊明,先行,,,短距離,左回り,,Lv3 ,480,休明初戦,距離延長
東京,1,未勝利,ダート,1400,良,15,ミヤイグアス,3歳,柴田大知,青木孝文,差し,,,短距離,左回り,,Lv3 ,424,休明初戦,距離短縮
東京,1,未勝利,ダート,1400,良,16,ミスティマウンテン,3歳,内田博幸,池上昌和,差し,,,短距離,左回り,,Lv3 ,456,休明初戦,距離短縮
東京,2,新馬,ダート,1400,良,1,ミスパナギア,3歳,丸田恭介,宗像義忠,,,,短距離,左回り,,Lv2 ,444,,
東京,2,新馬,ダート,1400,良,2,クレヨンポップ,3歳,武藤雅,水野貴広,,,,短距離,左回り,,Lv2 ,482,,
東京,2,新馬,ダート,1400,良,3,アデーレカフェ,3歳,宮崎北斗,嘉藤貴行,,,,短距離,左回り,,Lv2 ,444,,
東京,2,新馬,ダート,1400,良,4,カークスマイル,3歳,原優介,中川公成,,,,短距離,左回り,,Lv2 ,420,,
東京,2,新馬,ダート,1400,良,5,メモリアカフェ,3歳,長浜鴻緒,中舘英二,,,,短距離,左回り,,Lv2 ,496,,
東京,2,新馬,ダート,1400,良,6,コーリンフウガ,3歳,原田和真,小野次郎,,,,短距離,左回り,,Lv2 ,528,,
東京,2,新馬,ダート,1400,良,7,ケイツーシェケル,3歳,柴田大知,蛯名利弘,,,,短距離,左回り,,Lv2 ,456,,
東京,2,新馬,ダート,1400,良,8,シャンドネージュ,3歳,伊藤工真,青木孝文,,,,短距離,左回り,,Lv2 ,514,,
東京,2,新馬,ダート,1400,良,9,ダークスピリット,3歳,佐藤翔馬,的場均,,,,短距離,左回り,,Lv2 ,458,,
東京,2,新馬,ダート,1400,良,10,ロジアンドモルタル,3歳,大野拓弥,大竹正博,,,,短距離,左回り,,Lv2 ,486,,
東京,2,新馬,ダート,1400,良,11,ウイントワイライト,3歳,川田将雅,西園翔太,,,,短距離,左回り,,Lv2 ,444,,
東京,2,新馬,ダート,1400,良,12,ハクシンアスリート,3歳,吉田豊,戸田博文,,,,短距離,左回り,,Lv2 ,450,,
東京,2,新馬,ダート,1400,良,13,ハナヒラク,3歳,岩部純二,萱野浩二,,,,短距離,左回り,,Lv2 ,456,,
東京,2,新馬,ダート,1400,良,14,オカノマルコチャン,3歳,嶋田純次,的場均,,,,短距離,左回り,,Lv2 ,450,,
東京,2,新馬,ダート,1400,良,15,フクチャンヒメ,3歳,笹川翼,加藤征弘,,,,短距離,左回り,,Lv2 ,478,,
東京,2,新馬,ダート,1400,良,16,ガンバレベアー,3歳,松岡正海,千葉直人,,,,短距離,左回り,,Lv2 ,480,,
東京,3,未勝利,ダート,1600,良,1,タイキブライトン,3歳,岩部純二,萱野浩二,差し,,,短距離,左回り,,Lv3 ,466,,
