場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷
中山,7,未勝利,芝,1600,良(暫定),3,タケウチビー,3歳,長岡禎仁,深山雅史,短距離,右回り,,サトノダイヤモンド,,
中山,7,未勝利,芝,1600,良(暫定),4,アースジャッジ,3歳,菅原明良,高木登,短距離,右回り,,マクフィ,休明初戦,
中山,7,未勝利,芝,1600,良(暫定),5,リラ,3歳,三浦皇成,蛯名正義,短距離,右回り,,キズナ,,
中山,7,未勝利,芝,1600,良(暫定),6,ディールメーカー,3歳,戸崎圭太,大和田成,短距離,右回り,,イスラボニータ,休明初戦,
中山,7,未勝利,芝,1600,良(暫定),7,ベッラモレーン,3歳,石橋脩,矢野英一,短距離,右回り,,アジアエクスプレス,,
中山,7,未勝利,芝,1600,良(暫定),8,エフティヴェント,3歳,柴田大知,金成貴史,短距離,右回り,,ミッキーアイル,,
中山,7,未勝利,芝,1600,良(暫定),9,ラプランセス,3歳,横山武史,斎藤誠,短距離,右回り,,エピファネイア,,
中山,7,未勝利,芝,1600,良(暫定),10,セルリア,3歳,木幡巧也,大和田成,短距離,右回り,,グレーターロンドン,,
中山,7,未勝利,芝,1600,良(暫定),11,セイウンリメンバー,3歳,長浜鴻緒,千葉直人,短距離,右回り,,ミッキーアイル,,距離延長
中山,7,未勝利,芝,1600,良(暫定),12,カドドゥディエ,3歳,遠藤汰月,西田雄一,短距離,右回り,,クラウンレガーロ,,
中山,7,未勝利,芝,1600,良(暫定),13,シャルムグリーン,3歳,津村明秀,相沢郁,短距離,右回り,,スワーヴリチャード,休明3走,
中山,7,未勝利,芝,1600,良(暫定),14,ファインダーズ,3歳,横山和生,和田勇介,短距離,右回り,,ファインニードル,休明初戦,距離延長
中山,7,未勝利,芝,1600,良(暫定),15,セーヌデローヴ,3歳,佐々木大,黒岩陽一,短距離,右回り,,ダノンキングリー,,
中山,7,未勝利,芝,1600,良(暫定),16,ウマナミカイドウ,3歳,石田拓郎,天間昭一,短距離,右回り,,ホークビル,,距離短縮
中山,8,自己条件,ダート,1800,良(暫定),1,パイシャオピン,4歳,横山武史,鈴木伸尋,中距離,右回り,,ホッコータルマエ,,
中山,8,自己条件,ダート,1800,良(暫定),2,エーデル,5歳以上,丹内祐次,金成貴史,中距離,右回り,,デクラレーションオブウォー,,
中山,8,自己条件,ダート,1800,良(暫定),3,トレサフィール,4歳,横山和生,稲垣幸雄,中距離,右回り,,サトノダイヤモンド,休明2走,
中山,8,自己条件,ダート,1800,良(暫定),4,デルマタモン,5歳以上,石田拓郎,勢司和浩,中距離,右回り,,オンファイア,休明初戦,
中山,8,自己条件,ダート,1800,良(暫定),5,トルショー,4歳,長浜鴻緒,伊藤圭三,中距離,右回り,,シニスターミニスター,,距離延長
中山,8,自己条件,ダート,1800,良(暫定),6,スマートカイロス,4歳,古川奈穂,矢作芳人,中距離,右回り,,シニスターミニスター,,
中山,8,自己条件,ダート,1800,良(暫定),7,レッドライトニング,5歳以上,津村明秀,浅利英明,中距離,右回り,,エイシンフラッシュ,休明2走,距離延長
中山,8,自己条件,ダート,1800,良(暫定),8,ピコシー,4歳,内田博幸,奥村武,中距離,右回り,,サトノダイヤモンド,休明3走,
中山,8,自己条件,ダート,1800,良(暫定),9,ヤウガウ,5歳以上,菊沢一樹,金成貴史,中距離,右回り,,ゴールドアリュール,,距離短縮
中山,8,自己条件,ダート,1800,良(暫定),10,アパイシュナール,5歳以上,石神深道,田村康仁,中距離,右回り,,シニスターミニスター,休明2走,
中山,8,自己条件,ダート,1800,良(暫定),11,ダイシンバースディ,5歳以上,菅原明良,戸田博文,中距離,右回り,,マインドユアビスケッツ,,距離延長
中山,8,自己条件,ダート,1800,良(暫定),12,エクリプスルバン,5歳以上,佐々木大,田中博康,中距離,右回り,,シニスターミニスター,休明2走,
中山,8,自己条件,ダート,1800,良(暫定),13,トーホウキザン,5歳以上,橋木太希,高橋康之,中距離,右回り,,トーホウジャッカル,,距離延長
中山,9,自己条件,ダート,1800,良(暫定),1,ラフレードピエル,3歳,菊沢一樹,萱野浩二,中距離,右回り,,クリソベリル,休明初戦,
中山,9,自己条件,ダート,1800,良(暫定),2,ファイアマン,3歳,菅原明良,上原博之,中距離,右回り,,ディスクリートキャット,休明2走,
中山,9,自己条件,ダート,1800,良(暫定),3,ダンツシタン,3歳,石橋脩,本田優,中距離,右回り,,パイロ,,
中山,9,自己条件,ダート,1800,良(暫定),4,マクリール,3歳,横山武史,手塚貴久,中距離,右回り,,ロードカナロア,,距離延長
中山,9,自己条件,ダート,1800,良(暫定),5,ケントン,3歳,荻野極,田島俊明,中距離,右回り,,リアルスティール,,
中山,9,自己条件,ダート,1800,良(暫定),6,タイセイエムロード,3歳,大野拓弥,新開幸一,中距離,右回り,,ゴールドドリーム,,
中山,9,自己条件,ダート,1800,良(暫定),7,ハイライトニング,3歳,横山和生,嘉藤貴行,中距離,右回り,,リアルスティール,,
中山,9,自己条件,ダート,1800,良(暫定),8,テンカムテキ,3歳,丹内祐次,林徹,中距離,右回り,,ナダル,,
中山,9,自己条件,ダート,1800,良(暫定),9,オトシダマ,3歳,伊藤工真,金成貴史,中距離,右回り,,ニューイヤーズデイ,,
中山,9,自己条件,ダート,1800,良(暫定),10,アジアントレジャー,3歳,長浜鴻緒,蛯名正義,中距離,右回り,,アジアエクスプレス,,距離延長
中山,10,自己条件,芝,1600,良(暫定),1,ウインベアトリス,4歳,石神深道,深山雅史,短距離,右回り,,エピファネイア,休明2走,
中山,10,自己条件,芝,1600,良(暫定),2,アンジョルラス,5歳以上,菅原明良,藤野健太,短距離,右回り,,キズナ,,
中山,10,自己条件,芝,1600,良(暫定),3,ホークマン,5歳以上,柴田大知,粕谷昌央,短距離,右回り,,ホークビル,,距離延長
中山,10,自己条件,芝,1600,良(暫定),4,シルバーレイン,4歳,大野拓弥,萩原清,短距離,右回り,,エピファネイア,休明3走,距離延長
中山,10,自己条件,芝,1600,良(暫定),5,バセリーナ,4歳,野中悠太,松山将樹,短距離,右回り,,ウインブライト,休明3走,距離短縮
中山,10,自己条件,芝,1600,良(暫定),6,ロゼル,5歳以上,横山琉人,大和田成,短距離,右回り,,シルバーステート,,
中山,10,自己条件,芝,1600,良(暫定),7,ハリケーンリッジ,5歳以上,杉原誠人,大和田成,短距離,右回り,,リアルスティール,休明2走,距離延長
中山,10,自己条件,芝,1600,良(暫定),8,ダノンミッション,4歳,佐々木大,堀宣行,短距離,右回り,,ロードカナロア,休明初戦,距離延長
中山,10,自己条件,芝,1600,良(暫定),9,ワンモアスマイル,4歳,荻野極,藤岡健一,短距離,右回り,,ブリックスアンドモルタル,休明3走,
中山,10,自己条件,芝,1600,良(暫定),10,マルカオペラ,5歳以上,津村明秀,浜田多実,短距離,右回り,,ハービンジャー,休明3走,
中山,10,自己条件,芝,1600,良(暫定),11,ワタシマツワ,4歳,長岡禎仁,竹内正洋,短距離,右回り,,グレーターロンドン,,距離延長
中山,10,自己条件,芝,1600,良(暫定),12,ストレイトトーカー,4歳,横山武史,岩戸孝樹,短距離,右回り,,ファインニードル,休明3走,
中山,10,自己条件,芝,1600,良(暫定),13,エールトゥヘヴン,5歳以上,丹内祐次,戸田博文,短距離,右回り,,ロードカナロア,,距離延長
中山,10,自己条件,芝,1600,良(暫定),14,ミトノオルフェ,4歳,三浦皇成,前川恭子,短距離,右回り,,オルフェーヴル,休明3走,
中山,10,自己条件,芝,1600,良(暫定),15,レーヴブリリアント,4歳,舟山瑠泉,田中博康,短距離,右回り,,スワーヴリチャード,休明2走,
中山,10,自己条件,芝,1600,良(暫定),16,マテンロウブラボー,5歳以上,戸崎圭太,野中賢二,短距離,右回り,,モーリス,,
中山,11,自己条件,芝,2200,良(暫定),1,ロードオールライト,5歳以上,菅原明良,中内田充,中距離,右回り,,ハーツクライ,休明3走,距離短縮
中山,11,自己条件,芝,2200,良(暫定),2,バレンタインガール,5歳以上,内田博幸,古賀慎明,中距離,右回り,,メイショウサムソン,,距離短縮
中山,11,自己条件,芝,2200,良(暫定),3,グロッシェン,5歳以上,木幡巧也,宮田敬介,中距離,右回り,,ニューイヤーズデイ,休明3走,距離延長
中山,11,自己条件,芝,2200,良(暫定),4,マイユニバース,4歳,横山典弘,武幸四郎,中距離,右回り,,レイデオロ,休明3走,距離短縮
中山,11,自己条件,芝,2200,良(暫定),5,コスモサガルマータ,5歳以上,丹内祐次,嘉藤貴行,中距離,右回り,,ヴィクトワールピサ,休明2走,距離延長
中山,11,自己条件,芝,2200,良(暫定),6,モズマーヴェリック,5歳以上,三浦皇成,牧浦充徳,中距離,右回り,,リアルスティール,,距離短縮
中山,11,自己条件,芝,2200,良(暫定),7,ルカランフィースト,5歳以上,荻野極,鹿戸雄一,中距離,右回り,,イスラボニータ,休明初戦,距離延長
中山,11,自己条件,芝,2200,良(暫定),8,マイネルブリックス,5歳以上,松岡正海,黒岩陽一,中距離,右回り,,ブリックスアンドモルタル,休明3走,距離延長
中山,11,自己条件,芝,2200,良(暫定),9,エラン,5歳以上,横山武史,蛯名正義,中距離,右回り,,ラブリーデイ,,距離延長
中山,11,自己条件,芝,2200,良(暫定),10,メイテソーロ,5歳以上,原優介,武市康男,中距離,右回り,,ミッキーロケット,休明3走,距離短縮
中山,11,自己条件,芝,2200,良(暫定),11,マイネルラウレア,5歳以上,津村明秀,宮徹,中距離,右回り,,ゴールドシップ,休明初戦,
中山,11,自己条件,芝,2200,良(暫定),12,ピンクジン,5歳以上,嶋田純次,南田美知,中距離,右回り,,ダノンバラード,,距離延長
中山,11,自己条件,芝,2200,良(暫定),13,アスクナイスショー,5歳以上,田辺裕信,中舘英二,中距離,右回り,,シルバーステート,,距離延長
中山,11,自己条件,芝,2200,良(暫定),14,スパークリシャール,5歳以上,吉田豊,小島茂之,中距離,右回り,,スワーヴリチャード,休明3走,距離延長
中山,11,自己条件,芝,2200,良(暫定),15,ナイトインロンドン,5歳以上,佐々木大,大竹正博,中距離,右回り,,グレーターロンドン,休明初戦,
中山,11,自己条件,芝,2200,良(暫定),16,イケイケドンドン,5歳以上,大野拓弥,松山将樹,中距離,右回り,,ワールドエース,,
中山,11,自己条件,芝,2200,良(暫定),17,オールセインツ,5歳以上,戸崎圭太,友道康夫,中距離,右回り,,キズナ,休明2走,
中山,12,自己条件,ダート,1200,良(暫定),1,シルフレイ,4歳,横山武史,千葉直人,短距離,右回り,,フォーウィールドライブ,,
中山,12,自己条件,ダート,1200,良(暫定),2,キボウノホシ,5歳以上,丹内祐次,奥平雅士,短距離,右回り,,ロードカナロア,休明2走,
中山,12,自己条件,ダート,1200,良(暫定),3,ペッパーミル,5歳以上,荻野極,加藤士津,短距離,右回り,,コパノリッキー,,
中山,12,自己条件,ダート,1200,良(暫定),4,ハッピーパンニャ,5歳以上,津村明秀,鈴木伸尋,短距離,右回り,,エピファネイア,,距離延長
中山,12,自己条件,ダート,1200,良(暫定),5,ハヌル,5歳以上,嶋田純次,岩戸孝樹,短距離,右回り,,トゥザグローリー,,
中山,12,自己条件,ダート,1200,良(暫定),6,ピコレッド,4歳,木幡巧也,牧光二,短距離,右回り,,ヘニーヒューズ,休明初戦,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),7,ウインレアリゼ,4歳,石神深道,小手川準,短距離,右回り,,ゴールドドリーム,休明初戦,
中山,12,自己条件,ダート,1200,良(暫定),8,ハドソンテソーロ,5歳以上,舟山瑠泉,菊川正達,短距離,右回り,,サトノアラジン,休明2走,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),9,サイモンカーチス,5歳以上,長浜鴻緒,根本康広,短距離,右回り,,コパノリッキー,,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),10,セイウンビッグバン,4歳,内田博幸,萱野浩二,短距離,右回り,,アドマイヤマーズ,休明2走,
中山,12,自己条件,ダート,1200,良(暫定),11,ファイブセンス,5歳以上,吉田豊,高橋文雅,短距離,右回り,,Frankel,休明2走,距離延長
中山,12,自己条件,ダート,1200,良(暫定),12,プルシャプラ,4歳,北村宏司,池上昌和,短距離,右回り,,エスポワールシチー,,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),13,バルジール,4歳,田辺裕信,久保田貴,短距離,右回り,,ルヴァンスレーヴ,,
中山,12,自己条件,ダート,1200,良(暫定),14,ペロ,5歳以上,丸山元気,小西一男,短距離,右回り,,シルバーステート,休明3走,
中山,12,自己条件,ダート,1200,良(暫定),15,ガンハンマー,4歳,佐々木大,加藤征弘,短距離,右回り,,リアルスティール,休明初戦,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),16,エテオクロス,4歳,石田拓郎,新開幸一,短距離,右回り,,サトノアラジン,,距離短縮
京都,1,未勝利,ダート,1800,良(暫定),1,ヴァンロゼ,3歳,団野大成,東田明士,中距離,右回り,,シャンハイボビー,,距離延長
京都,1,未勝利,ダート,1800,良(暫定),2,アスタウイン,3歳,国分優作,小椋研介,中距離,右回り,,ホッコータルマエ,,距離延長
京都,1,未勝利,ダート,1800,良(暫定),3,ジーティービキニ,3歳,北村友一,松下武士,中距離,右回り,,キズナ,連闘,
京都,1,未勝利,ダート,1800,良(暫定),4,ワンストローク,3歳,松若風馬,宮本博,中距離,右回り,,ヴァンゴッホ,,
京都,1,未勝利,ダート,1800,良(暫定),5,オレンジフィールド,3歳,亀田温心,北出成人,中距離,右回り,,サトノクラウン,休明3走,
京都,1,未勝利,ダート,1800,良(暫定),6,クイーンズドリーム,3歳,小崎綾也,大久保龍,中距離,右回り,,クリソベリル,,
京都,1,未勝利,ダート,1800,良(暫定),7,デパーチャー,3歳,城戸義政,宮地貴稔,中距離,右回り,,イスラボニータ,,距離延長
京都,1,未勝利,ダート,1800,良(暫定),8,カワキタベレッタ,3歳,河原田菜,角田晃一,中距離,右回り,,マインドユアビスケッツ,,距離延長
京都,1,未勝利,ダート,1800,良(暫定),9,メイショウメゴヒメ,3歳,田口貫太,大橋勇樹,中距離,右回り,,アニマルキングダム,休明2走,
