場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,サードウインド,丹内祐次,-286.0,2661.0,826.0,3334.0,6405.0,,12940.0,1.0
福島,1,2,ライヴドライバー,吉田隼人,105.0,-193.0,28.0,-1220.0,-264.0,,-1544.0,6.0
福島,1,3,ユウオウマイシン,長浜鴻緒,,,,,,,,
福島,1,4,ゼンダンタカ,角田大和,502.0,-656.0,-175.0,982.0,1817.0,,2470.0,4.0
福島,1,5,エソテリック,嶋田純次,74.0,-1099.0,-1004.0,1310.0,-204.0,,-923.0,5.0
福島,1,6,ワイドレッド,石神深道,,,,,,,,
福島,1,7,ブルドッグワイルド,丸山元気,-213.0,189.0,-724.0,-1194.0,-823.0,,-2765.0,7.0
福島,1,8,ブリックダルジャン,永島まな,222.0,-746.0,-2839.0,-1099.0,-1733.0,,-6195.0,10.0
福島,1,9,ポップグルーヴ,佐藤翔馬,1790.0,-112.0,557.0,2232.0,-930.0,,3537.0,3.0
福島,1,10,コモモチャン,高杉吏麒,,,,,,,,
福島,1,11,コパノハーン,河原田菜,626.0,-1453.0,-294.0,-2076.0,-2577.0,,-5774.0,9.0
福島,1,12,リュウノヒルド,荻野極　,-468.0,-1183.0,-677.0,168.0,-1661.0,,-3821.0,8.0
福島,1,13,クールマーロウ,菊沢一樹,1115.0,2596.0,1851.0,2615.0,349.0,,8526.0,2.0
福島,2,1,フェアリーブルー,西塚洸二,-49.0,23.0,1062.0,466.0,-3767.0,,-2265.0,7.0
福島,2,2,フェイトライン,ドイル　,,,,,,,,
福島,2,3,アメージング,永島まな,222.0,-746.0,-2839.0,-2662.0,-1733.0,,-7758.0,9.0
福島,2,4,カゼノタカトシ,吉田隼人,105.0,-193.0,28.0,543.0,-264.0,,219.0,4.0
福島,2,5,ヒカリスペクトル,石田拓郎,-1497.0,-1424.0,-2910.0,-4098.0,-3940.0,,-13869.0,10.0
福島,2,6,ニシノブレイゼスト,荻野極　,-468.0,-1183.0,-677.0,-1688.0,-1661.0,,-5677.0,8.0
福島,2,7,ガールネクストドア,黛弘人　,484.0,-238.0,8.0,-575.0,243.0,,-78.0,5.0
福島,2,8,ミルトオーケストラ,菊沢一樹,1115.0,2596.0,1851.0,544.0,349.0,,6455.0,3.0
福島,2,9,ボールドハーテッド,河原田菜,626.0,-1453.0,-294.0,1874.0,-2577.0,,-1824.0,6.0
福島,2,10,ゲンタツ,柴田裕一,,,,,,,,
福島,2,11,ヴィーデ,丹内祐次,-286.0,2661.0,826.0,3063.0,6405.0,,12669.0,1.0
福島,2,12,キョウエイスレーヴ,長浜鴻緒,,,,,,,,
福島,2,13,ユイノクニマレ,小林美駒,2202.0,613.0,605.0,458.0,2599.0,,6477.0,2.0
福島,2,14,ロードシュヴァリエ,高杉吏麒,,,,,,,,
福島,3,1,メモリーフィルム,小林脩斗,-475.0,-1683.0,-1846.0,-1293.0,-1537.0,,-6834.0,11.0
福島,3,2,スティルシャイニン,西塚洸二,-49.0,23.0,573.0,1200.0,-3767.0,,-2020.0,8.0
福島,3,3,アミグダラ,嶋田純次,74.0,-1099.0,2757.0,1310.0,-204.0,,2838.0,4.0
福島,3,4,トレヴィーテ,吉田隼人,105.0,-193.0,-385.0,-1220.0,-264.0,,-1957.0,7.0
福島,3,5,テーオーシュターデ,高杉吏麒,,,,,,,,
福島,3,6,ゴーゴーゴウト,小林美駒,2202.0,613.0,802.0,1107.0,2599.0,,7323.0,2.0
福島,3,7,タマモブラウンタイ,角田大和,502.0,-656.0,2612.0,982.0,1817.0,,5257.0,3.0
福島,3,8,モズアンドモズ,丹内祐次,-286.0,2661.0,5799.0,3334.0,6405.0,,17913.0,1.0
福島,3,9,ドリフトウッド,黛弘人　,484.0,-238.0,-85.0,801.0,243.0,,1205.0,5.0
福島,3,10,ヒルノガリシア,亀田温心,606.0,-469.0,-51.0,-212.0,656.0,,530.0,6.0
福島,3,11,ダテヒリュウ,橋木太希,,,,,,,,
福島,3,12,ペタルブランシュ,荻野極　,-468.0,-1183.0,-1199.0,168.0,-1661.0,,-4343.0,10.0
