場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
中山,1,1,カリドーラ,ブリックスアンドモルタル,-392.0,718.0,-1580.0,-27.0,326.0,-2201.0,,,-3156.0,11.0
中山,1,2,クイーンアン,キタサンブラック,27.0,122.0,-104.0,-143.0,499.0,1362.0,1569.0,-287.0,3045.0,3.0
中山,1,3,スタートオブシー,ダノンプレミアム,51.0,248.0,-1053.0,-1725.0,987.0,,,,-1492.0,9.0
中山,1,4,サーロー,ヘンリーバローズ,67.0,-173.0,-98.0,-53.0,598.0,928.0,275.0,-78.0,1466.0,6.0
中山,1,5,マコトアタキギリ,サンダースノー,1914.0,3456.0,3648.0,3139.0,820.0,2869.0,-438.0,1991.0,17399.0,2.0
中山,1,6,ペカリーナ,ルーラーシップ,-93.0,638.0,-1150.0,-87.0,-4162.0,-959.0,,,-5813.0,15.0
中山,1,7,アンジュレーヌ,クリソベリル,669.0,-600.0,-541.0,574.0,299.0,,,,401.0,7.0
中山,1,8,スターキャンディ,シュヴァルグラン,-553.0,-789.0,-1904.0,80.0,-1241.0,-886.0,,,-5293.0,14.0
中山,1,9,パルミエ,マインドユアビスケッツ,-1252.0,1338.0,-290.0,-222.0,-241.0,-1281.0,,,-1948.0,10.0
中山,1,10,リベルタアーラ,ブリックスアンドモルタル,-392.0,718.0,-1580.0,-27.0,326.0,-2201.0,,,-3156.0,11.0
中山,1,11,ルミテュット,ルヴァンスレーヴ,2709.0,-185.0,9332.0,8529.0,7661.0,8101.0,,,36147.0,1.0
中山,1,12,ペタルズダンス,クリソベリル,669.0,-600.0,-541.0,574.0,299.0,-161.0,-256.0,,-16.0,8.0
中山,1,13,トランセンコ,トランセンド,,,,,,,,,,
中山,1,14,キタノエピックアン,ベストウォーリア,366.0,-370.0,592.0,-30.0,-109.0,968.0,-20.0,203.0,1600.0,5.0
中山,1,15,セニング,ニューイヤーズデイ,442.0,190.0,643.0,-135.0,261.0,630.0,-982.0,575.0,1624.0,4.0
中山,1,16,ステイグローリアス,ゴールドドリーム,-677.0,-1742.0,-1839.0,-984.0,534.0,-277.0,,,-4985.0,13.0
中山,2,1,クアラトレンガヌ,ジョーカプチーノ,71.0,-261.0,269.0,-51.0,112.0,835.0,-46.0,-229.0,700.0,10.0
中山,2,2,ベアフォースワン,カレンブラックヒル,-556.0,-725.0,240.0,-840.0,-491.0,-1405.0,,,-3777.0,13.0
中山,2,3,ライカ,サンダースノー,1914.0,3456.0,3648.0,3139.0,2727.0,2869.0,2652.0,1991.0,22396.0,1.0
中山,2,4,アミナス,モズアスコット,1264.0,3811.0,3010.0,2625.0,3566.0,1792.0,2534.0,1412.0,20014.0,2.0
中山,2,5,セキテイロックス,ホッコータルマエ,1170.0,1436.0,1620.0,1329.0,-7.0,-5.0,,,5543.0,4.0
中山,2,6,ヘリオドール,レイデオロ,38.0,2847.0,-1287.0,-699.0,1962.0,-234.0,,,2627.0,6.0
中山,2,7,デアプリームス,Knicks Go,,,,,,,,,,
中山,2,8,マメーアップル,マテラスカイ,1302.0,-202.0,-432.0,108.0,580.0,,,,1356.0,8.0
中山,2,9,アイビーキラリ,タワーオブロンドン,913.0,448.0,-921.0,-1980.0,-1986.0,-1795.0,,,-5321.0,14.0
中山,2,10,スナップジジ,エンパイアペガサス,,,,,,,,,,
中山,2,11,サリーアン,ダノンプレミアム,51.0,248.0,-1053.0,2261.0,987.0,-284.0,-787.0,,1423.0,7.0
中山,2,12,ツクバヴァンガード,リーチザクラウン,213.0,-304.0,-312.0,28.0,-52.0,49.0,-89.0,185.0,-282.0,11.0
中山,2,13,ハクサンスオーノ,ハクサンムーン,-10.0,40.0,44.0,-64.0,328.0,506.0,,,844.0,9.0
中山,2,14,ジェイエルサーベイ,マジェスティックウォリアー,-324.0,-1942.0,396.0,258.0,197.0,339.0,,,-1076.0,12.0
中山,2,15,ベルオーシャン,ミスチヴィアスアレックス,-598.0,-197.0,2237.0,2186.0,-106.0,,,,3522.0,5.0
中山,2,16,アイアンクラッド,モズアスコット,1264.0,3811.0,3010.0,2625.0,3566.0,1792.0,,,16068.0,3.0
中山,3,1,アイムスティルミー,ダノンバラード,-2889.0,-367.0,15.0,221.0,608.0,-594.0,205.0,33.0,-2768.0,6.0
中山,3,2,マイネルゼーロス,ダノンバラード,-2889.0,-367.0,15.0,221.0,608.0,-594.0,66.0,33.0,-2907.0,7.0
中山,3,3,ラッキースウィッチ,Lucky Vega,,,,,,,,,,
中山,3,4,カスターニエ,オルフェーヴル,607.0,1462.0,-133.0,686.0,505.0,614.0,988.0,620.0,5349.0,1.0
中山,3,5,グランフィエスタ,サートゥルナーリア,-1252.0,-10.0,-2606.0,-3016.0,-2737.0,-2661.0,,,-12282.0,13.0
中山,3,6,ゲンパチミスティ,コントレイル,-425.0,-394.0,-300.0,-419.0,-620.0,,,,-2158.0,5.0
中山,3,7,アルファマリブ,ヴァンゴッホ,-140.0,-1291.0,-483.0,1090.0,349.0,,,,-475.0,4.0
中山,3,8,ウインエンブレム,アメリカンペイトリオット,-532.0,-1521.0,-1683.0,-1602.0,-622.0,829.0,,,-5131.0,12.0
中山,3,9,ロット,ダノンバラード,-2889.0,-367.0,15.0,221.0,608.0,-594.0,66.0,33.0,-2907.0,7.0
中山,3,10,サンドッグ,デクラレーションオブウォー,676.0,-138.0,-1216.0,750.0,-1096.0,1075.0,,,51.0,3.0
中山,3,11,ロードキャリバー,ビッグアーサー,36.0,-951.0,-1290.0,-1681.0,-146.0,286.0,,,-3746.0,10.0
中山,3,12,ウルヴァリン,ベストウォーリア,366.0,-370.0,592.0,-30.0,-109.0,968.0,368.0,203.0,1988.0,2.0
中山,3,13,ホノボノ,ダノンプレミアム,51.0,248.0,-1053.0,-1725.0,987.0,-998.0,-787.0,,-3277.0,9.0
中山,3,14,アラビアンドリーム,ゴールドドリーム,-677.0,-1742.0,-1839.0,-984.0,534.0,-277.0,,,-4985.0,11.0
中山,4,1,シャンデルナゴル,サトノダイヤモンド,485.0,1095.0,,,,,,,1580.0,2.0
中山,4,2,ダスク,シニスターミニスター,303.0,2541.0,,,,,,,2844.0,1.0
中山,4,3,グラヴィテ,ネオユニヴァース,-92.0,-241.0,,,,,,,-333.0,7.0
中山,4,4,バルサムノート,モーリス,-2090.0,-707.0,,,,,,,-2797.0,13.0
中山,4,5,グランナヴィール,ゴールドシップ,-895.0,-923.0,,,,,,,-1818.0,11.0
中山,4,6,モンツァフレイバー,エピファネイア,-1564.0,-1162.0,,,,,,,-2726.0,12.0
中山,4,7,ホウオウスターツ,ダノンバラード,-2889.0,-367.0,,,,,,,-3256.0,14.0
中山,4,8,ニシノルアノーヴァ,リオンディーズ,659.0,-2276.0,,,,,,,-1617.0,10.0
中山,4,9,ロードヴァレンチ,エスポワールシチー,628.0,627.0,,,,,,,1255.0,4.0
中山,4,10,ライラスター,ロードカナロア,-602.0,-653.0,,,,,,,-1255.0,9.0
中山,4,11,ルーチェロッサ,ビーチパトロール,-81.0,-245.0,,,,,,,-326.0,6.0
中山,4,12,ノーブルクライ,ハーツクライ,-259.0,-226.0,,,,,,,-485.0,8.0
