場所,R,馬番,人気,単オッズ,複勝オッズ下,上,単勝,複勝,馬連配当,開催日,推定人気,人気ランク
京都,2,1,11.0,269.7,35.5,60.6,,,,20250215,,
京都,2,2,1.0,3.2,1.2,1.7,,120.0,650.0,20250215,,
京都,2,3,10.0,141.3,17.6,29.9,,,,20250215,,
京都,2,4,7.0,10.9,2.2,3.4,,,,20250215,,
京都,2,5,9.0,79.4,13.1,22.3,,,,20250215,,
京都,2,6,12.0,424.2,69.2,118.3,,,,20250215,,
京都,2,7,5.0,10.7,2.3,3.6,,,,20250215,,
京都,2,8,6.0,10.8,2.2,3.5,,,,20250215,,
京都,2,9,2.0,3.3,1.3,1.8,,130.0,,20250215,,
京都,2,10,4.0,8.0,2.0,3.1,,,,20250215,,
京都,2,11,8.0,50.4,7.3,12.2,,,,20250215,,
京都,2,12,3.0,4.9,1.5,2.2,490.0,150.0,650.0,20250215,,
京都,3,1,14.0,176.8,28.4,47.1,,,,20250215,,
京都,3,2,10.0,41.3,5.2,8.4,,570.0,14660.0,20250215,,
京都,3,3,8.0,31.0,5.5,8.9,,,,20250215,,
京都,3,4,9.0,40.9,5.9,9.6,,,,20250215,,
京都,3,5,6.0,11.6,2.2,3.4,,,,20250215,,
京都,3,6,15.0,386.2,47.6,79.1,,,,20250215,,
京都,3,7,16.0,464.2,55.2,91.7,,,,20250215,,
京都,3,8,12.0,70.3,10.0,16.3,,,,20250215,,
京都,3,9,1.0,2.6,1.2,1.5,,140.0,,20250215,,
京都,3,10,5.0,7.4,2.7,4.2,740.0,310.0,14660.0,20250215,,
京都,3,11,13.0,151.6,15.2,25.1,,,,20250215,,
京都,3,12,3.0,6.5,1.7,2.5,,,,20250215,,
京都,3,13,4.0,6.5,1.7,2.5,,,,20250215,,
京都,3,14,11.0,49.8,9.2,15.1,,,,20250215,,
京都,3,15,2.0,6.3,2.0,3.0,,,,20250215,,
京都,3,16,7.0,17.6,4.1,6.5,,,,20250215,,
京都,4,1,9.0,67.4,6.5,14.3,,1180.0,,20250215,,
京都,4,2,7.0,43.0,5.6,12.2,,,,20250215,,
京都,4,3,1.0,2.3,1.1,1.1,,,,20250215,,
京都,4,4,10.0,225.6,18.2,41.3,,,,20250215,,
京都,4,5,12.0,265.0,25.3,57.7,,,,20250215,,
京都,4,6,5.0,13.9,2.3,4.8,,,,20250215,,
京都,4,7,8.0,45.2,3.6,7.8,,,,20250215,,
京都,4,8,4.0,10.8,1.5,2.7,,,,20250215,,
京都,4,9,11.0,228.2,14.8,33.5,,,,20250215,,
京都,4,10,6.0,36.5,4.2,9.0,3650.0,760.0,3590.0,20250215,,
京都,4,11,2.0,2.4,1.3,2.2,,210.0,3590.0,20250215,,
京都,4,12,13.0,458.0,34.0,77.6,,,,20250215,,
京都,4,13,3.0,6.9,1.4,2.7,,,,20250215,,
京都,5,1,11.0,53.3,6.0,13.3,,,,20250215,,
京都,5,2,5.0,17.8,2.9,6.1,,290.0,2850.0,20250215,,
京都,5,3,14.0,132.4,15.7,35.6,,,,20250215,,
京都,5,4,4.0,13.3,2.4,4.8,,,,20250215,,
京都,5,5,2.0,5.0,1.4,2.5,500.0,150.0,2850.0,20250215,,
京都,5,6,8.0,34.5,4.2,9.0,,,,20250215,,
京都,5,7,1.0,1.7,1.1,1.1,,110.0,,20250215,,
京都,5,8,12.0,77.4,8.9,20.0,,,,20250215,,
京都,5,9,7.0,33.5,4.6,10.0,,,,20250215,,
京都,5,10,6.0,20.1,3.3,6.9,,,,20250215,,
京都,5,11,9.0,38.0,4.8,10.3,,,,20250215,,
京都,5,12,3.0,7.2,1.6,3.0,,,,20250215,,
京都,5,13,15.0,160.7,18.7,42.3,,,,20250215,,
京都,5,14,16.0,197.4,20.0,45.5,,,,20250215,,
京都,5,15,10.0,38.1,5.1,11.2,,,,20250215,,
京都,5,16,13.0,117.8,10.2,22.9,,,,20250215,,
京都,6,1,9.0,34.8,6.3,9.3,,,,20250215,,
京都,6,2,4.0,7.6,2.3,3.2,,,,20250215,,
京都,6,3,8.0,25.6,4.2,6.2,,,,20250215,,
京都,6,4,11.0,127.1,15.7,23.6,,,,20250215,,
京都,6,5,10.0,69.9,8.4,12.5,,,,20250215,,
京都,6,6,3.0,5.6,1.7,2.4,,,,20250215,,
京都,6,7,12.0,130.5,11.7,17.6,,,,20250215,,
京都,6,8,5.0,7.6,2.0,2.8,,,,20250215,,
京都,6,9,2.0,3.8,1.6,2.1,380.0,160.0,760.0,20250215,,
京都,6,10,14.0,534.1,73.7,110.6,,,,20250215,,
京都,6,11,1.0,3.7,1.5,2.0,,160.0,760.0,20250215,,
京都,6,12,13.0,307.8,35.4,53.1,,,,20250215,,
京都,6,13,6.0,9.3,2.3,3.2,,230.0,,20250215,,
京都,6,14,7.0,13.9,2.8,4.0,,,,20250215,,
京都,7,1,14.0,113.0,21.1,33.0,,,,20250215,,
京都,7,2,6.0,11.2,2.3,3.4,,,,20250215,,
京都,7,3,12.0,98.4,15.0,23.4,,,,20250215,,
京都,7,4,16.0,524.7,76.3,119.3,,,,20250215,,
京都,7,5,11.0,39.7,7.5,11.6,,,,20250215,,
京都,7,6,15.0,253.4,41.0,64.1,,,,20250215,,
京都,7,7,10.0,28.5,5.9,9.0,2850.0,840.0,19250.0,20250215,,
京都,7,8,2.0,4.4,1.6,2.2,,,,20250215,,
京都,7,9,7.0,22.6,4.3,6.5,,610.0,,20250215,,
京都,7,10,8.0,23.8,5.0,7.7,,720.0,19250.0,20250215,,
京都,7,11,1.0,2.9,1.4,1.7,,,,20250215,,
京都,7,12,13.0,104.3,15.5,24.1,,,,20250215,,
京都,7,13,4.0,7.4,2.0,2.9,,,,20250215,,
京都,7,14,9.0,25.1,3.9,5.8,,,,20250215,,
京都,7,15,3.0,6.7,1.9,2.7,,,,20250215,,
京都,7,16,5.0,10.9,2.6,3.7,,,,20250215,,
京都,8,1,12.0,262.1,28.5,84.2,,,,20250215,,
京都,8,2,7.0,42.7,3.6,9.7,,,,20250215,,
京都,8,3,6.0,22.7,2.7,7.2,,,,20250215,,
京都,8,4,5.0,20.7,3.0,8.0,,,,20250215,,
京都,8,5,4.0,7.3,1.5,3.6,,160.0,,20250215,,
京都,8,6,11.0,228.1,18.2,53.6,,,,20250215,,
京都,8,7,2.0,3.3,1.3,2.5,,,,20250215,,
京都,8,8,10.0,115.7,8.2,23.7,,,,20250215,,
京都,8,9,1.0,1.9,1.1,1.1,,110.0,610.0,20250215,,
京都,8,10,8.0,58.1,5.5,15.7,,,,20250215,,
京都,8,11,9.0,60.8,5.5,15.7,,,,20250215,,
京都,8,12,3.0,7.0,1.5,3.5,700.0,160.0,610.0,20250215,,
京都,9,1,5.0,14.3,3.6,4.5,,,,20250215,,
京都,9,2,6.0,17.6,4.3,5.4,,,,20250215,,
京都,9,3,1.0,2.3,1.4,1.7,230.0,150.0,720.0,20250215,,
京都,9,4,4.0,8.5,2.7,3.4,,,,20250215,,
京都,9,5,3.0,5.5,1.9,2.4,,190.0,720.0,20250215,,
京都,9,6,,,,,,,,20250215,,
京都,9,7,2.0,2.5,1.5,1.8,,,,20250215,,
京都,10,1,3.0,4.2,1.5,2.6,,,,20250215,,
京都,10,2,9.0,65.9,7.9,15.4,,,,20250215,,
京都,10,3,1.0,2.6,1.1,1.2,,110.0,,20250215,,
京都,10,4,4.0,6.1,1.5,2.5,610.0,150.0,1580.0,20250215,,
京都,10,5,5.0,7.0,1.4,2.4,,,,20250215,,
京都,10,6,6.0,28.1,3.9,7.4,,,,20250215,,
京都,10,7,8.0,54.8,6.4,12.4,,,,20250215,,
京都,10,8,7.0,49.5,6.8,13.1,,,,20250215,,
京都,10,9,2.0,4.0,1.4,2.3,,140.0,1580.0,20250215,,
京都,11,1,11.0,32.1,6.0,8.2,,,,20250215,,
京都,11,2,7.0,14.4,3.8,5.0,,,,20250215,,
京都,11,3,2.0,5.2,1.9,2.4,,210.0,,20250215,,
京都,11,4,10.0,27.7,6.0,8.2,,,,20250215,,
京都,11,5,6.0,12.7,3.9,5.2,,410.0,5750.0,20250215,,
京都,11,6,16.0,79.8,15.5,21.1,,,,20250215,,
京都,11,7,13.0,60.9,10.0,13.7,,,,20250215,,
京都,11,8,9.0,19.5,4.2,5.6,,,,20250215,,
京都,11,9,15.0,64.4,11.8,16.1,,,,20250215,,
京都,11,10,1.0,4.9,1.7,2.1,,,,20250215,,
京都,11,11,5.0,8.2,2.3,2.9,,,,20250215,,
京都,11,12,8.0,18.4,4.7,6.3,,,,20250215,,
京都,11,13,14.0,63.4,10.5,14.4,,,,20250215,,
京都,11,14,4.0,6.6,2.2,2.9,,,,20250215,,
京都,11,15,12.0,50.0,10.0,13.6,,,,20250215,,
京都,11,16,3.0,5.3,1.9,2.5,530.0,220.0,5750.0,20250215,,
京都,12,1,5.0,7.7,1.9,2.8,,,,20250215,,
京都,12,2,3.0,5.2,1.4,1.9,,,,20250215,,
京都,12,3,2.0,5.0,1.7,2.4,500.0,200.0,990.0,20250215,,
京都,12,4,12.0,83.3,10.6,17.2,,,,20250215,,
京都,12,5,1.0,2.8,1.3,1.6,,150.0,990.0,20250215,,
京都,12,6,10.0,66.2,7.3,11.7,,,,20250215,,
京都,12,7,4.0,6.5,1.7,2.6,,,,20250215,,
京都,12,8,9.0,62.1,9.0,14.5,,,,20250215,,
京都,12,9,13.0,108.4,12.7,20.6,,,,20250215,,
京都,12,10,6.0,11.5,2.9,4.5,,,,20250215,,
京都,12,11,11.0,79.6,12.6,20.4,,,,20250215,,
京都,12,12,7.0,17.4,3.7,5.9,,,,20250215,,
京都,12,13,8.0,49.7,6.6,10.5,,710.0,,20250215,,
小倉,1,1,14.0,157.1,17.2,31.3,,,,20250215,,
小倉,1,2,12.0,104.6,15.2,27.6,,,,20250215,,
小倉,1,3,8.0,54.2,7.0,12.7,,,,20250215,,
小倉,1,4,4.0,8.0,1.7,2.7,,,,20250215,,
小倉,1,5,6.0,19.1,3.4,5.9,1910.0,460.0,2540.0,20250215,,
小倉,1,6,1.0,3.0,1.2,1.6,,150.0,2540.0,20250215,,
小倉,1,7,10.0,66.3,9.3,16.9,,1230.0,,20250215,,
小倉,1,8,2.0,3.2,1.2,1.6,,,,20250215,,
小倉,1,9,13.0,123.7,8.3,15.0,,,,20250215,,
小倉,1,10,3.0,3.9,1.4,2.2,,,,20250215,,
小倉,1,11,5.0,15.1,2.6,4.4,,,,20250215,,
小倉,1,12,9.0,60.0,6.5,11.8,,,,20250215,,
小倉,1,13,11.0,81.1,7.6,13.8,,,,20250215,,
小倉,1,14,7.0,38.0,5.3,9.4,,,,20250215,,
小倉,2,1,15.0,230.6,31.0,47.3,,,,20250215,,
小倉,2,2,11.0,55.3,7.6,11.4,,,,20250215,,
小倉,2,3,9.0,28.1,5.7,8.5,,,,20250215,,
小倉,2,4,1.0,2.9,1.5,2.0,,170.0,4460.0,20250215,,
小倉,2,5,16.0,257.5,28.3,43.2,,,,20250215,,
小倉,2,6,5.0,13.8,3.1,4.5,,,,20250215,,
小倉,2,7,12.0,64.5,10.4,15.8,,,,20250215,,
小倉,2,8,18.0,303.1,45.1,68.9,,,,20250215,,
小倉,2,9,14.0,154.4,24.8,37.9,,,,20250215,,
小倉,2,10,10.0,32.6,6.9,10.3,3260.0,690.0,4460.0,20250215,,
小倉,2,11,8.0,21.6,4.9,7.2,,,,20250215,,
小倉,2,12,13.0,84.7,14.9,22.6,,,,20250215,,
小倉,2,13,2.0,5.0,1.5,1.9,,170.0,,20250215,,
小倉,2,14,17.0,273.6,38.8,59.2,,,,20250215,,
小倉,2,15,6.0,14.9,4.1,6.1,,,,20250215,,
小倉,2,16,3.0,5.6,1.5,2.1,,,,20250215,,
小倉,2,17,4.0,6.7,2.0,2.9,,,,20250215,,
小倉,2,18,7.0,15.1,2.7,3.8,,,,20250215,,
小倉,3,1,1.0,2.9,1.3,1.7,,130.0,730.0,20250215,,
小倉,3,2,7.0,13.4,3.3,5.0,,,,20250215,,
小倉,3,3,6.0,11.0,2.4,3.6,,,,20250215,,
小倉,3,4,8.0,17.2,4.0,6.1,,,,20250215,,
小倉,3,5,5.0,9.9,2.2,3.2,,,,20250215,,
小倉,3,6,11.0,100.1,14.7,23.3,,,,20250215,,
小倉,3,7,9.0,67.9,8.5,13.4,,,,20250215,,
小倉,3,8,3.0,4.8,1.4,2.0,480.0,140.0,730.0,20250215,,
小倉,3,9,12.0,100.6,14.0,22.2,,,,20250215,,
小倉,3,10,14.0,280.8,28.2,44.7,,,,20250215,,
小倉,3,11,4.0,9.7,2.5,3.8,,,,20250215,,
小倉,3,12,10.0,70.6,9.0,14.1,,,,20250215,,
小倉,3,13,2.0,4.6,1.5,2.1,,150.0,,20250215,,
小倉,3,14,13.0,114.3,14.1,22.4,,,,20250215,,
小倉,4,1,4.0,7.9,1.7,2.7,,,,20250215,,
小倉,4,2,5.0,8.8,1.6,2.5,,,,20250215,,
小倉,4,3,2.0,3.9,1.3,1.8,,,,20250215,,
小倉,4,4,9.0,107.7,15.3,27.2,,1820.0,,20250215,,
小倉,4,5,3.0,7.0,1.6,2.5,,,,20250215,,
小倉,4,6,8.0,39.6,7.8,13.8,,,,20250215,,
小倉,4,7,7.0,39.2,4.9,8.7,,,,20250215,,
小倉,4,8,1.0,2.0,1.1,1.4,200.0,130.0,1450.0,20250215,,
小倉,4,9,6.0,17.3,2.0,3.4,,260.0,1450.0,20250215,,
小倉,5,1,4.0,5.8,1.8,2.7,,,,20250215,,
小倉,5,2,5.0,14.1,2.8,4.3,,280.0,,20250215,,
小倉,5,3,16.0,376.3,48.4,78.0,,,,20250215,,
小倉,5,4,7.0,21.0,3.1,4.8,,,,20250215,,
小倉,5,5,9.0,38.2,5.8,9.1,,,,20250215,,
小倉,5,6,3.0,4.8,1.6,2.2,,,,20250215,,
小倉,5,7,6.0,17.8,3.7,5.6,,,,20250215,,
小倉,5,8,15.0,150.3,22.4,36.0,,,,20250215,,
小倉,5,9,10.0,40.6,8.4,13.4,,,,20250215,,
小倉,5,10,1.0,3.2,1.3,1.6,320.0,140.0,520.0,20250215,,
小倉,5,11,13.0,114.2,14.0,22.5,,,,20250215,,
小倉,5,12,12.0,102.3,17.6,28.3,,,,20250215,,
小倉,5,13,2.0,3.9,1.6,2.3,,170.0,520.0,20250215,,
小倉,5,14,14.0,114.4,12.7,20.3,,,,20250215,,
小倉,5,15,8.0,25.9,4.4,6.9,,,,20250215,,
小倉,5,16,11.0,54.6,8.4,13.4,,,,20250215,,
小倉,6,1,14.0,95.8,12.7,20.3,,,,20250215,,
小倉,6,2,5.0,13.5,2.5,3.8,,,,20250215,,
小倉,6,3,17.0,212.7,22.1,35.5,,,,20250215,,
小倉,6,4,8.0,43.1,7.5,11.9,,,,20250215,,
小倉,6,5,7.0,28.0,5.9,9.2,,660.0,,20250215,,
小倉,6,6,13.0,94.5,11.6,18.5,,,,20250215,,
小倉,6,7,2.0,3.3,1.3,1.7,,,,20250215,,
小倉,6,8,10.0,51.3,9.0,14.3,,,,20250215,,
小倉,6,9,11.0,69.4,6.7,10.5,,,,20250215,,
小倉,6,10,15.0,104.3,17.8,28.5,,,,20250215,,
小倉,6,11,9.0,47.1,5.2,8.1,,,,20250215,,
小倉,6,12,1.0,2.9,1.5,2.0,290.0,180.0,1950.0,20250215,,
小倉,6,13,3.0,5.8,1.7,2.5,,,,20250215,,
小倉,6,14,4.0,7.7,1.7,2.5,,210.0,1950.0,20250215,,
小倉,6,15,18.0,298.9,42.1,67.5,,,,20250215,,
小倉,6,16,6.0,15.1,3.2,4.9,,,,20250215,,
小倉,6,17,12.0,77.2,9.0,14.3,,,,20250215,,
小倉,6,18,16.0,111.0,15.3,24.4,,,,20250215,,
小倉,7,1,5.0,12.0,2.4,3.6,,,,20250215,,
小倉,7,2,4.0,9.1,1.8,2.6,,,,20250215,,
小倉,7,3,6.0,12.7,2.9,4.4,,,,20250215,,
小倉,7,4,9.0,36.1,5.1,7.9,,550.0,,20250215,,
小倉,7,5,10.0,102.3,16.2,24.9,,,,20250215,,
小倉,7,6,3.0,4.6,1.5,2.1,,180.0,800.0,20250215,,
小倉,7,7,2.0,3.4,1.3,1.7,,,,20250215,,
小倉,7,8,7.0,15.2,2.7,4.0,,,,20250215,,
小倉,7,9,11.0,126.2,16.5,25.4,,,,20250215,,
小倉,7,10,8.0,21.1,4.1,6.3,,,,20250215,,
小倉,7,11,1.0,3.1,1.4,2.0,310.0,170.0,800.0,20250215,,
小倉,8,1,2.0,6.1,1.3,2.6,,,,20250215,,
小倉,8,2,3.0,6.3,1.5,3.3,,,,20250215,,
小倉,8,3,4.0,13.0,2.5,5.9,,,,20250215,,
小倉,8,4,8.0,36.0,4.4,11.0,,,,20250215,,
小倉,8,5,5.0,15.5,2.4,5.6,,280.0,1080.0,20250215,,
小倉,8,6,10.0,62.6,6.3,16.2,,,,20250215,,
小倉,8,7,12.0,136.9,12.0,31.7,,,,20250215,,
小倉,8,8,1.0,1.6,1.1,1.1,160.0,110.0,1080.0,20250215,,
小倉,8,9,6.0,18.5,2.6,6.2,,300.0,,20250215,,
小倉,8,10,9.0,42.7,4.4,11.1,,,,20250215,,
小倉,8,11,7.0,34.1,3.9,9.8,,,,20250215,,
小倉,8,12,13.0,181.3,17.3,45.8,,,,20250215,,
小倉,8,13,14.0,311.8,39.3,104.9,,,,20250215,,
小倉,8,14,11.0,85.0,8.3,21.7,,,,20250215,,
小倉,9,1,9.0,62.0,10.5,15.9,,,,20250215,,
小倉,9,2,1.0,3.0,1.3,1.7,,,,20250215,,
小倉,9,3,7.0,17.3,2.9,4.4,,360.0,2570.0,20250215,,
小倉,9,4,6.0,15.3,3.2,4.9,,400.0,,20250215,,
小倉,9,5,5.0,8.7,1.9,2.8,,,,20250215,,
小倉,9,6,2.0,4.3,1.5,2.1,430.0,190.0,2570.0,20250215,,
小倉,9,7,8.0,54.2,9.3,14.0,,,,20250215,,
小倉,9,8,3.0,4.5,1.4,2.0,,,,20250215,,
小倉,9,9,4.0,4.8,1.4,1.9,,,,20250215,,
小倉,10,1,7.0,17.4,3.6,5.9,,,,20250215,,
小倉,10,2,14.0,92.2,9.2,15.8,,,,20250215,,
小倉,10,3,5.0,12.9,2.5,4.0,,,,20250215,,
小倉,10,4,13.0,58.8,8.7,14.9,,,,20250215,,
小倉,10,5,8.0,17.8,3.5,5.7,,,,20250215,,
小倉,10,6,2.0,3.3,1.4,1.8,330.0,140.0,3290.0,20250215,,
小倉,10,7,6.0,15.5,3.1,5.1,,,,20250215,,
小倉,10,8,11.0,30.3,5.3,9.0,,,,20250215,,
小倉,10,9,1.0,3.0,1.3,1.5,,130.0,,20250215,,
小倉,10,10,10.0,25.3,4.7,7.9,,470.0,3290.0,20250215,,
小倉,10,11,15.0,111.9,17.0,29.1,,,,20250215,,
小倉,10,12,4.0,11.1,2.5,3.9,,,,20250215,,
小倉,10,13,12.0,55.7,8.3,14.2,,,,20250215,,
小倉,10,14,3.0,9.2,2.0,3.2,,,,20250215,,
小倉,10,15,9.0,22.4,5.6,9.4,,,,20250215,,
小倉,11,1,5.0,9.3,2.9,3.9,,,,20250215,,
小倉,11,2,16.0,91.4,18.4,26.0,,,,20250215,,
小倉,11,3,17.0,121.8,21.8,30.8,,,,20250215,,
小倉,11,4,6.0,14.5,3.4,4.7,,370.0,3900.0,20250215,,
小倉,11,5,9.0,19.3,4.7,6.5,,,,20250215,,
小倉,11,6,4.0,6.6,2.3,3.1,,,,20250215,,
小倉,11,7,11.0,21.6,4.9,6.8,,,,20250215,,
小倉,11,8,1.0,4.3,1.6,1.9,430.0,170.0,3900.0,20250215,,
小倉,11,9,14.0,71.5,13.4,18.9,,,,20250215,,
小倉,11,10,8.0,16.7,3.8,5.2,,410.0,,20250215,,
小倉,11,11,10.0,20.4,5.1,7.0,,,,20250215,,
小倉,11,12,2.0,5.9,2.1,2.7,,,,20250215,,
小倉,11,13,13.0,58.8,10.3,14.5,,,,20250215,,
小倉,11,14,7.0,15.7,3.2,4.4,,,,20250215,,
小倉,11,15,18.0,152.7,25.8,36.4,,,,20250215,,
小倉,11,16,3.0,6.0,2.0,2.6,,,,20250215,,
小倉,11,17,15.0,75.6,16.7,23.7,,,,20250215,,
小倉,11,18,12.0,56.2,11.5,16.1,,,,20250215,,
小倉,12,1,2.0,3.7,1.4,1.8,370.0,160.0,1380.0,20250215,,
小倉,12,2,8.0,18.9,3.7,6.0,,440.0,,20250215,,
小倉,12,3,7.0,16.1,2.8,4.4,,,,20250215,,
小倉,12,4,9.0,31.3,6.7,11.3,,,,20250215,,
小倉,12,5,10.0,40.8,5.3,8.8,,,,20250215,,
小倉,12,6,11.0,103.0,15.1,25.3,,,,20250215,,
小倉,12,7,12.0,132.7,17.0,28.5,,,,20250215,,
小倉,12,8,4.0,7.8,1.9,3.0,,,,20250215,,
小倉,12,9,6.0,11.5,2.5,3.9,,,,20250215,,
小倉,12,10,5.0,10.3,2.1,3.3,,,,20250215,,
小倉,12,11,3.0,6.6,1.9,3.0,,240.0,1380.0,20250215,,
小倉,12,12,1.0,2.9,1.3,1.6,,,,20250215,,
東京,1,1,12.0,67.2,11.2,17.9,,,,20250216,,
東京,1,2,10.0,50.1,6.4,10.1,,,,20250216,,
東京,1,3,8.0,32.9,5.3,8.2,,,,20250216,,
東京,1,4,2.0,4.0,1.4,1.9,,160.0,,20250216,,
東京,1,5,11.0,60.7,10.4,16.6,,,,20250216,,
東京,1,6,5.0,6.2,1.5,2.1,,,,20250216,,
東京,1,7,16.0,369.9,40.1,64.8,,,,20250216,,
東京,1,8,15.0,346.8,35.5,57.4,,,,20250216,,
東京,1,9,4.0,5.6,1.8,2.7,,,,20250216,,
東京,1,10,9.0,46.1,8.9,14.2,,,,20250216,,
東京,1,11,13.0,246.3,31.3,50.5,,,,20250216,,
東京,1,12,14.0,299.9,36.0,58.2,,,,20250216,,
東京,1,13,7.0,26.8,6.2,9.8,,620.0,5270.0,20250216,,
東京,1,14,1.0,3.6,1.3,1.8,360.0,150.0,5270.0,20250216,,
東京,1,15,6.0,21.0,4.3,6.6,,,,20250216,,
東京,1,16,3.0,5.2,1.7,2.5,,,,20250216,,
東京,2,1,3.0,8.3,2.3,5.0,,,,20250216,,
東京,2,2,7.0,19.2,2.8,6.3,,300.0,,20250216,,
東京,2,3,15.0,276.6,38.0,93.1,,,,20250216,,
東京,2,4,10.0,84.4,8.0,19.1,,,,20250216,,
東京,2,5,6.0,13.9,2.0,4.3,,,,20250216,,
東京,2,6,11.0,120.4,12.8,31.1,,,,20250216,,
東京,2,7,8.0,25.0,4.1,9.6,,,,20250216,,
東京,2,8,12.0,163.7,20.4,49.8,,,,20250216,,
東京,2,9,13.0,201.1,23.1,56.5,,,,20250216,,
東京,2,10,9.0,77.6,6.6,15.6,,,,20250216,,
東京,2,11,14.0,259.5,24.7,60.5,,,,20250216,,
東京,2,12,4.0,10.5,2.0,4.3,,,,20250216,,
東京,2,13,5.0,10.8,2.1,4.5,,230.0,970.0,20250216,,
東京,2,14,1.0,1.8,1.1,1.1,180.0,110.0,970.0,20250216,,
東京,2,15,16.0,300.3,25.6,62.6,,,,20250216,,
東京,2,16,2.0,5.2,1.6,3.1,,,,20250216,,
東京,3,1,3.0,5.9,1.7,2.5,,200.0,750.0,20250216,,
東京,3,2,6.0,18.7,3.3,5.3,,,,20250216,,
東京,3,3,10.0,54.1,7.2,12.0,,,,20250216,,
東京,3,4,15.0,232.5,25.8,43.7,,,,20250216,,
東京,3,5,16.0,275.0,40.9,69.5,,,,20250216,,
東京,3,6,2.0,3.9,1.4,1.9,,,,20250216,,
東京,3,7,5.0,13.3,2.4,3.8,,,,20250216,,
東京,3,8,8.0,21.3,2.6,4.1,,,,20250216,,
東京,3,9,12.0,91.3,14.4,24.3,,1570.0,,20250216,,
東京,3,10,1.0,2.3,1.3,1.6,230.0,140.0,750.0,20250216,,
東京,3,11,13.0,152.4,25.8,43.7,,,,20250216,,
東京,3,12,11.0,68.7,7.1,11.8,,,,20250216,,
東京,3,13,7.0,19.4,3.2,5.1,,,,20250216,,
東京,3,14,14.0,225.2,33.6,57.0,,,,20250216,,
東京,3,15,9.0,35.2,5.0,8.2,,,,20250216,,
東京,3,16,4.0,12.8,2.7,4.2,,,,20250216,,
東京,4,1,6.0,21.1,2.9,5.0,,,,20250216,,
東京,4,2,8.0,53.9,6.3,11.3,,,,20250216,,
東京,4,3,9.0,97.9,10.3,18.6,,,,20250216,,
東京,4,4,2.0,3.1,1.2,1.7,,,,20250216,,
東京,4,5,7.0,31.3,4.4,7.7,,570.0,,20250216,,
東京,4,6,3.0,5.6,1.4,2.2,560.0,200.0,1790.0,20250216,,
東京,4,7,1.0,2.6,1.2,1.6,,,,20250216,,
東京,4,8,11.0,552.0,73.9,133.8,,,,20250216,,
東京,4,9,10.0,320.0,29.1,52.6,,,,20250216,,
東京,4,10,4.0,7.3,1.7,2.7,,,,20250216,,
東京,4,11,5.0,7.4,1.6,2.5,,220.0,1790.0,20250216,,
東京,5,1,11.0,148.5,27.8,43.4,,,,20250216,,
東京,5,2,1.0,3.9,1.5,2.0,390.0,150.0,900.0,20250216,,
東京,5,3,15.0,219.9,28.8,45.0,,,,20250216,,
東京,5,4,10.0,66.4,9.8,15.2,,,,20250216,,
東京,5,5,7.0,18.1,3.3,5.0,,,,20250216,,
東京,5,6,13.0,196.4,32.6,50.9,,,,20250216,,
東京,5,7,6.0,16.5,3.3,4.8,,,,20250216,,
東京,5,8,3.0,4.6,1.5,2.0,,,,20250216,,
東京,5,9,2.0,4.0,1.6,2.2,,160.0,,20250216,,
東京,5,10,4.0,5.3,1.4,1.8,,140.0,900.0,20250216,,
東京,5,11,5.0,6.9,2.3,3.3,,,,20250216,,
東京,5,12,9.0,57.4,11.1,17.2,,,,20250216,,
東京,5,13,12.0,174.0,25.8,40.2,,,,20250216,,
東京,5,14,14.0,219.0,28.4,44.3,,,,20250216,,
東京,5,15,16.0,289.8,44.1,68.9,,,,20250216,,
東京,5,16,8.0,45.1,7.8,12.0,,,,20250216,,
東京,6,1,6.0,13.1,2.6,3.9,,,,20250216,,
東京,6,2,15.0,242.4,47.0,73.4,,,,20250216,,
東京,6,3,5.0,8.9,2.5,3.6,890.0,290.0,2880.0,20250216,,
東京,6,4,14.0,217.2,26.5,41.4,,,,20250216,,
東京,6,5,7.0,18.0,3.2,4.8,,,,20250216,,
東京,6,6,3.0,5.0,1.7,2.4,,200.0,2880.0,20250216,,
東京,6,7,16.0,246.3,34.6,54.0,,,,20250216,,
東京,6,8,13.0,173.8,22.9,35.7,,,,20250216,,
東京,6,9,12.0,85.0,16.4,25.5,,,,20250216,,
東京,6,10,4.0,6.9,2.1,3.0,,250.0,,20250216,,
東京,6,11,10.0,66.7,12.9,20.0,,,,20250216,,
東京,6,12,8.0,18.0,3.2,4.8,,,,20250216,,
東京,6,13,9.0,24.1,4.5,6.9,,,,20250216,,
東京,6,14,11.0,68.1,12.5,19.3,,,,20250216,,
東京,6,15,2.0,4.5,1.6,2.1,,,,20250216,,
東京,6,16,1.0,3.4,1.4,1.8,,,,20250216,,
東京,7,1,11.0,47.7,7.0,10.9,,,,20250216,,
東京,7,2,12.0,67.8,10.5,16.4,,,,20250216,,
東京,7,3,15.0,190.0,29.1,45.9,,,,20250216,,
東京,7,4,3.0,6.5,1.6,2.3,,,,20250216,,
東京,7,5,8.0,21.6,4.5,6.8,,,,20250216,,
東京,7,6,10.0,28.1,3.8,5.8,,,,20250216,,
東京,7,7,14.0,167.1,27.2,42.9,,,,20250216,,
東京,7,8,6.0,15.3,4.1,6.2,1530.0,550.0,5780.0,20250216,,
東京,7,9,7.0,18.0,5.6,8.6,,,,20250216,,
