場所,R,馬番,人気,単オッズ,複勝オッズ下,上,単勝,複勝,馬連配当,開催日,推定人気,人気ランク
東京,11,9,1.0,2.3,1.2,1.5,,,,20251124,,
東京,11,10,3.0,7.3,1.6,2.4,730.0,190.0,,20251124,,
東京,11,11,11.0,95.2,9.2,14.8,,,,20251124,,
東京,11,12,8.0,21.4,3.6,5.7,,,,20251124,,
東京,12,1,5.0,15.1,2.4,3.6,,,,20251124,,
東京,12,2,4.0,7.1,1.7,2.5,,180.0,,20251124,,
東京,12,3,8.0,52.1,6.4,10.1,,,,20251124,,
東京,12,4,17.0,537.9,57.1,93.6,,,,20251124,,
東京,12,5,16.0,534.8,54.7,89.7,,,,20251124,,
東京,12,6,13.0,119.5,14.5,23.5,,,,20251124,,
東京,12,7,1.0,2.4,1.3,1.8,240.0,140.0,,20251124,,
東京,12,8,9.0,63.6,5.8,9.2,,,,20251124,,
東京,12,9,6.0,17.7,3.7,5.8,,,,20251124,,
東京,12,10,15.0,506.1,54.2,88.8,,,,20251124,,
東京,12,11,14.0,269.1,23.7,38.6,,,,20251124,,
東京,12,12,2.0,3.3,1.4,1.9,,,,20251124,,
東京,12,13,3.0,5.9,1.5,2.2,,160.0,,20251124,,
東京,12,14,18.0,546.0,66.7,109.3,,,,20251124,,
東京,12,15,10.0,79.9,9.3,15.0,,,,20251124,,
東京,12,16,7.0,35.7,3.9,6.1,,,,20251124,,
東京,12,17,12.0,109.9,9.9,16.0,,,,20251124,,
東京,12,18,11.0,106.3,10.4,16.7,,,,20251124,,
東京,1,1,3.0,5.0,1.7,2.5,,230.0,,20251129,,
東京,1,2,1.0,3.8,1.3,1.7,,,,20251129,,
東京,1,3,12.0,186.5,25.9,44.5,,,,20251129,,
東京,1,4,13.0,529.5,89.2,153.2,,,,20251129,,
東京,1,5,8.0,41.0,8.4,14.3,,,,20251129,,
東京,1,6,6.0,10.7,2.8,4.4,1070.0,380.0,,20251129,,
東京,1,7,9.0,48.6,7.5,12.7,,,,20251129,,
東京,1,8,4.0,5.1,1.7,2.6,,,,20251129,,
東京,1,9,7.0,18.0,4.4,7.2,,600.0,,20251129,,
東京,1,10,5.0,7.5,1.6,2.4,,,,20251129,,
東京,1,11,2.0,4.1,1.3,1.8,,,,20251129,,
東京,1,12,10.0,65.3,12.7,21.8,,,,20251129,,
東京,1,13,11.0,81.2,11.4,19.6,,,,20251129,,
東京,2,1,13.0,245.3,37.9,59.2,,,,20251129,,
東京,2,2,12.0,123.0,24.3,37.8,,,,20251129,,
東京,2,3,3.0,6.0,1.7,2.4,,,,20251129,,
東京,2,4,2.0,4.6,1.6,2.3,,180.0,,20251129,,
東京,2,5,7.0,19.2,3.4,5.0,,,,20251129,,
東京,2,6,16.0,479.8,68.9,107.8,,,,20251129,,
東京,2,7,18.0,644.5,99.7,156.0,,,,20251129,,
東京,2,8,17.0,597.1,77.6,121.5,,,,20251129,,
東京,2,9,4.0,6.0,1.7,2.3,,,,20251129,,
東京,2,10,1.0,2.7,1.3,1.7,,150.0,,20251129,,
東京,2,11,5.0,7.4,1.7,2.5,,,,20251129,,
東京,2,12,10.0,55.7,10.6,16.3,,,,20251129,,
東京,2,13,6.0,17.3,3.7,5.6,1730.0,370.0,,20251129,,
東京,2,14,8.0,41.4,6.6,10.2,,,,20251129,,
東京,2,15,11.0,79.3,10.2,15.8,,,,20251129,,
東京,2,16,9.0,48.9,7.5,11.4,,,,20251129,,
東京,2,17,15.0,328.8,59.1,92.5,,,,20251129,,
東京,2,18,14.0,251.9,49.9,78.0,,,,20251129,,
東京,3,1,9.0,97.9,11.1,19.0,9790.0,1460.0,,20251129,,
東京,3,2,12.0,442.6,53.4,91.9,,,,20251129,,
東京,3,3,5.0,9.4,2.1,3.2,,280.0,,20251129,,
東京,3,4,8.0,35.2,3.9,6.5,,,,20251129,,
東京,3,5,3.0,5.2,1.5,2.3,,210.0,,20251129,,
東京,3,6,4.0,8.7,1.7,2.6,,,,20251129,,
東京,3,7,10.0,170.9,20.5,35.2,,,,20251129,,
東京,3,8,2.0,3.4,1.4,2.0,,,,20251129,,
東京,3,9,7.0,32.6,4.6,7.7,,,,20251129,,
東京,3,10,6.0,9.6,2.1,3.4,,,,20251129,,
東京,3,11,11.0,253.5,28.2,48.5,,,,20251129,,
東京,3,12,1.0,2.7,1.2,1.5,,,,20251129,,
東京,4,1,14.0,84.1,12.6,21.8,,,,20251129,,
東京,4,2,7.0,20.7,3.5,5.8,2070.0,490.0,,20251129,,
東京,4,3,5.0,13.7,2.5,4.1,,360.0,,20251129,,
東京,4,4,16.0,205.5,33.2,57.3,,,,20251129,,
東京,4,5,9.0,41.5,4.5,7.4,,,,20251129,,
東京,4,6,11.0,58.3,9.1,15.5,,,,20251129,,
東京,4,7,12.0,79.1,11.5,19.8,,,,20251129,,
東京,4,8,10.0,53.1,9.4,16.1,,,,20251129,,
東京,4,9,8.0,31.0,4.3,7.3,,,,20251129,,
東京,4,10,1.0,2.0,1.2,1.5,,,,20251129,,
東京,4,11,4.0,10.2,2.1,3.3,,300.0,,20251129,,
東京,4,12,3.0,7.3,1.6,2.5,,,,20251129,,
東京,4,13,15.0,201.9,33.6,57.9,,,,20251129,,
東京,4,14,13.0,80.7,11.3,19.5,,,,20251129,,
東京,4,15,2.0,4.4,1.5,2.1,,,,20251129,,
東京,4,16,6.0,19.0,3.2,5.2,,,,20251129,,
東京,5,1,10.0,90.9,13.3,27.9,,,,20251129,,
東京,5,2,13.0,181.8,26.9,56.8,,,,20251129,,
東京,5,3,7.0,25.6,3.2,6.2,,,,20251129,,
東京,5,4,11.0,95.9,15.9,33.5,,,,20251129,,
東京,5,5,9.0,41.7,5.8,11.9,,,,20251129,,
東京,5,6,6.0,23.4,3.5,6.9,,440.0,,20251129,,
東京,5,7,1.0,2.4,1.1,1.4,240.0,120.0,,20251129,,
東京,5,8,3.0,7.3,1.7,3.0,,220.0,,20251129,,
東京,5,9,12.0,124.4,15.3,32.3,,,,20251129,,
東京,5,10,8.0,35.4,4.0,8.1,,,,20251129,,
東京,5,11,4.0,11.3,1.6,2.9,,,,20251129,,
東京,5,12,5.0,16.0,2.3,4.3,,,,20251129,,
東京,5,13,2.0,2.6,1.1,1.6,,,,20251129,,
東京,6,1,8.0,43.4,4.5,8.8,,490.0,,20251129,,
東京,6,2,3.0,6.9,1.6,2.8,690.0,190.0,,20251129,,
東京,6,3,7.0,32.6,4.4,8.7,,,,20251129,,
東京,6,4,6.0,26.4,3.2,6.1,,,,20251129,,
東京,6,5,13.0,358.1,47.6,98.2,,,,20251129,,
東京,6,6,15.0,388.4,41.4,85.3,,,,20251129,,
東京,6,7,2.0,4.0,1.3,2.1,,,,20251129,,
東京,6,8,4.0,7.4,1.5,2.6,,,,20251129,,
東京,6,9,9.0,70.2,4.7,9.2,,,,20251129,,
東京,6,10,12.0,282.1,30.0,61.8,,,,20251129,,
東京,6,11,10.0,99.1,11.6,23.5,,,,20251129,,
東京,6,12,14.0,376.6,43.1,88.8,,,,20251129,,
東京,6,13,11.0,193.3,21.7,44.4,,,,20251129,,
東京,6,14,16.0,524.4,79.3,163.8,,,,20251129,,
東京,6,15,5.0,12.4,2.4,4.5,,,,20251129,,
東京,6,16,1.0,1.9,1.1,1.2,,110.0,,20251129,,
東京,7,1,8.0,34.4,4.1,16.5,,,,20251129,,
東京,7,2,10.0,68.1,6.8,28.9,,,,20251129,,
東京,7,3,12.0,187.1,20.3,89.4,,,,20251129,,
東京,7,4,11.0,109.7,12.5,54.6,,,,20251129,,
東京,7,5,15.0,360.8,35.4,157.2,,,,20251129,,
東京,7,6,13.0,226.4,18.4,81.0,,,,20251129,,
東京,7,7,3.0,6.3,1.3,3.8,,130.0,,20251129,,
東京,7,8,7.0,27.7,3.8,15.3,,,,20251129,,
東京,7,9,14.0,332.1,34.5,153.3,,,,20251129,,
東京,7,10,5.0,14.7,2.6,10.2,,,,20251129,,
東京,7,11,9.0,45.0,5.2,21.6,,,,20251129,,
東京,7,12,4.0,12.4,2.3,8.7,,,,20251129,,
東京,7,13,2.0,6.1,1.4,4.8,,140.0,,20251129,,
東京,7,14,16.0,537.6,71.6,319.8,,,,20251129,,
東京,7,15,1.0,1.6,1.1,1.1,160.0,110.0,,20251129,,
東京,7,16,6.0,15.9,2.6,9.8,,,,20251129,,
東京,8,1,14.0,118.1,16.2,28.1,,,,20251129,,
東京,8,2,9.0,29.2,4.3,7.1,,,,20251129,,
東京,8,3,13.0,109.5,14.1,24.3,,,,20251129,,
東京,8,4,5.0,14.2,3.2,5.2,,320.0,,20251129,,
東京,8,5,8.0,27.3,4.3,7.3,,,,20251129,,
東京,8,6,12.0,60.8,9.2,15.8,,,,20251129,,
東京,8,7,1.0,2.4,1.3,1.8,,140.0,,20251129,,
東京,8,8,11.0,48.2,5.2,8.8,,,,20251129,,
東京,8,9,2.0,3.7,1.3,1.6,370.0,130.0,,20251129,,
東京,8,10,3.0,6.4,1.6,2.4,,,,20251129,,
東京,8,11,15.0,201.4,28.9,50.1,,,,20251129,,
東京,8,12,7.0,17.3,2.5,4.0,,,,20251129,,
東京,8,13,16.0,219.9,30.4,52.6,,,,20251129,,
東京,8,14,4.0,13.7,2.5,4.1,,,,20251129,,
東京,8,15,6.0,15.9,3.9,6.5,,,,20251129,,
東京,8,16,10.0,41.8,8.0,13.6,,,,20251129,,
東京,9,1,4.0,20.4,2.1,8.5,,,,20251129,,
東京,9,2,10.0,95.5,5.7,26.6,,,,20251129,,
東京,9,3,6.0,27.8,2.6,10.9,,,,20251129,,
東京,9,4,1.0,1.7,1.1,1.1,170.0,110.0,,20251129,,
東京,9,5,3.0,9.7,1.5,5.8,,200.0,,20251129,,
東京,9,6,12.0,198.4,13.4,64.6,,,,20251129,,
東京,9,7,2.0,2.5,1.1,3.1,,,,20251129,,
東京,9,8,5.0,25.8,2.8,11.8,,,,20251129,,
東京,9,9,8.0,62.4,5.3,24.5,,,,20251129,,
東京,9,10,9.0,88.0,8.5,40.3,,,,20251129,,
東京,9,11,11.0,133.2,4.8,22.2,,600.0,,20251129,,
東京,9,12,7.0,30.8,2.8,12.1,,,,20251129,,
東京,10,1,16.0,187.8,19.0,34.0,,,,20251129,,
東京,10,2,1.0,2.3,1.1,1.5,,,,20251129,,
東京,10,3,8.0,42.6,6.0,10.5,,820.0,,20251129,,
東京,10,4,3.0,4.5,1.2,1.8,,180.0,,20251129,,
東京,10,5,15.0,142.6,19.6,35.2,,,,20251129,,
東京,10,6,12.0,96.7,13.3,23.7,,,,20251129,,
東京,10,7,4.0,9.2,2.3,3.7,,,,20251129,,
東京,10,8,5.0,22.2,3.0,5.1,,,,20251129,,
東京,10,9,9.0,50.3,6.4,11.2,,,,20251129,,
東京,10,10,14.0,118.1,20.8,37.3,,,,20251129,,
東京,10,11,6.0,22.7,4.0,6.9,,,,20251129,,
東京,10,12,11.0,96.0,12.9,23.0,,,,20251129,,
東京,10,13,13.0,102.5,12.5,22.2,,,,20251129,,
東京,10,14,10.0,72.7,9.7,17.2,,,,20251129,,
東京,10,15,7.0,28.9,3.7,6.3,2890.0,500.0,,20251129,,
東京,10,16,2.0,3.7,1.2,1.7,,,,20251129,,
東京,11,1,2.0,5.1,1.8,2.6,,220.0,,20251129,,
東京,11,2,7.0,24.3,4.3,6.4,,,,20251129,,
東京,11,3,17.0,171.4,23.9,37.4,,,,20251129,,
東京,11,4,3.0,6.5,2.4,3.5,650.0,280.0,,20251129,,
東京,11,5,5.0,7.5,2.2,3.2,,,,20251129,,
東京,11,6,6.0,8.8,2.0,2.9,,240.0,,20251129,,
東京,11,7,16.0,163.3,35.6,55.9,,,,20251129,,
東京,11,8,11.0,49.8,8.8,13.6,,,,20251129,,
東京,11,9,1.0,3.1,1.3,1.6,,,,20251129,,
東京,11,10,4.0,7.2,1.7,2.3,,,,20251129,,
東京,11,11,18.0,309.8,54.7,85.7,,,,20251129,,
東京,11,12,13.0,77.5,11.0,17.0,,,,20251129,,
東京,11,13,15.0,133.0,24.2,37.9,,,,20251129,,
東京,11,14,14.0,121.7,23.3,36.5,,,,20251129,,
東京,11,15,12.0,68.0,8.9,13.7,,,,20251129,,
東京,11,16,10.0,47.4,9.3,14.3,,,,20251129,,
東京,11,17,8.0,27.3,5.3,8.0,,,,20251129,,
東京,11,18,9.0,35.3,6.9,10.6,,,,20251129,,
東京,12,1,7.0,93.3,5.6,35.6,,,,20251129,,
東京,12,2,8.0,213.5,17.2,115.5,,,,20251129,,
東京,12,3,2.0,3.2,1.0,4.0,,,,20251129,,
東京,12,4,1.0,1.5,1.0,1.1,150.0,110.0,,20251129,,
東京,12,5,3.0,5.5,1.1,4.5,,130.0,,20251129,,
東京,12,6,5.0,42.8,2.2,12.7,,,,20251129,,
東京,12,7,4.0,12.0,1.6,7.9,,,,20251129,,
東京,12,8,9.0,297.7,23.1,156.1,,,,20251129,,
東京,12,9,6.0,88.2,4.7,29.8,,500.0,,20251129,,
京都,1,1,10.0,95.8,13.4,25.9,,,,20251129,,
京都,1,2,11.0,207.9,24.8,48.3,,,,20251129,,
京都,1,3,14.0,605.5,46.1,90.1,,,,20251129,,
京都,1,4,7.0,23.9,3.7,6.8,,,,20251129,,
京都,1,5,3.0,3.9,1.3,2.0,,150.0,,20251129,,
京都,1,6,9.0,66.2,9.1,17.5,,,,20251129,,
京都,1,7,1.0,2.9,1.1,1.5,290.0,120.0,,20251129,,
京都,1,8,5.0,9.0,2.2,3.8,,,,20251129,,
京都,1,9,12.0,214.8,22.0,42.8,,,,20251129,,
京都,1,10,8.0,58.8,7.3,13.9,,,,20251129,,
京都,1,11,13.0,543.1,55.6,108.8,,,,20251129,,
京都,1,12,4.0,8.0,1.9,3.2,,,,20251129,,
京都,1,13,2.0,3.5,1.1,1.7,,,,20251129,,
京都,1,14,6.0,21.6,3.2,5.8,,350.0,,20251129,,
京都,2,1,3.0,4.3,1.4,2.2,,140.0,,20251129,,
京都,2,2,9.0,131.6,11.1,21.5,,,,20251129,,
京都,2,3,8.0,100.3,9.1,17.6,,,,20251129,,
京都,2,4,4.0,6.8,1.4,2.4,680.0,150.0,,20251129,,
京都,2,5,10.0,167.6,10.2,19.6,,,,20251129,,
京都,2,6,2.0,3.1,1.3,2.0,,,,20251129,,
京都,2,7,11.0,234.7,22.6,43.8,,,,20251129,,
京都,2,8,6.0,50.8,5.1,9.6,,,,20251129,,
京都,2,9,1.0,2.6,1.1,1.3,,110.0,,20251129,,
京都,2,10,5.0,8.8,1.7,2.9,,,,20251129,,
京都,2,11,7.0,59.2,6.3,12.1,,,,20251129,,
京都,3,1,8.0,30.8,3.2,6.1,,,,20251129,,
京都,3,2,12.0,219.3,22.6,45.9,,,,20251129,,
京都,3,3,5.0,18.0,2.9,5.5,,340.0,,20251129,,
京都,3,4,7.0,27.4,3.6,6.9,,,,20251129,,
京都,3,5,10.0,48.9,6.1,12.0,,,,20251129,,
京都,3,6,2.0,3.3,1.2,1.7,,,,20251129,,
京都,3,7,14.0,489.0,55.5,113.0,,,,20251129,,
京都,3,8,3.0,6.0,1.5,2.5,,180.0,,20251129,,
京都,3,9,13.0,244.7,31.8,64.7,,,,20251129,,
京都,3,10,6.0,18.8,2.8,5.2,,,,20251129,,
京都,3,11,4.0,9.4,1.9,3.5,,,,20251129,,
京都,3,12,1.0,2.2,1.1,1.4,220.0,120.0,,20251129,,
京都,3,13,11.0,109.4,12.4,25.0,,,,20251129,,
京都,3,14,9.0,46.5,6.7,13.2,,,,20251129,,
京都,4,1,4.0,6.2,1.5,2.5,,150.0,,20251129,,
京都,4,2,3.0,5.5,1.3,2.1,,140.0,,20251129,,
京都,4,3,8.0,81.0,8.0,15.9,,,,20251129,,
京都,4,4,9.0,84.3,8.8,17.5,,,,20251129,,
京都,4,5,7.0,31.2,3.1,5.9,,,,20251129,,
京都,4,6,1.0,2.2,1.1,1.2,220.0,110.0,,20251129,,
京都,4,7,2.0,3.6,1.2,1.8,,,,20251129,,
京都,4,8,6.0,26.3,3.8,7.3,,,,20251129,,
京都,4,9,5.0,10.5,2.4,4.5,,,,20251129,,
京都,5,1,3.0,7.8,1.5,2.4,,,,20251129,,
京都,5,2,12.0,219.2,27.8,49.1,,,,20251129,,
京都,5,3,11.0,62.7,6.4,11.2,,,,20251129,,
京都,5,4,10.0,46.4,6.8,12.0,,,,20251129,,
京都,5,5,8.0,21.2,3.5,6.0,,,,20251129,,
京都,5,6,7.0,18.2,3.4,5.9,,,,20251129,,
京都,5,7,9.0,44.9,6.7,11.7,,,,20251129,,
京都,5,8,1.0,2.7,1.2,1.6,,,,20251129,,
京都,5,9,6.0,15.1,2.9,4.9,,350.0,,20251129,,
京都,5,10,4.0,7.8,1.8,2.9,,220.0,,20251129,,
京都,5,11,2.0,3.0,1.2,1.6,300.0,140.0,,20251129,,
京都,5,12,5.0,14.0,2.9,4.8,,,,20251129,,
京都,6,1,7.0,38.3,4.2,16.0,,550.0,,20251129,,
京都,6,2,4.0,13.1,1.7,5.6,,,,20251129,,
京都,6,3,3.0,7.8,1.5,4.9,,,,20251129,,
京都,6,4,5.0,18.3,2.3,8.0,,300.0,,20251129,,
京都,6,5,2.0,3.0,1.1,2.7,,,,20251129,,
京都,6,6,10.0,110.0,10.3,41.9,,,,20251129,,
京都,6,7,1.0,1.8,1.1,1.1,180.0,110.0,,20251129,,
京都,6,8,12.0,145.6,13.3,54.7,,,,20251129,,
京都,6,9,9.0,90.1,8.1,32.9,,,,20251129,,
京都,6,10,6.0,27.4,2.9,10.6,,,,20251129,,
京都,6,11,11.0,136.9,8.8,35.4,,,,20251129,,
京都,6,12,,,,,,,,20251129,,
京都,6,13,8.0,38.4,4.1,15.7,,,,20251129,,
京都,7,1,13.0,67.8,12.6,20.0,,,,20251129,,
京都,7,2,16.0,133.6,23.6,37.6,,,,20251129,,
京都,7,3,6.0,13.5,2.4,3.5,,,,20251129,,
京都,7,4,3.0,6.4,1.8,2.4,,,,20251129,,
京都,7,5,1.0,2.8,1.3,1.6,,140.0,,20251129,,
京都,7,6,11.0,45.1,7.2,11.2,,,,20251129,,
京都,7,7,15.0,114.8,21.0,33.4,,,,20251129,,
京都,7,8,17.0,270.0,32.3,51.5,,,,20251129,,
京都,7,9,7.0,13.5,3.6,5.5,1350.0,380.0,,20251129,,
京都,7,10,5.0,10.7,3.0,4.6,,,,20251129,,
京都,7,11,2.0,6.0,2.1,3.2,,240.0,,20251129,,
京都,7,12,18.0,310.6,43.2,68.8,,,,20251129,,
京都,7,13,8.0,15.5,4.2,6.4,,,,20251129,,
京都,7,14,4.0,10.0,2.0,3.0,,,,20251129,,
京都,7,15,14.0,113.3,17.2,27.3,,,,20251129,,
京都,7,16,9.0,18.5,4.7,7.3,,,,20251129,,
京都,7,17,10.0,26.0,6.5,10.1,,,,20251129,,
京都,7,18,12.0,61.6,6.9,10.7,,,,20251129,,
京都,8,1,2.0,4.0,1.6,2.3,,,,20251129,,
京都,8,2,12.0,48.8,8.9,14.3,,,,20251129,,
京都,8,3,6.0,18.8,3.6,5.6,,,,20251129,,
京都,8,4,16.0,191.2,18.6,30.2,,,,20251129,,
京都,8,5,13.0,134.3,14.2,22.9,,,,20251129,,
京都,8,6,15.0,169.9,19.8,32.1,,,,20251129,,
京都,8,7,4.0,7.2,1.6,2.3,,,,20251129,,
京都,8,8,8.0,25.7,5.8,9.2,,690.0,,20251129,,
京都,8,9,11.0,47.3,7.0,11.2,,,,20251129,,
京都,8,10,7.0,25.7,4.9,7.6,,,,20251129,,
京都,8,11,3.0,4.2,1.5,2.0,,,,20251129,,
京都,8,12,10.0,40.1,6.3,10.0,,,,20251129,,
京都,8,13,5.0,14.1,3.3,5.0,1410.0,390.0,,20251129,,
京都,8,14,14.0,156.6,24.9,40.4,,,,20251129,,
京都,8,15,1.0,3.2,1.3,1.7,,160.0,,20251129,,
京都,8,16,9.0,31.3,5.8,9.2,,,,20251129,,
京都,9,1,8.0,28.1,3.5,6.3,,,,20251129,,
京都,9,2,10.0,54.7,8.2,15.5,,820.0,,20251129,,
京都,9,3,3.0,7.0,1.6,2.7,,,,20251129,,
京都,9,4,5.0,11.3,2.1,3.7,,,,20251129,,
京都,9,5,9.0,46.7,6.8,12.7,,,,20251129,,
京都,9,6,1.0,1.9,1.1,1.3,,120.0,,20251129,,
京都,9,7,6.0,13.1,2.4,4.1,,,,20251129,,
京都,9,8,13.0,371.9,39.0,74.3,,,,20251129,,
京都,9,9,11.0,94.7,9.4,17.8,,,,20251129,,
京都,9,10,4.0,10.5,1.9,3.3,,,,20251129,,
京都,9,11,2.0,5.1,1.3,1.9,510.0,150.0,,20251129,,
京都,9,12,12.0,148.4,16.4,31.1,,,,20251129,,
京都,9,13,7.0,27.6,5.0,9.3,,,,20251129,,
京都,10,1,2.0,5.6,1.7,2.3,560.0,190.0,,20251129,,
京都,10,2,10.0,28.2,5.0,7.4,,,,20251129,,
京都,10,3,5.0,8.5,2.7,3.9,,,,20251129,,
京都,10,4,11.0,50.4,9.0,13.4,,910.0,,20251129,,
京都,10,5,8.0,18.9,3.6,5.2,,,,20251129,,
京都,10,6,6.0,8.8,1.9,2.7,,,,20251129,,
京都,10,7,9.0,22.9,5.5,8.1,,,,20251129,,
京都,10,8,1.0,2.9,1.4,1.7,,150.0,,20251129,,
京都,10,9,4.0,8.3,2.6,3.7,,,,20251129,,
京都,10,10,7.0,16.0,3.3,4.8,,,,20251129,,
京都,10,11,3.0,6.1,1.6,2.2,,,,20251129,,
京都,10,12,12.0,109.9,23.4,34.9,,,,20251129,,
京都,11,1,11.0,51.5,8.5,14.2,,,,20251129,,
京都,11,2,4.0,7.2,1.9,2.9,,,,20251129,,
京都,11,3,10.0,49.9,5.9,9.8,,870.0,,20251129,,
京都,11,4,7.0,23.5,3.7,6.1,,,,20251129,,
京都,11,5,5.0,11.5,2.4,3.9,,,,20251129,,
京都,11,6,1.0,2.2,1.2,1.4,,,,20251129,,
京都,11,7,6.0,11.8,2.3,3.6,,,,20251129,,
京都,11,8,9.0,25.0,4.8,7.9,2500.0,710.0,,20251129,,
京都,11,9,8.0,24.0,4.1,6.8,,,,20251129,,
京都,11,10,3.0,6.2,1.7,2.5,,250.0,,20251129,,
京都,11,11,2.0,5.7,1.4,2.0,,,,20251129,,
京都,12,1,1.0,1.7,1.1,1.1,170.0,110.0,,20251129,,
京都,12,2,14.0,119.9,17.2,33.6,,,,20251129,,
京都,12,3,10.0,94.7,8.9,17.2,,,,20251129,,
京都,12,4,9.0,88.8,7.8,15.1,,,,20251129,,
京都,12,5,15.0,129.3,14.3,27.8,,,,20251129,,
京都,12,6,4.0,8.4,1.9,3.3,,200.0,,20251129,,
京都,12,7,8.0,54.0,9.2,17.9,,,,20251129,,
京都,12,8,5.0,9.5,2.2,3.8,,,,20251129,,
京都,12,9,11.0,97.8,11.2,21.7,,,,20251129,,
京都,12,10,16.0,131.0,14.6,28.5,,,,20251129,,
京都,12,11,13.0,110.6,11.5,22.4,,,,20251129,,
京都,12,12,7.0,25.9,3.3,6.0,,330.0,,20251129,,
京都,12,13,6.0,14.0,2.6,4.8,,,,20251129,,
京都,12,14,2.0,7.6,1.8,3.1,,,,20251129,,
京都,12,15,3.0,7.7,1.8,3.0,,,,20251129,,
京都,12,16,12.0,101.1,10.8,20.9,,,,20251129,,
東京,1,1,5.0,10.2,3.2,5.1,1020.0,320.0,,20251130,,
東京,1,2,15.0,229.7,35.9,61.1,,,,20251130,,
東京,1,3,1.0,2.5,1.2,1.6,,130.0,,20251130,,
東京,1,4,9.0,25.8,5.8,9.5,,,,20251130,,
東京,1,5,10.0,29.6,4.2,6.9,,,,20251130,,
東京,1,6,16.0,379.1,76.7,130.8,,,,20251130,,
東京,1,7,2.0,4.5,1.4,2.0,,160.0,,20251130,,
東京,1,8,3.0,7.0,1.5,2.2,,,,20251130,,
東京,1,9,13.0,122.8,20.4,34.7,,,,20251130,,
東京,1,10,11.0,38.0,4.5,7.4,,,,20251130,,
東京,1,11,4.0,8.6,2.4,3.8,,,,20251130,,
東京,1,12,7.0,22.6,3.2,5.1,,,,20251130,,
東京,1,13,8.0,25.7,4.9,8.1,,,,20251130,,
東京,1,14,12.0,79.7,8.8,14.7,,,,20251130,,
東京,1,15,14.0,200.5,27.8,47.4,,,,20251130,,
東京,1,16,6.0,14.9,3.5,5.7,,,,20251130,,
東京,2,1,6.0,45.1,3.7,25.2,,,,20251130,,
東京,2,2,9.0,103.7,7.2,52.7,,,,20251130,,
東京,2,3,3.0,8.7,1.2,6.1,,120.0,,20251130,,
東京,2,4,4.0,27.6,2.2,13.9,,,,20251130,,
東京,2,5,7.0,90.0,4.2,29.6,,,,20251130,,
東京,2,6,13.0,339.9,26.6,204.0,,,,20251130,,
東京,2,7,8.0,90.3,6.9,50.2,,,,20251130,,
東京,2,8,1.0,1.1,1.0,1.1,,100.0,,20251130,,
東京,2,9,12.0,269.5,15.4,116.5,,,,20251130,,
東京,2,10,11.0,263.6,24.6,188.5,,,,20251130,,
東京,2,11,5.0,36.3,2.3,14.5,,,,20251130,,
東京,2,12,10.0,115.0,6.1,44.0,,,,20251130,,
東京,2,13,2.0,7.4,1.2,5.6,740.0,120.0,,20251130,,
東京,3,1,13.0,355.5,25.5,123.0,,,,20251130,,
東京,3,2,2.0,5.1,1.2,3.5,,,,20251130,,
東京,3,3,6.0,16.7,2.5,10.3,,300.0,,20251130,,
東京,3,4,9.0,49.3,5.6,25.3,,,,20251130,,
東京,3,5,14.0,506.3,40.0,193.7,,,,20251130,,
東京,3,6,12.0,256.7,17.2,82.3,,,,20251130,,
東京,3,7,4.0,11.2,2.5,10.2,,,,20251130,,
東京,3,8,16.0,811.8,77.9,378.8,,,,20251130,,
東京,3,9,5.0,13.1,2.2,9.0,,,,20251130,,
東京,3,10,8.0,21.6,2.8,11.9,,,,20251130,,
東京,3,11,11.0,205.6,14.9,70.8,,,,20251130,,
東京,3,12,1.0,1.6,1.1,1.1,160.0,110.0,,20251130,,
東京,3,13,7.0,21.3,2.4,10.0,,,,20251130,,
東京,3,14,15.0,693.8,75.7,367.9,,,,20251130,,
東京,3,15,10.0,92.4,8.7,40.6,,,,20251130,,
東京,3,16,3.0,9.7,1.9,7.6,,240.0,,20251130,,
東京,4,1,2.0,4.8,1.3,5.6,,,,20251130,,
東京,4,2,5.0,22.9,2.4,12.1,,,,20251130,,
東京,4,3,11.0,347.2,24.4,144.5,,,,20251130,,
東京,4,4,3.0,7.2,1.3,5.0,,130.0,,20251130,,
東京,4,5,10.0,323.5,20.2,119.6,,,,20251130,,
東京,4,6,1.0,1.5,1.1,1.1,,110.0,,20251130,,
東京,4,7,9.0,248.6,13.2,77.5,,,,20251130,,
東京,4,8,13.0,463.6,39.7,236.7,,,,20251130,,
東京,4,9,8.0,245.1,16.2,95.4,,,,20251130,,
東京,4,10,6.0,23.4,2.4,12.2,,,,20251130,,
東京,4,11,7.0,72.8,6.3,35.7,,,,20251130,,
東京,4,12,12.0,434.8,34.4,204.9,,,,20251130,,
東京,4,13,4.0,8.0,1.4,6.1,800.0,140.0,,20251130,,
東京,5,1,16.0,235.2,39.0,63.0,,,,20251130,,
東京,5,2,15.0,187.5,37.3,60.2,,,,20251130,,
東京,5,3,3.0,5.0,1.6,2.3,,200.0,,20251130,,
東京,5,4,14.0,102.3,18.4,29.7,,,,20251130,,
東京,5,5,11.0,55.2,9.7,15.5,,,,20251130,,
東京,5,6,4.0,7.0,1.7,2.5,,,,20251130,,
東京,5,7,8.0,31.8,5.4,8.6,,,,20251130,,
東京,5,8,12.0,83.0,11.2,17.9,,,,20251130,,
東京,5,9,1.0,3.2,1.3,1.7,,,,20251130,,
東京,5,10,2.0,3.7,1.4,2.0,370.0,170.0,,20251130,,
