レースレベル,上昇値区分,人気乖離区分,件数,単勝ROI,単勝的中率,複勝ROI,複勝的中率,検証_train件数,検証_trainROI,検証_test件数,検証_testROI,期間分割OK,up_low,up_high,up_include_lowest,gap_low,gap_high,gap_include_lowest,母集団,前提_合格数区分,前提_混戦度指標,前提_混戦度上位率,前提_cv閾値
Lv2,"(4,6]",0〜3,21,152.38095238095238,14.285714285714285,68.57142857142857,28.57142857142857,12,26.666666666666668,9,320.0,False,4.0,6.0,False,-1.0,3.0,False,合格馬のみ（総合利益度>=0）,3/3（万全）,cv,0.5,0.7080329205325745
Lv3,"(10,14]",4〜7,22,179.0909090909091,9.090909090909092,72.72727272727273,18.181818181818183,15,262.6666666666667,7,0.0,False,10.0,14.0,False,3.0,7.0,False,合格馬のみ（総合利益度>=0）,3/3（万全）,cv,0.5,0.7080329205325745
Lv3,"(2,4]",0〜3,24,159.58333333333334,20.833333333333336,106.66666666666667,41.66666666666667,15,242.0,9,22.22222222222222,False,2.0,4.0,False,-1.0,3.0,False,合格馬のみ（総合利益度>=0）,3/3（万全）,cv,0.5,0.7080329205325745
