,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2024,124.0,197.0,,158.0,156.0,7.0,162.0,159.0,,,32.0,56.0,,1.0,106.0,82.0,20.0,24.0,20.0,42.0,18.0,139.0,158.0,4.0,2.0
2025,168.0,202.0,,186.0,168.0,16.0,107.0,263.0,55.0,36.0,24.0,41.0,5.0,1.0,61.0,35.0,48.0,64.0,61.0,87.0,10.0,186.0,165.0,5.0,4.0
