場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
新潟,1,1,ノリマル,尾形和幸,-691.0,-840.0,410.0,-719.0,381.0,-963.0,,-164.0,-2586.0,10.0
新潟,1,2,フルフィルメント,宮地貴稔,,610.0,1082.0,1483.0,970.0,-76.0,,-236.0,3833.0,3.0
新潟,1,3,カサナルキセキ,青木孝文,-437.0,270.0,525.0,-252.0,147.0,-1567.0,,339.0,-975.0,6.0
新潟,1,4,ワインダークシー,中舘英二,276.0,-320.0,-1200.0,159.0,-137.0,-534.0,,-228.0,-1984.0,8.0
新潟,1,5,コーディアリー,天間昭一,-278.0,-250.0,-462.0,160.0,-484.0,-1799.0,-417.0,-62.0,-3592.0,12.0
新潟,1,6,ウールヴヘジン,青木孝文,-437.0,270.0,525.0,-252.0,147.0,-1567.0,,339.0,-975.0,6.0
新潟,1,7,ステラスペース,武藤善則,-519.0,-20.0,461.0,-732.0,-837.0,-1028.0,,398.0,-2277.0,9.0
新潟,1,8,トラストレガート,高橋文雅,-306.0,-473.0,-440.0,52.0,-874.0,-541.0,-134.0,44.0,-2672.0,11.0
新潟,1,9,パノラマステージ,牧浦充徳,-88.0,219.0,1174.0,-278.0,645.0,87.0,,-87.0,1672.0,5.0
新潟,1,10,グッドホース,杉山晴紀,-25.0,609.0,1277.0,776.0,822.0,718.0,,481.0,4658.0,2.0
新潟,1,11,トルネードアイル,鹿戸雄一,1114.0,249.0,1756.0,1697.0,596.0,1506.0,,-32.0,6886.0,1.0
新潟,1,12,ゴールドエンバー,竹内正洋,175.0,269.0,190.0,1157.0,-377.0,1345.0,,296.0,3055.0,4.0
新潟,2,1,アドバンスモダン,森秀行　,262.0,-76.0,1009.0,115.0,1615.0,621.0,,772.0,4318.0,2.0
新潟,2,2,ラムールデュヴォン,堀内岳志,-1571.0,-295.0,-2150.0,1316.0,1104.0,303.0,925.0,688.0,320.0,7.0
新潟,2,3,グリーンスリーヴス,羽月友彦,-312.0,59.0,-40.0,-525.0,-476.0,-52.0,,-304.0,-1650.0,9.0
新潟,2,4,ファンシーフリル,蛯名利弘,352.0,-1588.0,-705.0,-3347.0,-1358.0,-1774.0,,-113.0,-8533.0,14.0
新潟,2,5,ムテキシャチョウ,森秀行　,262.0,-76.0,1009.0,115.0,1615.0,621.0,,772.0,4318.0,2.0
新潟,2,6,カイトアザリー,和田雄二,-544.0,161.0,-2355.0,-365.0,-1818.0,-2225.0,,-423.0,-7569.0,12.0
新潟,2,7,モンサンゴールデン,中竹和也,243.0,949.0,-161.0,619.0,394.0,620.0,,78.0,2742.0,5.0
新潟,2,8,ニシノガンリキ,杉浦宏昭,-486.0,458.0,203.0,-16.0,882.0,-442.0,,-618.0,-19.0,8.0
新潟,2,9,シンデレラリバティ,蛯名利弘,352.0,-1588.0,-705.0,-3347.0,-1358.0,-1774.0,,-113.0,-8533.0,14.0
新潟,2,10,ボールドタワー,鈴木慎太,752.0,882.0,1421.0,1066.0,1696.0,860.0,,741.0,7418.0,1.0
新潟,2,11,マジンタクシー,深山雅史,778.0,665.0,-234.0,570.0,731.0,-1320.0,1010.0,-307.0,1893.0,6.0
新潟,2,12,クレインヴォイス,相沢郁　,204.0,-1345.0,-726.0,349.0,-1186.0,-1648.0,-1027.0,-243.0,-5622.0,10.0
新潟,2,13,ドナシェーン,栗田徹　,-265.0,-1273.0,-1703.0,-136.0,-1913.0,-1202.0,-380.0,-475.0,-7347.0,11.0
新潟,2,14,ミルトハッピー,武市康男,-406.0,-2410.0,-2334.0,-96.0,-1688.0,-241.0,,-602.0,-7777.0,13.0
新潟,2,15,オスロクィーン,武井亮　,-14.0,778.0,1402.0,802.0,523.0,9.0,162.0,107.0,3769.0,4.0
新潟,3,1,ジェニファー,浜田多実,153.0,-36.0,-588.0,568.0,659.0,1033.0,,-119.0,1670.0,5.0
新潟,3,2,ティピティーナ,林徹　　,-216.0,-446.0,-518.0,-95.0,-1424.0,-1048.0,-534.0,53.0,-4228.0,12.0
新潟,3,3,キングズブレス,木村哲也,159.0,-114.0,776.0,-152.0,242.0,497.0,123.0,149.0,1680.0,4.0
新潟,3,4,クリーンエア,上原博之,-632.0,-93.0,-40.0,-315.0,-492.0,-493.0,169.0,43.0,-1853.0,11.0
新潟,3,5,バンディート,東田明士,,,,,,,,,,
新潟,3,6,アウクソー,平田修　,378.0,-889.0,-994.0,-2208.0,-1577.0,-208.0,,-318.0,-5816.0,15.0
