場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
新潟,1,1,ノリマル,ブリックスアンドモルタル,103.0,98.0,104.0,99.0,104.0,108.0,,,102.667,4.0
新潟,1,2,フルフィルメント,ベンバトル,,,,,,,,,,
新潟,1,3,カサナルキセキ,ガルボ,,,,,,,,,,
新潟,1,4,ワインダークシー,ハービンジャー,88.0,99.0,101.0,102.0,98.0,89.0,106.0,97.0,97.5,8.0
新潟,1,5,コーディアリー,ダノンバラード,112.0,100.0,107.0,120.0,104.0,115.0,105.0,105.0,108.5,1.0
新潟,1,6,ウールヴヘジン,ビーチパトロール,90.0,98.0,99.0,73.0,105.0,106.0,,,95.167,9.0
新潟,1,7,ステラスペース,レイデオロ,115.0,100.0,96.0,109.0,95.0,108.0,,,103.833,2.0
新潟,1,8,トラストレガート,マクフィ,107.0,98.0,102.0,107.0,102.0,98.0,95.0,119.0,103.5,3.0
新潟,1,9,パノラマステージ,レイデオロ,115.0,100.0,96.0,109.0,95.0,108.0,92.0,90.0,100.625,7.0
新潟,1,10,グッドホース,ルーラーシップ,98.0,107.0,101.0,103.0,96.0,100.0,97.0,104.0,100.75,6.0
新潟,1,11,トルネードアイル,ミッキーアイル,92.0,103.0,107.0,103.0,100.0,100.0,99.0,104.0,101.0,5.0
新潟,1,12,ゴールドエンバー,バゴ,87.0,87.0,97.0,91.0,92.0,91.0,,,90.833,10.0
新潟,2,1,アドバンスモダン,Modernist,,,,,,,,,,
新潟,2,2,ラムールデュヴォン,ミスチヴィアスアレックス,,,,,,,,,,
新潟,2,3,グリーンスリーヴス,ミスチヴィアスアレックス,,,,,,,,,,
新潟,2,4,ファンシーフリル,フォーウィールドライブ,174.0,117.0,116.0,122.0,133.0,141.0,,,133.833,1.0
新潟,2,5,ムテキシャチョウ,Beau Liam,,,,,,,,,,
新潟,2,6,カイトアザリー,エイシンフラッシュ,83.0,94.0,87.0,75.0,79.0,82.0,86.0,83.0,83.625,8.0
新潟,2,7,モンサンゴールデン,シルバーステート,91.0,92.0,77.0,96.0,97.0,95.0,95.0,87.0,91.25,7.0
新潟,2,8,ニシノガンリキ,インディチャンプ,,,,,,,,,,
新潟,2,9,シンデレラリバティ,タリスマニック,108.0,107.0,102.0,89.0,104.0,105.0,124.0,102.0,105.125,3.0
新潟,2,10,ボールドタワー,タワーオブロンドン,126.0,107.0,81.0,103.0,102.0,105.0,,,104.0,4.0
新潟,2,11,マジンタクシー,マテラスカイ,,,,,,,,,,
新潟,2,12,クレインヴォイス,イスラボニータ,98.0,103.0,92.0,109.0,107.0,107.0,,,102.667,5.0
新潟,2,13,ドナシェーン,Munnings,,,,,,,,,,
新潟,2,14,ミルトハッピー,タワーオブロンドン,126.0,107.0,81.0,103.0,102.0,105.0,115.0,153.0,111.5,2.0
新潟,2,15,オスロクィーン,Liam's Map,65.0,107.0,116.0,108.0,105.0,94.0,59.0,126.0,97.5,6.0
新潟,3,1,ジェニファー,アニマルキングダム,93.0,89.0,75.0,169.0,78.0,77.0,,,96.833,12.0
新潟,3,2,ティピティーナ,ニューイヤーズデイ,120.0,100.0,105.0,100.0,101.0,107.0,,,105.5,3.0
新潟,3,3,キングズブレス,Kingman,59.0,71.0,86.0,76.0,79.0,82.0,83.0,83.0,77.375,17.0
新潟,3,4,クリーンエア,リアルインパクト,95.0,99.0,101.0,92.0,103.0,101.0,115.0,96.0,100.25,10.0
新潟,3,5,バンディート,イスラボニータ,98.0,100.0,113.0,111.0,107.0,107.0,103.0,104.0,105.375,4.0
新潟,3,6,アウクソー,サトノアラジン,87.0,101.0,95.0,84.0,99.0,91.0,,,92.833,16.0
新潟,3,7,アルヴァレス,ビーチパトロール,90.0,109.0,99.0,101.0,92.0,106.0,,,99.5,11.0
新潟,3,8,ツィスカリーゼ,リオンディーズ,87.0,101.0,98.0,95.0,97.0,92.0,,,95.0,15.0
新潟,3,9,ダノンリュラ,ドレフォン,99.0,105.0,96.0,105.0,103.0,105.0,,,102.167,6.0
新潟,3,10,オンザヴィーナス,ミッキーアイル,92.0,104.0,107.0,111.0,102.0,100.0,,,102.667,5.0
新潟,3,11,シュークリーム,ファインニードル,94.0,104.0,104.0,127.0,101.0,107.0,92.0,137.0,108.25,1.0
新潟,3,12,レッドカメリア,レーヴミストラル,,,,,,,,,,
新潟,3,13,インフローレ,リオンディーズ,87.0,101.0,98.0,92.0,97.0,92.0,89.0,106.0,95.25,14.0
新潟,3,14,フォルトレス,Invincible Spirit,74.0,108.0,102.0,80.0,100.0,112.0,,,96.0,13.0
新潟,3,15,コムーネ,ビーチパトロール,90.0,109.0,99.0,109.0,92.0,106.0,,,100.833,8.0
新潟,3,16,アンバーニードル,ファインニードル,94.0,104.0,104.0,127.0,101.0,107.0,,,106.167,2.0
新潟,3,17,マイネルステラート,ミッキーアイル,92.0,104.0,107.0,97.0,102.0,100.0,,,100.333,9.0
新潟,3,18,ビスケット,ミッキーアイル,92.0,104.0,107.0,101.0,102.0,100.0,99.0,104.0,101.125,7.0
新潟,4,1,ジェイエルトランス,マクフィ,107.0,100.0,99.0,103.0,98.0,98.0,,,100.833,9.0
新潟,4,2,ブルーデイジー,ディスクリートキャット,98.0,103.0,101.0,122.0,109.0,104.0,,,106.167,4.0
新潟,4,3,メイショウドライブ,フォーウィールドライブ,174.0,426.0,116.0,133.0,141.0,,,,198.0,1.0
新潟,4,4,アスコットアイ,モズアスコット,121.0,117.0,109.0,118.0,,,,,116.25,3.0
新潟,4,5,マイドリームガール,ローレルゲレイロ,,,,,,,,,,
新潟,4,6,サラマックイーン,ヘニーヒューズ,101.0,100.0,103.0,98.0,101.0,103.0,,,101.0,8.0
新潟,4,7,ノーブルミステリー,ディーマジェスティ,111.0,108.0,106.0,92.0,103.0,94.0,,,102.333,7.0
新潟,4,8,エスシーレベッカ,パイロ,95.0,102.0,105.0,112.0,102.0,102.0,,,103.0,6.0
新潟,4,9,ハニーローリエ,ルーラーシップ,98.0,96.0,99.0,102.0,107.0,100.0,,,100.333,10.0
新潟,4,10,デルマエアロール,マインドユアビスケッツ,110.0,88.0,93.0,90.0,102.0,104.0,,,97.833,11.0
新潟,4,11,アイアンソリッド,スズカコーズウェイ,132.0,114.0,123.0,133.0,115.0,122.0,110.0,123.0,121.5,2.0
新潟,4,12,シューンカイゼリン,ドレフォン,99.0,105.0,107.0,106.0,103.0,105.0,110.0,107.0,105.25,5.0
新潟,4,13,シエラメンテ,ドゥラメンテ,93.0,96.0,95.0,89.0,91.0,95.0,98.0,92.0,93.625,12.0
新潟,5,1,ターコイズテソーロ,フィエールマン,212.0,102.0,111.0,112.0,107.0,122.0,,,127.667,1.0
新潟,5,2,ヴァールザーゲン,サトノダイヤモンド,109.0,84.0,97.0,102.0,102.0,98.0,,,98.667,5.0
新潟,5,3,ウインカグヤヒメ,サンダースノー,85.0,99.0,85.0,97.0,114.0,96.0,,,96.0,10.0
新潟,5,4,チャンピオンホース,ダノンスマッシュ,,,,,,,,,,
新潟,5,5,ポポラヴィスタ,ダノンバラード,112.0,147.0,107.0,120.0,110.0,115.0,,,118.5,2.0
新潟,5,6,ヘルモソブレード,ビッグアーサー,92.0,105.0,100.0,98.0,96.0,91.0,,,97.0,9.0
新潟,5,7,ナムラステラ,ダノンプレミアム,,,,,,,,,,
新潟,5,8,テラシエスタ,ジャスタウェイ,100.0,92.0,99.0,98.0,103.0,99.0,,,98.5,6.0
