場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
札幌,1,未勝利,ダート,1700,良,1,レイテスツドリーム,2歳,和田陽希,平田修,追込,,,中距離,右回り,,Lv2 ,ゴールドドリーム,,,8,D,14.3,12.0,14.3,12.0,,,,,B,,,,
札幌,1,未勝利,ダート,1700,良,2,アンバーバレット,2歳,長浜鴻緒,矢嶋大樹,逃げ,100.0,100.0,中距離,右回り,,Lv2 ,ミスチヴィアスアレックス,,,3,C,12.9,3.0,12.9,2.0,35.7,1.0,39.3,6.0,C,,,,
札幌,1,未勝利,ダート,1700,良,3,サーギュスターヴ,2歳,丹内祐次,杉浦宏昭,追込,,,中距離,右回り,,Lv2 ,New Bay,,,5,C,13.7,9.0,13.7,9.0,,,,,B,,,,
札幌,1,未勝利,ダート,1700,良,4,ファラオクィーン,2歳,レーン,牧浦充徳,先行,,100.0,中距離,右回り,,Lv2 ,American Pharoah,,,2,B,13.4,8.0,13.4,8.0,37.2,4.0,37.0,1.0,C,,,,
札幌,1,未勝利,ダート,1700,良,5,アークレオン,2歳,小沢大仁,高柳大輔,追込,,,中距離,右回り,,Lv2 ,チュウワウィザード,,距離延長,10,E,13.1,7.0,13.1,5.0,37.4,5.0,39.0,5.0,C,,,,
札幌,1,未勝利,ダート,1700,良,6,マーズエクレール,2歳,鮫島克駿,佐藤悠太,差し,0.0,0.0,中距離,右回り,,Lv2 ,アドマイヤマーズ,,距離延長,7,D,13.7,9.0,14.0,10.0,38.3,,41.8,,C,D,,,
札幌,1,未勝利,ダート,1700,良,7,トゥザファイナル,2歳,ルメール,小島茂之,先行,,,中距離,右回り,,Lv2 ,ナダル,休明初戦,距離延長,1,B,12.7,2.0,12.7,1.0,35.9,2.0,37.7,4.0,C,,,,
札幌,1,未勝利,ダート,1700,良,8,マルカローゼ,2歳,ヘルナン,浜田多実,追込,,,中距離,右回り,,Lv2 ,マインドユアビスケッツ,,,12,E,14.1,11.0,14.1,11.0,,,,,B,,,,
札幌,1,未勝利,ダート,1700,良,9,シンゼンノト,2歳,遠藤汰月,荒川義之,逃げ,50.0,0.0,中距離,右回り,,Lv2 ,ヴァンゴッホ,,距離延長,9,D,12.6,1.0,13.1,5.0,36.0,3.0,37.6,3.0,C,C,D,,
札幌,1,未勝利,ダート,1700,良,10,レゾルートハート,2歳,岩田望来,畑端省吾,追込,,,中距離,右回り,,Lv2 ,マインドユアビスケッツ,,距離延長,6,D,12.9,3.0,12.9,2.0,,,,,B,,,,
札幌,1,未勝利,ダート,1700,良,11,サウンドエフォート,2歳,吉田隼人,安達昭夫,差し,0.0,,中距離,右回り,,Lv2 ,ヘニーヒューズ,,距離延長,4,C,12.9,3.0,13.2,7.0,37.6,6.0,37.1,2.0,C,B,,,
札幌,1,未勝利,ダート,1700,良,12,ミライショウグン,2歳,石川倭,前川恭子,差し,,,中距離,右回り,,Lv2 ,カデナ,,,11,E,13.0,6.0,13.0,4.0,,,,,B,,,,
