場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,9,ロミオボス,5歳以上,木幡巧也,加藤征弘,短距離,右回り,,ストロングリターン,休明3走,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,10,レッドアレグロ,5歳以上,ルメール,木村哲也,短距離,右回り,,ロードカナロア,休明3走,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,11,タイセイピューマ,5歳以上,石田拓郎,新開幸一,短距離,右回り,,ディスクリートキャット,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,12,モリノレッドスター,5歳以上,横山武史,鈴木伸尋,短距離,右回り,,デクラレーションオブウォー,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,13,ケープアグラス,5歳以上,伊藤工真,金成貴史,短距離,右回り,,エスポワールシチー,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,14,キョウエイカンフ,5歳以上,横山和生,勢司和浩,短距離,右回り,,アジアエクスプレス,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,15,サンドブラスト,5歳以上,丹内祐次,鈴木慎太,短距離,右回り,,モーニン,休明初戦,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,16,アルジェンタージョ,5歳以上,佐藤翔馬,伊藤圭三,短距離,右回り,,レッドファルクス,,
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,1,パーフェクトスノー,3歳,石神深道,田村康仁,中距離,左回り,,サンダースノー,休明初戦,距離延長
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,2,ファストフォワード,3歳,小崎綾也,小林真也,中距離,左回り,,ハービンジャー,,距離短縮
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,3,タガノラヴズワン,3歳,和田陽希,平田修,中距離,左回り,,ヤマカツエース,,
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,4,トゥインクルピカ,3歳,富田暁,四位洋文,中距離,左回り,,サートゥルナーリア,,
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,5,ヴェールミューズ,3歳,高杉吏麒,浜田多実,中距離,左回り,,ルヴァンスレーヴ,,
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,6,ドリームキャリー,3歳,田山旺佑,新谷功一,中距離,左回り,,シニスターミニスター,,
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,7,アウラニ,3歳,ディー,武英智,中距離,左回り,,ジャスタウェイ,,
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,8,シンデレラカラー,3歳,丸山元気,加藤和宏,中距離,左回り,,ビーチパトロール,休明初戦,距離延長
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,9,チョウスター,3歳,古川奈穂,羽月友彦,中距離,左回り,,エスポワールシチー,休明初戦,距離延長
中京,1,未勝利,ダート,1800,良(暫定),Lv1 ,10,トゥルパーニ,3歳,今村聖奈,寺島良,中距離,左回り,,エピファネイア,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,1,ナムラオットー,3歳,富田暁,荒川義之,短距離,左回り,,アニマルキングダム,,
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,2,ケンブリッジサクラ,3歳,西塚洸二,石栗龍彦,短距離,左回り,,タリスマニック,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,3,グリニッジローズ,3歳,大久保友,田中剛,短距離,左回り,,タワーオブロンドン,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,4,スノーランス,3歳,鮫島克駿,上原佑紀,短距離,左回り,,ニューイヤーズデイ,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,5,スラッシュ,3歳,森田誠也,安達昭夫,短距離,左回り,,フィレンツェファイア,休明3走,
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,6,ニシノランペイジ,3歳,上里直汰,松山将樹,短距離,左回り,,アジアエクスプレス,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,7,マサハヤルージュ,3歳,田山旺佑,千田輝彦,短距離,左回り,,シャンハイボビー,休明3走,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,8,ダイユウヴェンティ,3歳,今村聖奈,松永康利,短距離,左回り,,サートゥルナーリア,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,9,ゴーゴーパンチ,3歳,永島まな,天間昭一,短距離,左回り,,タリスマニック,,距離延長
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,10,モズタイシソウシ,3歳,和田陽希,平田修,短距離,左回り,,モズアスコット,,距離延長
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,11,メメボス,3歳,吉田隼人,飯田祐史,短距離,左回り,,コントレイル,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,12,マジェステラ,3歳,ディー,千葉直人,短距離,左回り,,ディーマジェスティ,,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,13,リリーサンライズ,3歳,古川奈穂,矢作芳人,短距離,左回り,,ニューイヤーズデイ,休明2走,
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,14,ケイツータカ,3歳,石神深道,深山雅史,短距離,左回り,,シュヴァルグラン,休明2走,距離短縮
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,15,クルビデンス,3歳,舟山瑠泉,菊川正達,短距離,左回り,,アメリカンペイトリオット,,
中京,2,未勝利,ダート,1200,良(暫定),Lv3 ,16,ミラビリオン,3歳,松本大輝,伊坂重信,短距離,左回り,,ベンバトル,,距離短縮
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,1,アビラーシャ,3歳,浜中俊,武幸四郎,中距離,左回り,,アドマイヤマーズ,,距離延長
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,2,モーゼス,3歳,田山旺佑,田中克典,中距離,左回り,,ダノンレジェンド,,
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,3,イエッサー,3歳,鮫島克駿,武幸四郎,中距離,左回り,,エピファネイア,休明初戦,距離短縮
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,4,マーゴットバディ,3歳,小崎綾也,石坂公一,中距離,左回り,,レイデオロ,休明初戦,距離短縮
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,5,ミスターエメラルド,3歳,ディー,中村直也,中距離,左回り,,ドレフォン,,距離延長
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,6,リリーサンダー,3歳,小沢大仁,緒方努,中距離,左回り,,ミスチヴィアスアレックス,休明2走,距離短縮
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,7,ラッキーダイヤ,3歳,森田誠也,牧田和弥,中距離,左回り,,サトノダイヤモンド,連闘,距離延長
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,8,サンライズオスカー,3歳,舟山瑠泉,石坂公一,中距離,左回り,,インカンテーション,休明初戦,距離延長
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,9,ジャスティンゴッホ,3歳,西塚洸二,茶木太樹,中距離,左回り,,ヴァンゴッホ,,距離延長
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,10,クリムゾンリーフ,3歳,上里直汰,加藤士津,中距離,左回り,,クリソベリル,,距離短縮
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,11,レッドセドナ,3歳,松本大輝,藤原英昭,中距離,左回り,,キズナ,休明初戦,距離短縮
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,12,レッドフロイデ,3歳,高杉吏麒,大久保龍,中距離,左回り,,モーリス,休明初戦,距離延長
中京,3,未勝利,ダート,1900,良(暫定),Lv1 ,13,レディトゥフライト,3歳,今村聖奈,寺島良,中距離,左回り,,フリオーソ,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,1,サトノビダーヤ,3歳,永島まな,高橋康之,短距離,左回り,,サトノジェネシス,,距離短縮
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,2,ランランリンリン,3歳,上里直汰,辻哲英,短距離,左回り,,モズアスコット,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,3,サンライズマーク,3歳,西塚洸二,牧浦充徳,短距離,左回り,,サトノダイヤモンド,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,4,スズランクイーン,3歳,河原田菜,谷潔,短距離,左回り,,アニマルキングダム,休明3走,距離短縮
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,5,エヴァンスベイ,3歳,田山旺佑,宮田敬介,短距離,左回り,,イスラボニータ,休明初戦,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,6,デュードロップ,3歳,大久保友,平田修,短距離,左回り,,リオンディーズ,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,7,ベネディクション,3歳,古川奈穂,矢作芳人,短距離,左回り,,エピファネイア,休明初戦,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,8,エアヴァイブス,3歳,高杉吏麒,福永祐一,短距離,左回り,,コントレイル,休明2走,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,9,フィンガーレイクス,3歳,和田陽希,藤原英昭,短距離,左回り,,ロードカナロア,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,10,ボドニーク,3歳,柴田裕一,新谷功一,短距離,左回り,,ブリックスアンドモルタル,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,11,ルージュリリック,3歳,舟山瑠泉,上原佑紀,短距離,左回り,,ポエティックフレア,休明3走,距離延長
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,12,ムーングレイル,3歳,石神深道,森一誠,短距離,左回り,,ミッキーアイル,休明初戦,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,13,クライナリーゼ,3歳,秋山稔樹,高橋康之,短距離,左回り,,カレンブラックヒル,,距離短縮
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,14,ビロングトゥミー,3歳,鷲頭虎太,前川恭子,短距離,左回り,,ジャスタウェイ,,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,15,レッツゴーファイト,3歳,水沼元輝,伊藤伸一,短距離,左回り,,ノーブルミッション,休明初戦,
中京,4,未勝利,芝,1600,良(暫定),Lv4 ,16,ブラーヴジャン,3歳,森田誠也,和田勇介,短距離,左回り,,ダノンプレミアム,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,1,ロジャートアリー,3歳,富田暁,野中賢二,中距離,左回り,,デクラレーションオブウォー,,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,2,マジックファイヤー,3歳,小崎綾也,辻野泰之,中距離,左回り,,キセキ,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,3,マイバレンタイン,3歳,西塚洸二,池江泰寿,中距離,左回り,,キズナ,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,4,シュプリームレルム,3歳,松本大輝,高野友和,中距離,左回り,,エピファネイア,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,5,ミッキージャンプ,3歳,高杉吏麒,池江泰寿,中距離,左回り,,サートゥルナーリア,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,6,マジョレルブルー,3歳,田山旺佑,友道康夫,中距離,左回り,,コントレイル,休明初戦,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,7,クイーンズレイン,3歳,永島まな,林徹,中距離,左回り,,エピファネイア,休明2走,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,8,カズシ,3歳,鮫島克駿,高柳瑞樹,中距離,左回り,,リアルスティール,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,9,ピアス,3歳,丸山元気,森一誠,中距離,左回り,,キセキ,,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,10,スイートハイデン,3歳,吉田隼人,菊川正達,中距離,左回り,,ロジャーバローズ,,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,11,ココロヅヨサ,3歳,浜中俊,田中克典,中距離,左回り,,コントレイル,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,12,パンキー,3歳,長岡禎仁,茶木太樹,中距離,左回り,,ウインブライト,休明初戦,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,13,スズカサートゥル,3歳,柴田裕一,中竹和也,中距離,左回り,,サートゥルナーリア,,距離短縮
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,14,サイモンシャリオ,3歳,松若風馬,梅田智之,中距離,左回り,,アルアイン,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,15,メイショウペイト,3歳,加藤祥太,梅田智之,中距離,左回り,,アメリカンペイトリオット,,
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,16,ブルーザー,3歳,舟山瑠泉,池添学,中距離,左回り,,モーリス,,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,17,ルクスディグニティ,3歳,岩部純二,昆貢,中距離,左回り,,リオンディーズ,休明2走,距離延長
中京,5,未勝利,芝,2000,良(暫定),Lv4 ,18,グランブーケ,3歳,小沢大仁,福永祐一,中距離,左回り,,Wootton Bassett,,
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,1,ケイアイアマゾン,3歳,中井裕二,秋山真一,中距離,左回り,,マインドユアビスケッツ,,
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,2,ウィングブルー,3歳,吉田隼人,斎藤誠,中距離,左回り,,アドマイヤマーズ,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,3,テスタヴェローチェ,3歳,田山旺佑,須貝尚介,中距離,左回り,,マテラスカイ,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,4,ヴィエントデコラ,3歳,舟山瑠泉,寺島良,中距離,左回り,,ルヴァンスレーヴ,,
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,5,シュガービスケッツ,3歳,松若風馬,東田明士,中距離,左回り,,マインドユアビスケッツ,休明2走,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,6,ゴールデンスラム,3歳,ディー,池江泰寿,中距離,左回り,,ブリックスアンドモルタル,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,7,ブルーメサンライズ,3歳,富田暁,石坂公一,中距離,左回り,,キタサンブラック,,距離短縮
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,8,マイネルミラケル,3歳,石神深道,畠山吉宏,中距離,左回り,,ウインブライト,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,9,マッドゲイル,3歳,鮫島克駿,上原佑紀,中距離,左回り,,ルヴァンスレーヴ,,
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,10,リヒトミューレ,3歳,小沢大仁,中村直也,中距離,左回り,,ポエティックフレア,,
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,11,ドンエレクトス,3歳,浜中俊,高木登,中距離,左回り,,ダノンレジェンド,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,12,ダンツシタン,3歳,丸山元気,本田優,中距離,左回り,,パイロ,,
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,13,ストロングエース,3歳,秋山稔樹,相沢郁,中距離,左回り,,ヤマカツエース,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,14,イサギ,3歳,西塚洸二,小椋研介,中距離,左回り,,リアルスティール,,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,15,テイエムゴッホ,3歳,高杉吏麒,浜田多実,中距離,左回り,,ヴァンゴッホ,休明3走,距離延長
中京,6,自己条件,ダート,1800,良(暫定),Lv2 ,16,ペイシャプル,3歳,永島まな,高橋康之,中距離,左回り,,カリフォルニアクローム,,
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,1,スナークピカソ,4歳,吉田隼人,高橋一哉,短距離,左回り,,アジアエクスプレス,,距離短縮
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,2,ベルサ,4歳,永島まな,鈴木孝志,短距離,左回り,,マクフィ,,距離延長
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,3,リアライズオーラム,4歳,浜中俊,上原佑紀,短距離,左回り,,オルフェーヴル,休明初戦,距離延長
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,4,ヴォラヴィア,4歳,古川奈穂,杉山佳明,短距離,左回り,,エイシンフラッシュ,連闘,距離短縮
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,5,ゴールドブレス,5歳以上,松若風馬,西園翔太,短距離,左回り,,ゴールドシップ,,
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,6,ミッキーマドンナ,4歳,鮫島克駿,堀宣行,短距離,左回り,,エピファネイア,休明3走,距離短縮
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,7,フェルシナ,4歳,高杉吏麒,西園翔太,短距離,左回り,,ルーラーシップ,,
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,8,スタンピー,4歳,石神深道,深山雅史,短距離,左回り,,アルアイン,休明初戦,距離延長
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,9,ポッドロルフ,4歳,大久保友,小野次郎,短距離,左回り,,モズアスコット,休明2走,
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,10,ラマヌジャン,4歳,富田暁,宮地貴稔,短距離,左回り,,カリフォルニアクローム,休明初戦,距離短縮
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,11,タイキバルドル,5歳以上,柴田裕一,勢司和浩,短距離,左回り,,ダイワメジャー,休明初戦,
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,12,トリプルバレル,4歳,小林美駒,藤野健太,短距離,左回り,,ロゴタイプ,,距離延長
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,13,オーバースタンド,4歳,小崎綾也,小崎憲,短距離,左回り,,モズアスコット,,
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,14,アラスカフレイバー,4歳,亀田温心,松永康利,短距離,左回り,,リアルスティール,休明2走,距離延長
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,15,マサハヤヴォス,5歳以上,田山旺佑,茶木太樹,短距離,左回り,,ロゴタイプ,休明2走,距離短縮
中京,7,自己条件,芝,1600,良(暫定),Lv4 ,16,ベイリークロア,4歳,小沢大仁,大久保龍,短距離,左回り,,エピファネイア,休明3走,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,1,モズイージス,5歳以上,小沢大仁,高橋康之,短距離,左回り,,サンダースノー,,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,2,テーオーミリカン,4歳,田山旺佑,宮徹,短距離,左回り,,ウインブライト,,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,3,レザンクレール,5歳以上,亀田温心,西村真幸,短距離,左回り,,キズナ,休明3走,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,4,バルサミコ,5歳以上,河原田菜,小手川準,短距離,左回り,,オルフェーヴル,,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,5,ランドブレイブ,4歳,森田誠也,安達昭夫,短距離,左回り,,アジアエクスプレス,,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,6,リッチハンター,5歳以上,柴田裕一,本間忍,短距離,左回り,,ホッコータルマエ,,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,7,インピッシュ,4歳,和田陽希,中尾秀正,短距離,左回り,,カレンブラックヒル,,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,8,ノイヤー,5歳以上,石神深道,高橋亮,短距離,左回り,,ニューイヤーズデイ,,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,9,ワンウェイトゥヘル,4歳,松若風馬,中村直也,短距離,左回り,,タワーオブロンドン,休明初戦,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,10,ブラックトルネード,4歳,秋山稔樹,佐藤吉勝,短距離,左回り,,フォーウィールドライブ,休明2走,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,11,アドアプローズ,5歳以上,上里直汰,小手川準,短距離,左回り,,ジャングルポケット,,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,12,ゲーベル,5歳以上,高杉吏麒,渡辺薫彦,短距離,左回り,,ミッキーアイル,,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,13,フルドド,4歳,長岡禎仁,茶木太樹,短距離,左回り,,ジャスタウェイ,休明初戦,
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,14,プルミエールパス,5歳以上,小崎綾也,河嶋宏樹,短距離,左回り,,ロゴタイプ,,距離延長
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,15,ポムドール,4歳,中井裕二,藤野健太,短距離,左回り,,リアルスティール,,距離短縮
中京,8,自己条件,ダート,1200,良(暫定),Lv3 ,16,ルクスコスモス,4歳,鮫島克駿,高橋一哉,短距離,左回り,,モズアスコット,,距離短縮
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,1,マイネルアズーロ,4歳,浜中俊,鹿戸雄一,中距離,左回り,,ダノンバラード,休明初戦,距離延長
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,2,ディーンズリスター,5歳以上,亀田温心,斉藤崇史,中距離,左回り,,ディープインパクト,休明2走,距離延長
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,3,フォートポータル,5歳以上,秋山稔樹,粕谷昌央,中距離,左回り,,リアルスティール,,距離延長
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,4,スイートオレンジ,4歳,西塚洸二,中川公成,中距離,左回り,,ゴールドシップ,休明初戦,距離延長
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,5,ダノンジャガー,4歳,ディー,池江泰寿,中距離,左回り,,キズナ,休明2走,距離短縮
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,6,コスモアチーブ,4歳,松若風馬,相沢郁,中距離,左回り,,ゴールドシップ,,距離延長
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,7,サンライズバブル,4歳,吉田隼人,前川恭子,中距離,左回り,,ゴールドシップ,,距離短縮
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,8,ニュークレド,4歳,鮫島克駿,石坂公一,中距離,左回り,,ブリックスアンドモルタル,休明初戦,距離延長
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,9,ロードガレリア,4歳,高杉吏麒,藤岡健一,中距離,左回り,,フィエールマン,,距離短縮
中京,9,自己条件,芝,2200,良(暫定),Lv2 ,10,マーゴットソラーレ,5歳以上,上里直汰,伊坂重信,中距離,左回り,,ノヴェリスト,休明2走,距離短縮
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,1,シンゼンカガ,4歳,吉田隼人,荒川義之,中距離,左回り,,トーセンラー,,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,2,ジェットブレード,4歳,松若風馬,青木孝文,中距離,左回り,,ビーチパトロール,,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,3,バンフィエルド,5歳以上,田山旺佑,緒方努,中距離,左回り,,オルフェーヴル,,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,4,メディテラニアン,4歳,ディー,池江泰寿,中距離,左回り,,サートゥルナーリア,,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,5,ディーガレジェンド,5歳以上,西塚洸二,藤原英昭,中距離,左回り,,モーリス,,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,6,ナイトスラッガー,5歳以上,鮫島克駿,小栗実,中距離,左回り,,ルーラーシップ,休明3走,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,7,ステラクラウン,5歳以上,富田暁,上村洋行,中距離,左回り,,ルーラーシップ,休明初戦,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,8,ジャスティンガルフ,5歳以上,高杉吏麒,茶木太樹,中距離,左回り,,エピファネイア,休明2走,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,9,タケトンボ,5歳以上,秋山稔樹,宮徹,中距離,左回り,,エイシンフラッシュ,休明初戦,
中京,10,自己条件,芝,2000,良(暫定),Lv2 ,10,ジェモロジー,5歳以上,小沢大仁,橋口慎介,中距離,左回り,,ハービンジャー,,
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,1,サイモンルモンド,5歳以上,森田誠也,的場均,中距離,左回り,,ダノンシャンティ,,
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,2,ネクストダンサー,4歳,黛弘人,伊藤圭三,中距離,左回り,,ドレフォン,休明2走,
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,3,タッチャブル,5歳以上,松若風馬,中村直也,中距離,左回り,,リアルスティール,,距離短縮
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,4,コパノヴィンセント,4歳,水沼元輝,上原博之,中距離,左回り,,コパノリッキー,,距離短縮
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,5,パーサヴィアランス,5歳以上,松本大輝,西村真幸,中距離,左回り,,ドレフォン,,
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,6,ジュンラトゥール,5歳以上,浜中俊,浜田多実,中距離,左回り,,パイロ,,距離延長
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,7,テーオーマルコーニ,4歳,高杉吏麒,奥村豊,中距離,左回り,,コパノリッキー,,距離短縮
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,8,サイモンコーラル,5歳以上,秋山稔樹,羽月友彦,中距離,左回り,,ビーチパトロール,,距離延長
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,9,スマートスピア,5歳以上,鮫島克駿,池江泰寿,中距離,左回り,,キズナ,休明2走,距離延長
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,10,サンカルミア,5歳以上,中井裕二,伊坂重信,中距離,左回り,,ロージズインメイ,休明初戦,距離短縮
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,11,メイショウジェンマ,5歳以上,小沢大仁,飯田祐史,中距離,左回り,,ホッコータルマエ,,
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,12,シンボリノエル,5歳以上,富田暁,秋本大介,中距離,左回り,,ドレフォン,,
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,13,モモンウールー,5歳以上,西塚洸二,池添学,中距離,左回り,,ドレフォン,,距離短縮
中京,11,自己条件,ダート,1800,良(暫定),Lv3 ,14,ケーヴァラ,5歳以上,柴田裕一,羽月友彦,中距離,左回り,,マジェスティックウォリアー,休明初戦,
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,1,ゴージャス,4歳,浜中俊,四位洋文,短距離,左回り,,ゴールドシップ,休明2走,
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,2,オタルグリーン,5歳以上,柴田裕一,中竹和也,短距離,左回り,,ハービンジャー,休明初戦,距離短縮
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,3,ナリノエンブレム,4歳,上里直汰,加藤征弘,短距離,左回り,,パドトロワ,休明初戦,距離延長
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,4,マーゴットカーラ,4歳,小崎綾也,石坂公一,短距離,左回り,,エピファネイア,休明3走,
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,5,ワンコールアウェイ,4歳,松若風馬,杉山晴紀,短距離,左回り,,サートゥルナーリア,休明初戦,
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,6,カンカール,5歳以上,西塚洸二,藤野健太,短距離,左回り,,シャンハイボビー,,
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,7,リトルスカーレット,4歳,亀田温心,柴田卓,短距離,左回り,,キズナ,,
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,8,アウクソー,5歳以上,秋山稔樹,平田修,短距離,左回り,,サトノアラジン,,距離延長
