場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク
福島,11,OP,ダート,1700,良(暫定),Lv3 ,5,ミッキークレスト,5歳以上,丹内祐次,大久保龍,中距離,右回り,,ジャスタウェイ,休明3走,距離短縮,2,C
福島,11,OP,ダート,1700,良(暫定),Lv3 ,6,ホールシバン,5歳以上,秋山稔樹,高橋義忠,中距離,右回り,,パイロ,休明3走,距離短縮,9,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,7,サンライズホーク,5歳以上,松岡正海,牧浦充徳,中距離,右回り,,リオンディーズ,,距離延長,14,E
福島,11,OP,ダート,1700,良(暫定),Lv3 ,8,ダイシンピスケス,5歳以上,中井裕二,森秀行,中距離,右回り,,マジェスティックウォリアー,休明初戦,距離短縮,12,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,9,マリアナトレンチ,5歳以上,富田暁,東田明士,中距離,右回り,,ハーツクライ,,,8,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,10,レイナデアルシーラ,4歳,田口貫太,西園翔太,中距離,右回り,,ナダル,,,5,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,11,スナークラファエロ,5歳以上,小崎綾也,野中賢二,中距離,右回り,,リアルスティール,,,3,C
福島,11,OP,ダート,1700,良(暫定),Lv3 ,12,ダンツエラン,4歳,黛弘人,本田優,中距離,右回り,,ロードカナロア,休明2走,距離延長,11,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,13,カンピオーネ,5歳以上,菊沢一樹,栗田徹,中距離,右回り,,ヘニーヒューズ,,,4,C
福島,11,OP,ダート,1700,良(暫定),Lv3 ,14,レアンダー,5歳以上,古川吉洋,大根田裕,中距離,右回り,,シルバーステート,休明初戦,,10,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,15,タガノミスト,5歳以上,丸山元気,渡辺薫彦,中距離,右回り,,マジェスティックウォリアー,,距離延長,13,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,1,アートフォーム,5歳以上,和田陽希,畑端省吾,短距離,右回り,,シュヴァルグラン,,,10,D
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,2,グランテレーズ,5歳以上,小沢大仁,渡辺薫彦,短距離,右回り,,シュヴァルグラン,,,7,D
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,3,ホウオウドルーリー,5歳以上,森田誠也,宮徹,短距離,右回り,,マインドユアビスケッツ,休明初戦,,14,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,4,アーニャワクワク,5歳以上,国分恭介,谷潔,短距離,右回り,,サトノクラウン,,距離延長,16,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,5,スウィートリワード,5歳以上,田口貫太,宮本博,短距離,右回り,,カリフォルニアクローム,休明2走,,9,D
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,6,ミニマルデザイン,5歳以上,石田拓郎,岩戸孝樹,短距離,右回り,,ストロングリターン,休明初戦,距離短縮,15,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,7,ディクシーヴォーグ,4歳,舟山瑠泉,菊川正達,短距離,右回り,,デクラレーションオブウォー,,,12,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,8,ライツユーアップ,4歳,丹内祐次,角田晃一,短距離,右回り,,スワーヴリチャード,休明3走,距離短縮,4,C
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,9,プリュノワール,5歳以上,杉原誠人,浅利英明,短距離,右回り,,ロードカナロア,休明3走,,5,D
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,10,セイプリーズ,4歳,古川吉洋,宮徹,短距離,右回り,,ダイワメジャー,,,3,C
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,11,マーシーラン,5歳以上,丸山元気,渡辺薫彦,短距離,右回り,,レッドファルクス,,距離短縮,1,B
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,12,レッドカメリア,5歳以上,遠藤汰月,佐藤吉勝,短距離,右回り,,レーヴミストラル,,,11,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,13,サンポーニャ,5歳以上,今村聖奈,池江泰寿,短距離,右回り,,モーリス,休明初戦,,2,C
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,14,モルティフレーバー,4歳,亀田温心,清水久詞,短距離,右回り,,キタサンブラック,,,13,E
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,15,ルシェロアズーリ,4歳,小林美駒,鈴木伸尋,短距離,右回り,,ノーブルミッション,,,8,D
福島,12,自己条件,芝,1200,良(暫定),Lv3 ,16,ウインイザナミ,4歳,石川裕紀,上原博之,短距離,右回り,,モーリス,休明3走,距離短縮,6,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,1,アスパラゴ,3歳,大野拓弥,田村康仁,中距離,右回り,ダ道悪,カリフォルニアクローム,,距離短縮,9,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,2,アスコットヴェール,3歳,横山武史,竹内正洋,中距離,右回り,ダ道悪,モズアスコット,,,1,A
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,3,メイショウオタモイ,3歳,柴田大知,高柳瑞樹,中距離,右回り,ダ道悪,リオンディーズ,,距離延長,11,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,4,パレホ,3歳,吉田豊,中川公成,中距離,右回り,ダ道悪,スワーヴリチャード,,,10,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,5,コウソクユノ,3歳,原優介,中舘英二,中距離,右回り,ダ道悪,ブリックスアンドモルタル,,,2,C
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,6,ロット,3歳,嶋田純次,本間忍,中距離,右回り,ダ道悪,ダノンバラード,,,5,C
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,7,バオシェテンシ,3歳,水沼元輝,加藤和宏,中距離,右回り,ダ道悪,サンダースノー,,,16,E
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,8,ジェムシリカ,3歳,小林脩斗,千葉直人,中距離,右回り,ダ道悪,ダンカーク,,,6,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,9,マイトリックスター,3歳,岩田康誠,和田勇介,中距離,右回り,ダ道悪,ダノンレジェンド,,距離延長,12,E
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,10,ジーティーフクフク,3歳,上里直汰,西田雄一,中距離,右回り,ダ道悪,リオンディーズ,,,8,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,11,キタノローズ,3歳,佐々木大,室井潔,中距離,右回り,ダ道悪,サンダースノー,,距離延長,13,E
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,12,カスターニエ,3歳,佐藤翔馬,伊藤圭三,中距離,右回り,ダ道悪,オルフェーヴル,,,14,E
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,13,ライヴマルガリータ,3歳,石橋脩,牧光二,中距離,右回り,ダ道悪,モズアスコット,,,7,D
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,14,グラスベリー,3歳,木幡巧也,佐藤吉勝,中距離,右回り,ダ道悪,シニスターミニスター,,距離延長,15,E
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,15,ビーチイン,3歳,横山和生,和田勇介,中距離,右回り,ダ道悪,ダノンプレミアム,,距離延長,4,C
中山,1,未勝利,ダート,1800,重(暫定),Lv3 ,16,モーリア,3歳,津村明秀,伊藤大士,中距離,右回り,ダ道悪,モーリス,休明初戦,,3,C
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,1,バディーズライズ,3歳,佐藤翔馬,小手川準,短距離,右回り,ダ道悪,ダノンスマッシュ,休明初戦,距離短縮,15,E
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,2,アジュアカレンツ,3歳,ディー,西田雄一,短距離,右回り,ダ道悪,ダノンレジェンド,,距離短縮,3,C
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,3,ディグニダドレアル,3歳,泉谷楓真,宮徹,短距離,右回り,ダ道悪,サトノダイヤモンド,,,10,E
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,4,ラストシャイニー,3歳,横山和生,千葉直人,短距離,右回り,ダ道悪,ダノンプレミアム,,,6,D
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,5,フェイスリフト,3歳,原優介,嘉藤貴行,短距離,右回り,ダ道悪,フォーウィールドライブ,,,1,A
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,6,アミナス,3歳,柴田善臣,田中勝春,短距離,右回り,ダ道悪,モズアスコット,,,8,D
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,7,テルケンレンタッチ,3歳,木幡育也,勢司和浩,短距離,右回り,ダ道悪,エスケンデレヤ,,,16,E
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,8,クアラトレンガヌ,3歳,岩田康誠,小笠倫弘,短距離,右回り,ダ道悪,ジョーカプチーノ,休明3走,,9,D
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,9,ラベンダーヘイズ,3歳,木幡巧也,岩戸孝樹,短距離,右回り,ダ道悪,パドトロワ,休明2走,距離短縮,7,D
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,10,エフティヴェント,3歳,伊藤工真,金成貴史,短距離,右回り,ダ道悪,ミッキーアイル,,距離短縮,13,E
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,11,ルスト,3歳,水沼元輝,堀内岳志,短距離,右回り,ダ道悪,ダノンスマッシュ,,距離短縮,12,E
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,12,マイネルテオドロス,3歳,佐々木大,菊川正達,短距離,右回り,ダ道悪,ダノンバラード,,距離短縮,2,C
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,13,イントゥゴールデン,3歳,柴田大知,和田雄二,短距離,右回り,ダ道悪,ミスチヴィアスアレックス,,距離短縮,14,E
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,14,マジンタクシー,3歳,田辺裕信,深山雅史,短距離,右回り,ダ道悪,マテラスカイ,,距離短縮,5,D
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,15,スカット,3歳,上里直汰,堀内岳志,短距離,右回り,ダ道悪,ゴールドドリーム,,,4,D
中山,2,未勝利,ダート,1200,重(暫定),Lv3 ,16,ハイバーニアン,3歳,吉田豊,高橋文雅,短距離,右回り,ダ道悪,タリスマニック,,距離短縮,11,E
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,1,アイデアユー,3歳,戸崎圭太,鹿戸雄一,中距離,右回り,ダ道悪,シニスターミニスター,,,1,A
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,2,ディープマウンテン,3歳,木幡初也,深山雅史,中距離,右回り,ダ道悪,エイシンフラッシュ,休明2走,距離短縮,9,D
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,3,ユイノスレチガイ,3歳,田辺裕信,深山雅史,中距離,右回り,ダ道悪,ダノンプレミアム,,,8,D
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,4,サルサブラヴァ,3歳,原優介,奥村武,中距離,右回り,ダ道悪,シニスターミニスター,,,3,C
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,5,ネオシューマン,3歳,津村明秀,鈴木伸尋,中距離,右回り,ダ道悪,オルフェーヴル,,,5,D
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,6,パワポケウォーズ,3歳,佐藤翔馬,大和田成,中距離,右回り,ダ道悪,リアルスティール,,,13,E
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,7,ロイヤルタイム,3歳,ディー,和田正一,中距離,右回り,ダ道悪,サトノクラウン,,距離短縮,4,C
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,8,カンフーヒーロー,3歳,水沼元輝,的場均,中距離,右回り,ダ道悪,ストロングリターン,連闘,,11,E
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,9,シンデレラカラー,3歳,岩田康誠,加藤和宏,中距離,右回り,ダ道悪,ビーチパトロール,休明2走,,7,D
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,10,アチーヴァー,3歳,佐々木大,石坂公一,中距離,右回り,ダ道悪,ニューイヤーズデイ,,,2,B
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,11,レイランディ,3歳,石橋脩,古賀慎明,中距離,右回り,ダ道悪,ジャスタウェイ,休明3走,距離短縮,6,D
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,12,シャインプレマ,3歳,木幡巧也,中舘英二,中距離,右回り,ダ道悪,サトノアラジン,,距離延長,12,E
中山,3,未勝利,ダート,1800,重(暫定),Lv2 ,13,グスク,3歳,大野拓弥,辻哲英,中距離,右回り,ダ道悪,ディスクリートキャット,,距離延長,10,E
中山,4,OP,障害(直線ダ),3200,稍(暫定),,1,パープルアドミラル,5歳以上,金子光希,堀内岳志,長距離,右回り,ダ道悪,シビルウォー,休明2走,距離短縮,9,D
中山,4,OP,障害(直線ダ),3200,稍(暫定),,2,メイショウソムリエ,5歳以上,大江原圭,蛯名正義,長距離,右回り,ダ道悪,サトノダイヤモンド,,,1,B
中山,4,OP,障害(直線ダ),3200,稍(暫定),,3,シャンドゥレール,5歳以上,五十嵐雄,手塚貴徳,長距離,右回り,ダ道悪,エピファネイア,休明3走,距離延長,11,E
中山,4,OP,障害(直線ダ),3200,稍(暫定),,4,グラニットピーク,5歳以上,坂口智康,田島俊明,長距離,右回り,ダ道悪,ダイワメジャー,,距離延長,8,D
中山,4,OP,障害(直線ダ),3200,稍(暫定),,5,シゲルタヌキ,5歳以上,小坂忠士,谷潔,長距離,右回り,ダ道悪,ビッグアーサー,休明初戦,距離延長,12,E
中山,4,OP,障害(直線ダ),3200,稍(暫定),,6,ヴラディア,5歳以上,上野翔,松尾卓哉,長距離,右回り,ダ道悪,ラブリーデイ,,,7,D
中山,4,OP,障害(直線ダ),3200,稍(暫定),,7,ウイングランブルー,5歳以上,水沼元輝,深山雅史,長距離,右回り,ダ道悪,ゴールドシップ,,距離延長,10,E
中山,4,OP,障害(直線ダ),3200,稍(暫定),,8,ソルアマゾン,5歳以上,黒岩悠,小栗実,長距離,右回り,ダ道悪,リオンディーズ,,距離短縮,13,E
中山,4,OP,障害(直線ダ),3200,稍(暫定),,9,メイショウウネビ,5歳以上,中村将之,本田優,長距離,右回り,ダ道悪,メイショウサムソン,,距離短縮,14,E
中山,4,OP,障害(直線ダ),3200,稍(暫定),,10,コレクテイニア,5歳以上,草野太郎,戸田博文,長距離,右回り,ダ道悪,Collected,,,2,B
中山,4,OP,障害(直線ダ),3200,稍(暫定),,11,ウィズユアドリーム,5歳以上,高田潤,宮地貴稔,長距離,右回り,ダ道悪,サトノダイヤモンド,休明3走,距離延長,5,C
中山,4,OP,障害(直線ダ),3200,稍(暫定),,12,トゥラッタッタ,5歳以上,石神深一,新開幸一,長距離,右回り,ダ道悪,デクラレーションオブウォー,,距離短縮,4,C
中山,4,OP,障害(直線ダ),3200,稍(暫定),,13,コンテナワールド,5歳以上,井上敏樹,中竹和也,長距離,右回り,ダ道悪,エピファネイア,,,3,C
中山,4,OP,障害(直線ダ),3200,稍(暫定),,14,ヒットアンドロール,5歳以上,伴啓太,田中勝春,長距離,右回り,ダ道悪,ブリックスアンドモルタル,,距離短縮,6,D
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,1,ハッピースーニャ,3歳,津村明秀,鈴木伸尋,短距離,右回り,,モーリス,,,10,D
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,2,シヴィータス,3歳,横山和生,大竹正博,短距離,右回り,,タワーオブロンドン,休明2走,,1,B
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,3,マンサニージャ,3歳,佐々木大,菊川正達,短距離,右回り,,ダノンバラード,休明3走,,5,C
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,4,ジュラトリー,3歳,田辺裕信,池上昌和,短距離,右回り,,コントレイル,休明2走,,4,C
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,5,シェリアドレ,3歳,横山武史,奥村武,短距離,右回り,,ドレフォン,,距離短縮,7,D
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,6,アイムイン,3歳,戸崎圭太,加藤征弘,短距離,右回り,,シルバーステート,,,2,B
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,7,ベアサナエチャン,3歳,大野拓弥,杉浦宏昭,短距離,右回り,,レイデオロ,,,3,C
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,8,シーサンタナ,3歳,嶋田純次,手塚貴久,短距離,右回り,,スワーヴリチャード,休明初戦,距離短縮,15,E
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,9,テンユウ,3歳,岩田康誠,奥村武,短距離,右回り,,サートゥルナーリア,休明2走,,6,D
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,10,スパークルレイ,3歳,的場勇人,的場均,短距離,右回り,,ディープブリランテ,,,16,E
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,11,ダイユウルミナス,3歳,佐藤翔馬,松永康利,短距離,右回り,,ダノンスマッシュ,,距離延長,9,D
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,12,ルミナスレイナ,3歳,吉田豊,菊沢隆徳,短距離,右回り,,デクラレーションオブウォー,,,12,E
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,13,コウユーダイダイ,3歳,ディー,辻哲英,短距離,右回り,,アメリカンペイトリオット,,,11,E
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,14,バナナボール,3歳,木幡巧也,佐藤吉勝,短距離,右回り,,ファインニードル,,距離延長,14,E
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,15,ルミノヴァンクール,3歳,柴田大知,金成貴史,短距離,右回り,,デクラレーションオブウォー,休明初戦,距離短縮,13,E
中山,5,未勝利,芝,1600,良(暫定),Lv3 ,16,ウィズアツインクル,3歳,石橋脩,牧光二,短距離,右回り,,ダノンバラード,,,8,D
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,1,ダンツアラーム,3歳,石橋脩,本田優,中距離,右回り,,リアルスティール,,距離延長,6,D
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,2,エバーシャンティ,3歳,横山武史,久保田貴,中距離,右回り,,ルーラーシップ,休明初戦,距離延長,3,C
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,3,ミウ,3歳,西村太一,加藤征弘,中距離,右回り,,ルーラーシップ,,,15,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,4,ダイユウヴェンティ,3歳,田辺裕信,松永康利,中距離,右回り,,サートゥルナーリア,,距離延長,11,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,5,スーザンバローズ,3歳,岩田康誠,奥村武,中距離,右回り,,キセキ,,距離短縮,13,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,6,ケンブリッジサクラ,3歳,水沼元輝,石栗龍彦,中距離,右回り,,タリスマニック,,距離短縮,18,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,7,ゴコウコイコイ,3歳,横山和生,栗田徹,中距離,右回り,,ゴールドシップ,,,8,D
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,8,インテンスゲイズ,3歳,三浦皇成,矢嶋大樹,中距離,右回り,,ゴールドシップ,休明初戦,,7,D
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,9,アンヴデット,3歳,ディー,高橋文雅,中距離,右回り,,リアルスティール,休明初戦,,4,C
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,10,ピカソジャスパー,3歳,嶋田純次,松山将樹,中距離,右回り,,タリスマニック,,,16,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,11,アニゴザントス,3歳,佐々木大,古賀慎明,中距離,右回り,,ブリックスアンドモルタル,,距離短縮,9,D
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,12,グリーンガーネット,3歳,木幡巧也,牧光二,中距離,右回り,,ダノンプレミアム,,,10,D
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,13,サトノスターライト,3歳,大野拓弥,森一誠,中距離,右回り,,サトノジェネシス,,,2,B
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,14,アマイクチヅケ,3歳,木幡育也,松永康利,中距離,右回り,,ゴールドシップ,休明初戦,距離延長,17,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,15,サファイアプレミア,3歳,上里直汰,池上昌和,中距離,右回り,,ワールドプレミア,,距離延長,14,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,16,ペルシアーノ,3歳,津村明秀,相沢郁,中距離,右回り,,ダノンプレミアム,,距離延長,12,E
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,17,ピエスユニーク,3歳,戸崎圭太,手塚貴久,中距離,右回り,,エピファネイア,,,1,B
中山,6,未勝利,芝,2000,良(暫定),Lv3 ,18,ミライヘノティアラ,3歳,原優介,伊藤大士,中距離,右回り,,サートゥルナーリア,,,5,D
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,1,ルクスポップスター,3歳,原優介,西園翔太,短距離,右回り,ダ道悪,ミスターメロディ,,,9,D
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,2,ビップムーラン,3歳,吉田豊,田島俊明,短距離,右回り,ダ道悪,アルアイン,,,3,C
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,3,ゴーゴーパンチ,3歳,泉谷楓真,天間昭一,短距離,右回り,ダ道悪,タリスマニック,,,16,E
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,4,ベアハンドキャッチ,3歳,石橋脩,池上昌和,短距離,右回り,ダ道悪,ミスターメロディ,,距離短縮,12,D
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,5,リゾートライン,3歳,戸崎圭太,伊坂重信,短距離,右回り,ダ道悪,ドレフォン,,,2,C
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,6,マルターズドン,3歳,佐々木大,手塚貴久,短距離,右回り,ダ道悪,ドレフォン,,,5,C
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,7,シュテルン,3歳,柴田大知,和田雄二,短距離,右回り,ダ道悪,ヘニーヒューズ,休明初戦,,14,E
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,8,ラテラルパーム,3歳,岩田康誠,栗田徹,短距離,右回り,ダ道悪,モーリス,,距離短縮,7,D
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,9,タカスタカスタカス,3歳,ディー,藤原英昭,短距離,右回り,ダ道悪,Mor Spirit,休明3走,,1,A
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,10,サトノエスケープ,3歳,横山武史,久保田貴,短距離,右回り,ダ道悪,ジャスタウェイ,,,6,C
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,11,レディサン,3歳,大野拓弥,栗田徹,短距離,右回り,ダ道悪,パイロ,,距離短縮,10,D
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,12,ハニーオーケストラ,3歳,横山和生,稲垣幸雄,短距離,右回り,ダ道悪,ダノンスマッシュ,,距離短縮,11,D
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,13,マーシャルアン,3歳,上里直汰,大和田成,短距離,右回り,ダ道悪,タワーオブロンドン,休明初戦,,15,E
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,14,ミルトハーバー,3歳,田辺裕信,鈴木慎太,短距離,右回り,ダ道悪,レイデオロ,,,4,C
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,15,トワイライトサイト,3歳,三浦皇成,嘉藤貴行,短距離,右回り,ダ道悪,シニスターミニスター,休明2走,,13,E
中山,7,自己条件,ダート,1200,重(暫定),Lv3 ,16,ベアアッコチャン,3歳,木幡巧也,杉浦宏昭,短距離,右回り,ダ道悪,フォーウィールドライブ,,,8,D
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,1,ミヤジテン,5歳以上,木幡巧也,室井潔,中距離,右回り,ダ道悪,デクラレーションオブウォー,,,10,D
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,2,カルフ,5歳以上,嶋田純次,大和田成,中距離,右回り,ダ道悪,カリフォルニアクローム,休明2走,距離延長,13,E
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,3,グランドフォレスト,5歳以上,柴田大知,室井潔,中距離,右回り,ダ道悪,リアルインパクト,,,11,E
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,4,ランスノーブル,5歳以上,佐々木大,上原博之,中距離,右回り,ダ道悪,ハービンジャー,,,4,C
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,5,ウーバーストロング,4歳,木幡育也,杉浦宏昭,中距離,右回り,ダ道悪,レッドベルジュール,休明3走,,12,E
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,6,ユーウェイン,4歳,小林脩斗,本間忍,中距離,右回り,ダ道悪,マインドユアビスケッツ,休明初戦,距離延長,15,E
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,7,マリンバンカー,5歳以上,上里直汰,松永康利,中距離,右回り,ダ道悪,エスケンデレヤ,,,2,B
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,8,タケルゴールド,5歳以上,吉田豊,加藤征弘,中距離,右回り,ダ道悪,モーニン,,距離短縮,8,D
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,9,カフェロワドール,4歳,ディー,嘉藤貴行,中距離,右回り,ダ道悪,ロードカナロア,休明2走,,5,D
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,10,ショウナンタハティ,4歳,津村明秀,中舘英二,中距離,右回り,ダ道悪,ドレフォン,,距離延長,3,C
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,11,ブリスフル,5歳以上,木幡初也,武市康男,中距離,右回り,ダ道悪,エスポワールシチー,,,14,E
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,12,ウインイメル,5歳以上,三浦皇成,深山雅史,中距離,右回り,ダ道悪,サンダースノー,,,9,D
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,13,サンダーユニバンス,5歳以上,水沼元輝,戸田博文,中距離,右回り,ダ道悪,ドレフォン,,距離延長,16,E
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,14,ルシャルムール,4歳,原優介,萩原清,中距離,右回り,ダ道悪,ルヴァンスレーヴ,休明初戦,距離延長,1,A
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,15,ムーランブルー,5歳以上,岩田康誠,久保田貴,中距離,右回り,ダ道悪,ジャスタウェイ,休明初戦,,7,D
中山,8,自己条件,ダート,1800,重(暫定),Lv4 ,16,ディースプレマシー,4歳,石橋脩,牧光二,中距離,右回り,ダ道悪,ディーマジェスティ,,,6,D
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,1,ワッフル,3歳,嶋田純次,室井潔,中距離,右回り,,ヘンリーバローズ,,距離延長,7,E
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,2,キタノファーンヒル,3歳,佐々木大,加藤公太,中距離,右回り,,ヴァンゴッホ,,距離延長,6,E
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,3,ソングオブザバード,3歳,ディー,佐藤悠太,中距離,右回り,,シルバーステート,,距離延長,3,B
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,4,グランアルト,3歳,戸崎圭太,斎藤誠,中距離,右回り,,ワールドプレミア,,,5,D
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,5,コッツォリーノ,3歳,田辺裕信,池上昌和,中距離,右回り,,シルバーステート,休明2走,距離延長,1,A
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,6,チャリングクロス,3歳,横山武史,奥村武,中距離,右回り,,キタサンブラック,,,2,B
