場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,アイムインディ,武豊　　,-51.0,-824.0,-310.0,-1193.0,-2070.0,-306.0,-4754.0,12.0
中山,1,2,メビウスロマンス,戸崎圭太,-784.0,330.0,-1758.0,-1200.0,-1094.0,-717.0,-5223.0,13.0
中山,1,3,マーゴットオーメン,菊沢一樹,-603.0,2470.0,1138.0,3221.0,830.0,935.0,7991.0,1.0
中山,1,4,テンハートビート,丹内祐次,-232.0,697.0,54.0,-913.0,1778.0,123.0,1507.0,5.0
中山,1,5,ブルーノザビーチ,小林凌大,339.0,-142.0,-58.0,-546.0,-271.0,-526.0,-1204.0,8.0
中山,1,6,ロマンスドール,水沼元輝,-2812.0,1596.0,-872.0,-1702.0,-288.0,993.0,-3085.0,11.0
中山,1,7,マオノサルート,原優介　,-575.0,-2246.0,-351.0,-1496.0,-2011.0,-1681.0,-8360.0,15.0
中山,1,8,ララムーティエ,小林脩斗,437.0,-1118.0,738.0,253.0,275.0,130.0,715.0,6.0
中山,1,9,ティアップシャイン,佐藤翔馬,1530.0,-19.0,-188.0,1683.0,1035.0,-1430.0,2611.0,3.0
中山,1,10,マリノステアハート,木幡巧也,-1633.0,955.0,473.0,875.0,-1294.0,-1554.0,-2178.0,10.0
中山,1,11,ジャメビュ,遠藤汰月,-4263.0,-7636.0,-6073.0,-7583.0,-3188.0,-4073.0,-32816.0,16.0
中山,1,12,ロジザボード,岩田康誠,318.0,-856.0,-51.0,-1436.0,386.0,-217.0,-1856.0,9.0
中山,1,13,ニシノギャルズ,武藤雅　,477.0,472.0,694.0,-555.0,-433.0,1322.0,1977.0,4.0
中山,1,14,ウインディナナコ,石橋脩　,981.0,-106.0,1728.0,1377.0,787.0,507.0,5274.0,2.0
中山,1,15,アリアーネ,菅原隆一,-1736.0,-973.0,-1433.0,-1384.0,-2104.0,-259.0,-7889.0,14.0
中山,1,16,トモジャオーリー,津村明秀,-228.0,2377.0,-338.0,490.0,-1008.0,-966.0,327.0,7.0
中山,2,1,ジオストラテジー,木幡巧也,-1633.0,955.0,473.0,-405.0,-1294.0,-1554.0,-3458.0,13.0
中山,2,2,ロジクリスエス,石田拓郎,-312.0,997.0,-793.0,-322.0,192.0,433.0,195.0,7.0
中山,2,3,グランドスウェル,杉原誠人,507.0,-309.0,-1224.0,-501.0,323.0,462.0,-742.0,10.0
中山,2,4,デディカス,佐々木大,143.0,-258.0,-1647.0,-2305.0,332.0,-470.0,-4205.0,14.0
中山,2,5,ダンシングアウェイ,津村明秀,-228.0,2377.0,-338.0,298.0,-1008.0,-966.0,135.0,8.0
中山,2,6,サクセスドラム,菊沢一樹,-603.0,2470.0,1138.0,174.0,830.0,935.0,4944.0,1.0
中山,2,7,エタンセル,丹内祐次,-232.0,697.0,54.0,2149.0,1778.0,123.0,4569.0,2.0
中山,2,8,ロイヤルヤマト,佐藤翔馬,1530.0,-19.0,-188.0,-2226.0,1035.0,-1430.0,-1298.0,11.0
中山,2,9,ミアルーチェ,上里直汰,-335.0,-504.0,893.0,2851.0,-913.0,1652.0,3644.0,3.0
中山,2,10,エリーニック,大野拓弥,-510.0,-326.0,-724.0,-604.0,-45.0,830.0,-1379.0,12.0
中山,2,11,ブルースパーダ,松岡正海,1247.0,178.0,-2061.0,573.0,1728.0,-787.0,878.0,6.0
中山,2,12,ライヴジントニック,舟山瑠泉,-20.0,-2686.0,-37.0,2613.0,1447.0,821.0,2138.0,4.0
中山,2,13,ソルテソーロ,石川裕紀,1003.0,-140.0,102.0,106.0,1470.0,-900.0,1641.0,5.0
中山,2,14,マッキュラシオン,原優介　,-575.0,-2246.0,-351.0,-1187.0,-2011.0,-1681.0,-8051.0,15.0
中山,2,15,インスウィング,小林脩斗,437.0,-1118.0,738.0,-401.0,275.0,130.0,61.0,9.0
中山,3,1,リスペクトライト,石神深道,1520.0,1780.0,-1543.0,-1347.0,526.0,2719.0,3655.0,2.0
中山,3,2,アンセートゥモダン,大野拓弥,-510.0,-326.0,-724.0,1084.0,-45.0,830.0,309.0,6.0
中山,3,3,イセッセイ,遠藤汰月,-4263.0,-7636.0,-6073.0,-7583.0,-3188.0,-4073.0,-32816.0,16.0
中山,3,4,フェイスリフト,原優介　,-575.0,-2246.0,-351.0,-1496.0,-2011.0,-1681.0,-8360.0,15.0
中山,3,5,アクロスメモリア,武豊　　,-51.0,-824.0,-310.0,-1193.0,-2070.0,-306.0,-4754.0,14.0
中山,3,6,ジョアンズベスト,木幡巧也,-1633.0,955.0,473.0,875.0,-1294.0,-1554.0,-2178.0,12.0
中山,3,7,ドラリズム,武藤雅　,477.0,472.0,694.0,-555.0,-433.0,1322.0,1977.0,3.0
中山,3,8,シュヴァルツシルト,津村明秀,-228.0,2377.0,-338.0,490.0,-1008.0,-966.0,327.0,5.0
中山,3,9,ノアシルヴィ,石田拓郎,-312.0,997.0,-793.0,-926.0,192.0,433.0,-409.0,9.0
中山,3,10,ココロノヒコボシ,舟山瑠泉,-20.0,-2686.0,-37.0,369.0,1447.0,821.0,-106.0,8.0
中山,3,11,リオンアンサー,柴田善臣,-8.0,197.0,437.0,102.0,-76.0,-77.0,575.0,4.0
中山,3,12,リトルコリンズ,石橋脩　,981.0,-106.0,1728.0,1377.0,787.0,507.0,5274.0,1.0
中山,3,13,エコロセレナ,岩田康誠,318.0,-856.0,-51.0,-1436.0,386.0,-217.0,-1856.0,11.0
中山,3,14,トヨサカエ,吉田豊　,-443.0,-619.0,212.0,-266.0,-624.0,-109.0,-1849.0,10.0
中山,3,15,ピクシーゲイル,木幡育也,-1099.0,-736.0,-533.0,-272.0,-26.0,101.0,-2565.0,13.0
中山,3,16,ラインカシウス,小林美駒,-854.0,25.0,-196.0,-836.0,399.0,1626.0,164.0,7.0
中山,4,1,コレクテイニア,草野太郎,-224.0,39.0,,-86.0,-79.0,,-350.0,9.0
中山,4,2,アルカンサス,土田真翔,-606.0,-454.0,,126.0,-593.0,,-1527.0,13.0
中山,4,3,メイショウソムリエ,大江原圭,161.0,-171.0,,30.0,,,20.0,7.0
中山,4,4,プラチナドリーム,石神深一,-653.0,-509.0,,-1513.0,-48.0,,-2723.0,14.0
中山,4,5,キングサーガ,小野寺祐,-217.0,151.0,,-199.0,-158.0,,-423.0,10.0
中山,4,6,インディゴブラック,小坂忠士,199.0,508.0,,1086.0,-79.0,,1714.0,1.0
中山,4,7,ホークフィールド,高田潤　,-508.0,106.0,,-89.0,-81.0,,-572.0,11.0
中山,4,8,マルベリーシチー,上野翔　,362.0,224.0,,572.0,-395.0,,763.0,3.0
中山,4,9,ヴラディア,伴啓太　,-705.0,24.0,,-303.0,0.0,,-984.0,12.0
中山,4,10,アスクオンディープ,小牧加矢,545.0,101.0,,-29.0,,,617.0,4.0
中山,4,11,コンテナワールド,井上敏樹,-156.0,442.0,,-551.0,585.0,,320.0,6.0
中山,4,12,クラウンセト,江田勇亮,22.0,351.0,,-30.0,,,343.0,5.0
中山,4,13,アメリカンピース,黒岩悠　,682.0,31.0,,-821.0,-174.0,,-282.0,8.0
中山,4,14,ロードリベラシオン,坂口智康,315.0,-235.0,,737.0,,,817.0,2.0
中山,5,1,ニシノカーロ,原田和真,-711.0,-4727.0,-1414.0,-754.0,-1435.0,-1496.0,-10537.0,17.0
中山,5,2,ニシノヒノトリ,津村明秀,-228.0,2377.0,1585.0,298.0,-1008.0,579.0,3603.0,5.0
中山,5,3,レディトゥランブル,岩田康誠,318.0,-856.0,36.0,1457.0,386.0,-491.0,850.0,10.0
