場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
中山,1,1,アイムインディ,蛯名正義,685.0,1505.0,-301.0,-136.0,460.0,916.0,,,3129.0,2.0
中山,1,2,メビウスロマンス,矢嶋大樹,-170.0,-136.0,-1789.0,1320.0,-860.0,-1151.0,1229.0,-1080.0,-2637.0,12.0
中山,1,3,マーゴットオーメン,菊沢隆徳,-382.0,-11.0,-166.0,-123.0,949.0,-625.0,,,-358.0,9.0
中山,1,4,テンハートビート,西田雄一,813.0,10.0,-16.0,-1365.0,-336.0,245.0,264.0,995.0,610.0,6.0
中山,1,5,ブルーノザビーチ,尾形和幸,-577.0,-431.0,-1654.0,-1011.0,-1390.0,-968.0,,,-6031.0,14.0
中山,1,6,ロマンスドール,石栗龍彦,-406.0,534.0,776.0,-154.0,821.0,55.0,,,1626.0,3.0
中山,1,7,マオノサルート,黒岩陽一,-20.0,-325.0,-15.0,300.0,128.0,-71.0,,,-3.0,8.0
中山,1,8,ララムーティエ,青木孝文,-34.0,100.0,-187.0,214.0,-134.0,1195.0,,,1154.0,4.0
中山,1,9,ティアップシャイン,奥平雅士,114.0,-340.0,-572.0,-314.0,-1258.0,74.0,,,-2296.0,11.0
中山,1,10,マリノステアハート,牧光二　,-797.0,-560.0,-886.0,-675.0,-1018.0,-312.0,,,-4248.0,13.0
中山,1,11,ジャメビュ,佐藤吉勝,-1287.0,-1569.0,-744.0,-2049.0,335.0,-1333.0,-463.0,101.0,-7009.0,15.0
中山,1,12,ロジザボード,古賀慎明,96.0,704.0,-845.0,646.0,-61.0,-468.0,,,72.0,7.0
中山,1,13,ニシノギャルズ,水野貴広,416.0,289.0,1297.0,22.0,-814.0,649.0,-674.0,-119.0,1066.0,5.0
中山,1,14,ウインディナナコ,勢司和浩,-576.0,-1930.0,-1500.0,-1853.0,-1648.0,-757.0,,,-8264.0,16.0
