場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
新潟,1,1,ディープレイヤー,ディーマジェスティ,240.0,138.0,-456.0,-66.0,367.0,-546.0,,,-323.0,9.0
新潟,1,2,フォルガイル,レイデオロ,767.0,44.0,-79.0,-433.0,1616.0,-1258.0,,,657.0,5.0
新潟,1,3,プリンセスララア,スピルバーグ,-86.0,-61.0,-61.0,-1704.0,-19.0,-175.0,27.0,,-2079.0,12.0
新潟,1,4,トラモント,アイルハヴアナザー,-20.0,-2.0,-62.0,-354.0,-222.0,42.0,125.0,,-493.0,10.0
新潟,1,5,ブルースピリット,Invincible Spirit,-53.0,-96.0,75.0,59.0,-28.0,,,,-43.0,8.0
新潟,1,6,サクセスバラード,ダノンバラード,472.0,-59.0,-394.0,-110.0,-285.0,1947.0,499.0,,2070.0,1.0
新潟,1,7,サルサロッサ,エスケンデレヤ,-51.0,119.0,92.0,-218.0,200.0,-139.0,331.0,,334.0,7.0
新潟,1,8,ディープグラビティ,ディープインパクト,-167.0,-56.0,-21.0,-1023.0,-270.0,-223.0,-818.0,,-2578.0,13.0
新潟,1,9,コスモゴレアドール,ゴールドシップ,260.0,396.0,-13.0,-2596.0,332.0,-1463.0,325.0,,-2759.0,14.0
新潟,1,10,ウィズユアドリーム,サトノダイヤモンド,447.0,2121.0,929.0,-639.0,-456.0,-1786.0,,,616.0,6.0
新潟,1,11,ホウオウエクレール,ブラックタイド,-573.0,253.0,-127.0,206.0,-244.0,-562.0,-604.0,,-1651.0,11.0
新潟,1,12,フリーダムレイン,ミッキーアイル,-498.0,682.0,-52.0,1327.0,0.0,51.0,-77.0,,1433.0,2.0
新潟,1,13,ドライグ,ダノンレジェンド,-477.0,229.0,0.0,-101.0,0.0,849.0,435.0,,935.0,4.0
新潟,1,14,テトラード,マインドユアビスケッツ,470.0,-272.0,-168.0,869.0,19.0,785.0,-540.0,,1163.0,3.0
新潟,2,1,ラグナトーレ,オルフェーヴル,634.0,930.0,-224.0,1034.0,1044.0,273.0,2285.0,287.0,6263.0,4.0
新潟,2,2,アンデルマット,ルヴァンスレーヴ,-785.0,-957.0,891.0,1137.0,-1038.0,,,,-752.0,9.0
新潟,2,3,ゼットヒーロ,カリフォルニアクローム,-537.0,1874.0,1310.0,1253.0,55.0,-613.0,,,3342.0,7.0
新潟,2,4,アンドリーナ,リオンディーズ,-1046.0,-1814.0,-460.0,-2627.0,78.0,-2040.0,-2297.0,337.0,-9869.0,13.0
新潟,2,5,リュウゼツラン,ダノンバラード,472.0,-59.0,172.0,-197.0,754.0,1947.0,499.0,83.0,3671.0,6.0
新潟,2,6,ラファエラエンゼル,アルアイン,-101.0,-3469.0,-1694.0,-3762.0,-2319.0,-2037.0,,,-13382.0,15.0
新潟,2,7,フロウオブタイム,シュヴァルグラン,1183.0,-2386.0,-1655.0,-314.0,-1088.0,-142.0,,,-4402.0,11.0
新潟,2,8,ミステンザン,オルフェーヴル,634.0,930.0,-224.0,1034.0,1044.0,273.0,,,3691.0,5.0
新潟,2,9,ヨドギミ,レイデオロ,767.0,44.0,-284.0,-4861.0,-1787.0,1616.0,-1258.0,-478.0,-6241.0,12.0
新潟,2,10,ファイブエム,リアルスティール,340.0,3353.0,3041.0,4033.0,1180.0,2787.0,-941.0,673.0,14466.0,3.0
新潟,2,11,プルメリアリング,シルバーステート,-810.0,-2175.0,-4781.0,-716.0,-864.0,-1360.0,-673.0,-694.0,-12073.0,14.0
新潟,2,12,ラインアルテミス,アジアエクスプレス,329.0,-621.0,586.0,-534.0,360.0,-392.0,-656.0,-121.0,-1049.0,10.0
新潟,2,13,クインズモナカ,ドレフォン,-73.0,2712.0,5543.0,2608.0,2178.0,1854.0,1886.0,1677.0,18385.0,1.0
新潟,2,14,クリップクロップ,サトノダイヤモンド,447.0,2121.0,-41.0,-1057.0,-472.0,-456.0,,,542.0,8.0
新潟,2,15,カレリアンダンス,ドレフォン,-73.0,2712.0,5543.0,2608.0,2178.0,1854.0,,,14822.0,2.0
新潟,3,1,ホワイトマジック,タリスマニック,199.0,1050.0,325.0,837.0,667.0,356.0,,,3434.0,6.0
新潟,3,2,プロピエダッド,ルヴァンスレーヴ,-785.0,-957.0,891.0,1262.0,-1038.0,,,,-627.0,8.0
新潟,3,3,イスラコラソン,イスラボニータ,-169.0,693.0,-2141.0,725.0,3209.0,1435.0,474.0,-272.0,3954.0,3.0
新潟,3,4,リポジノ,モズアスコット,254.0,616.0,1002.0,906.0,851.0,,,,3629.0,5.0
新潟,3,5,モンサンヴデット,ルヴァンスレーヴ,-785.0,-957.0,891.0,1262.0,-1038.0,,,,-627.0,8.0
新潟,3,6,クラウンセヘル,サトノアラジン,-528.0,-993.0,-1225.0,-998.0,-314.0,-1300.0,-911.0,-670.0,-6939.0,13.0
新潟,3,7,フューチャステップ,リオンディーズ,-1046.0,-1814.0,-460.0,-2627.0,-1631.0,-2040.0,481.0,337.0,-8800.0,14.0
新潟,3,8,リリードリーマー,ゴールドドリーム,-113.0,-1060.0,-384.0,-2512.0,-1051.0,,,,-5120.0,11.0
新潟,3,9,ゴールドエンペラー,ゴールドドリーム,-113.0,-1060.0,-384.0,-2512.0,-1051.0,,,,-5120.0,11.0
新潟,3,10,ナックオリオン,ミスターメロディ,-618.0,-228.0,-1856.0,-167.0,-133.0,,,,-3002.0,10.0
新潟,3,11,ワイドデコラシオン,ミッキーアイル,-498.0,682.0,-837.0,-612.0,830.0,51.0,1761.0,-10.0,1367.0,7.0
新潟,3,12,スカイダイバー,フォーウィールドライブ,1556.0,1462.0,1178.0,3796.0,2014.0,436.0,-549.0,,9893.0,1.0
新潟,3,13,ペンテリコン,シルバーステート,-810.0,-2175.0,-4781.0,-716.0,-1355.0,-1360.0,,,-11197.0,15.0
新潟,3,14,チュラット,イスラボニータ,-169.0,693.0,-2141.0,725.0,3209.0,1435.0,,,3752.0,4.0
新潟,3,15,テイエムパイロット,パイロ,-143.0,495.0,1911.0,1709.0,324.0,276.0,,,4572.0,2.0
新潟,4,1,エンデュミオン,ヴィクトワールピサ,-43.0,-232.0,135.0,-188.0,90.0,593.0,-262.0,,93.0,8.0
新潟,4,2,ラエール,エイシンフラッシュ,-810.0,-606.0,330.0,-927.0,262.0,-1831.0,-942.0,,-4524.0,10.0
新潟,4,3,ガンダルフ,キングカメハメハ,-285.0,622.0,-143.0,34.0,221.0,333.0,688.0,,1470.0,6.0
新潟,4,4,ティートラップ,シニスターミニスター,-148.0,-193.0,-126.0,126.0,239.0,1262.0,1722.0,,2882.0,3.0
新潟,4,5,テイエムナイスラン,ジャスタウェイ,-27.0,44.0,441.0,552.0,800.0,-156.0,1279.0,,2933.0,2.0
新潟,4,6,ミトロジー,ダイワメジャー,-357.0,-587.0,-508.0,-1508.0,-842.0,-961.0,-2566.0,,-7329.0,12.0
新潟,4,7,ドゥラモンド,ドゥラメンテ,-651.0,-973.0,-407.0,-3854.0,1044.0,-1880.0,-1099.0,,-7820.0,13.0
新潟,4,8,リレーションシップ,ルーラーシップ,-188.0,-153.0,105.0,-1091.0,-76.0,92.0,-708.0,,-2019.0,9.0
新潟,4,9,ロンギングバース,ラブリーデイ,727.0,2.0,81.0,583.0,-23.0,-131.0,405.0,,1644.0,5.0
新潟,4,10,サンマルグレイト,グレーターロンドン,179.0,-224.0,678.0,388.0,677.0,-764.0,,,934.0,7.0
新潟,4,11,ヤマタケアオイバラ,ジャスタウェイ,-27.0,44.0,441.0,552.0,800.0,-156.0,978.0,,2632.0,4.0
新潟,4,12,ヴァトレニ,グラスワンダー,,,,,,,,,,
新潟,4,13,コンテナワールド,エピファネイア,-277.0,-389.0,94.0,-1991.0,-634.0,-419.0,-3695.0,,-7311.0,11.0
新潟,4,14,テイエムエメラルド,ロードカナロア,484.0,2748.0,438.0,1234.0,-47.0,814.0,-1432.0,,4239.0,1.0
新潟,5,1,サウンドルーチェ,ミッキーアイル,-498.0,682.0,1956.0,-612.0,830.0,51.0,,,2409.0,6.0
新潟,5,2,フェンスブレイカー,ビッグアーサー,-465.0,-2689.0,63.0,-2474.0,-2015.0,-1388.0,,,-8968.0,14.0
新潟,5,3,オーサムシャドウ,ドレフォン,-73.0,2712.0,-1151.0,2608.0,2133.0,1854.0,2587.0,,10670.0,1.0
新潟,5,4,リラゲイル,ブリックスアンドモルタル,182.0,-621.0,1704.0,1564.0,66.0,1767.0,,,4662.0,4.0
新潟,5,5,ジューンセレッソ,ドレフォン,-73.0,2712.0,-1151.0,2608.0,2133.0,1854.0,1886.0,,9969.0,3.0
新潟,5,6,キントラダンサー,キタサンブラック,-838.0,937.0,-309.0,-564.0,972.0,-412.0,1941.0,,1727.0,7.0
新潟,5,7,スペシャルバニー,バゴ,-462.0,-2134.0,-586.0,-1956.0,500.0,-832.0,-102.0,,-5572.0,12.0
新潟,5,8,ノーブルオリンポス,ディーマジェスティ,240.0,138.0,-344.0,544.0,363.0,367.0,-546.0,,762.0,8.0
新潟,5,9,ブレゲアン,シルバーステート,-810.0,-2175.0,1981.0,-716.0,-1355.0,-1360.0,-837.0,,-5272.0,11.0
新潟,5,10,ダイヤノゴトク,サトノダイヤモンド,447.0,2121.0,-1096.0,-1057.0,414.0,-456.0,-1786.0,,-1413.0,9.0
新潟,5,11,オカゲサン,リオンディーズ,-1046.0,-1814.0,-714.0,-2627.0,-1631.0,-2040.0,481.0,,-9391.0,15.0
新潟,5,12,ナンナンプー,フィエールマン,897.0,1356.0,869.0,292.0,1015.0,55.0,,,4484.0,5.0
新潟,5,13,スパディール,サトノクラウン,835.0,-3346.0,-1605.0,-1737.0,-221.0,-36.0,,,-6110.0,13.0
新潟,5,14,ルブリアン,シルバーステート,-810.0,-2175.0,1981.0,-716.0,-1355.0,-1360.0,-673.0,,-5108.0,10.0
新潟,5,15,ショウナンタハティ,ドレフォン,-73.0,2712.0,-1151.0,2608.0,2133.0,1854.0,2587.0,,10670.0,1.0
新潟,5,16,マーゴットカーラ,エピファネイア,-277.0,-1602.0,-2937.0,-3588.0,-3687.0,-419.0,-3695.0,,-16205.0,16.0
新潟,6,1,ジャックオダモ,Wootton Bassett,,,,,,,,,,
新潟,6,2,エンゲージプライド,リアルスティール,340.0,3353.0,1953.0,4033.0,-83.0,2787.0,-941.0,,11442.0,1.0
新潟,6,3,ロードアルディート,ドゥラメンテ,-651.0,-806.0,-829.0,-753.0,1044.0,-1880.0,-451.0,,-4326.0,11.0
新潟,6,4,エコログロス,フィエールマン,897.0,1356.0,869.0,1015.0,55.0,,,,4192.0,5.0
新潟,6,5,タガノカワチイ,ノーブルミッション,,,,,,,,,,
新潟,6,6,ポッポノフェスタ,ナカヤマフェスタ,,,,,,,,,,
新潟,6,7,サンダーフレア,リアルスティール,340.0,3353.0,1953.0,4033.0,-83.0,2787.0,-941.0,,11442.0,1.0
新潟,6,8,バークテソーロ,オルフェーヴル,634.0,930.0,1764.0,1034.0,772.0,273.0,2285.0,,7692.0,3.0
新潟,6,9,エルモドンナ,エピファネイア,-277.0,-1602.0,-2937.0,-3588.0,-634.0,-419.0,-1724.0,,-11181.0,12.0
