場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
新潟,1,1,ディープレイヤー,五十嵐雄,106.0,95.0,100.0,100.0,21.0,,84.4,8.0
新潟,1,2,フォルガイル,水沼元輝,49.0,90.0,69.0,67.0,77.0,,70.4,14.0
新潟,1,3,プリンセスララア,大江原圭,81.0,94.0,90.0,90.0,21.0,,75.2,12.0
新潟,1,4,トラモント,金子光希,152.0,115.0,114.0,114.0,,,123.75,3.0
新潟,1,5,ブルースピリット,草野太郎,77.0,90.0,97.0,97.0,21.0,,76.4,11.0
新潟,1,6,サクセスバラード,上野翔　,119.0,113.0,109.0,109.0,21.0,,94.2,6.0
新潟,1,7,サルサロッサ,伴啓太　,103.0,104.0,105.0,105.0,21.0,,87.6,7.0
新潟,1,8,ディープグラビティ,石神深一,91.0,88.0,88.0,88.0,226.0,,116.2,4.0
新潟,1,9,コスモゴレアドール,土田真翔,98.0,122.0,210.0,196.0,49.0,,135.0,1.0
新潟,1,10,ウィズユアドリーム,高田潤　,77.0,92.0,98.0,98.0,21.0,,77.2,10.0
新潟,1,11,ホウオウエクレール,小牧加矢,112.0,96.0,98.0,98.0,,,101.0,5.0
新潟,1,12,フリーダムレイン,中村将之,100.0,87.0,83.0,83.0,21.0,,74.8,13.0
新潟,1,13,ドライグ,難波剛健,125.0,108.0,105.0,105.0,178.0,,124.2,2.0
新潟,1,14,テトラード,小野寺祐,94.0,89.0,98.0,98.0,21.0,,80.0,9.0
新潟,2,1,ラグナトーレ,河原田菜,104.0,87.0,91.0,102.0,101.0,94.0,96.5,8.0
新潟,2,2,アンデルマット,佐々木大,103.0,102.0,101.0,98.0,99.0,113.0,102.667,4.0
新潟,2,3,ゼットヒーロ,斎藤新　,91.0,102.0,102.0,97.0,96.0,109.0,99.5,7.0
新潟,2,4,アンドリーナ,国分恭介,117.0,111.0,112.0,108.0,106.0,126.0,113.333,1.0
新潟,2,5,リュウゼツラン,小林美駒,95.0,90.0,90.0,97.0,85.0,112.0,94.833,9.0
新潟,2,6,ラファエラエンゼル,水沼元輝,49.0,90.0,95.0,83.0,77.0,137.0,88.5,13.0
新潟,2,7,フロウオブタイム,長浜鴻緒,116.0,107.0,98.0,109.0,95.0,140.0,110.833,2.0
新潟,2,8,ミステンザン,石神深道,79.0,97.0,75.0,53.0,60.0,114.0,79.667,15.0
