場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
新潟,1,1,ディープレイヤー,大和田成,119.0,113.0,72.0,85.0,84.0,127.0,96.0,,99.429,5.0
新潟,1,2,フォルガイル,加藤和宏,86.0,90.0,68.0,73.0,76.0,98.0,79.0,,81.429,10.0
新潟,1,3,プリンセスララア,的場均　,66.0,85.0,75.0,59.0,62.0,47.0,,,65.667,13.0
新潟,1,4,トラモント,新開幸一,94.0,97.0,112.0,93.0,105.0,90.0,80.0,,95.857,8.0
新潟,1,5,ブルースピリット,岩戸孝樹,91.0,84.0,115.0,93.0,116.0,92.0,,,98.5,6.0
新潟,1,6,サクセスバラード,竹内正洋,105.0,103.0,102.0,95.0,97.0,112.0,,,102.333,3.0
新潟,1,7,サルサロッサ,高柳瑞樹,114.0,95.0,106.0,92.0,104.0,93.0,,,100.667,4.0
新潟,1,8,ディープグラビティ,矢嶋大樹,52.0,117.0,21.0,51.0,21.0,85.0,83.0,,61.429,14.0
新潟,1,9,コスモゴレアドール,土田稔　,73.0,70.0,92.0,86.0,91.0,69.0,87.0,,81.143,11.0
新潟,1,10,ウィズユアドリーム,宮地貴稔,168.0,406.0,92.0,,,,,,222.0,1.0
新潟,1,11,ホウオウエクレール,宮徹　　,102.0,98.0,70.0,96.0,98.0,113.0,,,96.167,7.0
新潟,1,12,フリーダムレイン,高橋一哉,67.0,65.0,21.0,151.0,21.0,70.0,,,65.833,12.0
新潟,1,13,ドライグ,大根田裕,122.0,115.0,92.0,112.0,82.0,109.0,100.0,,104.571,2.0
新潟,1,14,テトラード,坂口智康,72.0,91.0,100.0,85.0,99.0,70.0,,,86.167,9.0
新潟,2,1,ラグナトーレ,角田晃一,127.0,104.0,102.0,109.0,107.0,114.0,,,110.5,2.0
新潟,2,2,アンデルマット,梅田智之,79.0,94.0,88.0,91.0,88.0,84.0,,,87.333,14.0
新潟,2,3,ゼットヒーロ,吉田直弘,109.0,93.0,104.0,101.0,97.0,97.0,,,100.167,8.0
新潟,2,4,アンドリーナ,牧浦充徳,97.0,102.0,105.0,105.0,107.0,101.0,114.0,99.0,103.75,6.0
新潟,2,5,リュウゼツラン,水野貴広,96.0,100.0,106.0,100.0,108.0,83.0,,,98.833,9.0
新潟,2,6,ラファエラエンゼル,武市康男,92.0,82.0,84.0,88.0,96.0,98.0,,,90.0,13.0
新潟,2,7,フロウオブタイム,大和田成,119.0,113.0,107.0,108.0,96.0,127.0,,,111.667,1.0
新潟,2,8,ミステンザン,和田正一,104.0,110.0,101.0,115.0,118.0,108.0,,,109.333,3.0
新潟,2,9,ヨドギミ,中村直也,115.0,109.0,98.0,99.0,113.0,99.0,,,105.5,5.0
新潟,2,10,ファイブエム,野中賢二,81.0,95.0,100.0,98.0,102.0,86.0,,,93.667,11.0
新潟,2,11,プルメリアリング,藤原英昭,94.0,105.0,95.0,100.0,94.0,99.0,,,97.833,10.0
新潟,2,12,ラインアルテミス,武藤善則,85.0,100.0,92.0,103.0,91.0,89.0,,,93.333,12.0
新潟,2,13,クインズモナカ,池上昌和,120.0,104.0,103.0,105.0,113.0,109.0,,,109.0,4.0
新潟,2,14,クリップクロップ,高橋一哉,67.0,65.0,63.0,52.0,86.0,70.0,,,67.167,15.0
新潟,2,15,カレリアンダンス,小野次郎,99.0,96.0,96.0,113.0,107.0,98.0,,,101.5,7.0
新潟,3,1,ホワイトマジック,田中剛　,97.0,113.0,107.0,120.0,102.0,100.0,87.0,113.0,104.875,4.0
新潟,3,2,プロピエダッド,武藤善則,85.0,100.0,92.0,103.0,96.0,89.0,,,94.167,13.0
新潟,3,3,イスラコラソン,大和田成,119.0,113.0,107.0,108.0,115.0,127.0,,,114.833,1.0
新潟,3,4,リポジノ,中村直也,115.0,109.0,98.0,99.0,85.0,99.0,107.0,116.0,103.5,5.0
新潟,3,5,モンサンヴデット,平田修　,116.0,96.0,95.0,91.0,86.0,97.0,,,96.833,8.0
新潟,3,6,クラウンセヘル,茶木太樹,94.0,102.0,103.0,97.0,98.0,96.0,,,98.333,7.0
新潟,3,7,フューチャステップ,青木孝文,90.0,102.0,96.0,101.0,93.0,85.0,91.0,98.0,94.5,12.0
