場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
新潟,1,未勝利,障害,2850,良,1,ミトロジー,5歳以上,金子光希,尾関知人,差し,,,長距離,左回り,,,474.0,休明初戦,距離延長
新潟,1,未勝利,障害,2850,良,2,メイショウジブリ,5歳以上,森一馬,角田晃一,先行,,,長距離,左回り,,,506.0,休明初戦,距離延長
新潟,1,未勝利,障害,2850,良,3,ヘイセイメジャー,5歳以上,中村将之,木原一良,差し,0.0,,長距離,左回り,,,496.0,休明初戦,距離短縮
新潟,1,未勝利,障害,2850,良,4,シュハリ,4歳,大江原圭,粕谷昌央,差し,,,長距離,左回り,,,452.0,休明初戦,距離延長
新潟,1,未勝利,障害,2850,良,5,トラファルガー,4歳,石神深一,加藤和宏,追込,0.0,,長距離,左回り,,,498.0,休明2走,
新潟,1,未勝利,障害,2850,良,6,サニーオーシャン,5歳以上,草野太郎,杉浦宏昭,差し,,,長距離,左回り,,,450.0,,距離延長
新潟,1,未勝利,障害,2850,良,7,ナリタザクラ,5歳以上,黒岩悠,高橋亮,差し,,,長距離,左回り,,,504.0,,距離延長
新潟,1,未勝利,障害,2850,良,8,バラードインミラノ,5歳以上,上野翔,小野次郎,差し,0.0,,長距離,左回り,,,436.0,,距離短縮
新潟,1,未勝利,障害,2850,良,9,ジューンアマデウス,5歳以上,高田潤,長谷川浩,追込,,,長距離,左回り,,,496.0,休明初戦,距離延長
新潟,2,未勝利,ダート,1800,良,1,リュウノヒナギク,2歳,菊沢一樹,伊藤伸一,差し,,,中距離,左回り,,Lv1 ,470.0,,
新潟,2,未勝利,ダート,1800,良,2,コリエドール,2歳,佐々木大,茶木太樹,追込,,,中距離,左回り,,Lv1 ,458.0,,距離延長
新潟,2,未勝利,ダート,1800,良,3,アリュールテーラー,2歳,小沢大仁,緒方努,先行,,100.0,中距離,左回り,,Lv1 ,474.0,,
新潟,2,未勝利,ダート,1800,良,4,ネオクイーン,2歳,西塚洸二,藤原英昭,先行,,,中距離,左回り,,Lv1 ,462.0,休明初戦,
新潟,2,未勝利,ダート,1800,良,5,ゴームズ,2歳,柴田裕一,角田晃一,先行,,,中距離,左回り,,Lv1 ,452.0,,距離延長
新潟,2,未勝利,ダート,1800,良,6,リバースザトレンド,2歳,永島まな,中舘英二,追込,,,中距離,左回り,,Lv1 ,424.0,休明初戦,
新潟,2,未勝利,ダート,1800,良,7,サバイバルナイン,2歳,土田真翔,和田雄二,追込,,,中距離,左回り,,Lv1 ,482.0,休明初戦,距離延長
新潟,2,未勝利,ダート,1800,良,8,エイブリー,2歳,石神深道,土田稔,差し,,,中距離,左回り,,Lv1 ,520.0,,
新潟,2,未勝利,ダート,1800,良,9,グランカッサ,2歳,丸山元気,加藤士津,逃げ,,,中距離,左回り,,Lv1 ,498.0,,距離短縮
新潟,2,未勝利,ダート,1800,良,10,アイヨトワニ,2歳,長浜鴻緒,千葉直人,差し,,,中距離,左回り,,Lv1 ,426.0,休明2走,距離延長
新潟,3,未勝利,ダート,1200,良,1,ダブルスチール,2歳,菊沢一樹,石栗龍彦,差し,,0.0,短距離,左回り,,Lv2 ,404.0,,
新潟,3,未勝利,ダート,1200,良,2,アスコットアイ,2歳,西塚洸二,緒方努,逃げ,,,短距離,左回り,,Lv2 ,418.0,,距離短縮
新潟,3,未勝利,ダート,1200,良,3,デザーヴ,2歳,川端海翼,村田一誠,逃げ,,,短距離,左回り,,Lv2 ,460.0,,距離延長
新潟,3,未勝利,ダート,1200,良,4,ラピルスイメル,2歳,小崎綾也,小崎憲,先行,0.0,0.0,短距離,左回り,,Lv2 ,500.0,,
新潟,3,未勝利,ダート,1200,良,5,モズノセイギ,2歳,永島まな,荒川義之,追込,,,短距離,左回り,,Lv2 ,456.0,,距離短縮
新潟,3,未勝利,ダート,1200,良,6,ソイジャガー,2歳,柴田裕一,中尾秀正,差し,,50.0,短距離,左回り,,Lv2 ,450.0,,
新潟,3,未勝利,ダート,1200,良,7,ビーマックス,2歳,中井裕二,藤野健太,差し,,,短距離,左回り,,Lv2 ,498.0,,距離短縮
新潟,3,未勝利,ダート,1200,良,8,ブリッツアロング,2歳,佐々木大,上原博之,先行,100.0,100.0,短距離,左回り,,Lv2 ,490.0,休明2走,
新潟,3,未勝利,ダート,1200,良,9,コパノハーン,2歳,河原田菜,村山明,追込,,,短距離,左回り,,Lv2 ,462.0,,距離短縮
新潟,3,未勝利,ダート,1200,良,10,ミユンガー,2歳,国分恭介,岡田稲男,先行,,,短距離,左回り,,Lv2 ,464.0,,距離短縮
新潟,3,未勝利,ダート,1200,良,11,ロッカバイベイビー,2歳,吉田隼人,伊藤圭三,差し,0.0,0.0,短距離,左回り,,Lv2 ,452.0,,
新潟,3,未勝利,ダート,1200,良,12,ダイメイハマダ,2歳,今村聖奈,本田優,追込,0.0,0.0,短距離,左回り,,Lv2 ,452.0,,
新潟,4,OP,障害,3250,良,1,ピンポイントドロー,4歳,五十嵐雄,宗像義忠,差し,0.0,,長距離,左回り,,,490.0,休明2走,距離延長
新潟,4,OP,障害,3250,良,2,ワールドスケール,5歳以上,黒岩悠,村山明,差し,50.0,,長距離,左回り,,,484.0,休明2走,距離延長
新潟,4,OP,障害,3250,良,3,ブルメンダール,5歳以上,上野翔,国枝栄,先行,100.0,,長距離,左回り,,,472.0,休明初戦,距離延長
新潟,4,OP,障害,3250,良,4,ルリアン,5歳以上,小牧加矢,佐々木晶,先行,,,長距離,左回り,,,516.0,休明初戦,距離延長
新潟,4,OP,障害,3250,良,5,ハーツシンフォニー,5歳以上,石神深一,辻哲英,追込,25.0,,長距離,左回り,,,484.0,休明3走,
新潟,4,OP,障害,3250,良,6,ファルヴォーレ,5歳以上,難波剛健,高橋義忠,追込,37.5,,長距離,左回り,,,452.0,,距離短縮
新潟,4,OP,障害,3250,良,7,リレーションシップ,5歳以上,高田潤,斉藤崇史,差し,66.66666666666666,,長距離,左回り,,,516.0,,
新潟,4,OP,障害,3250,良,8,スヴァルナ,5歳以上,森一馬,池江泰寿,差し,33.33333333333333,,長距離,左回り,,,504.0,休明初戦,距離短縮
新潟,5,未勝利,芝,1000,良,1,カパラミプ,2歳,杉原誠人,蛯名利弘,差し,,0.0,短距離,左回り,,Lv2 ,400.0,,距離短縮
新潟,5,未勝利,芝,1000,良,2,ローレルゼロ,2歳,小沢大仁,高橋康之,逃げ,,,短距離,左回り,,Lv2 ,476.0,休明2走,距離短縮
新潟,5,未勝利,芝,1000,良,3,ベイビーキッス,2歳,菊沢一樹,青木孝文,逃げ,,,短距離,左回り,,Lv2 ,438.0,連闘,距離短縮
新潟,5,未勝利,芝,1000,良,4,コスモエンエン,2歳,丸山元気,西園正都,先行,,0.0,短距離,左回り,,Lv2 ,468.0,,距離短縮
新潟,5,未勝利,芝,1000,良,5,タガノサダフ,2歳,河原田菜,斉藤崇史,先行,0.0,0.0,短距離,左回り,,Lv2 ,452.0,休明2走,
新潟,5,未勝利,芝,1000,良,6,ハピハピハッピー,2歳,小林脩斗,尾関知人,追込,0.0,,短距離,左回り,,Lv2 ,474.0,休明初戦,距離短縮
新潟,5,未勝利,芝,1000,良,7,カシノベティ,2歳,土田真翔,和田雄二,先行,,0.0,短距離,左回り,,Lv2 ,426.0,休明初戦,距離短縮
新潟,5,未勝利,芝,1000,良,8,リュウノヒルド,2歳,佐々木大,伊坂重信,逃げ,0.0,100.0,短距離,左回り,,Lv2 ,442.0,休明初戦,距離短縮
新潟,5,未勝利,芝,1000,良,9,フクシマジンロッソ,2歳,黛弘人,石毛善彦,追込,0.0,0.0,短距離,左回り,,Lv2 ,442.0,,距離短縮
新潟,5,未勝利,芝,1000,良,10,グランノーヴ,2歳,古川吉洋,牧光二,逃げ,,,短距離,左回り,,Lv2 ,420.0,連闘,距離短縮
新潟,5,未勝利,芝,1000,良,11,ワイルドゴーア,2歳,永島まな,加藤士津,逃げ,100.0,50.0,短距離,左回り,,Lv2 ,458.0,休明3走,
新潟,5,未勝利,芝,1000,良,12,エーデルムート,2歳,石神深道,矢野英一,先行,,,短距離,左回り,,Lv2 ,444.0,,距離短縮
新潟,5,未勝利,芝,1000,良,13,ハニーアイリー,2歳,荻野極,矢野英一,差し,,0.0,短距離,左回り,,Lv2 ,458.0,,距離短縮
新潟,5,未勝利,芝,1000,良,14,ウイングラフトン,2歳,長浜鴻緒,村田一誠,追込,,,短距離,左回り,,Lv2 ,426.0,連闘,距離短縮
新潟,6,自己条件,ダート,1800,良,1,ヤマニンクイッカー,5歳以上,佐々木大,田島俊明,先行,0.0,44.44444444444444,中距離,左回り,,Lv1 ,468.0,,
新潟,6,自己条件,ダート,1800,良,2,マリンバンカー,3歳,小林脩斗,南田美知,先行,,0.0,中距離,左回り,,Lv1 ,488.0,休明3走,
新潟,6,自己条件,ダート,1800,良,3,サンデーヒーロー,4歳,長浜鴻緒,中村直也,先行,0.0,27.27272727272727,中距離,左回り,,Lv1 ,478.0,休明3走,
新潟,6,自己条件,ダート,1800,良,4,ダイタジャスティス,3歳,菊沢一樹,小野次郎,先行,0.0,12.5,中距離,左回り,,Lv1 ,472.0,,
新潟,6,自己条件,ダート,1800,良,5,トゥピ,4歳,大野拓弥,田村康仁,追込,,12.5,中距離,左回り,,Lv1 ,476.0,休明初戦,距離延長
新潟,6,自己条件,ダート,1800,良,6,ライヴァル,4歳,小林凌大,天間昭一,追込,0.0,0.0,中距離,左回り,,Lv1 ,,,距離短縮
新潟,6,自己条件,ダート,1800,良,7,メイショウジェンマ,4歳,小沢大仁,飯田祐史,差し,,9.090909090909092,中距離,左回り,,Lv1 ,456.0,,
新潟,6,自己条件,ダート,1800,良,8,ゼンダンスカイ,3歳,柴田裕一,角田晃一,先行,100.0,62.5,中距離,左回り,,Lv1 ,464.0,休明2走,
新潟,7,自己条件,芝,1800,良,1,カエルム,3歳,古川吉洋,安田翔伍,先行,100.0,33.33333333333333,中距離,左回り,,Lv2 ,470.0,休明初戦,距離短縮
新潟,7,自己条件,芝,1800,良,2,ダズリングブレイヴ,4歳,亀田温心,斉藤崇史,差し,,33.33333333333333,中距離,左回り,,Lv2 ,488.0,休明初戦,
新潟,7,自己条件,芝,1800,良,3,リヤンドゥミラクル,3歳,大野拓弥,和田勇介,差し,0.0,0.0,中距離,左回り,,Lv2 ,426.0,休明2走,距離延長
新潟,7,自己条件,芝,1800,良,4,ストーンズ,3歳,杉原誠人,友道康夫,先行,,,中距離,左回り,,Lv2 ,502.0,休明初戦,距離短縮
新潟,7,自己条件,芝,1800,良,5,ロストボール,5歳以上,河原田菜,加藤和宏,差し,0.0,0.0,中距離,左回り,,Lv2 ,444.0,休明3走,
新潟,7,自己条件,芝,1800,良,6,ブラックサンライズ,3歳,小沢大仁,音無秀孝,逃げ,,0.0,中距離,左回り,,Lv2 ,484.0,休明初戦,距離短縮
新潟,7,自己条件,芝,1800,良,7,キャンディレイ,3歳,菊沢一樹,武市康男,追込,50.0,,中距離,左回り,,Lv2 ,502.0,,距離延長
新潟,7,自己条件,芝,1800,良,8,シェアホルダーズ,3歳,酒井学,松永幹夫,先行,,,中距離,左回り,,Lv2 ,476.0,休明3走,距離短縮
新潟,7,自己条件,芝,1800,良,9,クイーンズワーフ,3歳,長浜鴻緒,青木孝文,先行,0.0,50.0,中距離,左回り,,Lv2 ,442.0,休明3走,距離延長
新潟,7,自己条件,芝,1800,良,10,ヴァイザーブリック,3歳,荻野極,池上昌和,先行,100.0,100.0,中距離,左回り,,Lv2 ,464.0,休明2走,
新潟,8,自己条件,ダート,1200,良,1,ノーブルミステリー,4歳,小林脩斗,菊川正達,追込,75.0,42.857142857142854,短距離,左回り,,Lv2 ,454.0,,
新潟,8,自己条件,ダート,1200,良,2,モデルハント,3歳,石田拓郎,武藤善則,逃げ,,,短距離,左回り,,Lv2 ,450.0,休明2走,距離短縮
新潟,8,自己条件,ダート,1200,良,3,エブリモーメント,3歳,小沢大仁,牧田和弥,先行,,40.0,短距離,左回り,,Lv2 ,494.0,連闘,
新潟,8,自己条件,ダート,1200,良,4,クリノミニスター,5歳以上,永島まな,荒川義之,差し,0.0,0.0,短距離,左回り,,Lv2 ,464.0,休明2走,
新潟,8,自己条件,ダート,1200,良,5,ピリー,3歳,河原田菜,西園正都,逃げ,,100.0,短距離,左回り,,Lv2 ,502.0,休明初戦,距離延長
新潟,8,自己条件,ダート,1200,良,6,ニシノクラウン,3歳,横山琉人,相沢郁,差し,,,短距離,左回り,,Lv2 ,464.0,休明初戦,
新潟,8,自己条件,ダート,1200,良,7,キーウィル,4歳,川端海翼,宮徹,差し,0.0,33.33333333333333,短距離,左回り,,Lv2 ,500.0,休明2走,
新潟,8,自己条件,ダート,1200,良,8,ゴッドカインド,3歳,今村聖奈,飯田祐史,先行,100.0,60.0,短距離,左回り,,Lv2 ,396.0,休明初戦,
新潟,8,自己条件,ダート,1200,良,9,ダイチジェム,3歳,石神深道,粕谷昌央,差し,100.0,16.666666666666664,短距離,左回り,,Lv2 ,498.0,休明3走,
新潟,8,自己条件,ダート,1200,良,10,ラブカムーン,3歳,西塚洸二,千田輝彦,先行,,,短距離,左回り,,Lv2 ,468.0,,
新潟,8,自己条件,ダート,1200,良,11,ファイアネイド,4歳,柴田裕一,安田翔伍,差し,0.0,25.0,短距離,左回り,,Lv2 ,478.0,休明3走,距離短縮
新潟,8,自己条件,ダート,1200,良,12,ノビル,3歳,佐々木大,鈴木孝志,差し,0.0,20.0,短距離,左回り,,Lv2 ,426.0,休明3走,
新潟,9,自己条件,芝,2200,稍重,1,ドゥレイクパセージ,3歳,佐々木大,堀宣行,逃げ,,0.0,中距離,左回り,芝道悪,Lv1 ,466.0,休明初戦,距離短縮
新潟,9,自己条件,芝,2200,稍重,2,マイネルイージス,5歳以上,丸山元気,清水英克,差し,0.0,0.0,中距離,左回り,芝道悪,Lv1 ,486.0,,
新潟,9,自己条件,芝,2200,稍重,3,イゾレエオリア,4歳,杉原誠人,伊藤大士,差し,60.0,66.66666666666666,中距離,左回り,芝道悪,Lv1 ,462.0,休明3走,距離短縮
新潟,9,自己条件,芝,2200,稍重,4,トーセンオリックス,3歳,荻野極,池上昌和,追込,,,中距離,左回り,芝道悪,Lv1 ,456.0,休明初戦,距離延長
新潟,9,自己条件,芝,2200,稍重,5,ディーガレジェンド,3歳,小沢大仁,藤原英昭,先行,100.0,0.0,中距離,左回り,芝道悪,Lv1 ,458.0,休明2走,
新潟,9,自己条件,芝,2200,稍重,6,トラストエムシー,4歳,亀田温心,北出成人,先行,0.0,66.66666666666666,中距離,左回り,芝道悪,Lv1 ,434.0,休明初戦,
