場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
札幌,1,1,アーミル,高柳大輔,-434.0,287.0,942.0,954.0,949.0,692.0,293.0,,3683.0,4.0
札幌,1,2,アッシュグレイス,上原博之,380.0,191.0,254.0,541.0,-140.0,1089.0,149.0,,2464.0,5.0
札幌,1,3,アイビーミャーオ,小林真也,143.0,274.0,2336.0,2036.0,130.0,979.0,,,5898.0,2.0
札幌,1,4,ルーチェコメット,長谷川浩,53.0,-105.0,-531.0,316.0,1743.0,152.0,113.0,,1741.0,6.0
札幌,1,5,シェイプオブユー,吉村圭司,-116.0,-593.0,-14.0,-721.0,922.0,-8.0,,,-530.0,10.0
札幌,1,6,ニシノギャルズ,水野貴広,38.0,289.0,1297.0,22.0,-814.0,649.0,147.0,,1628.0,7.0
札幌,1,7,トリアングルレディ,尾関知人,-121.0,-1140.0,-1991.0,-1939.0,-3153.0,-976.0,-177.0,,-9497.0,11.0
札幌,1,8,ロングフルスペック,大根田裕,37.0,741.0,2557.0,1580.0,-47.0,1598.0,62.0,,6528.0,1.0
札幌,1,9,ペイシャクロス,粕谷昌央,-135.0,652.0,-139.0,131.0,607.0,-457.0,,,659.0,9.0
札幌,1,10,ベルグランボヌール,須貝尚介,720.0,-77.0,-81.0,-327.0,556.0,-54.0,328.0,,1065.0,8.0
札幌,1,11,アジーザム,松尾卓哉,,,,,,,,,,
札幌,1,12,メイショウマドンナ,荒川義之,-111.0,454.0,1664.0,1390.0,1301.0,560.0,,,5258.0,3.0
札幌,2,1,デザートスピリット,平岩大典,,,,,,,,,,
札幌,2,2,トムクリオーザ,藤原英昭,-128.0,651.0,-69.0,-267.0,-599.0,-690.0,,,-1102.0,7.0
札幌,2,3,リーゼントエース,矢作芳人,-177.0,-1158.0,-2264.0,-28.0,-279.0,-1739.0,,,-5645.0,11.0
札幌,2,4,シガレス,武幸四郎,617.0,599.0,491.0,264.0,157.0,1143.0,,,3271.0,2.0
札幌,2,5,ティアラード,小栗実　,198.0,1130.0,-4.0,96.0,-38.0,595.0,,,1977.0,3.0
札幌,2,6,セールデュクール,深山雅史,35.0,260.0,124.0,-281.0,-3.0,821.0,,,956.0,5.0
札幌,2,7,サンシルヴァリー,西村真幸,-369.0,-652.0,-789.0,4.0,-399.0,-1987.0,109.0,,-4083.0,10.0
札幌,2,8,サンレガート,堀内岳志,-114.0,624.0,350.0,840.0,-549.0,-512.0,905.0,,1544.0,4.0
札幌,2,9,アルデシンザン,矢野英一,-91.0,-133.0,-932.0,-718.0,-1175.0,-971.0,,,-4020.0,9.0
札幌,2,10,ウィルレーヴィア,尾形和幸,-328.0,-431.0,271.0,-111.0,-1390.0,-968.0,,,-2957.0,8.0
札幌,2,11,シークレットタワー,金成貴史,-171.0,915.0,-528.0,774.0,-641.0,181.0,,,530.0,6.0
札幌,2,12,ムッチリスタイル,佐藤悠太,473.0,962.0,1875.0,1530.0,1110.0,3099.0,,,9049.0,1.0
札幌,3,1,ブルーエ,中舘英二,-155.0,-785.0,-752.0,-2147.0,-244.0,-282.0,,,-4365.0,14.0
札幌,3,2,ホウオウファラオ,奥村武　,637.0,-411.0,-1317.0,-563.0,207.0,-21.0,,,-1468.0,8.0
札幌,3,3,ブルーアンビエンス,菊沢隆徳,-157.0,-11.0,-166.0,-123.0,-791.0,-625.0,-97.0,,-1970.0,9.0
札幌,3,4,レジオンポレール,堀宣行　,-147.0,171.0,86.0,-240.0,-480.0,-301.0,-8.0,,-919.0,6.0
札幌,3,5,セラサイト,茶木太樹,5.0,144.0,-428.0,-494.0,-721.0,-1027.0,,,-2521.0,12.0
