場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク
京都,11,OP,芝,1800,良(暫定),Lv1 ,1,ロサルゴサ,3歳,池添謙一,斉藤崇史,中距離,右回り,,フィエールマン,休明2走,,4,C
京都,11,OP,芝,1800,良(暫定),Lv1 ,2,シーミハットク,3歳,高杉吏麒,寺島良,中距離,右回り,,オルフェーヴル,,距離延長,1,B
京都,11,OP,芝,1800,良(暫定),Lv1 ,3,ブライトフレア,3歳,小崎綾也,佐藤悠太,中距離,右回り,,ポエティックフレア,連闘,距離延長,9,E
京都,11,OP,芝,1800,良(暫定),Lv1 ,4,テーオーアルアイン,3歳,団野大成,奥村豊,中距離,右回り,,アルアイン,休明初戦,距離延長,3,B
京都,11,OP,芝,1800,良(暫定),Lv1 ,5,バークシャーシチー,3歳,藤懸貴志,牧田和弥,中距離,右回り,,モズアスコット,休明初戦,,7,D
京都,11,OP,芝,1800,良(暫定),Lv1 ,6,ムスクレスト,3歳,鮫島克駿,安田翔伍,中距離,右回り,,コントレイル,休明初戦,,8,D
京都,11,OP,芝,1800,良(暫定),Lv1 ,7,ダイチノナポリ,3歳,高倉稜,畑端省吾,中距離,右回り,,グレーターロンドン,,,6,D
京都,11,OP,芝,1800,良(暫定),Lv1 ,8,オルフセン,3歳,斎藤新,斎藤誠,中距離,右回り,,キズナ,休明2走,距離短縮,2,B
京都,11,OP,芝,1800,良(暫定),Lv1 ,9,バースデイフライト,3歳,田口貫太,新谷功一,中距離,右回り,,コントレイル,休明3走,距離短縮,5,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,1,ブリックワーク,5歳以上,秋山稔樹,辻野泰之,短距離,右回り,,ブリックスアンドモルタル,休明初戦,距離延長,14,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,2,ビップジーニー,5歳以上,田口貫太,松下武士,短距離,右回り,,サトノアラジン,休明2走,,7,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,3,ディアドコス,5歳以上,吉村誠之,羽月友彦,短距離,右回り,,ネロ,,距離延長,11,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,4,ルミノメテオール,5歳以上,酒井学,金成貴史,短距離,右回り,,エピファネイア,休明2走,,17,E
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,5,トラペジスト,5歳以上,国分優作,秋山真一,短距離,右回り,,ニューイヤーズデイ,休明2走,,12,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,6,キタサンダムール,5歳以上,田山旺佑,清水久詞,短距離,右回り,,キタサンブラック,,距離短縮,8,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,7,エマヌエーレ,5歳以上,鮫島克駿,平田修,短距離,右回り,,ロードカナロア,,,10,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,8,スマートワイス,5歳以上,高杉吏麒,大久保龍,短距離,右回り,,ロードカナロア,休明初戦,距離短縮,2,B
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,9,ガンマジーティーピ,4歳,松若風馬,渡辺薫彦,短距離,右回り,,カレンブラックヒル,休明3走,,3,C
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,10,エスペシャリー,4歳,小崎綾也,四位洋文,短距離,右回り,,スワーヴリチャード,休明初戦,距離延長,18,E
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,11,ブルクトーア,4歳,斎藤新,長谷川浩,短距離,右回り,,Saxon Warrior,,距離短縮,6,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,12,ノクナレア,4歳,吉田隼人,今野貞一,短距離,右回り,,ミッキーアイル,休明2走,,1,B
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,13,サクセスアイ,5歳以上,池添謙一,北出成人,短距離,右回り,,ミッキーアイル,休明2走,,15,E
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,14,ブリュットミレジメ,5歳以上,田辺裕信,荒川義之,短距離,右回り,,コパノリッキー,休明初戦,,4,C
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,15,メイショウセイロウ,4歳,団野大成,荒川義之,短距離,右回り,,ビッグアーサー,休明初戦,距離延長,5,C
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,16,サヴォンリンナ,4歳,亀田温心,田中克典,短距離,右回り,,サトノダイヤモンド,休明3走,,16,E
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,17,ヨウシタンレイ,5歳以上,Ｍ．デム,藤野健太,短距離,右回り,,サトノアラジン,,,9,D
京都,12,自己条件,芝,1400,良(暫定),Lv5 ,18,テーオーダヴィンチ,5歳以上,菱田裕二,岡田稲男,短距離,右回り,,ダイワメジャー,休明初戦,,13,D
