場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
東京,1,1,ブルームノーズ,アドマイヤマーズ,98.0,95.0,169.0,104.0,97.0,,,,112.6,1.0
東京,1,2,ポッドロルフ,モズアスコット,123.0,109.0,117.0,109.0,118.0,98.0,,,112.333,2.0
東京,1,3,キョウエイスレーヴ,ルヴァンスレーヴ,114.0,90.0,106.0,115.0,82.0,68.0,,,95.833,11.0
東京,1,4,カイトリヒト,ミッキーアイル,101.0,103.0,97.0,97.0,102.0,100.0,114.0,,102.0,8.0
東京,1,5,イサチルカムカム,サンダースノー,77.0,112.0,116.0,115.0,114.0,96.0,,,105.0,4.0
東京,1,6,グレイグアン,ハービンジャー,92.0,99.0,88.0,100.0,102.0,89.0,87.0,,93.857,12.0
東京,1,7,ドリームジャック,イスラボニータ,115.0,103.0,92.0,103.0,107.0,107.0,103.0,,104.286,7.0
東京,1,8,ハロルドテソーロ,ロゴタイプ,71.0,85.0,98.0,97.0,87.0,93.0,97.0,,89.714,15.0
東京,1,9,フェアゴー,ミスターメロディ,80.0,96.0,56.0,98.0,97.0,,,,85.4,16.0
東京,1,10,ピコテンダー,Justify,94.0,84.0,93.0,86.0,90.0,94.0,,,90.167,14.0
東京,1,11,プライベートアイズ,マジェスティックウォリアー,97.0,91.0,103.0,105.0,100.0,100.0,95.0,,98.714,9.0
東京,1,12,ミスティマウンテン,サンダースノー,77.0,112.0,116.0,115.0,114.0,96.0,,,105.0,4.0
東京,1,13,ロンデシャッセ,パイロ,105.0,104.0,105.0,112.0,102.0,102.0,,,105.0,4.0
東京,1,14,バーンズベリー,Iffraaj,99.0,113.0,70.0,102.0,95.0,81.0,,,93.333,13.0
東京,1,15,グールマン,ナダル,94.0,95.0,112.0,89.0,92.0,104.0,,,97.667,10.0
東京,1,16,ハーレムシャフル,ダノンレジェンド,115.0,102.0,116.0,110.0,111.0,107.0,,,110.167,3.0
東京,2,1,ベイビーベリッシモ,ロゴタイプ,71.0,85.0,98.0,97.0,108.0,93.0,100.0,,93.143,13.0
東京,2,2,フラワーデュエット,American Pharoah,102.0,113.0,105.0,104.0,94.0,103.0,100.0,,103.0,3.0
東京,2,3,ジャスパー,マクマホン,,,,,,,,,,
東京,2,4,シリウスライト,アメリカンペイトリオット,76.0,99.0,95.0,97.0,102.0,89.0,91.0,,92.714,14.0
東京,2,5,スナドケイ,ルヴァンスレーヴ,114.0,90.0,106.0,114.0,82.0,77.0,,,97.167,8.0
東京,2,6,ボルダーオパール,シュヴァルグラン,86.0,88.0,89.0,99.0,93.0,99.0,121.0,,96.429,10.0
東京,2,7,フィールザゴールド,ルヴァンスレーヴ,114.0,90.0,106.0,114.0,82.0,,,,101.2,4.0
東京,2,8,ディペンダブル,ナダル,94.0,95.0,112.0,108.0,92.0,78.0,,,96.5,9.0
東京,2,9,ロミヒ,ヘニーヒューズ,106.0,108.0,103.0,103.0,108.0,103.0,101.0,,104.571,1.0
東京,2,10,コウセイケンタロス,ハービンジャー,92.0,99.0,88.0,100.0,98.0,89.0,106.0,,96.0,11.0
東京,2,11,ペイシャリサデル,ディスクリートキャット,101.0,106.0,101.0,106.0,93.0,104.0,87.0,,99.714,5.0
東京,2,12,ティアップドライブ,リオンディーズ,94.0,94.0,99.0,92.0,100.0,92.0,89.0,,94.286,12.0
東京,2,13,ギンガエクスプレス,ホッコータルマエ,108.0,105.0,102.0,106.0,100.0,109.0,101.0,,104.429,2.0
東京,2,14,ノイシュタット,ニューイヤーズデイ,92.0,98.0,100.0,100.0,101.0,107.0,,,99.667,6.0
東京,2,15,パワーオブドリーム,レッドベルジュール,,,,,,,,,,
東京,2,16,マードラド,レイデオロ,107.0,100.0,98.0,89.0,95.0,108.0,92.0,,98.429,7.0
東京,3,1,スイートロータス,キンシャサノキセキ,100.0,86.0,100.0,93.0,97.0,97.0,,,95.5,9.0
東京,3,2,サザンバルドル,ディスクリートキャット,101.0,84.0,101.0,106.0,109.0,104.0,,,100.833,6.0
東京,3,3,カザーナ,ビッグアーサー,93.0,105.0,87.0,89.0,96.0,91.0,,,93.5,11.0
東京,3,4,ミサビスケッツ,マインドユアビスケッツ,122.0,105.0,93.0,90.0,102.0,104.0,,,102.667,2.0
東京,3,5,ヴィーナスゼファー,Justify,94.0,111.0,93.0,86.0,90.0,94.0,,,94.667,10.0
東京,3,6,ウインクレドール,モーリス,103.0,99.0,93.0,99.0,97.0,96.0,,,97.833,7.0
東京,3,7,クルーンチャン,エピカリス,,,,,,,,,,
東京,3,8,ロアリングフレイム,オーヴァルエース,,,,,,,,,,
東京,3,9,フォルテッシモダイ,ホークビル,21.0,21.0,51.0,102.0,69.0,110.0,,,62.333,13.0
東京,3,10,ライカチャーム,ナカヤマフェスタ,,,,,,,,,,
東京,3,11,ストラスモアローズ,キズナ,106.0,100.0,101.0,104.0,99.0,103.0,,,102.167,3.0
東京,3,12,ジーティーネージュ,アルアイン,51.0,85.0,84.0,81.0,88.0,78.0,,,77.833,12.0
東京,3,13,グランラティーナ,シュヴァルグラン,86.0,142.0,89.0,99.0,91.0,99.0,,,101.0,5.0
東京,3,14,フライングキャット,キズナ,106.0,100.0,101.0,104.0,99.0,103.0,,,102.167,3.0
東京,3,15,ピチクリ,ノヴェリスト,102.0,116.0,88.0,94.0,88.0,95.0,,,97.167,8.0
東京,3,16,メルシージュテーム,ダノンレジェンド,115.0,150.0,116.0,110.0,111.0,107.0,,,118.167,1.0
東京,4,1,イサゴールド,サトノクラウン,92.0,86.0,94.0,93.0,88.0,100.0,,,92.167,15.0
東京,4,2,アレクレア,オルフェーヴル,97.0,103.0,105.0,104.0,103.0,101.0,,,102.167,6.0
