場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
東京,1,1,ブルームノーズ,伊藤大士,83.0,94.0,92.0,94.0,93.0,91.0,,,91.167,12.0
東京,1,2,ポッドロルフ,小野次郎,87.0,96.0,96.0,113.0,100.0,98.0,,,98.333,9.0
東京,1,3,キョウエイスレーヴ,萱野浩二,89.0,97.0,90.0,96.0,95.0,96.0,,,93.833,11.0
東京,1,4,カイトリヒト,武市康男,101.0,82.0,84.0,88.0,86.0,98.0,,,89.833,14.0
東京,1,5,イサチルカムカム,竹内正洋,115.0,103.0,107.0,99.0,112.0,112.0,,,108.0,2.0
東京,1,6,グレイグアン,斎藤誠　,100.0,109.0,103.0,103.0,109.0,99.0,117.0,,105.714,3.0
東京,1,7,ドリームジャック,加藤和宏,90.0,90.0,89.0,99.0,91.0,98.0,79.0,,90.857,13.0
東京,1,8,ハロルドテソーロ,田中剛　,103.0,113.0,107.0,120.0,102.0,100.0,118.0,,109.0,1.0
東京,1,9,フェアゴー,西田雄一,87.0,107.0,104.0,92.0,102.0,93.0,,,97.5,10.0
東京,1,10,ピコテンダー,上原佑紀,108.0,95.0,108.0,102.0,113.0,97.0,,,103.833,5.0
東京,1,11,プライベートアイズ,萩原清　,99.0,108.0,104.0,102.0,92.0,95.0,93.0,,99.0,8.0
東京,1,12,ミスティマウンテン,池上昌和,108.0,104.0,103.0,105.0,100.0,109.0,88.0,,102.429,7.0
東京,1,13,ロンデシャッセ,加藤征弘,108.0,103.0,100.0,102.0,102.0,104.0,106.0,,103.571,6.0
東京,1,14,バーンズベリー,尾関知人,90.0,92.0,93.0,88.0,85.0,87.0,,,89.167,15.0
東京,1,15,グールマン,池上昌和,108.0,104.0,103.0,105.0,100.0,109.0,,,104.833,4.0
東京,1,16,ハーレムシャフル,勢司和浩,66.0,79.0,88.0,85.0,94.0,83.0,66.0,,80.143,16.0
東京,2,1,ベイビーベリッシモ,大和田成,127.0,113.0,107.0,108.0,96.0,127.0,,,113.0,1.0
東京,2,2,フラワーデュエット,高橋文雅,99.0,95.0,100.0,90.0,87.0,94.0,94.0,,94.143,12.0
東京,2,3,ジャスパー,上原博之,100.0,93.0,98.0,100.0,97.0,95.0,,,97.167,9.0
東京,2,4,シリウスライト,和田正一,114.0,110.0,101.0,115.0,118.0,108.0,,,111.0,2.0
東京,2,5,スナドケイ,尾形和幸,101.0,94.0,85.0,95.0,103.0,90.0,,,94.667,10.0
東京,2,6,ボルダーオパール,高橋文雅,99.0,95.0,100.0,90.0,87.0,94.0,,,94.167,11.0
東京,2,7,フィールザゴールド,岩戸孝樹,86.0,84.0,93.0,88.0,86.0,92.0,,,88.167,16.0
東京,2,8,ディペンダブル,菊沢隆徳,112.0,104.0,100.0,104.0,97.0,111.0,,,104.667,5.0
東京,2,9,ロミヒ,伊藤圭三,99.0,95.0,103.0,103.0,93.0,99.0,,,98.667,8.0
東京,2,10,コウセイケンタロス,和田雄二,77.0,101.0,81.0,108.0,93.0,79.0,97.0,,90.857,15.0
東京,2,11,ペイシャリサデル,奥平雅士,78.0,97.0,97.0,95.0,102.0,82.0,,,91.833,13.0
東京,2,12,ティアップドライブ,奥平雅士,78.0,97.0,97.0,95.0,102.0,82.0,87.0,,91.143,14.0
東京,2,13,ギンガエクスプレス,加藤士津,105.0,94.0,104.0,90.0,106.0,97.0,,,99.333,7.0
東京,2,14,ノイシュタット,牧光二　,103.0,110.0,104.0,106.0,111.0,105.0,,,106.5,4.0
東京,2,15,パワーオブドリーム,上原佑紀,108.0,95.0,108.0,102.0,105.0,97.0,,,102.5,6.0
東京,2,16,マードラド,鈴木慎太,113.0,109.0,109.0,110.0,107.0,108.0,106.0,,108.857,3.0
東京,3,1,スイートロータス,久保田貴,116.0,104.0,99.0,97.0,104.0,107.0,,,104.5,7.0
東京,3,2,サザンバルドル,根本康広,90.0,114.0,108.0,107.0,97.0,99.0,,,102.5,8.0
東京,3,3,カザーナ,小手川準,85.0,101.0,106.0,90.0,99.0,101.0,,,97.0,14.0
東京,3,4,ミサビスケッツ,村田一誠,73.0,64.0,69.0,81.0,76.0,72.0,,,72.5,16.0
東京,3,5,ヴィーナスゼファー,斎藤誠　,100.0,76.0,103.0,103.0,109.0,99.0,,,98.333,12.0
東京,3,6,ウインクレドール,鹿戸雄一,104.0,139.0,101.0,99.0,110.0,110.0,,,110.5,4.0
東京,3,7,クルーンチャン,萱野浩二,89.0,79.0,90.0,96.0,95.0,96.0,,,90.833,15.0
東京,3,8,ロアリングフレイム,稲垣幸雄,109.0,103.0,111.0,107.0,109.0,110.0,,,108.167,5.0
東京,3,9,フォルテッシモダイ,小西一男,98.0,130.0,98.0,102.0,93.0,90.0,,,101.833,9.0
東京,3,10,ライカチャーム,堀内岳志,126.0,180.0,86.0,85.0,108.0,103.0,,,114.667,1.0
東京,3,11,ストラスモアローズ,堀宣行　,114.0,126.0,105.0,101.0,108.0,110.0,,,110.667,3.0
東京,3,12,ジーティーネージュ,石栗龍彦,106.0,150.0,106.0,101.0,111.0,113.0,,,114.5,2.0
東京,3,13,グランラティーナ,加藤士津,105.0,105.0,104.0,90.0,98.0,97.0,,,99.833,11.0
東京,3,14,フライングキャット,牧光二　,103.0,111.0,104.0,106.0,103.0,105.0,,,105.333,6.0
東京,3,15,ピチクリ,大竹正博,102.0,120.0,91.0,97.0,96.0,99.0,,,100.833,10.0
東京,3,16,メルシージュテーム,西田雄一,87.0,111.0,104.0,92.0,102.0,93.0,,,98.167,13.0
東京,4,1,イサゴールド,奥村武　,99.0,87.0,101.0,90.0,93.0,96.0,,,94.333,12.0
東京,4,2,アレクレア,鹿戸雄一,104.0,103.0,107.0,99.0,103.0,110.0,,,104.333,2.0
東京,4,3,アリスメティーク,大竹正博,102.0,107.0,97.0,97.0,95.0,99.0,,,99.5,7.0
東京,4,4,コスモグラニット,清水英克,78.0,109.0,119.0,107.0,110.0,97.0,87.0,,101.0,3.0
東京,4,5,モティスフォント,田村康仁,97.0,98.0,95.0,98.0,92.0,99.0,,,96.5,10.0
