場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
東京,1,1,ブルームノーズ,伊藤大士,-1181.0,-722.0,-1063.0,-840.0,-1213.0,-999.0,,,-6018.0,13.0
東京,1,2,ポッドロルフ,小野次郎,-609.0,-341.0,-356.0,1329.0,49.0,-182.0,,,-110.0,8.0
東京,1,3,キョウエイスレーヴ,萱野浩二,-676.0,-342.0,-1278.0,-332.0,-555.0,-388.0,,,-3571.0,11.0
東京,1,4,カイトリヒト,武市康男,66.0,-2410.0,-2334.0,-1462.0,-1688.0,-241.0,,,-8069.0,15.0
東京,1,5,イサチルカムカム,竹内正洋,1112.0,269.0,1159.0,-179.0,1653.0,1345.0,,,5359.0,2.0
東京,1,6,グレイグアン,斎藤誠　,30.0,1148.0,673.0,394.0,2099.0,-172.0,70.0,,4242.0,3.0
東京,1,7,ドリームジャック,加藤和宏,-390.0,-910.0,-1168.0,-91.0,-1062.0,-132.0,-861.0,,-4614.0,12.0
東京,1,8,ハロルドテソーロ,田中剛　,179.0,1210.0,820.0,2070.0,247.0,8.0,1000.0,,5534.0,1.0
東京,1,9,フェアゴー,西田雄一,-894.0,739.0,536.0,-801.0,252.0,-733.0,,,-901.0,10.0
東京,1,10,ピコテンダー,上原佑紀,359.0,-364.0,729.0,247.0,1473.0,-275.0,,,2169.0,7.0
東京,1,11,プライベートアイズ,萩原清　,-48.0,614.0,382.0,236.0,-736.0,-487.0,-204.0,,-243.0,9.0
東京,1,12,ミスティマウンテン,池上昌和,521.0,336.0,363.0,495.0,42.0,1043.0,-84.0,,2716.0,6.0
東京,1,13,ロンデシャッセ,加藤征弘,789.0,326.0,40.0,313.0,347.0,534.0,538.0,,2887.0,4.0
東京,1,14,バーンズベリー,尾関知人,-853.0,-914.0,-763.0,-1465.0,-2224.0,-1592.0,,,-7811.0,14.0
東京,1,15,グールマン,池上昌和,521.0,336.0,363.0,495.0,42.0,1043.0,,,2800.0,5.0
東京,1,16,ハーレムシャフル,勢司和浩,-1512.0,-1995.0,-1354.0,-1270.0,-716.0,-1396.0,-1213.0,,-9456.0,16.0
東京,2,1,ベイビーベリッシモ,大和田成,2087.0,1366.0,991.0,961.0,-594.0,3217.0,,,8028.0,1.0
東京,2,2,フラワーデュエット,高橋文雅,-87.0,-473.0,17.0,-897.0,-874.0,-541.0,-134.0,,-2989.0,11.0
東京,2,3,ジャスパー,上原博之,24.0,-597.0,-279.0,-19.0,-296.0,-493.0,,,-1660.0,9.0
東京,2,4,シリウスライト,和田正一,702.0,853.0,97.0,1170.0,981.0,644.0,,,4447.0,4.0
東京,2,5,スナドケイ,尾形和幸,88.0,-840.0,-1767.0,-605.0,381.0,-963.0,,,-3706.0,12.0
東京,2,6,ボルダーオパール,高橋文雅,-87.0,-473.0,17.0,-897.0,-874.0,-541.0,,,-2855.0,10.0
東京,2,7,フィールザゴールド,岩戸孝樹,-923.0,-1774.0,-991.0,-1368.0,-1395.0,-750.0,,,-7201.0,16.0
東京,2,8,ディペンダブル,菊沢隆徳,870.0,304.0,-27.0,524.0,-223.0,1340.0,,,2788.0,5.0
東京,2,9,ロミヒ,伊藤圭三,-147.0,-680.0,919.0,557.0,-600.0,-71.0,,,-22.0,7.0
東京,2,10,コウセイケンタロス,和田雄二,-1677.0,161.0,-2355.0,646.0,-675.0,-2225.0,-82.0,,-6207.0,15.0
東京,2,11,ペイシャリサデル,奥平雅士,-1269.0,-334.0,-503.0,-423.0,193.0,-1497.0,,,-3833.0,13.0
東京,2,12,ティアップドライブ,奥平雅士,-1269.0,-334.0,-503.0,-423.0,193.0,-1497.0,-683.0,,-4516.0,14.0
東京,2,13,ギンガエクスプレス,加藤士津,257.0,-612.0,637.0,-1271.0,562.0,-314.0,,,-741.0,8.0
東京,2,14,ノイシュタット,牧光二　,282.0,1408.0,911.0,919.0,1614.0,737.0,,,5871.0,3.0
東京,2,15,パワーオブドリーム,上原佑紀,359.0,-364.0,729.0,247.0,534.0,-275.0,,,1230.0,6.0
東京,2,16,マードラド,鈴木慎太,810.0,882.0,1421.0,1165.0,794.0,860.0,429.0,,6361.0,2.0
東京,3,1,スイートロータス,久保田貴,1080.0,101.0,-72.0,-284.0,470.0,778.0,,,2073.0,6.0
東京,3,2,サザンバルドル,根本康広,-471.0,259.0,1364.0,639.0,-516.0,-103.0,,,1172.0,8.0
東京,3,3,カザーナ,小手川準,-970.0,19.0,1019.0,-1187.0,-138.0,64.0,,,-1193.0,12.0
東京,3,4,ミサビスケッツ,村田一誠,-1667.0,-1015.0,-3702.0,-2164.0,-3038.0,-2751.0,,,-14337.0,16.0
東京,3,5,ヴィーナスゼファー,斎藤誠　,30.0,-962.0,673.0,394.0,2099.0,-172.0,,,2062.0,7.0
東京,3,6,ウインクレドール,鹿戸雄一,375.0,1061.0,57.0,-84.0,1108.0,1506.0,,,4023.0,2.0
東京,3,7,クルーンチャン,萱野浩二,-676.0,-458.0,-1278.0,-332.0,-555.0,-388.0,,,-3687.0,15.0
東京,3,8,ロアリングフレイム,稲垣幸雄,696.0,69.0,1550.0,761.0,852.0,940.0,,,4868.0,1.0
東京,3,9,フォルテッシモダイ,小西一男,-150.0,634.0,-297.0,174.0,-696.0,-859.0,,,-1194.0,13.0
東京,3,10,ライカチャーム,堀内岳志,1518.0,1514.0,-2150.0,-1523.0,1104.0,303.0,,,766.0,9.0
東京,3,11,ストラスモアローズ,堀宣行　,1183.0,387.0,429.0,69.0,804.0,1040.0,,,3912.0,3.0
東京,3,12,ジーティーネージュ,石栗龍彦,210.0,547.0,722.0,94.0,1232.0,876.0,,,3681.0,5.0
東京,3,13,グランラティーナ,加藤士津,257.0,131.0,637.0,-1271.0,-286.0,-314.0,,,-846.0,10.0
東京,3,14,フライングキャット,牧光二　,282.0,496.0,911.0,919.0,473.0,737.0,,,3818.0,4.0
東京,3,15,ピチクリ,大竹正博,148.0,399.0,-562.0,-299.0,-520.0,-152.0,,,-986.0,11.0
東京,3,16,メルシージュテーム,西田雄一,-894.0,281.0,536.0,-801.0,252.0,-733.0,,,-1359.0,14.0
東京,4,1,イサゴールド,奥村武　,-68.0,-951.0,206.0,-691.0,-662.0,-349.0,,,-2515.0,9.0
東京,4,2,アレクレア,鹿戸雄一,375.0,249.0,1756.0,-84.0,596.0,1506.0,,,4398.0,2.0
東京,4,3,アリスメティーク,大竹正博,148.0,641.0,-659.0,-299.0,-453.0,-152.0,,,-774.0,6.0
東京,4,4,コスモグラニット,清水英克,-1246.0,929.0,2475.0,761.0,814.0,-287.0,-781.0,,2665.0,3.0
東京,4,5,モティスフォント,田村康仁,-229.0,-267.0,-573.0,-326.0,-1080.0,-169.0,,,-2644.0,10.0
東京,4,6,オプレントジュエル,田村康仁,-229.0,-267.0,-573.0,-326.0,-1080.0,-169.0,,,-2644.0,10.0
東京,4,7,シャドウメテオ,金成貴史,-97.0,548.0,-651.0,126.0,226.0,19.0,,,171.0,4.0
東京,4,8,タカミノガコイ,栗田徹　,-971.0,-1273.0,-564.0,-1931.0,-356.0,-1202.0,,,-6297.0,16.0
東京,4,9,マイネルフィスキオ,佐藤吉勝,-1047.0,-1237.0,-1821.0,-1387.0,-691.0,158.0,1612.0,,-4413.0,14.0
東京,4,10,リポサンテ,蛯名正義,-208.0,1896.0,-298.0,-170.0,-533.0,-739.0,,,-52.0,5.0
東京,4,11,ハニードレス,牧光二　,282.0,1408.0,770.0,919.0,1614.0,737.0,,,5730.0,1.0
東京,4,12,ミシュリーヌ,小西一男,-150.0,-1792.0,-869.0,174.0,-189.0,-859.0,-65.0,,-3750.0,12.0
東京,4,13,ルールーリマ,大竹正博,148.0,641.0,-659.0,-299.0,-453.0,-152.0,,,-774.0,6.0
東京,4,14,コインアフレーズ,中舘英二,-493.0,-320.0,-1200.0,-1411.0,-137.0,-534.0,,,-4095.0,13.0
東京,4,15,ニシノプロテア,武市康男,66.0,-2410.0,47.0,-1462.0,-511.0,-241.0,-1464.0,,-5975.0,15.0
東京,4,16,ルトンワージ,斎藤誠　,30.0,1148.0,-547.0,394.0,-1630.0,-172.0,,,-777.0,8.0
東京,5,1,ダノンミッション,堀宣行　,1183.0,186.0,1080.0,69.0,804.0,1040.0,-48.0,,4314.0,2.0
東京,5,2,タギマサダス,青木孝文,-805.0,716.0,525.0,92.0,-1065.0,-1567.0,,,-2104.0,8.0
東京,5,3,タイショウロマン,石毛善彦,-824.0,-1238.0,-598.0,-1.0,-1448.0,-1881.0,,,-5990.0,12.0
東京,5,4,グーテンベルク,金成貴史,-97.0,-169.0,-651.0,126.0,175.0,19.0,454.0,,-143.0,7.0
東京,5,5,キューティリップ,戸田博文,193.0,-457.0,408.0,496.0,762.0,99.0,,,1501.0,5.0
東京,5,6,エメラルドラグーン,伊藤伸一,-1000.0,681.0,34.0,-2611.0,-775.0,-914.0,,,-4585.0,9.0
東京,5,7,プレシャスデイ,伊坂重信,-350.0,-2878.0,-1385.0,-1773.0,-1715.0,-997.0,,,-9098.0,13.0
東京,5,8,ニシノタンギー,水野貴広,-1217.0,192.0,-1655.0,-7.0,-1754.0,-1472.0,,,-5913.0,11.0
東京,5,9,ゴーゴータカシ,武井亮　,-99.0,255.0,-139.0,791.0,523.0,9.0,,,1340.0,6.0
東京,5,10,バブルギャラクシー,清水英克,-1246.0,1176.0,2475.0,761.0,1.0,-287.0,,,2880.0,3.0
東京,5,11,ソードマスター,斎藤誠　,30.0,-140.0,-547.0,394.0,2099.0,-172.0,,,1664.0,4.0
東京,5,12,タルバン,伊藤伸一,-1000.0,681.0,34.0,-2611.0,-775.0,-914.0,-63.0,,-4648.0,10.0
東京,5,13,イミグラントソング,辻哲英　,1266.0,955.0,1651.0,404.0,572.0,1036.0,,,5884.0,1.0
東京,6,1,ザハーフェル,本間忍　,38.0,-1871.0,-424.0,-1152.0,-1301.0,522.0,888.0,,-3300.0,12.0
東京,6,2,ベストミーエヴァー,国枝栄　,-78.0,-328.0,-1192.0,289.0,-744.0,-821.0,-773.0,,-3647.0,14.0
東京,6,3,バードウォッチャー,国枝栄　,-78.0,-328.0,-1192.0,289.0,-744.0,-821.0,,,-2874.0,11.0
東京,6,4,グレイトクラウン,松山将樹,-363.0,-972.0,-752.0,-497.0,425.0,900.0,687.0,,-572.0,9.0
東京,6,5,トゥルーサクセサー,高木登　,1179.0,-546.0,528.0,265.0,1330.0,1218.0,,,3974.0,2.0
東京,6,6,バランスダンサー,久保田貴,1080.0,192.0,330.0,37.0,-388.0,778.0,,,2029.0,6.0
東京,6,7,シアブリス,黒岩陽一,1360.0,368.0,358.0,1038.0,-545.0,438.0,-475.0,,2542.0,3.0
東京,6,8,ディバイングレース,蛯名正義,-208.0,-1277.0,-298.0,-430.0,-533.0,-739.0,,,-3485.0,13.0
東京,6,9,アンゴラブラック,尾関知人,-853.0,-485.0,-963.0,129.0,-42.0,-1592.0,-108.0,,-3914.0,15.0
東京,6,10,ソルトブリーズ,田中剛　,179.0,189.0,168.0,139.0,1122.0,8.0,,,1805.0,7.0
東京,6,11,ウイントレメンデス,鈴木伸尋,-553.0,-1428.0,-110.0,-946.0,-738.0,-1443.0,-180.0,,-5398.0,16.0
東京,6,12,ルージュカエラ,加藤征弘,789.0,-362.0,-426.0,-134.0,-575.0,534.0,538.0,,364.0,8.0
東京,6,13,ミスティア,戸田博文,193.0,-457.0,408.0,157.0,-1005.0,99.0,-539.0,,-1144.0,10.0
東京,6,14,シュネルラウフェン,手塚貴久,590.0,-439.0,1523.0,-457.0,492.0,490.0,321.0,,2520.0,4.0
東京,6,15,ピースヒロフェイス,牧光二　,282.0,-542.0,770.0,-471.0,1614.0,737.0,-234.0,,2156.0,5.0
東京,6,16,マルコタージュ,小島茂之,501.0,689.0,1943.0,181.0,896.0,1402.0,-390.0,,5222.0,1.0
東京,7,1,アムールドパリ,稲垣幸雄,696.0,1108.0,1550.0,271.0,606.0,940.0,,,5171.0,2.0
東京,7,2,バナマンテソーロ,加藤士津,257.0,348.0,637.0,506.0,562.0,-314.0,,,1996.0,5.0
東京,7,3,トクシースタローン,辻哲英　,1266.0,955.0,-129.0,1610.0,1065.0,1036.0,,,5803.0,1.0
東京,7,4,アスクデビューモア,福永祐一,-69.0,612.0,683.0,281.0,183.0,27.0,,,1717.0,7.0
東京,7,5,タイセイアディクト,池上昌和,521.0,505.0,363.0,357.0,1607.0,1043.0,,,4396.0,3.0
東京,7,6,アイザックバローズ,友道康夫,171.0,-586.0,-414.0,1533.0,-89.0,623.0,,,1238.0,8.0
東京,7,7,グラヴィス,矢作芳人,162.0,287.0,1034.0,-191.0,-356.0,-191.0,,,745.0,9.0
東京,7,8,サンライズゴラッソ,河内洋　,-87.0,-356.0,-603.0,-299.0,-43.0,161.0,,,-1227.0,12.0
東京,7,9,ティルドーン,森秀行　,254.0,1070.0,1009.0,148.0,-145.0,621.0,,,2957.0,4.0
東京,7,10,キャネル,手塚貴久,590.0,-439.0,-673.0,-457.0,492.0,490.0,,,3.0,10.0
東京,7,11,ムジェロ,藤原英昭,-771.0,-598.0,-485.0,-515.0,-1030.0,-90.0,-557.0,,-4046.0,13.0
東京,7,12,サムハンター,高橋康之,95.0,202.0,-1149.0,934.0,-991.0,375.0,-626.0,,-1160.0,11.0
東京,7,13,ヘヴンリーハンド,武井亮　,-99.0,255.0,1402.0,-229.0,550.0,9.0,,,1888.0,6.0
東京,7,14,シグムンド,岩戸孝樹,-923.0,-198.0,-991.0,-145.0,-1395.0,-750.0,-404.0,,-4806.0,14.0
東京,8,1,ナックアテナ,杉浦宏昭,-133.0,63.0,298.0,-294.0,882.0,-442.0,-107.0,,267.0,8.0
東京,8,2,ニコラウス,上原佑紀,359.0,2171.0,1702.0,1594.0,1473.0,-275.0,-817.0,,6207.0,1.0
東京,8,3,ロジカルワーズ,大竹正博,148.0,-2149.0,-659.0,-1239.0,-520.0,-152.0,181.0,,-4390.0,11.0
東京,8,4,エールレヴリー,武英智　,327.0,323.0,793.0,948.0,710.0,452.0,,,3553.0,4.0
東京,8,5,アサギリ,尾形和幸,88.0,22.0,410.0,11.0,-1436.0,-963.0,,,-1868.0,10.0
東京,8,6,スティールブルー,宗像義忠,26.0,71.0,952.0,208.0,508.0,-239.0,,,1526.0,7.0
東京,8,7,フミサウンド,鹿戸雄一,375.0,328.0,1756.0,274.0,1108.0,1506.0,-116.0,,5231.0,2.0
東京,8,8,フライングブレード,飯田祐史,-176.0,-1283.0,-1091.0,-868.0,-667.0,-429.0,,,-4514.0,12.0
東京,8,9,メイケイバートン,中竹和也,370.0,536.0,2365.0,27.0,394.0,620.0,389.0,,4701.0,3.0
東京,8,10,スカイハイ,清水久詞,-233.0,-771.0,357.0,377.0,-548.0,-972.0,,,-1790.0,9.0
東京,8,11,サクセスカラー,久保田貴,1080.0,192.0,330.0,37.0,470.0,778.0,-312.0,,2575.0,6.0
東京,8,12,ノーブルマルシェ,久保田貴,1080.0,192.0,330.0,162.0,470.0,778.0,,,3012.0,5.0
東京,9,1,ハッピーマン,寺島良　,209.0,-656.0,-711.0,-164.0,-1076.0,-661.0,,,-3059.0,9.0
東京,9,2,ヴィリアリート,西村真幸,-60.0,433.0,-1361.0,-1426.0,-318.0,-423.0,,,-3155.0,10.0
東京,9,3,プロミストジーン,上原佑紀,359.0,-378.0,729.0,247.0,1473.0,-275.0,1910.0,,4065.0,1.0
東京,9,4,ダノンフィーゴ,友道康夫,171.0,464.0,-414.0,-590.0,-19.0,623.0,277.0,,512.0,7.0
東京,9,5,ドラゴン,松永幹夫,-20.0,291.0,1549.0,1083.0,695.0,346.0,,,3944.0,3.0
東京,9,6,エコロアゼル,森秀行　,254.0,-249.0,1009.0,-168.0,1615.0,621.0,,,3082.0,5.0
東京,9,7,ドンインザムード,今野貞一,-103.0,-554.0,-342.0,-1057.0,-139.0,-176.0,,,-2371.0,8.0
東京,9,8,アドマイヤデイトナ,加藤征弘,789.0,-354.0,40.0,313.0,347.0,534.0,,,1669.0,6.0
東京,9,9,ルクソールカフェ,堀宣行　,1183.0,287.0,429.0,69.0,804.0,1040.0,,,3812.0,4.0
東京,9,10,タイセイドラード,杉山晴紀,261.0,348.0,650.0,969.0,1065.0,718.0,,,4011.0,2.0
東京,10,1,ブラックシールド,小栗実　,-150.0,-683.0,1228.0,286.0,1023.0,-143.0,-458.0,,1103.0,6.0
東京,10,2,メイテソーロ,武市康男,66.0,-316.0,47.0,-522.0,-511.0,-241.0,-679.0,,-2156.0,8.0
東京,10,3,ベラジオボンド,上村洋行,17.0,1112.0,1583.0,821.0,2047.0,422.0,368.0,,6370.0,1.0
東京,10,4,シヴァース,友道康夫,171.0,-586.0,430.0,-302.0,-89.0,623.0,277.0,,524.0,7.0
