場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,1,未勝利,ダート,1200,良,1,シセイヒナタ,3歳,吉田豊,高橋文雅,,,,短距離,右回り,,Lv2 ,ノヴェリスト,,,12,E,,,,,,,,,,,,,
中山,1,未勝利,ダート,1200,良,2,アドミ,3歳,菅原明良,中川公成,先行,100.0,100.0,短距離,右回り,,Lv2 ,アドマイヤマーズ,休明2走,,2,B,12.4,1.0,12.4,1.0,35.4,1.0,38.1,6.0,D,B,C,A,
中山,1,未勝利,ダート,1200,良,3,ビアーレ,3歳,佐々木大,林徹,先行,,,短距離,右回り,,Lv2 ,ミスチヴィアスアレックス,,距離短縮,9,D,13.0,12.0,13.0,11.0,,,,,B,,,,
中山,1,未勝利,ダート,1200,良,4,ジョイアミーア,3歳,三浦皇成,高柳瑞樹,差し,0.0,0.0,短距離,右回り,,Lv2 ,モズアスコット,休明初戦,,4,C,12.8,7.0,12.8,7.0,36.8,,37.5,2.0,C,,,,
中山,1,未勝利,ダート,1200,良,5,スカット,3歳,上里直汰,堀内岳志,差し,100.0,100.0,短距離,右回り,,Lv2 ,ゴールドドリーム,,,7,D,13.1,15.0,13.1,14.0,37.7,,37.6,4.0,E,,,,
中山,1,未勝利,ダート,1200,良,6,アイアンブランド,3歳,丸田恭介,南田美知,追込,0.0,0.0,短距離,右回り,,Lv2 ,ビッグアーサー,休明2走,,14,E,12.9,8.0,13.4,15.0,36.7,,39.2,,D,C,C,,
中山,1,未勝利,ダート,1200,良,7,イヌボウノキラメキ,3歳,キング,国枝栄,追込,0.0,0.0,短距離,右回り,,Lv2 ,ドレフォン,,,8,D,13.0,12.0,13.0,11.0,36.8,,38.2,7.0,C,C,,,
中山,1,未勝利,ダート,1200,良,8,ワンダーバリエンス,3歳,柴田大知,畠山吉宏,先行,,,短距離,右回り,,Lv2 ,フィレンツェファイア,休明初戦,距離短縮,13,E,12.9,8.0,12.9,8.0,36.1,6.0,41.7,,C,,,,
中山,1,未勝利,ダート,1200,良,9,ローズオブジャパン,3歳,松岡正海,田中剛,逃げ,,,短距離,右回り,,Lv2 ,パイロ,,距離短縮,3,C,12.5,2.0,12.5,2.0,35.5,2.0,38.8,,C,,,,
中山,1,未勝利,ダート,1200,良,10,オニノウタゲ,3歳,木幡初也,尾関知人,先行,,,短距離,右回り,,Lv2 ,キセキ,休明初戦,距離短縮,10,D,13.0,12.0,13.0,11.0,,,,,D,,,,
