場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
中山,1,1,リスペクトライト,和田正一,99.0,110.0,101.0,109.0,110.0,113.0,,,107.0,1.0
中山,1,2,コブラツイスト,石栗龍彦,90.0,98.0,106.0,105.0,111.0,97.0,,,101.167,5.0
中山,1,3,ポルタシャーンス,武藤善則,91.0,100.0,92.0,85.0,96.0,102.0,,,94.333,11.0
中山,1,4,ラスエル,田村康仁,91.0,98.0,97.0,101.0,100.0,93.0,,,96.667,9.0
中山,1,5,エルドラド,蛯名利弘,89.0,86.0,93.0,38.0,89.0,90.0,,,80.833,15.0
中山,1,6,シュピラー,高木登　,102.0,114.0,106.0,100.0,100.0,102.0,103.0,,103.857,3.0
中山,1,7,アイビーキラリ,青木孝文,107.0,102.0,96.0,96.0,93.0,109.0,,,100.5,6.0
中山,1,8,カンレイスター,矢野英一,96.0,96.0,92.0,91.0,93.0,88.0,86.0,,91.714,12.0
中山,1,9,ジョリュウジャンシ,南田美知,89.0,79.0,77.0,61.0,67.0,88.0,,,76.833,16.0
中山,1,10,ベアハンドキャッチ,池上昌和,116.0,104.0,103.0,97.0,100.0,106.0,,,104.333,2.0
中山,1,11,ニンジャトットリ,松永康利,86.0,99.0,102.0,55.0,95.0,101.0,88.0,,89.429,13.0
中山,1,12,ナムラパピ,武市康男,87.0,82.0,84.0,99.0,86.0,88.0,,,87.667,14.0
中山,1,13,ドライヴトウショウ,杉浦宏昭,91.0,105.0,102.0,100.0,105.0,105.0,,,101.333,4.0
中山,1,14,ジャガーライズ,伊藤圭三,86.0,95.0,103.0,90.0,101.0,101.0,,,96.0,10.0
中山,1,15,メイショウオタモイ,高柳瑞樹,94.0,95.0,91.0,109.0,95.0,98.0,,,97.0,8.0
中山,1,16,メインテーマ,小手川準,104.0,98.0,106.0,99.0,99.0,94.0,,,100.0,7.0
中山,2,1,ブルーサーマル,池上昌和,116.0,104.0,103.0,97.0,113.0,106.0,117.0,,108.0,2.0
中山,2,2,ケイツーリーブル,千葉直人,108.0,118.0,100.0,110.0,77.0,87.0,,,100.0,6.0
中山,2,3,ノーブルクラウド,久保田貴,92.0,101.0,99.0,105.0,96.0,94.0,,,97.833,8.0
中山,2,4,アーティラリー,松山将樹,70.0,100.0,97.0,128.0,104.0,84.0,,,97.167,10.0
中山,2,5,アルティソナンテ,萩原清　,106.0,108.0,104.0,101.0,107.0,103.0,,,104.833,4.0
中山,2,6,ティルベリー,宮田敬介,85.0,96.0,89.0,84.0,95.0,86.0,,,89.167,14.0
中山,2,7,ティナンヴァランタ,森一誠　,123.0,127.0,107.0,115.0,140.0,130.0,87.0,,118.429,1.0
中山,2,8,ルサフィール,矢野英一,96.0,96.0,92.0,91.0,77.0,88.0,,,90.0,13.0
中山,2,9,グラスハーティー,松山将樹,70.0,100.0,97.0,128.0,104.0,84.0,,,97.167,10.0
中山,2,10,マリノリュミエール,村田一誠,62.0,75.0,69.0,61.0,72.0,79.0,,,69.667,15.0
中山,2,11,ヤマヤロード,上原博之,99.0,93.0,98.0,92.0,97.0,102.0,,,96.833,12.0
中山,2,12,アスコットヴェール,竹内正洋,101.0,103.0,107.0,124.0,96.0,100.0,,,105.167,3.0
中山,2,13,ホールドザデイ,田中勝春,,,,,,,,,,
中山,2,14,マスカルポーネ,水野貴広,109.0,100.0,106.0,89.0,108.0,106.0,,,103.0,5.0
