場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,リスペクトライト,石神深道,-377.0,-455.0,-3589.0,-2057.0,-2181.0,,-8659.0,14.0
中山,1,2,コブラツイスト,菊沢一樹,175.0,3343.0,2401.0,3695.0,2520.0,,12134.0,1.0
中山,1,3,ポルタシャーンス,舟山瑠泉,,,,,,,,
中山,1,4,ラスエル,杉原誠人,298.0,-721.0,-1340.0,-377.0,564.0,,-1576.0,9.0
中山,1,5,エルドラド,原田和真,-917.0,-3300.0,-384.0,1371.0,-662.0,,-3892.0,10.0
中山,1,6,シュピラー,菅原明良,-1023.0,883.0,583.0,1418.0,-353.0,,1508.0,4.0
中山,1,7,アイビーキラリ,原優介　,-315.0,-4128.0,644.0,-1704.0,-1489.0,,-6992.0,13.0
中山,1,8,カンレイスター,富田暁　,-310.0,-366.0,-761.0,-2252.0,-2177.0,,-5866.0,12.0
中山,1,9,ジョリュウジャンシ,嶋田純次,-414.0,-40.0,-372.0,61.0,-301.0,,-1066.0,8.0
中山,1,10,ベアハンドキャッチ,荻野極　,1471.0,-421.0,250.0,1835.0,-1724.0,,1411.0,5.0
中山,1,11,ニンジャトットリ,木幡育也,-669.0,826.0,-33.0,518.0,190.0,,832.0,6.0
中山,1,12,ナムラパピ,木幡初也,395.0,-343.0,-623.0,-130.0,119.0,,-582.0,7.0
中山,1,13,ドライヴトウショウ,内田博幸,-617.0,-558.0,-1314.0,-146.0,-1358.0,,-3993.0,11.0
中山,1,14,ジャガーライズ,三浦皇成,566.0,1497.0,1338.0,328.0,1109.0,,4838.0,2.0
中山,1,15,メイショウオタモイ,遠藤汰月,,,,,,,,
中山,1,16,メインテーマ,丹内祐次,-784.0,665.0,-92.0,-600.0,3082.0,,2271.0,3.0
中山,2,1,ブルーサーマル,内田博幸,-617.0,-558.0,-1314.0,-3480.0,-1358.0,,-7327.0,11.0
中山,2,2,ケイツーリーブル,津村明秀,361.0,707.0,-40.0,-787.0,-302.0,,-61.0,7.0
中山,2,3,ノーブルクラウド,西村淳也,-863.0,-474.0,-1390.0,-141.0,-942.0,,-3810.0,9.0
中山,2,4,アーティラリー,菊沢一樹,175.0,3343.0,2401.0,1567.0,2520.0,,10006.0,1.0
中山,2,5,アルティソナンテ,丹内祐次,-784.0,665.0,-92.0,3048.0,3082.0,,5919.0,2.0
中山,2,6,ティルベリー,マーカン,,,,,,,,
中山,2,7,ティナンヴァランタ,石神深道,-377.0,-455.0,-3589.0,-3918.0,-2181.0,,-10520.0,12.0
中山,2,8,ルサフィール,江田照男,20.0,1213.0,-1634.0,-1190.0,-443.0,,-2034.0,8.0
中山,2,9,グラスハーティー,斎藤新　,67.0,214.0,382.0,-632.0,625.0,,656.0,5.0
中山,2,10,マリノリュミエール,遠藤汰月,,,,,,,,
中山,2,11,ヤマヤロード,原田和真,-917.0,-3300.0,-384.0,-1005.0,-662.0,,-6268.0,10.0
中山,2,12,アスコットヴェール,佐々木大,268.0,537.0,468.0,-818.0,2169.0,,2624.0,4.0
中山,2,13,ホールドザデイ,木幡巧也,-820.0,715.0,298.0,298.0,-432.0,,59.0,6.0
中山,2,14,マスカルポーネ,福原杏　,,,,,,,,
中山,2,15,クインズツバキ,長浜鴻緒,-145.0,1492.0,-605.0,1851.0,254.0,,2847.0,3.0
中山,2,16,フィクセルリリア,舟山瑠泉,,,,,,,,
中山,3,1,チャチャット,柴田善臣,-456.0,283.0,-992.0,-139.0,-306.0,,-1610.0,10.0
中山,3,2,サンヴィクトワール,ルメール,-585.0,-874.0,-170.0,-313.0,-914.0,,-2856.0,11.0
中山,3,3,スクイーズアウト,原優介　,-315.0,-4128.0,-2557.0,-373.0,-1489.0,,-8862.0,15.0
中山,3,4,ヘラクレステソーロ,江田照男,20.0,1213.0,-900.0,-1190.0,-443.0,,-1300.0,8.0
中山,3,5,アルデキングダム,横山典弘,64.0,463.0,-582.0,671.0,-807.0,,-191.0,6.0
中山,3,6,トップデュオ,荻野極　,1471.0,-421.0,-679.0,-1798.0,-1724.0,,-3151.0,12.0
中山,3,7,ドッグウッド,マーカン,,,,,,,,
中山,3,8,フクスケ,木幡巧也,-820.0,715.0,-867.0,298.0,-432.0,,-1106.0,7.0
中山,3,9,ベルウッドバイオ,吉田豊　,-478.0,-812.0,-1263.0,-422.0,-1272.0,,-4247.0,13.0
中山,3,10,ベルランコントル,丹内祐次,-784.0,665.0,3364.0,3048.0,3082.0,,9375.0,1.0
中山,3,11,ショウナンバーボン,横山和生,1309.0,-784.0,531.0,1072.0,2261.0,,4389.0,2.0
中山,3,12,ツウキンカイソク,菅原明良,-1023.0,883.0,-53.0,-762.0,-353.0,,-1308.0,9.0
中山,3,13,ダンシングアウェイ,津村明秀,361.0,707.0,1316.0,-787.0,-302.0,,1295.0,4.0
中山,3,14,ミスターライト,三浦皇成,566.0,1497.0,-435.0,623.0,1109.0,,3360.0,3.0
中山,3,15,ダイユウアレグロ,内田博幸,-617.0,-558.0,-1699.0,-3480.0,-1358.0,,-7712.0,14.0
中山,3,16,ヒロイックヴァース,戸崎圭太,-410.0,318.0,100.0,-349.0,203.0,,-138.0,5.0
中山,4,1,パカラパカラ,横山武史,-311.0,-313.0,-2911.0,-1160.0,-845.0,,-5540.0,9.0
中山,4,2,エクスマウス,マーカン,,,,,,,,
中山,4,3,アリストクラット,石神深道,-377.0,-1580.0,-3589.0,-3918.0,-2181.0,,-11645.0,10.0
中山,4,4,エリザベスタウン,遠藤汰月,,,,,,,,
中山,4,5,クリムゾンリーフ,上里直汰,,,,,,,,
中山,4,6,ジーティームーチョ,西村淳也,-863.0,789.0,-1390.0,-141.0,-942.0,,-2547.0,8.0
中山,4,7,バスキュール,ルメール,-585.0,-250.0,-431.0,-313.0,-914.0,,-2493.0,6.0
中山,4,8,コイオステソーロ,菅原明良,-1023.0,-415.0,583.0,-762.0,-353.0,,-1970.0,5.0
中山,4,9,ツーエムアスリート,松若風馬,-166.0,-122.0,1109.0,601.0,115.0,,1537.0,1.0
中山,4,10,ゴールドブレイズ,荻野極　,1471.0,26.0,250.0,-1798.0,-1724.0,,-1775.0,4.0
中山,4,11,ザンテソーロ,木幡巧也,-820.0,397.0,298.0,298.0,-432.0,,-259.0,2.0
中山,4,12,ミスターキャンベラ,戸崎圭太,-410.0,-620.0,-1345.0,-349.0,203.0,,-2521.0,7.0
中山,4,13,ソフィアプルーマ,長浜鴻緒,-145.0,-1682.0,-605.0,1851.0,254.0,,-327.0,3.0
中山,5,1,マナイアカラニ,菊沢一樹,175.0,627.0,2869.0,1567.0,2520.0,,7758.0,1.0
中山,5,2,ウィリーズロック,原優介　,-315.0,-500.0,-2557.0,-373.0,-1489.0,,-5234.0,13.0
中山,5,3,カゲムシャ,横山典弘,64.0,-62.0,-582.0,671.0,-807.0,,-716.0,8.0
中山,5,4,カフェタンガロア,横山和生,1309.0,489.0,531.0,1072.0,2261.0,,5662.0,3.0
中山,5,5,オートカリテ,木幡巧也,-820.0,397.0,-867.0,298.0,-432.0,,-1424.0,9.0
中山,5,6,タビニュ,石川裕紀,1580.0,-248.0,-196.0,88.0,274.0,,1498.0,6.0
中山,5,7,ファーストシーン,杉原誠人,298.0,550.0,1564.0,548.0,564.0,,3524.0,5.0
中山,5,8,ランブルスコ,マーカン,,,,,,,,
中山,5,9,イーサンミラー,丹内祐次,-784.0,-1273.0,3364.0,3048.0,3082.0,,7437.0,2.0
中山,5,10,エリーニック,内田博幸,-617.0,-708.0,-1699.0,-3480.0,-1358.0,,-7862.0,14.0
中山,5,11,セシルブリュネ,横山武史,-311.0,-313.0,-190.0,-1160.0,-845.0,,-2819.0,12.0
中山,5,12,スーザンバローズ,プーシャ,,,,,,,,
中山,5,13,サンライズマシュー,西村淳也,-863.0,789.0,1312.0,-141.0,-942.0,,155.0,7.0
中山,5,14,ニシノモリミチ,菅原明良,-1023.0,-415.0,-53.0,-762.0,-353.0,,-2606.0,11.0
中山,5,15,リアライズステラ,佐々木大,268.0,1125.0,1146.0,-818.0,2169.0,,3890.0,4.0
中山,5,16,フュチュール,舟山瑠泉,,,,,,,,
中山,5,17,プラウディッツ,ルメール,-585.0,-250.0,-170.0,-313.0,-914.0,,-2232.0,10.0
中山,6,1,ピエスユニーク,戸崎圭太,-410.0,-620.0,100.0,-349.0,203.0,,-1076.0,9.0
中山,6,2,ナディア,佐々木大,268.0,1125.0,1146.0,-818.0,2169.0,,3890.0,3.0
中山,6,3,リベルタアーラ,石神深道,-377.0,-1580.0,-2027.0,-3918.0,-2181.0,,-10083.0,16.0
中山,6,4,ダノンアスコルティ,ルメール,-585.0,-250.0,-170.0,-313.0,-914.0,,-2232.0,10.0
中山,6,5,サウンドファミリエ,石川裕紀,1580.0,-248.0,-196.0,88.0,274.0,,1498.0,4.0
中山,6,6,サプーズ,菅原明良,-1023.0,-415.0,-53.0,-762.0,-353.0,,-2606.0,11.0
中山,6,7,リュクスパトロール,西村淳也,-863.0,789.0,1312.0,-141.0,-942.0,,155.0,7.0
中山,6,8,ディアアズール,石橋脩　,-436.0,-382.0,-2893.0,-1825.0,-1116.0,,-6652.0,15.0
中山,6,9,クイーンアン,長浜鴻緒,-145.0,-1682.0,629.0,1851.0,254.0,,907.0,6.0
中山,6,10,ロッタリーランド,小林脩斗,-443.0,68.0,-2159.0,-883.0,-862.0,,-4279.0,13.0
中山,6,11,アイアンパイク,横山典弘,64.0,-62.0,-582.0,671.0,-807.0,,-716.0,8.0
中山,6,12,ホワイトオパール,津村明秀,361.0,494.0,1316.0,-787.0,-302.0,,1082.0,5.0
中山,6,13,トパーズテソーロ,原優介　,-315.0,-500.0,-2557.0,-373.0,-1489.0,,-5234.0,14.0
中山,6,14,エルファリス,菊沢一樹,175.0,627.0,2869.0,1567.0,2520.0,,7758.0,1.0
中山,6,15,チョコスコーン,丹内祐次,-784.0,-1273.0,3364.0,3048.0,3082.0,,7437.0,2.0
中山,6,16,イヌボウノツキ,荻野極　,1471.0,26.0,-679.0,-1798.0,-1724.0,,-2704.0,12.0
中山,7,1,アメリカンロマン,菊沢一樹,175.0,3343.0,2401.0,1567.0,2520.0,,10006.0,1.0
中山,7,2,アルファシーナ,小林凌大,398.0,-1225.0,-73.0,-596.0,-523.0,,-2019.0,10.0
中山,7,3,ファイタージェット,津村明秀,361.0,707.0,-40.0,-787.0,-302.0,,-61.0,6.0
中山,7,4,ジェイエルモーダル,吉田豊　,-478.0,-812.0,205.0,-422.0,-1272.0,,-2779.0,11.0
中山,7,5,アデルフィー,戸崎圭太,-410.0,318.0,-1345.0,-349.0,203.0,,-1583.0,9.0
中山,7,6,ヴァンデスペランス,マーカン,,,,,,,,
中山,7,7,スピアザキック,原優介　,-315.0,-4128.0,644.0,-373.0,-1489.0,,-5661.0,12.0
中山,7,8,シュガーシャック,内田博幸,-617.0,-558.0,-1314.0,-3480.0,-1358.0,,-7327.0,13.0
