場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
中山,1,1,リスペクトライト,フリオーソ,65.0,84.0,101.0,93.0,107.0,99.0,95.0,,92.0,10.0
中山,1,2,コブラツイスト,ハッピースプリント,,,,,,,,,,
中山,1,3,ポルタシャーンス,デクラレーションオブウォー,102.0,99.0,96.0,104.0,105.0,100.0,93.0,,99.857,7.0
中山,1,4,ラスエル,クリソベリル,,,,,,,,,,
中山,1,5,エルドラド,ファインニードル,102.0,97.0,95.0,94.0,101.0,100.0,,,98.167,8.0
中山,1,6,シュピラー,サンダースノー,129.0,112.0,116.0,97.0,114.0,114.0,159.0,,120.143,2.0
中山,1,7,アイビーキラリ,タワーオブロンドン,68.0,107.0,81.0,103.0,102.0,98.0,82.0,,91.571,11.0
中山,1,8,カンレイスター,シスキン,95.0,135.0,172.0,185.0,,,,,146.75,1.0
中山,1,9,ジョリュウジャンシ,セイウンコウセイ,,,,,,,,,,
中山,1,10,ベアハンドキャッチ,ミスターメロディ,58.0,96.0,56.0,95.0,98.0,91.0,,,82.333,12.0
中山,1,11,ニンジャトットリ,ミッキーアイル,100.0,103.0,97.0,103.0,102.0,103.0,114.0,,103.143,4.0
中山,1,12,ナムラパピ,キセキ,,,,,,,,,,
中山,1,13,ドライヴトウショウ,フォーウィールドライブ,119.0,117.0,116.0,122.0,133.0,113.0,,,120.0,3.0
中山,1,14,ジャガーライズ,パイロ,95.0,104.0,105.0,95.0,102.0,106.0,101.0,,101.143,5.0
中山,1,15,メイショウオタモイ,リオンディーズ,105.0,94.0,99.0,109.0,97.0,102.0,,,101.0,6.0
中山,1,16,メインテーマ,サートゥルナーリア,74.0,101.0,116.0,97.0,105.0,96.0,88.0,,96.714,9.0
中山,2,1,ブルーサーマル,アメリカンペイトリオット,111.0,99.0,95.0,103.0,102.0,106.0,,,102.667,5.0
中山,2,2,ケイツーリーブル,ジャスタウェイ,95.0,104.0,103.0,98.0,99.0,102.0,107.0,,101.143,9.0
中山,2,3,ノーブルクラウド,カレンブラックヒル,92.0,102.0,107.0,131.0,102.0,102.0,97.0,,104.714,3.0
中山,2,4,アーティラリー,ホッコータルマエ,103.0,105.0,102.0,108.0,100.0,98.0,101.0,,102.429,6.0
中山,2,5,アルティソナンテ,ダノンキングリー,,,,,,,,,,
中山,2,6,ティルベリー,ドレフォン,100.0,107.0,107.0,99.0,105.0,104.0,106.0,,104.0,4.0
中山,2,7,ティナンヴァランタ,ニューイヤーズデイ,98.0,98.0,100.0,103.0,101.0,97.0,88.0,,97.857,10.0
