場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
中山,1,1,リスペクトライト,和田正一,-32.0,853.0,97.0,340.0,1253.0,1232.0,,,3743.0,1.0
中山,1,2,コブラツイスト,石栗龍彦,-470.0,-196.0,722.0,178.0,1232.0,-251.0,,,1215.0,5.0
中山,1,3,ポルタシャーンス,武藤善則,-761.0,-20.0,-1252.0,-732.0,-550.0,268.0,,,-3047.0,12.0
中山,1,4,ラスエル,田村康仁,-927.0,-267.0,-584.0,14.0,30.0,-1042.0,,,-2776.0,10.0
中山,1,5,エルドラド,蛯名利弘,-668.0,-1588.0,-705.0,-3347.0,-1358.0,-1183.0,,,-8849.0,14.0
中山,1,6,シュピラー,高木登　,149.0,1384.0,959.0,-12.0,-36.0,311.0,113.0,,2868.0,2.0
中山,1,7,アイビーキラリ,青木孝文,568.0,270.0,-599.0,-252.0,-1065.0,1683.0,,,605.0,6.0
中山,1,8,カンレイスター,矢野英一,-275.0,-456.0,-1147.0,-430.0,-1282.0,-1440.0,-669.0,,-5699.0,13.0
中山,1,9,ジョリュウジャンシ,南田美知,-739.0,-2065.0,-2460.0,-2977.0,-3960.0,-1452.0,,,-13653.0,16.0
中山,1,10,ベアハンドキャッチ,池上昌和,886.0,336.0,363.0,-135.0,42.0,697.0,,,2189.0,3.0
中山,1,11,ニンジャトットリ,松永康利,-650.0,-107.0,202.0,-1497.0,-542.0,119.0,-396.0,,-2871.0,11.0
中山,1,12,ナムラパピ,武市康男,-1162.0,-2410.0,-2334.0,-96.0,-1688.0,-1800.0,,,-9490.0,15.0
中山,1,13,ドライヴトウショウ,杉浦宏昭,-663.0,458.0,203.0,-16.0,882.0,835.0,,,1699.0,4.0
中山,1,14,ジャガーライズ,伊藤圭三,-1387.0,-680.0,919.0,-742.0,244.0,-144.0,,,-1790.0,8.0
中山,1,15,メイショウオタモイ,高柳瑞樹,-405.0,-390.0,-836.0,435.0,-440.0,-246.0,,,-1882.0,9.0
中山,1,16,メインテーマ,小手川準,259.0,-312.0,1019.0,-63.0,-138.0,-949.0,,,-184.0,7.0
中山,2,1,ブルーサーマル,池上昌和,886.0,336.0,363.0,-135.0,1607.0,697.0,1112.0,,4866.0,2.0
中山,2,2,ケイツーリーブル,千葉直人,320.0,1414.0,-38.0,588.0,-1175.0,-1051.0,,,58.0,6.0
中山,2,3,ノーブルクラウド,久保田貴,-472.0,75.0,-72.0,257.0,-388.0,-668.0,,,-1268.0,9.0
中山,2,4,アーティラリー,松山将樹,-1571.0,-33.0,-392.0,1079.0,425.0,-1932.0,,,-2424.0,11.0
中山,2,5,アルティソナンテ,萩原清　,203.0,614.0,382.0,8.0,533.0,229.0,,,1969.0,5.0
中山,2,6,ティルベリー,宮田敬介,-913.0,-275.0,-842.0,-724.0,-580.0,-1342.0,,,-4676.0,13.0
中山,2,7,ティナンヴァランタ,森一誠　,913.0,908.0,474.0,474.0,2136.0,2107.0,-182.0,,6830.0,1.0
中山,2,8,ルサフィール,矢野英一,-275.0,-456.0,-1147.0,-430.0,-968.0,-1440.0,,,-4716.0,14.0
中山,2,9,グラスハーティー,松山将樹,-1571.0,-33.0,-392.0,1079.0,425.0,-1932.0,,,-2424.0,11.0
中山,2,10,マリノリュミエール,村田一誠,-2449.0,-3583.0,-3702.0,-3031.0,-2755.0,-2769.0,,,-18289.0,15.0
中山,2,11,ヤマヤロード,上原博之,-93.0,-597.0,-279.0,-395.0,-296.0,268.0,,,-1392.0,10.0
中山,2,12,アスコットヴェール,竹内正洋,35.0,269.0,1159.0,1157.0,-377.0,-57.0,,,2186.0,4.0
中山,2,13,ホールドザデイ,田中勝春,,,,,,,,,,
中山,2,14,マスカルポーネ,水野貴広,760.0,-41.0,1066.0,-638.0,1090.0,1207.0,,,3444.0,3.0
中山,2,15,クインズツバキ,上原博之,-93.0,-597.0,-279.0,-395.0,-296.0,268.0,169.0,,-1223.0,8.0
中山,2,16,フィクセルリリア,田中博康,73.0,-148.0,112.0,-316.0,-94.0,-16.0,,,-389.0,7.0
中山,3,1,チャチャット,柄崎将寿,,,,,,,,,,
中山,3,2,サンヴィクトワール,武井亮　,571.0,778.0,-139.0,802.0,550.0,1211.0,,,3773.0,2.0
中山,3,3,スクイーズアウト,黒岩陽一,-179.0,-754.0,358.0,-233.0,-545.0,-509.0,,,-1862.0,8.0
中山,3,4,ヘラクレステソーロ,高木登　,149.0,1384.0,528.0,-12.0,1330.0,311.0,73.0,,3763.0,3.0
中山,3,5,アルデキングダム,村田一誠,-2449.0,-3583.0,-2078.0,-3031.0,-2755.0,-2769.0,,,-16665.0,14.0
中山,3,6,トップデュオ,尾関知人,-241.0,-914.0,-963.0,-553.0,-42.0,-109.0,463.0,,-2359.0,9.0
中山,3,7,ドッグウッド,斎藤誠　,-160.0,1148.0,-547.0,54.0,-1630.0,202.0,,,-933.0,6.0
中山,3,8,フクスケ,杉浦宏昭,-663.0,458.0,298.0,-16.0,-233.0,835.0,,,679.0,5.0
中山,3,9,ベルウッドバイオ,高橋文雅,398.0,-473.0,-440.0,52.0,-874.0,194.0,,,-1143.0,7.0
中山,3,10,ベルランコントル,伊藤大士,-1154.0,-722.0,-1071.0,-540.0,-1124.0,-926.0,,,-5537.0,12.0
中山,3,11,ショウナンバーボン,加藤士津,1659.0,-612.0,-396.0,280.0,562.0,-541.0,-4.0,,948.0,4.0
中山,3,12,ツウキンカイソク,岩戸孝樹,-560.0,-1774.0,-1964.0,-748.0,-1395.0,-2043.0,,,-8484.0,13.0
中山,3,13,ダンシングアウェイ,相沢郁　,688.0,-1345.0,-1005.0,349.0,-274.0,-5.0,-1027.0,,-2619.0,10.0
中山,3,14,ミスターライト,鹿戸雄一,-72.0,249.0,1756.0,1697.0,596.0,246.0,,,4472.0,1.0
中山,3,15,ダイユウアレグロ,松永康利,-650.0,-107.0,-493.0,-1497.0,-226.0,119.0,,,-2854.0,11.0
中山,3,16,ヒロイックヴァース,浅利英明,,,,,,,,,,
中山,4,1,パカラパカラ,加藤征弘,-552.0,-102.0,40.0,-19.0,-575.0,-1018.0,,,-2226.0,11.0
中山,4,2,エクスマウス,茶木太樹,67.0,80.0,441.0,116.0,-709.0,-693.0,,,-698.0,10.0
中山,4,3,アリストクラット,田島俊明,-977.0,790.0,670.0,-854.0,218.0,-186.0,,,-339.0,8.0
中山,4,4,エリザベスタウン,池上昌和,886.0,308.0,363.0,-135.0,1607.0,697.0,,,3726.0,2.0
中山,4,5,クリムゾンリーフ,加藤士津,1659.0,131.0,637.0,280.0,562.0,-541.0,,,2728.0,4.0
中山,4,6,ジーティームーチョ,池上昌和,886.0,308.0,363.0,-135.0,1607.0,697.0,,,3726.0,2.0
中山,4,7,バスキュール,林徹　　,451.0,186.0,-716.0,80.0,276.0,-216.0,,,61.0,7.0
中山,4,8,コイオステソーロ,高木登　,149.0,-278.0,959.0,-12.0,1330.0,311.0,,,2459.0,5.0
中山,4,9,ツーエムアスリート,東田明士,,,,,,,,,,
中山,4,10,ゴールドブレイズ,浅利英明,,,,,,,,,,
中山,4,11,ザンテソーロ,畠山吉宏,246.0,-143.0,314.0,-538.0,609.0,-356.0,,,132.0,6.0
中山,4,12,ミスターキャンベラ,稲垣幸雄,1099.0,69.0,1550.0,432.0,606.0,635.0,,,4391.0,1.0
中山,4,13,ソフィアプルーマ,上原博之,-93.0,222.0,-279.0,-395.0,-296.0,268.0,,,-573.0,9.0
中山,5,1,マナイアカラニ,田中勝春,,,,,,,,,,
中山,5,2,ウィリーズロック,黒岩陽一,-179.0,23.0,358.0,-233.0,-545.0,-509.0,,,-1085.0,11.0
中山,5,3,カゲムシャ,萩原清　,203.0,-21.0,-683.0,8.0,533.0,229.0,,,269.0,8.0
中山,5,4,カフェタンガロア,嘉藤貴行,-137.0,-202.0,429.0,-322.0,319.0,574.0,,,661.0,6.0
中山,5,5,オートカリテ,牧光二　,-404.0,496.0,770.0,960.0,1614.0,816.0,,,4252.0,1.0
中山,5,6,タビニュ,宮田敬介,-913.0,-719.0,-511.0,-724.0,-580.0,-1342.0,,,-4789.0,16.0
中山,5,7,ファーストシーン,大和田成,-1150.0,141.0,462.0,359.0,-594.0,-1485.0,,,-2267.0,14.0
中山,5,8,ランブルスコ,蛯名正義,-104.0,-172.0,-298.0,730.0,-533.0,428.0,,,51.0,10.0
中山,5,9,イーサンミラー,稲垣幸雄,1099.0,69.0,61.0,432.0,606.0,635.0,,,2902.0,3.0
中山,5,10,エリーニック,千葉直人,320.0,574.0,938.0,588.0,-1175.0,-1051.0,,,194.0,9.0
中山,5,11,セシルブリュネ,栗田徹　,-299.0,4.0,-564.0,-136.0,-356.0,-990.0,,,-2341.0,15.0
中山,5,12,スーザンバローズ,奥村武　,-493.0,63.0,206.0,38.0,-662.0,-309.0,,,-1157.0,12.0
中山,5,13,サンライズマシュー,牧浦充徳,473.0,275.0,1174.0,-278.0,645.0,1733.0,,,4022.0,2.0
中山,5,14,ニシノモリミチ,高木登　,149.0,-278.0,528.0,-12.0,1330.0,311.0,,,2028.0,4.0
中山,5,15,リアライズステラ,須貝尚介,295.0,218.0,360.0,321.0,104.0,-31.0,,,1267.0,5.0
中山,5,16,フュチュール,嘉藤貴行,-137.0,-202.0,429.0,-322.0,319.0,574.0,,,661.0,6.0
中山,5,17,プラウディッツ,田中博康,73.0,-309.0,-787.0,-316.0,-94.0,-16.0,,,-1449.0,13.0
中山,6,1,ピエスユニーク,手塚貴久,392.0,-72.0,1523.0,804.0,492.0,353.0,,,3492.0,4.0
中山,6,2,ナディア,菊川正達,-1256.0,-787.0,-889.0,-820.0,-811.0,-721.0,,,-5284.0,13.0
中山,6,3,リベルタアーラ,深山雅史,1683.0,-259.0,1205.0,570.0,189.0,1932.0,,,5320.0,2.0
中山,6,4,ダノンアスコルティ,萩原清　,203.0,-21.0,-683.0,8.0,533.0,229.0,,,269.0,7.0
中山,6,5,サウンドファミリエ,和田正一,-32.0,-194.0,1673.0,340.0,981.0,1232.0,,,4000.0,3.0
中山,6,6,サプーズ,伊藤大士,-1154.0,-108.0,-1071.0,-540.0,-1124.0,-926.0,,,-4923.0,12.0
中山,6,7,リュクスパトロール,加藤士津,1659.0,131.0,-396.0,280.0,562.0,-541.0,,,1695.0,6.0
中山,6,8,ディアアズール,森一誠　,913.0,570.0,864.0,474.0,2136.0,2107.0,,,7064.0,1.0
中山,6,9,クイーンアン,蛯名正義,-104.0,-172.0,-298.0,730.0,-533.0,428.0,,,51.0,9.0
中山,6,10,ロッタリーランド,浅利英明,,,,,,,,,,
中山,6,11,アイアンパイク,村田一誠,-2449.0,-1015.0,-2078.0,-3031.0,-2755.0,-2769.0,,,-14097.0,15.0
中山,6,12,ホワイトオパール,尾関知人,-241.0,-657.0,-963.0,-553.0,-42.0,-109.0,,,-2565.0,11.0
中山,6,13,トパーズテソーロ,稲垣幸雄,1099.0,69.0,61.0,432.0,606.0,635.0,,,2902.0,5.0
中山,6,14,エルファリス,加藤和宏,-653.0,-783.0,-1045.0,-390.0,-1040.0,-2031.0,,,-5942.0,14.0
中山,6,15,チョコスコーン,林徹　　,451.0,186.0,-518.0,80.0,276.0,-216.0,,,259.0,8.0
中山,6,16,イヌボウノツキ,奥村武　,-493.0,63.0,206.0,38.0,-662.0,-309.0,,,-1157.0,10.0
中山,7,1,アメリカンロマン,伊藤圭三,-1387.0,-680.0,919.0,-742.0,-600.0,-144.0,,,-2634.0,10.0
中山,7,2,アルファシーナ,伊藤伸一,730.0,-1973.0,-1993.0,-82.0,-876.0,-698.0,-502.0,,-5394.0,15.0
中山,7,3,ファイタージェット,林徹　　,451.0,-335.0,-716.0,80.0,276.0,-216.0,-681.0,,-1141.0,9.0
中山,7,4,ジェイエルモーダル,小西一男,-343.0,-1792.0,-297.0,-1016.0,-189.0,-61.0,,,-3698.0,13.0
中山,7,5,アデルフィー,金成貴史,800.0,548.0,1519.0,398.0,226.0,449.0,,,3940.0,1.0
中山,7,6,ヴァンデスペランス,中舘英二,706.0,-320.0,607.0,159.0,-137.0,-76.0,,,939.0,5.0
中山,7,7,スピアザキック,小手川準,259.0,-312.0,1019.0,-63.0,-748.0,-949.0,,,-794.0,8.0
中山,7,8,シュガーシャック,古賀慎明,319.0,631.0,-591.0,-390.0,-260.0,-420.0,,,-711.0,7.0
中山,7,9,マルターズドン,手塚貴久,392.0,824.0,-673.0,804.0,492.0,353.0,321.0,,2513.0,4.0
中山,7,10,エコロガノン,矢野英一,-275.0,-456.0,-1147.0,-430.0,-968.0,-1440.0,,,-4716.0,14.0
中山,7,11,ロケットパンチ,武藤善則,-761.0,-20.0,-1252.0,-732.0,-837.0,268.0,,,-3334.0,12.0
中山,7,12,アレステリオス,辻哲英　,1211.0,505.0,-129.0,553.0,1065.0,683.0,,,3888.0,2.0
中山,7,13,オリジナルアポジー,水野貴広,760.0,-41.0,1066.0,-638.0,1090.0,1207.0,,,3444.0,3.0
中山,7,14,トーアシチフクジン,村田一誠,-2449.0,-3583.0,-3702.0,-3031.0,-2755.0,-2769.0,,,-18289.0,16.0
中山,7,15,オルブライト,杉浦宏昭,-663.0,458.0,203.0,-16.0,-233.0,835.0,,,584.0,6.0
中山,7,16,コレクト,黒岩陽一,-179.0,-754.0,-373.0,-233.0,-545.0,-509.0,-475.0,,-3068.0,11.0
中山,8,1,ダンケルド,森一誠　,913.0,-592.0,474.0,1443.0,-910.0,2107.0,155.0,,3590.0,2.0
中山,8,2,レーヴレジェンド,金成貴史,800.0,-169.0,1519.0,126.0,175.0,449.0,,,2900.0,3.0
中山,8,3,キボウノホシ,奥平雅士,257.0,-209.0,-503.0,-471.0,46.0,1552.0,-683.0,,-11.0,8.0
中山,8,4,ピコテンダー,上原佑紀,828.0,2171.0,729.0,247.0,1473.0,2645.0,,,8093.0,1.0
中山,8,5,エンジェルブリーズ,中舘英二,706.0,15.0,607.0,-1411.0,-353.0,-76.0,513.0,,1.0,7.0
中山,8,6,スペルビア,石栗龍彦,-470.0,504.0,722.0,94.0,1232.0,-251.0,,,1831.0,5.0
中山,8,7,タルトポワール,清水英克,-235.0,1176.0,-1236.0,761.0,1.0,1660.0,710.0,,2837.0,4.0
中山,8,8,ポムファッジ,矢野英一,-275.0,-1263.0,-1147.0,-1054.0,-1282.0,-1440.0,-1038.0,,-7499.0,16.0
中山,8,9,セイゲン,中川公成,-483.0,82.0,351.0,111.0,904.0,-1144.0,,,-179.0,9.0
中山,8,10,カサブランカキッド,和田勇介,-461.0,-890.0,-420.0,-360.0,-671.0,-558.0,219.0,,-3141.0,15.0
中山,8,11,シルフレイ,千葉直人,320.0,-2236.0,-38.0,422.0,1811.0,-1051.0,50.0,,-722.0,10.0
中山,8,12,アツキヤマト,小西一男,-343.0,-552.0,-297.0,-210.0,-696.0,-61.0,,,-2159.0,12.0
中山,8,13,ルプランドル,萱野浩二,1058.0,-538.0,-1278.0,-1199.0,-555.0,-450.0,87.0,,-2875.0,14.0
中山,8,14,ルクスマーベリック,大和田成,-1150.0,444.0,991.0,294.0,2189.0,-1485.0,-193.0,,1090.0,6.0
中山,8,15,ジェイエルバース,小西一男,-343.0,-552.0,-297.0,174.0,-696.0,-61.0,-727.0,,-2502.0,13.0
中山,8,16,キングズブレス,木村哲也,-20.0,-114.0,-608.0,-152.0,242.0,-327.0,,,-979.0,11.0
中山,9,1,クレパスキュラー,栗田徹　,-299.0,-1311.0,-564.0,-136.0,-1913.0,-990.0,-700.0,,-5913.0,9.0
中山,9,2,ヒシアイラ,池江泰寿,115.0,-776.0,-643.0,-346.0,-381.0,-718.0,,,-2749.0,6.0
中山,9,3,ニシノエースサマ,鹿戸雄一,-72.0,328.0,1756.0,1697.0,1108.0,246.0,,,5063.0,3.0
中山,9,4,バースデイフライト,新谷功一,-40.0,184.0,-541.0,-624.0,-353.0,-493.0,-367.0,,-2234.0,5.0
中山,9,5,ピースサイン,浅利英明,,,,,,,,,,
中山,9,6,エレクトロン,佐藤吉勝,-792.0,688.0,-1821.0,-2088.0,451.0,-1071.0,,,-4633.0,7.0
中山,9,7,フジガイフウ,岩戸孝樹,-560.0,-198.0,-1964.0,-748.0,-1558.0,-2043.0,,,-7071.0,10.0
中山,9,8,リゾートアイランド,上原佑紀,828.0,2171.0,1702.0,-99.0,1473.0,2645.0,,,8720.0,1.0
中山,9,9,サンブライト,鈴木慎太,588.0,-201.0,949.0,1066.0,1696.0,1281.0,429.0,,5808.0,2.0
中山,9,10,グロリアスマーチ,須貝尚介,295.0,0.0,360.0,321.0,353.0,-31.0,,,1298.0,4.0
中山,9,11,マイネルシンベリン,武市康男,-1162.0,-316.0,47.0,-96.0,-1688.0,-1800.0,,,-5015.0,8.0
中山,9,12,ゴールデンコマンチ,水野貴史,,,,,,,,,,
中山,10,1,フジレイメイ,小笠倫弘,-405.0,-21.0,-35.0,-1082.0,-159.0,-134.0,,,-1836.0,10.0
中山,10,2,プレシャスデイ,伊坂重信,-1441.0,-2878.0,-1935.0,-1773.0,-462.0,-1876.0,,,-10365.0,15.0
中山,10,3,ラファールドール,田島俊明,-977.0,353.0,670.0,245.0,216.0,-186.0,,,321.0,6.0
中山,10,4,インペリアルライン,中舘英二,706.0,15.0,607.0,454.0,-79.0,-76.0,,,1627.0,3.0
中山,10,5,ムジェロ,藤原英昭,-40.0,-598.0,-485.0,-515.0,201.0,-1233.0,190.0,,-2480.0,12.0
中山,10,6,タイセイアディクト,池上昌和,886.0,505.0,363.0,357.0,195.0,697.0,,,3003.0,2.0
中山,10,7,シャンバラ,橋口慎介,-20.0,20.0,-110.0,-936.0,-33.0,-489.0,44.0,,-1524.0,8.0
中山,10,8,セレクティオ,橋口慎介,-20.0,20.0,-110.0,-936.0,-33.0,-489.0,,,-1568.0,9.0
中山,10,9,ヤウガウ,金成貴史,800.0,-169.0,1519.0,-996.0,-103.0,449.0,,,1500.0,4.0
中山,10,10,アトラクティーボ,武藤善則,-761.0,-416.0,-1252.0,41.0,435.0,268.0,-971.0,,-2656.0,13.0
中山,10,11,イデアユウシン,松永康利,-650.0,87.0,202.0,-50.0,-23.0,119.0,,,-315.0,7.0
中山,10,12,インジケーター,高橋康之,-99.0,202.0,-1149.0,-161.0,-9.0,-855.0,,,-2071.0,11.0
中山,10,13,セイウンガレオン,奥平雅士,257.0,-209.0,-503.0,-471.0,-283.0,1552.0,,,343.0,5.0
中山,10,14,ハッピーダンチャン,小椋研介,-158.0,-2428.0,-1498.0,-2190.0,-986.0,-5043.0,,,-12303.0,16.0
中山,10,15,コスモコンフェルマ,鈴木慎太,588.0,-201.0,1421.0,1165.0,-143.0,1281.0,-572.0,,3539.0,1.0
中山,10,16,ファイアトリック,伊坂重信,-1441.0,-2878.0,-1935.0,-1773.0,-462.0,-1876.0,137.0,,-10228.0,14.0
中山,11,1,リラボニート,須貝尚介,295.0,-273.0,360.0,-43.0,353.0,-31.0,,,661.0,9.0
中山,11,2,スリールミニョン,高橋康之,-99.0,119.0,910.0,-1746.0,407.0,-855.0,,,-1264.0,14.0
中山,11,3,シングザットソング,高野友和,20.0,401.0,1012.0,-208.0,669.0,1035.0,-361.0,,2568.0,5.0
中山,11,4,ジューンオレンジ,長谷川浩,327.0,262.0,1557.0,-1009.0,934.0,425.0,,,2496.0,6.0
中山,11,5,ソルトクィーン,武英智　,329.0,-120.0,793.0,177.0,710.0,301.0,1651.0,,3841.0,3.0
