,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2023,143.0,196.0,,194.0,142.0,3.0,76.0,263.0,,,18.0,15.0,,,61.0,88.0,107.0,50.0,43.0,72.0,34.0,167.0,136.0,2.0,
2024,167.0,200.0,,208.0,153.0,6.0,145.0,222.0,,,33.0,48.0,,2.0,97.0,68.0,14.0,105.0,45.0,70.0,25.0,200.0,138.0,3.0,1.0
2025,120.0,154.0,,148.0,123.0,3.0,106.0,168.0,,,5.0,25.0,,,81.0,37.0,56.0,70.0,30.0,39.0,19.0,141.0,114.0,,
