場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
新潟,1,未勝利,芝,1200,稍重,1,ウレシイゴサン,3歳,嶋田純次,伊藤大士,追込,,0.0,短距離,左回り,芝道悪,Lv3 ,ベンバトル,休明初戦,距離短縮,6,D,12.7,10.0,12.8,8.0,35.6,,34.1,1.0,C,C,B,E,C
新潟,1,未勝利,芝,1200,稍重,2,ブライティアロード,3歳,石神深道,和田正一,追込,,0.0,短距離,左回り,芝道悪,Lv3 ,ダノンスマッシュ,休明初戦,,10,D,13.6,14.0,13.6,13.0,36.4,,35.0,4.0,B,,,,
新潟,1,未勝利,芝,1200,稍重,3,グランフォワイエ,3歳,上里直汰,室井潔,追込,0.0,0.0,短距離,左回り,芝道悪,Lv3 ,ロゴタイプ,休明初戦,,13,E,12.5,8.0,12.6,7.0,35.8,,37.1,,C,D,D,,
新潟,1,未勝利,芝,1200,稍重,4,アンコ,3歳,石田拓郎,武英智,差し,,,短距離,左回り,芝道悪,Lv3 ,フィレンツェファイア,休明初戦,距離短縮,14,E,12.5,8.0,12.5,6.0,36.0,,35.9,,B,B,,,
新潟,1,未勝利,芝,1200,稍重,5,ピコバレット,3歳,富田暁,牧光二,,,,短距離,左回り,芝道悪,Lv3 ,Stay Inside,,,7,D,,,,,,,,,,,,,
新潟,1,未勝利,芝,1200,稍重,6,ウインラブソング,3歳,川端海翼,宮徹,追込,,,短距離,左回り,芝道悪,Lv3 ,ウインブライト,休明初戦,距離短縮,12,E,13.9,15.0,13.9,14.0,38.0,,35.1,5.0,C,,,,
新潟,1,未勝利,芝,1200,稍重,7,ドゥボヌール,3歳,和田陽希,奥村豊,先行,,0.0,短距離,左回り,芝道悪,Lv3 ,モーリス,休明初戦,,8,D,12.3,5.0,12.3,3.0,35.5,7.0,35.4,,D,,,,
新潟,1,未勝利,芝,1200,稍重,8,シンデレラリバティ,3歳,遠藤汰月,蛯名利弘,差し,0.0,0.0,短距離,左回り,芝道悪,Lv3 ,タリスマニック,休明初戦,,15,E,12.3,5.0,12.3,3.0,35.0,6.0,36.5,,B,C,C,D,D
新潟,1,未勝利,芝,1200,稍重,9,ゲンテン,3歳,ゴンサル,尾関知人,先行,,,短距離,左回り,芝道悪,Lv3 ,シルバーステート,連闘,距離短縮,1,B,12.4,7.0,13.5,12.0,34.8,5.0,35.4,,C,B,C,D,
新潟,1,未勝利,芝,1200,稍重,10,マイネルユーゲント,3歳,小林美駒,加藤士津,逃げ,50.0,50.0,短距離,左回り,芝道悪,Lv3 ,インディチャンプ,休明3走,,3,B,11.9,1.0,12.0,1.0,33.8,1.0,35.5,,D,B,C,C,C
