場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,1,未勝利,ダート,1200,良(暫定),,1,トコシエノヒトミ,2歳,長浜鴻緒,小笠倫弘,短距離,右回り,,ゴールドドリーム,,距離短縮,9,D,13.0,10.0,14.0,14.0,36.9,8.0,37.4,3.0,C,B,C,,
中山,1,未勝利,ダート,1200,良(暫定),,2,ベンガルボダイジュ,2歳,佐藤翔馬,杉浦宏昭,短距離,右回り,,ルーラーシップ,,距離短縮,15,E,14.2,16.0,14.2,16.0,,,,,B,,,,
中山,1,未勝利,ダート,1200,良(暫定),,3,ベアフォースワン,2歳,木幡巧也,杉浦宏昭,短距離,右回り,,カレンブラックヒル,,距離短縮,13,E,14.1,15.0,14.1,15.0,39.2,,37.5,4.0,C,,,,
中山,1,未勝利,ダート,1200,良(暫定),,4,イーガービーバー,2歳,石神深道,和田正一,短距離,右回り,,トランセンド,休明2走,距離延長,7,D,13.6,13.0,13.7,13.0,37.8,,37.2,2.0,D,C,,,
中山,1,未勝利,ダート,1200,良(暫定),,5,ヘヴンリースカイ,2歳,木幡初也,竹内正洋,短距離,右回り,,タリスマニック,,距離短縮,8,D,12.2,1.0,12.2,1.0,35.8,5.0,42.1,,C,,,,
中山,1,未勝利,ダート,1200,良(暫定),,6,トモジャオーリー,2歳,津村明秀,鈴木伸尋,短距離,右回り,,モズアスコット,,距離短縮,1,B,13.6,13.0,13.6,12.0,38.0,,37.0,1.0,C,,,,
中山,1,未勝利,ダート,1200,良(暫定),,7,フェスティヴハート,2歳,柴田大知,畠山吉宏,短距離,右回り,,アジアエクスプレス,,距離短縮,5,D,12.7,5.0,12.7,4.0,35.6,2.0,38.1,6.0,C,C,,,
中山,1,未勝利,ダート,1200,良(暫定),,8,フクシマグランツ,2歳,木幡育也,松永康利,短距離,右回り,,タワーオブロンドン,,距離短縮,16,E,12.9,9.0,13.4,9.0,36.9,8.0,39.3,,C,C,,,
中山,1,未勝利,ダート,1200,良(暫定),,9,オリエンタルガール,2歳,横山琉人,相沢郁,短距離,右回り,,カリフォルニアクローム,,距離短縮,10,D,13.2,11.0,13.2,6.0,37.2,,40.4,,C,,,,
中山,1,未勝利,ダート,1200,良(暫定),,10,タイキプレジール,2歳,石橋脩,矢野英一,短距離,右回り,,ダノンプレミアム,,距離短縮,2,B,12.7,5.0,12.7,4.0,35.6,2.0,37.5,4.0,B,C,,,
中山,1,未勝利,ダート,1200,良(暫定),,11,サトノエスケープ,2歳,横山武史,久保田貴,短距離,右回り,,ジャスタウェイ,休明初戦,,3,C,12.5,2.0,13.4,9.0,,,,,B,B,,,
中山,1,未勝利,ダート,1200,良(暫定),,12,ヴェリタスポルタ,2歳,舟山瑠泉,菊川正達,短距離,右回り,,シスキン,,距離短縮,12,E,12.6,4.0,12.6,3.0,,,,,C,C,,,
中山,1,未勝利,ダート,1200,良(暫定),,13,タイセイギガース,2歳,丹内祐次,伊藤圭三,短距離,右回り,,セイウンコウセイ,,距離延長,14,E,13.4,12.0,13.4,9.0,36.7,7.0,38.9,,D,D,,,
中山,1,未勝利,ダート,1200,良(暫定),,14,オテモヤン,2歳,遠藤汰月,本間忍,短距離,右回り,,ロードバリオス,,距離短縮,4,C,12.7,5.0,13.2,6.0,36.0,6.0,38.2,7.0,C,C,C,C,
中山,1,未勝利,ダート,1200,良(暫定),,15,ドナソール,2歳,荻野極,畠山吉宏,短距離,右回り,,マテラスカイ,,距離短縮,6,D,12.8,8.0,13.2,6.0,35.7,4.0,38.2,7.0,C,D,B,C,C
中山,1,未勝利,ダート,1200,良(暫定),,16,ニシノガランテ,2歳,上里直汰,牧光二,短距離,右回り,,ファインニードル,,距離短縮,11,E,12.5,2.0,12.5,2.0,35.0,1.0,40.1,,C,C,,,
中山,2,未勝利,芝,1800,良(暫定),,1,ボニープリンス,2歳,マーカン,大竹正博,中距離,右回り,,レイデオロ,,距離延長,2,B,13.5,9.0,13.5,8.0,37.5,,33.8,1.0,B,,,,
中山,2,未勝利,芝,1800,良(暫定),,2,マイネルヴェーゼン,2歳,石川裕紀,相沢郁,中距離,右回り,,ベンバトル,休明2走,,5,D,12.8,3.0,13.8,12.0,36.3,6.0,35.2,,B,B,C,C,
中山,2,未勝利,芝,1800,良(暫定),,3,イアム,2歳,上里直汰,加藤和宏,中距離,右回り,,サトノジェネシス,,距離延長,16,E,14.3,15.0,14.3,15.0,38.7,,35.8,,D,,,,
中山,2,未勝利,芝,1800,良(暫定),,4,ベルランコントル,2歳,丹内祐次,伊藤大士,中距離,右回り,,キタサンブラック,,距離短縮,7,D,12.9,5.0,12.9,3.0,35.5,3.0,35.0,7.0,C,C,,,
中山,2,未勝利,芝,1800,良(暫定),,5,ノーブルスアーク,2歳,小林美駒,尾形和幸,中距離,右回り,,シルバーステート,,距離短縮,9,D,13.1,7.0,13.1,4.0,35.7,4.0,36.2,,B,,,,
中山,2,未勝利,芝,1800,良(暫定),,6,フラクタル,2歳,木幡巧也,牧光二,中距離,右回り,,フィレンツェファイア,休明初戦,,10,D,12.8,3.0,13.1,4.0,36.8,,36.2,,C,B,B,C,
中山,2,未勝利,芝,1800,良(暫定),,7,ダイユウアレグロ,2歳,内田博幸,松永康利,中距離,右回り,,レイデオロ,,距離短縮,6,D,13.5,9.0,13.5,8.0,36.6,,34.3,2.0,C,B,,,
中山,2,未勝利,芝,1800,良(暫定),,8,ワインダークシー,2歳,横山武史,中舘英二,中距離,右回り,,ハービンジャー,,距離短縮,3,C,12.7,2.0,12.7,2.0,35.1,2.0,34.6,6.0,B,D,,,
中山,2,未勝利,芝,1800,良(暫定),,9,セイントクーヤ,2歳,菅原明良,黒岩陽一,中距離,右回り,,St Mark's Basilica,,,8,D,13.9,13.0,13.9,13.0,38.9,,34.5,5.0,E,,,,
中山,2,未勝利,芝,1800,良(暫定),,10,ブレイズランナー,2歳,荻野極,蛯名正義,中距離,右回り,,アルアイン,休明初戦,距離短縮,12,E,13.9,13.0,13.9,13.0,37.5,,34.3,2.0,C,,,,
中山,2,未勝利,芝,1800,良(暫定),,11,アルケミラモリス,2歳,吉田豊,粕谷昌央,中距離,右回り,,ロジャーバローズ,,,11,E,13.6,11.0,13.6,10.0,36.3,6.0,35.6,,C,C,,,
中山,2,未勝利,芝,1800,良(暫定),,12,アズサ,2歳,石神深道,和田正一,中距離,右回り,,サトノクラウン,,,15,E,14.9,16.0,14.9,16.0,39.1,,35.9,,B,,,,
中山,2,未勝利,芝,1800,良(暫定),,13,ヒコボシ,2歳,杉原誠人,田村康仁,中距離,右回り,,サートゥルナーリア,休明2走,,13,E,13.7,12.0,13.7,11.0,36.5,,35.5,,D,B,,,
中山,2,未勝利,芝,1800,良(暫定),,14,テルケンレンスキー,2歳,木幡初也,竹内正洋,中距離,右回り,,サトノダイヤモンド,休明3走,,1,B,12.4,1.0,12.4,1.0,34.7,1.0,35.0,7.0,B,C,C,B,
中山,2,未勝利,芝,1800,良(暫定),,15,コスモグロボーサ,2歳,柴田大知,天間昭一,中距離,右回り,,ウインブライト,,距離短縮,14,E,13.1,7.0,13.1,4.0,35.8,5.0,35.4,,C,D,,,
中山,2,未勝利,芝,1800,良(暫定),,16,クールフィデル,2歳,横山和生,和田勇介,中距離,右回り,,サートゥルナーリア,,距離短縮,4,C,13.0,6.0,13.2,7.0,36.3,6.0,34.3,2.0,C,C,B,,
中山,3,新馬,ダート,1800,良(暫定),,1,カフェラジェム,2歳,横山和生,柄崎将寿,中距離,右回り,,カリフォルニアクローム,,,1,B,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,2,タニセンローマ,2歳,マーカン,斎藤誠,中距離,右回り,,シャンハイボビー,,,4,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,3,サウジバラード,2歳,丸山元気,加藤征弘,中距離,右回り,,ジャスタウェイ,,,8,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,4,コパノミラノ,2歳,柴田大知,上原博之,中距離,右回り,,コパノリッキー,,,5,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,5,ジュワネング,2歳,荻野極,栗田徹,中距離,右回り,,Gun Runner,,,7,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,6,プリンセスダーコ,2歳,長浜鴻緒,清水英克,中距離,右回り,,マクフィ,,,11,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,7,メイプルインパクト,2歳,丸田恭介,南田美知,中距離,右回り,,シルバーステート,,,13,E,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,8,バッハ,2歳,横山武史,中舘英二,中距離,右回り,,ホッコータルマエ,,,10,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,9,ダイユウサルターレ,2歳,菊沢一樹,松永康利,中距離,右回り,,サートゥルナーリア,,,6,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,10,アメリカンサクラ,2歳,菅原明良,矢作芳人,中距離,右回り,,Liam's Map,,,9,D,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,11,ビップブレット,2歳,内田博幸,田島俊明,中距離,右回り,,アルアイン,,,12,E,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,12,ユアフェリシティ,2歳,原田和真,千葉直人,中距離,右回り,,ルヴァンスレーヴ,,,2,B,,,,,,,,,,,,,
中山,3,新馬,ダート,1800,良(暫定),,13,エラルディーク,2歳,丹内祐次,宮田敬介,中距離,右回り,,Sottsass,,,3,C,,,,,,,,,,,,,
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,1,ヒロノビックバン,3歳,土田真翔,蛯名利弘,長距離,右回り,,トゥザワールド,休明初戦,距離延長,10,E,13.2,10.0,13.6,1.0,38.4,4.0,38.7,3.0,B,B,C,C,B
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,2,トーアマリシテン,4歳,石神深一,小島茂之,長距離,右回り,,ビーチパトロール,,距離延長,5,C,13.0,9.0,,,,,,,C,C,C,C,D
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,3,テーオーリカード,5歳以上,小野寺祐,高柳大輔,長距離,右回り,,パイロ,休明3走,距離短縮,1,A,12.1,1.0,,,,,,,C,C,C,B,B
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,4,シュハリ,5歳以上,大江原圭,粕谷昌央,長距離,右回り,,カレンブラックヒル,,距離短縮,6,D,12.7,7.0,,,,,,,C,C,C,C,C
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,5,アスクオンディープ,5歳以上,小牧加矢,前川恭子,長距離,右回り,,ディープインパクト,,距離延長,2,B,12.3,2.0,,,,,,,C,C,B,D,C
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,6,サトノトルネード,5歳以上,上野翔,国枝栄,長距離,右回り,,ハーツクライ,,距離短縮,4,C,12.6,5.0,,,,,,,C,C,C,C,C
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,7,ナックエルドラド,3歳,江田勇亮,小野次郎,長距離,右回り,,マインドユアビスケッツ,休明初戦,距離延長,11,E,13.6,11.0,13.8,2.0,37.7,2.0,38.4,1.0,B,C,C,C,C
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,8,スラーヴァ,4歳,坂口智康,高橋文雅,長距離,右回り,,シャンハイボビー,,距離延長,9,E,12.5,3.0,,,,,,,C,C,C,C,C
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,9,ゴールデンルーキー,4歳,草野太郎,粕谷昌央,長距離,右回り,,Catholic Boy,,距離延長,3,C,12.9,8.0,,,,,,,C,C,C,C,C
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,10,ディベルティスマン,3歳,伴啓太,菊沢隆徳,長距離,右回り,,キズナ,休明初戦,距離延長,7,D,12.6,5.0,13.8,2.0,38.2,3.0,38.5,2.0,A,C,C,C,B
中山,4,未勝利,障害(直線ダ),2880,良(暫定),,11,コパノヴィンセント,3歳,難波剛健,上原博之,長距離,右回り,,コパノリッキー,休明2走,距離延長,8,D,12.5,3.0,,,35.4,1.0,40.4,4.0,C,C,B,,
中山,5,新馬,芝,1200,良(暫定),,1,ピュール,2歳,長浜鴻緒,久保田貴,短距離,右回り,,ダノンプレミアム,,,9,D,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,2,ルプルミエラムール,2歳,荻野極,加藤征弘,短距離,右回り,,ブリックスアンドモルタル,,,7,D,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,3,イッテルビウム,2歳,小林凌大,土田稔,短距離,右回り,,ファインニードル,,,16,E,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,4,ヘヴンズドライブ,2歳,石神深道,和田勇介,短距離,右回り,,ダノンスマッシュ,,,15,E,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,5,ベアハンドキャッチ,2歳,丸田恭介,池上昌和,短距離,右回り,,ミスターメロディ,,,12,D,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,6,キッショウダラニ,2歳,木幡巧也,牧光二,短距離,右回り,,リオンディーズ,,,8,D,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,7,アクシズ,2歳,小林美駒,尾形和幸,短距離,右回り,,ダノンプレミアム,,,11,D,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,8,リナシタ,2歳,丹内祐次,清水英克,短距離,右回り,,ダノンスマッシュ,,,3,C,,,,,,,,,,,,,
中山,5,新馬,芝,1200,良(暫定),,9,モンロワイヤル,2歳,マーカン,牧浦充徳,短距離,右回り,,フィレンツェファイア,,,2,C,,,,,,,,,,,,,
