rlevel,topk,place_low_min,place_high_max,pop_min,pop_max,diff_pop_min,bets,win_roi,win_hit,place_roi,place_hit,umaren_box_bets,umaren_box_roi,umaren_box_races,umaren_axis1_bets,umaren_axis1_roi,umaren_axis1_races
1,2,1.4,3.0,2,6,0,147,105.64625850340137,0.19727891156462585,81.97278911564626,0.4489795918367347,17,0.0,17,17,0.0,17
1,2,1.4,3.0,2,6,1,75,85.6,0.16,70.53333333333333,0.38666666666666666,9,0.0,9,9,0.0,9
1,2,1.4,3.0,2,7,0,147,105.64625850340137,0.19727891156462585,81.97278911564626,0.4489795918367347,17,0.0,17,17,0.0,17
1,2,1.4,3.0,2,7,1,75,85.6,0.16,70.53333333333333,0.38666666666666666,9,0.0,9,9,0.0,9
1,2,1.4,3.0,3,7,0,126,99.12698412698413,0.16666666666666666,75.79365079365078,0.40476190476190477,13,0.0,13,13,0.0,13
1,2,1.4,3.0,3,7,1,67,69.25373134328359,0.11940298507462686,62.38805970149254,0.3283582089552239,7,0.0,7,7,0.0,7
1,2,1.4,3.0,3,8,0,126,99.12698412698413,0.16666666666666666,75.79365079365078,0.40476190476190477,13,0.0,13,13,0.0,13
1,2,1.4,3.0,3,8,1,67,69.25373134328359,0.11940298507462686,62.38805970149254,0.3283582089552239,7,0.0,7,7,0.0,7
1,2,1.5,3.0,2,6,0,110,82.72727272727273,0.13636363636363635,76.27272727272727,0.39090909090909093,12,0.0,12,12,0.0,12
1,2,1.5,3.0,2,6,1,63,71.58730158730158,0.12698412698412698,64.12698412698413,0.3333333333333333,8,0.0,8,8,0.0,8
1,2,1.5,3.0,2,7,0,110,82.72727272727273,0.13636363636363635,76.27272727272727,0.39090909090909093,12,0.0,12,12,0.0,12
1,2,1.5,3.0,2,7,1,63,71.58730158730158,0.12698412698412698,64.12698412698413,0.3333333333333333,8,0.0,8,8,0.0,8
1,2,1.5,3.0,3,7,0,101,81.78217821782178,0.12871287128712872,73.86138613861387,0.37623762376237624,10,0.0,10,10,0.0,10
1,2,1.5,3.0,3,7,1,59,62.20338983050847,0.1016949152542373,59.32203389830508,0.3050847457627119,7,0.0,7,7,0.0,7
1,2,1.5,3.0,3,8,0,101,81.78217821782178,0.12871287128712872,73.86138613861387,0.37623762376237624,10,0.0,10,10,0.0,10
1,2,1.5,3.0,3,8,1,59,62.20338983050847,0.1016949152542373,59.32203389830508,0.3050847457627119,7,0.0,7,7,0.0,7
1,2,1.6,3.0,2,6,0,76,75.39473684210526,0.11842105263157894,73.15789473684211,0.35526315789473684,10,0.0,10,10,0.0,10
1,2,1.6,3.0,2,6,1,46,51.73913043478261,0.08695652173913043,48.69565217391305,0.2391304347826087,6,0.0,6,6,0.0,6
1,2,1.6,3.0,2,7,0,76,75.39473684210526,0.11842105263157894,73.15789473684211,0.35526315789473684,10,0.0,10,10,0.0,10
1,2,1.6,3.0,2,7,1,46,51.73913043478261,0.08695652173913043,48.69565217391305,0.2391304347826087,6,0.0,6,6,0.0,6
