場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
新潟,1,1,シェーネアウゲン,清水久詞,83.0,95.0,88.0,93.0,95.0,91.0,,,90.833,13.0
新潟,1,2,グランカッサ,加藤士津,88.0,94.0,104.0,90.0,106.0,97.0,,,96.5,8.0
新潟,1,3,ヴェントドーロ,千葉直人,107.0,118.0,100.0,110.0,77.0,133.0,85.0,134.0,108.0,3.0
新潟,1,4,メムエクラ,高木登　,117.0,114.0,106.0,106.0,109.0,110.0,,,110.333,2.0
新潟,1,5,フクキタテーラー,緒方努　,46.0,89.0,91.0,99.0,72.0,56.0,,,75.5,15.0
新潟,1,6,スターライトナイト,伊藤大士,93.0,94.0,92.0,94.0,91.0,91.0,,,92.5,11.0
新潟,1,7,インマイブラッド,中尾秀正,139.0,98.0,104.0,104.0,101.0,98.0,,,107.333,4.0
新潟,1,8,ピコピンク,尾形和幸,84.0,94.0,85.0,95.0,103.0,90.0,103.0,76.0,91.25,12.0
新潟,1,9,エイユービューティ,藤野健太,122.0,79.0,85.0,62.0,103.0,95.0,82.0,47.0,84.375,14.0
新潟,1,10,ラブスノー,蛯名利弘,110.0,86.0,93.0,103.0,85.0,80.0,,,92.833,10.0
新潟,1,11,レイバックスピン,牧浦充徳,97.0,102.0,105.0,105.0,107.0,101.0,108.0,99.0,103.0,6.0
新潟,1,12,フルセンド,福永祐一,78.0,104.0,111.0,119.0,103.0,100.0,,,102.5,7.0
新潟,1,13,ミコノオンガエシ,中村直也,115.0,109.0,98.0,99.0,113.0,99.0,,,105.5,5.0
新潟,1,14,ハプスブルグ,河嶋宏樹,80.0,143.0,140.0,148.0,124.0,98.0,,,122.167,1.0
新潟,1,15,カセノクララ,鈴木伸尋,93.0,103.0,91.0,103.0,90.0,87.0,,,94.5,9.0
新潟,2,1,フラッシュタイム,佐藤吉勝,82.0,88.0,107.0,82.0,103.0,102.0,149.0,96.0,101.125,6.0
新潟,2,2,タッカーバリアント,田島俊明,101.0,94.0,104.0,105.0,99.0,104.0,,,101.167,5.0
新潟,2,3,メイショウテンテン,牧浦充徳,97.0,102.0,105.0,105.0,107.0,101.0,108.0,99.0,103.0,3.0
新潟,2,4,アイムアクイーン,荒川義之,103.0,104.0,113.0,118.0,107.0,127.0,,,112.0,1.0
新潟,2,5,ビーマックス,藤野健太,122.0,79.0,85.0,62.0,91.0,95.0,82.0,47.0,82.875,11.0
新潟,2,6,トウカイクレオス,菊川正達,118.0,101.0,90.0,96.0,90.0,86.0,,,96.833,8.0
新潟,2,7,ロッキンミー,杉浦宏昭,80.0,105.0,102.0,107.0,105.0,95.0,,,99.0,7.0
新潟,2,8,グランシャット,宮田敬介,96.0,96.0,89.0,95.0,89.0,101.0,89.0,83.0,92.25,9.0
新潟,2,9,グランリッジライン,小笠倫弘,125.0,92.0,100.0,90.0,104.0,99.0,,,101.667,4.0
