場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
新潟,1,1,シェーネアウゲン,丹内祐次,108.0,102.0,100.0,107.0,100.0,97.0,102.333,4.0
新潟,1,2,グランカッサ,上里直汰,,,,,,,,
新潟,1,3,ヴェントドーロ,柴田裕一,119.0,91.0,96.0,72.0,91.0,108.0,96.167,8.0
新潟,1,4,メムエクラ,菊沢一樹,118.0,115.0,108.0,106.0,111.0,116.0,112.333,2.0
新潟,1,5,フクキタテーラー,舟山瑠泉,,,,,,,,
新潟,1,6,スターライトナイト,石神深道,79.0,97.0,75.0,53.0,60.0,114.0,79.667,13.0
新潟,1,7,インマイブラッド,小沢大仁,74.0,96.0,95.0,104.0,80.0,102.0,91.833,12.0
新潟,1,8,ピコピンク,小林美駒,95.0,90.0,90.0,97.0,85.0,112.0,94.833,10.0
新潟,1,9,エイユービューティ,橋木太希,108.0,88.0,80.0,44.0,138.0,123.0,96.833,7.0
新潟,1,10,ラブスノー,石田拓郎,95.0,108.0,95.0,93.0,90.0,90.0,95.167,9.0
新潟,1,11,レイバックスピン,国分恭介,117.0,111.0,112.0,108.0,106.0,126.0,113.333,1.0
新潟,1,12,フルセンド,小崎綾也,110.0,81.0,101.0,107.0,113.0,89.0,100.167,6.0
新潟,1,13,ミコノオンガエシ,長浜鴻緒,116.0,107.0,98.0,109.0,95.0,140.0,110.833,3.0
新潟,1,14,ハプスブルグ,古川奈穂,106.0,89.0,94.0,90.0,93.0,95.0,94.5,11.0
新潟,1,15,カセノクララ,黛弘人　,99.0,108.0,110.0,108.0,89.0,91.0,100.833,5.0
新潟,2,1,フラッシュタイム,小林美駒,95.0,90.0,90.0,94.0,85.0,112.0,94.333,10.0
新潟,2,2,タッカーバリアント,長浜鴻緒,116.0,107.0,98.0,96.0,95.0,140.0,108.667,2.0
新潟,2,3,メイショウテンテン,河原田菜,104.0,87.0,91.0,82.0,101.0,94.0,93.167,11.0
新潟,2,4,アイムアクイーン,田中健　,83.0,125.0,106.0,105.0,98.0,103.0,103.333,4.0
新潟,2,5,ビーマックス,中井裕二,106.0,83.0,107.0,108.0,107.0,101.0,102.0,5.0
新潟,2,6,トウカイクレオス,舟山瑠泉,,,,,,,,
新潟,2,7,ロッキンミー,佐藤翔馬,63.0,107.0,98.0,106.0,90.0,68.0,88.667,13.0
新潟,2,8,グランシャット,菱田裕二,110.0,101.0,107.0,103.0,101.0,99.0,103.5,3.0
新潟,2,9,グランリッジライン,嶋田純次,98.0,99.0,95.0,101.0,116.0,101.0,101.667,6.0
新潟,2,10,タブロー,荻野極　,104.0,97.0,101.0,109.0,105.0,88.0,100.667,7.0
新潟,2,11,アスコットアイ,小沢大仁,74.0,96.0,95.0,78.0,80.0,102.0,87.5,14.0
新潟,2,12,ジュエルハウス,菊沢一樹,118.0,115.0,108.0,112.0,111.0,116.0,113.333,1.0
新潟,2,13,エスシーボニー,石田拓郎,95.0,108.0,95.0,80.0,90.0,90.0,93.0,12.0
新潟,2,14,セカンドフラッシュ,古川奈穂,106.0,89.0,94.0,91.0,93.0,95.0,94.667,9.0
新潟,2,15,テイエムダイタカ,斎藤新　,91.0,102.0,102.0,103.0,96.0,109.0,100.5,8.0
新潟,3,1,ウエスタンクリス,石田拓郎,95.0,108.0,95.0,93.0,90.0,90.0,95.167,7.0
新潟,3,2,エオアリイ,舟山瑠泉,,,,,,,,
新潟,3,3,マルカベント,小沢大仁,74.0,96.0,95.0,104.0,80.0,102.0,91.833,9.0
新潟,3,4,タガノマルアフ,長浜鴻緒,116.0,107.0,98.0,109.0,95.0,140.0,110.833,1.0
新潟,3,5,ケイツーコルーニ,小林美駒,95.0,90.0,90.0,97.0,85.0,112.0,94.833,8.0
新潟,3,6,キタノチェンジ,川端海翼,82.0,84.0,103.0,93.0,113.0,107.0,97.0,5.0
新潟,3,7,シュタールペスカ,和田陽希,,,,,,,,
新潟,3,8,アリステア,斎藤新　,91.0,102.0,102.0,97.0,96.0,109.0,99.5,4.0
新潟,3,9,グレイグアン,横山琉人,105.0,93.0,103.0,106.0,103.0,101.0,101.833,3.0
新潟,3,10,ポセイドンバローズ,小林脩斗,94.0,84.0,99.0,83.0,95.0,94.0,91.5,10.0
新潟,3,11,タイセイアダマス,佐藤翔馬,63.0,107.0,98.0,60.0,90.0,68.0,81.0,11.0
