rlevel,topk,place_low_min,place_high_max,pop_min,pop_max,diff_pop_min,bets,win_roi,win_hit,place_roi,place_hit,umaren_box_bets,umaren_box_roi,umaren_box_races,umaren_axis1_bets,umaren_axis1_roi,umaren_axis1_races
3,3,1.7,3.5,2,6,0,348,72.24137931034483,0.10057471264367816,77.5,0.3390804597701149,42,95.95238095238095,38,40,100.75,38
3,3,1.7,3.5,2,6,1,208,61.875,0.08173076923076923,74.42307692307692,0.3269230769230769,23,88.69565217391305,21,22,92.72727272727272,21
3,3,1.8,3.5,2,6,0,300,66.66666666666666,0.09,77.16666666666666,0.33,36,111.94444444444444,32,34,118.52941176470588,32
3,3,1.8,3.5,2,6,1,181,59.94475138121547,0.07734806629834254,73.70165745856355,0.3149171270718232,21,97.14285714285714,19,20,102.0,19
3,3,1.9,3.5,2,6,0,248,70.0,0.08870967741935484,76.33064516129032,0.31451612903225806,26,155.0,22,24,167.91666666666666,22
3,3,1.9,3.5,2,6,1,151,61.788079470198674,0.0728476821192053,71.25827814569536,0.2913907284768212,16,127.49999999999999,14,15,136.0,14
3,3,2.0,3.5,2,6,0,200,75.7,0.095,74.5,0.3,18,110.55555555555556,16,17,117.05882352941177,16
3,3,2.0,3.5,2,6,1,118,65.33898305084746,0.07627118644067797,66.52542372881356,0.2627118644067797,9,0.0,9,9,0.0,9
3,3,2.1,3.5,2,6,0,151,78.80794701986756,0.09271523178807947,65.62913907284769,0.25165562913907286,14,142.14285714285714,12,13,153.07692307692307,12
3,3,2.1,3.5,2,6,1,94,75.63829787234042,0.0851063829787234,64.68085106382979,0.24468085106382978,7,0.0,7,7,0.0,7
3,3,2.2,3.5,2,6,0,113,66.46017699115045,0.07079646017699115,59.823008849557525,0.22123893805309736,6,0.0,6,6,0.0,6
3,3,2.2,3.5,2,6,1,76,67.76315789473685,0.06578947368421052,63.68421052631579,0.23684210526315788,3,0.0,3,3,0.0,3
3,4,1.7,3.5,2,6,0,363,71.65289256198348,0.09917355371900827,75.70247933884298,0.3305785123966942,48,83.95833333333333,44,46,87.60869565217392,44
3,4,1.7,3.5,2,6,1,209,65.74162679425838,0.0861244019138756,75.45454545454545,0.33014354066985646,24,85.0,22,23,88.69565217391305,22
3,4,1.8,3.5,2,6,0,314,66.46496815286625,0.08917197452229299,75.35031847133759,0.321656050955414,41,98.29268292682927,37,39,103.33333333333334,37
3,4,1.8,3.5,2,6,1,182,64.3956043956044,0.08241758241758242,74.8901098901099,0.31868131868131866,22,92.72727272727272,20,21,97.14285714285714,20
3,4,1.9,3.5,2,6,0,262,69.58015267175573,0.08778625954198473,74.19847328244275,0.3053435114503817,31,130.0,27,29,138.9655172413793,27
3,4,1.9,3.5,2,6,1,152,67.10526315789474,0.07894736842105263,72.69736842105263,0.29605263157894735,17,120.0,15,16,127.49999999999999,15
3,4,2.0,3.5,2,6,0,211,75.87677725118483,0.0947867298578199,73.03317535545024,0.2938388625592417,22,90.45454545454545,20,21,94.76190476190476,20
3,4,2.0,3.5,2,6,1,119,72.10084033613445,0.08403361344537816,68.40336134453781,0.2689075630252101,10,0.0,10,10,0.0,10
3,4,2.1,3.5,2,6,0,159,80.31446540880503,0.09433962264150944,64.15094339622641,0.24528301886792453,18,110.55555555555556,16,17,117.05882352941177,16
3,4,2.1,3.5,2,6,1,95,84.0,0.09473684210526316,67.05263157894737,0.25263157894736843,8,0.0,8,8,0.0,8
3,4,2.2,3.5,2,6,0,121,69.25619834710743,0.0743801652892562,58.26446280991735,0.21487603305785125,9,0.0,9,9,0.0,9
3,4,2.2,3.5,2,6,1,77,78.18181818181819,0.07792207792207792,66.62337662337663,0.24675324675324675,4,0.0,4,4,0.0,4
3,5,1.7,3.5,2,6,0,365,71.26027397260273,0.09863013698630137,76.76712328767124,0.33424657534246577,48,83.95833333333333,44,46,87.60869565217392,44
3,5,1.7,3.5,2,6,1,209,65.74162679425838,0.0861244019138756,75.45454545454545,0.33014354066985646,24,85.0,22,23,88.69565217391305,22
3,5,1.8,3.5,2,6,0,316,66.04430379746834,0.08860759493670886,76.58227848101265,0.3259493670886076,41,98.29268292682927,37,39,103.33333333333334,37
3,5,1.8,3.5,2,6,1,182,64.3956043956044,0.08241758241758242,74.8901098901099,0.31868131868131866,22,92.72727272727272,20,21,97.14285714285714,20
3,5,1.9,3.5,2,6,0,264,69.05303030303031,0.08712121212121213,75.68181818181819,0.3106060606060606,31,130.0,27,29,138.9655172413793,27
3,5,1.9,3.5,2,6,1,152,67.10526315789474,0.07894736842105263,72.69736842105263,0.29605263157894735,17,120.0,15,16,127.49999999999999,15
3,5,2.0,3.5,2,6,0,213,75.16431924882629,0.09389671361502347,74.88262910798123,0.3004694835680751,22,90.45454545454545,20,21,94.76190476190476,20
3,5,2.0,3.5,2,6,1,119,72.10084033613445,0.08403361344537816,68.40336134453781,0.2689075630252101,10,0.0,10,10,0.0,10
3,5,2.1,3.5,2,6,0,161,79.3167701863354,0.09316770186335403,66.70807453416148,0.2546583850931677,18,110.55555555555556,16,17,117.05882352941177,16
3,5,2.1,3.5,2,6,1,95,84.0,0.09473684210526316,67.05263157894737,0.25263157894736843,8,0.0,8,8,0.0,8
3,5,2.2,3.5,2,6,0,123,68.130081300813,0.07317073170731707,61.70731707317073,0.22764227642276422,9,0.0,9,9,0.0,9
3,5,2.2,3.5,2,6,1,77,78.18181818181819,0.07792207792207792,66.62337662337663,0.24675324675324675,4,0.0,4,4,0.0,4
