場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,シュヴァルノワール,北村宏司,62.0,-177.0,188.0,106.0,-7.0,,172.0,5.0
中山,1,2,サンマルストロング,吉田豊　,-478.0,-812.0,205.0,-422.0,-1272.0,,-2779.0,10.0
中山,1,3,アウフヴィント,武藤雅　,-441.0,-644.0,-262.0,-727.0,-939.0,,-3013.0,11.0
中山,1,4,エピックサイクル,大野拓弥,-410.0,-593.0,-1332.0,378.0,485.0,,-1472.0,7.0
中山,1,5,モーニングマジック,三浦皇成,566.0,1497.0,1338.0,623.0,1109.0,,5133.0,2.0
中山,1,6,マオノギミック,上里直汰,,,,,,,,
中山,1,7,マイネルジーニアス,野中悠太,346.0,473.0,-243.0,-1354.0,-583.0,,-1361.0,6.0
中山,1,8,マーゴットビースト,菱田裕二,340.0,144.0,1607.0,520.0,1842.0,,4453.0,3.0
中山,1,9,シウダーエヴィータ,舟山瑠泉,,,,,,,,
中山,1,10,トウテイラン,丸田恭介,2211.0,-353.0,1727.0,840.0,1212.0,,5637.0,1.0
中山,1,11,ヨドノタイヨウ,小林凌大,398.0,-1225.0,-73.0,-596.0,-523.0,,-2019.0,8.0
中山,1,12,ロードソルスティス,横山武史,-311.0,69.0,-2911.0,-1160.0,-845.0,,-5158.0,12.0
中山,1,13,キタノブレイク,長浜鴻緒,-145.0,1492.0,-605.0,1851.0,254.0,,2847.0,4.0
中山,1,14,スペースリーガ,内田博幸,-617.0,-558.0,-1314.0,-3480.0,-1358.0,,-7327.0,13.0
中山,1,15,アクデニズ,江田照男,20.0,1213.0,-1634.0,-1190.0,-443.0,,-2034.0,9.0
中山,2,1,デルマプルート,木幡巧也,-820.0,715.0,298.0,-122.0,-432.0,,-361.0,9.0
中山,2,2,ハナナラツボミ,上里直汰,,,,,,,,
中山,2,3,ファストパスキー,横山琉人,-132.0,-1045.0,567.0,-1128.0,-563.0,,-2301.0,12.0
中山,2,4,サイモングリット,原優介　,-315.0,-4128.0,644.0,-1704.0,-1489.0,,-6992.0,14.0
中山,2,5,スリーローズマリー,谷原柚希,,,,,,,,
中山,2,6,グルナルーフス,宮崎北斗,4.0,81.0,484.0,55.0,-95.0,,529.0,6.0
中山,2,7,サマーツアー,嶋田純次,-414.0,-40.0,-372.0,61.0,-301.0,,-1066.0,10.0
中山,2,8,ガンハンマー,川田将雅,-165.0,-101.0,277.0,-315.0,186.0,,-118.0,8.0
中山,2,9,ルシード,野中悠太,346.0,473.0,-243.0,551.0,-583.0,,544.0,5.0
中山,2,10,ライブリブランコ,佐藤翔馬,1830.0,648.0,-199.0,802.0,465.0,,3546.0,2.0
中山,2,11,アルフィオーレ,丸田恭介,2211.0,-353.0,1727.0,706.0,1212.0,,5503.0,1.0
中山,2,12,アラスカフレイバー,戸崎圭太,-410.0,318.0,-1345.0,-943.0,203.0,,-2177.0,11.0
中山,2,13,カービスベイ,江田照男,20.0,1213.0,-1634.0,-1472.0,-443.0,,-2316.0,13.0
