場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,ストライプブルー,岩部純二,93.0,84.0,80.0,81.0,92.0,86.0,86.0,15.0
中山,1,2,バル,柴田大知,95.0,91.0,89.0,84.0,93.0,99.0,91.833,13.0
中山,1,3,ジャガーライズ,三浦皇成,103.0,108.0,104.0,101.0,104.0,112.0,105.333,3.0
中山,1,4,デアトゥノウ,黛弘人　,112.0,108.0,110.0,99.0,109.0,91.0,104.833,4.0
中山,1,5,ヴァイオスペース,丹内祐次,97.0,102.0,100.0,98.0,104.0,97.0,99.667,6.0
中山,1,6,サトノエスケープ,横山武史,99.0,100.0,92.0,95.0,98.0,92.0,96.0,10.0
中山,1,7,ドリームガッサン,津村明秀,102.0,105.0,100.0,106.0,99.0,92.0,100.667,5.0
中山,1,8,エクスプレスナイト,原優介　,99.0,84.0,102.0,96.0,95.0,85.0,93.5,11.0
中山,1,9,フクノエルデ,江田照男,100.0,111.0,89.0,89.0,95.0,77.0,93.5,11.0
中山,1,10,ダイコクヤタエモン,木幡巧也,96.0,103.0,101.0,100.0,98.0,94.0,98.667,9.0
中山,1,11,エコロバロン,菊沢一樹,102.0,115.0,108.0,112.0,108.0,116.0,110.167,1.0
中山,1,12,フレンチブラッサム,野中悠太,103.0,103.0,99.0,103.0,97.0,90.0,99.167,7.0
中山,1,13,オスロクィーン,石神深道,94.0,97.0,75.0,86.0,81.0,114.0,91.167,14.0
中山,1,14,カシノハンゾウ,上里直汰,,,,,,,,
中山,1,15,フックセンチョウ,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,140.0,106.833,2.0
中山,1,16,ベアゴーフォー,松岡正海,101.0,102.0,88.0,101.0,104.0,99.0,99.167,7.0
中山,2,1,ウォータースパウト,佐々木大,102.0,102.0,101.0,98.0,104.0,113.0,103.333,4.0
中山,2,2,ブリスフルイヤー,石田拓郎,21.0,108.0,95.0,93.0,90.0,90.0,82.833,15.0
中山,2,3,ライブリピュア,小林凌大,108.0,87.0,99.0,93.0,97.0,92.0,96.0,11.0
中山,2,4,オリエンタルガール,横山琉人,99.0,93.0,103.0,106.0,97.0,101.0,99.833,7.0
中山,2,5,ルミテュット,内田博幸,97.0,97.0,96.0,83.0,94.0,88.0,92.5,14.0
中山,2,6,イサチルクイーン,木幡初也,109.0,93.0,93.0,90.0,102.0,86.0,95.5,13.0
中山,2,7,リュウノプティ,上里直汰,,,,,,,,
中山,2,8,アンファール,黛弘人　,112.0,108.0,110.0,108.0,109.0,91.0,106.333,3.0
中山,2,9,ディレクティオ,丹内祐次,97.0,102.0,100.0,107.0,104.0,97.0,101.167,5.0
中山,2,10,キタノマテンロウ,菊沢一樹,102.0,115.0,108.0,106.0,108.0,116.0,109.167,1.0
中山,2,11,エンゼルランプ,嶋田純次,93.0,99.0,95.0,97.0,97.0,101.0,97.0,9.0
中山,2,12,ラングドシャ,石橋脩　,97.0,98.0,107.0,91.0,95.0,114.0,100.333,6.0
中山,2,13,レイナロハルンバ,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,140.0,109.0,2.0
中山,2,14,フォルマシオン,横山武史,99.0,100.0,92.0,97.0,98.0,92.0,96.333,10.0
中山,2,15,パルミエ,丸山元気,102.0,98.0,95.0,96.0,94.0,111.0,99.333,8.0
中山,2,16,ゴールドソシアル,武藤雅　,95.0,94.0,99.0,94.0,94.0,99.0,95.833,12.0
中山,3,1,ロジキセキ,野中悠太,103.0,103.0,99.0,92.0,97.0,90.0,97.333,7.0
中山,3,2,トーセンブリラーレ,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,140.0,109.0,1.0
中山,3,3,カフェラジェム,横山和生,106.0,96.0,103.0,104.0,106.0,104.0,103.167,2.0
中山,3,4,エラルディーク,丹内祐次,97.0,102.0,100.0,107.0,104.0,97.0,101.167,3.0
中山,3,5,クリムゾンリーフ,上里直汰,,,,,,,,
中山,3,6,ザンテソーロ,原優介　,99.0,84.0,102.0,99.0,95.0,85.0,94.0,10.0
中山,3,7,スノースコール,木幡巧也,96.0,103.0,101.0,101.0,98.0,94.0,98.833,5.0
中山,3,8,セブンワンダーズ,横山琉人,99.0,93.0,103.0,106.0,97.0,101.0,99.833,4.0
中山,3,9,ミアエッテ,松岡正海,101.0,102.0,88.0,98.0,104.0,99.0,98.667,6.0
中山,3,10,キセログラフィカ,横山武史,99.0,100.0,92.0,97.0,98.0,92.0,96.333,8.0
中山,3,11,パテントプール,内田博幸,97.0,97.0,96.0,83.0,94.0,88.0,92.5,11.0
中山,3,12,サンタピア,柴田大知,95.0,91.0,89.0,98.0,93.0,99.0,94.167,9.0
中山,4,1,スマートクオーレ,柴田大知,95.0,90.0,89.0,91.0,93.0,99.0,92.833,9.0
中山,4,2,アルデツヨシ,江田照男,100.0,74.0,89.0,97.0,95.0,77.0,88.667,11.0
中山,4,3,ブレイクザアイス,黛弘人　,112.0,112.0,110.0,123.0,109.0,91.0,109.5,1.0
中山,4,4,ファミーユウルーズ,武藤雅　,95.0,91.0,99.0,107.0,94.0,99.0,97.5,6.0
中山,4,5,ウインイメル,佐々木大,102.0,104.0,101.0,96.0,104.0,113.0,103.333,3.0
中山,4,6,マウントバーノン,木幡巧也,96.0,91.0,101.0,66.0,98.0,94.0,91.0,10.0
中山,4,7,カイトヴィント,石神深道,94.0,60.0,75.0,21.0,81.0,114.0,74.167,12.0
中山,4,8,チビノシエラザード,菊沢一樹,102.0,101.0,108.0,102.0,108.0,116.0,106.167,2.0
中山,4,9,ロードアフェット,大野拓弥,98.0,98.0,95.0,88.0,101.0,98.0,96.333,7.0
中山,4,10,リボルトバレット,遠藤汰月,,,,,,,,
中山,4,11,キャストロププ,丹内祐次,97.0,108.0,100.0,111.0,104.0,97.0,102.833,4.0
中山,4,12,フォレストゲート,原優介　,99.0,108.0,102.0,119.0,95.0,85.0,101.333,5.0
中山,4,13,ステイアンビシャス,松岡正海,101.0,88.0,88.0,91.0,104.0,99.0,95.167,8.0
中山,5,1,モナート,原田和真,76.0,183.0,115.0,119.0,90.0,,116.6,1.0
中山,5,2,イヌボウノサザナミ,菊沢一樹,102.0,114.0,110.0,112.0,108.0,,109.2,2.0
中山,5,3,トルークマクト,吉田隼人,102.0,80.0,96.0,91.0,96.0,,93.0,11.0
中山,5,4,ブレイヴソルジャー,石田拓郎,21.0,40.0,70.0,80.0,90.0,,60.2,16.0
中山,5,5,ウインシャリーフ,石神深道,94.0,21.0,79.0,86.0,81.0,,72.2,14.0
中山,5,6,ゴーゴーパンチ,菅原隆一,21.0,137.0,54.0,74.0,30.0,,63.2,15.0
中山,5,7,タッカーヴァンバン,吉田豊　,97.0,103.0,94.0,99.0,93.0,,97.2,10.0
中山,5,8,キタノタイキ,小林脩斗,91.0,104.0,72.0,97.0,90.0,,90.8,13.0
中山,5,9,ハートチャン,横山琉人,99.0,118.0,93.0,93.0,97.0,,100.0,6.0
中山,5,10,ココナッツコースト,戸崎圭太,98.0,93.0,100.0,98.0,101.0,,98.0,8.0
中山,5,11,ヴァルカンテソーロ,柴田大知,95.0,96.0,92.0,84.0,93.0,,92.0,12.0
中山,5,12,デイトナチャンプ,横山武史,99.0,96.0,100.0,95.0,98.0,,97.6,9.0
中山,5,13,レガリーノ,津村明秀,102.0,108.0,104.0,106.0,99.0,,103.8,3.0
中山,5,14,スプリングドリーム,菅原明良,96.0,95.0,100.0,104.0,99.0,,98.8,7.0
中山,5,15,アステリアート,難波剛健,113.0,257.0,42.0,75.0,21.0,,101.6,5.0
中山,5,16,エスシーケイミー,大野拓弥,98.0,101.0,107.0,102.0,101.0,,101.8,4.0
中山,6,1,ギルドホール,杉原誠人,103.0,95.0,107.0,103.0,103.0,,102.2,6.0
中山,6,2,キンググローリー,菅原明良,96.0,104.0,100.0,98.0,99.0,,99.4,11.0
中山,6,3,マイネルミラケル,原優介　,99.0,84.0,91.0,99.0,95.0,,93.6,16.0
中山,6,4,プレイザリード,横山武史,99.0,100.0,100.0,97.0,98.0,,98.8,13.0
中山,6,5,ナハトナナレオン,内田博幸,97.0,97.0,90.0,83.0,94.0,,92.2,17.0
中山,6,6,マーゴットライズ,菊沢一樹,102.0,115.0,110.0,106.0,108.0,,108.2,1.0
中山,6,7,サトノワーグナー,三浦皇成,103.0,108.0,99.0,102.0,104.0,,103.2,4.0
中山,6,8,ポポラヴィスタ,長浜鴻緒,99.0,107.0,103.0,109.0,101.0,,103.8,2.0
中山,6,9,クオンタムスター,佐々木大,102.0,102.0,103.0,98.0,104.0,,101.8,7.0
中山,6,10,ウィロークリーク,横山和生,106.0,96.0,102.0,104.0,106.0,,102.8,5.0
中山,6,11,レディトゥランブル,石神深道,94.0,97.0,79.0,53.0,81.0,,80.8,18.0
中山,6,12,イモータリス,石川裕紀,108.0,97.0,99.0,100.0,101.0,,101.0,9.0
中山,6,13,アッパーウォーター,津村明秀,102.0,105.0,104.0,96.0,99.0,,101.2,8.0
中山,6,14,マイネルゼーロス,横山琉人,99.0,93.0,93.0,106.0,97.0,,97.6,14.0
中山,6,15,イブキ,戸崎圭太,98.0,101.0,100.0,99.0,101.0,,99.8,10.0
中山,6,16,マイネルリーヒム,丹内祐次,97.0,102.0,107.0,107.0,104.0,,103.4,3.0
中山,6,17,ボグラーモデル,柴田大知,95.0,91.0,92.0,98.0,93.0,,93.8,15.0
中山,6,18,ラスターヴァース,木幡巧也,96.0,103.0,97.0,101.0,98.0,,99.0,12.0
中山,7,1,コスモエルヴァル,丹内祐次,97.0,108.0,107.0,107.0,104.0,,104.6,1.0
中山,7,2,ステラスペース,武藤雅　,95.0,91.0,82.0,94.0,94.0,,91.2,9.0
中山,7,3,アンソニー,津村明秀,102.0,95.0,104.0,96.0,99.0,,99.2,4.0
中山,7,4,ヒシアムルーズ,佐々木大,102.0,104.0,103.0,98.0,104.0,,102.2,2.0
中山,7,5,サンブライト,横山武史,99.0,93.0,100.0,97.0,98.0,,97.4,7.0
中山,7,6,セヴェロ,菅原明良,96.0,97.0,100.0,98.0,99.0,,98.0,6.0
中山,7,7,チャリングクロス,内田博幸,97.0,90.0,90.0,83.0,94.0,,90.8,10.0
中山,7,8,フロレセール,戸崎圭太,98.0,98.0,100.0,99.0,101.0,,99.2,4.0
中山,7,9,ユメシルベ,柴田大知,95.0,90.0,92.0,98.0,93.0,,93.6,8.0
中山,7,10,ストロングエース,横山琉人,99.0,105.0,93.0,106.0,97.0,,100.0,3.0
中山,8,1,クラウンセト,草野太郎,77.0,111.0,,,,,94.0,7.0
中山,8,2,コパノニコルソン,小牧加矢,124.0,99.0,,,,,111.5,3.0
中山,8,3,ソルアマゾン,難波剛健,113.0,100.0,,,,,106.5,4.0
中山,8,4,ヘザルフェン,森一馬　,143.0,100.0,,,,,121.5,2.0
中山,8,5,コンテナワールド,井上敏樹,51.0,139.0,,,,,95.0,6.0
中山,8,6,フォージドブリック,大江原圭,98.0,79.0,,,,,88.5,8.0
中山,8,7,ディナースタ,高田潤　,63.0,105.0,,,,,84.0,9.0
中山,8,8,デシマルサーガ,上野翔　,114.0,93.0,,,,,103.5,5.0
