場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
中山,1,1,ストライプブルー,中川公成,-942,164,6.0,978,830,-603,,433.0,866.0,5.0
中山,1,2,バル,武市康男,-1023,-1958,-2850.0,-1117,-1071,-1611,,-1185.0,-10815.0,16.0
中山,1,3,ジャガーライズ,伊藤圭三,-2234,-1193,995.0,471,133,-756,,226.0,-2358.0,11.0
中山,1,4,デアトゥノウ,田島俊明,-8,-1166,409.0,-351,-504,137,,224.0,-1259.0,10.0
中山,1,5,ヴァイオスペース,黒岩陽一,-20,-325,-15.0,300,128,-71,789.0,-1256.0,-470.0,6.0
中山,1,6,サトノエスケープ,久保田貴,-282,-478,507.0,-465,-36,-453,,254.0,-953.0,8.0
中山,1,7,ドリームガッサン,鈴木伸尋,-776,580,-376.0,660,-657,-506,,98.0,-977.0,9.0
中山,1,8,エクスプレスナイト,青木孝文,-34,100,-187.0,214,-134,1195,,-194.0,960.0,4.0
中山,1,9,フクノエルデ,田中剛　,-341,276,882.0,1137,345,361,-507.0,337.0,2490.0,3.0
中山,1,10,ダイコクヤタエモン,牧光二　,-797,-560,-886.0,-675,-1018,-312,-659.0,-472.0,-5379.0,12.0
中山,1,11,エコロバロン,菊沢隆徳,-382,-11,-166.0,-123,949,-625,,-388.0,-746.0,7.0
中山,1,12,フレンチブラッサム,柄崎将寿,-576,-1650,-1258.0,-1177,-1779,-1044,,-792.0,-8276.0,14.0
中山,1,13,オスロクィーン,武井亮　,122,530,1067.0,465,451,211,-419.0,482.0,2909.0,2.0
中山,1,14,カシノハンゾウ,蛯名利弘,-1508,-2548,-1315.0,-853,-1098,-1296,,-808.0,-9426.0,15.0
中山,1,15,フックセンチョウ,佐藤吉勝,-1287,-1569,-744.0,-2049,335,-1333,,101.0,-6546.0,13.0
中山,1,16,ベアゴーフォー,杉浦宏昭,324,815,245.0,108,929,1516,,-706.0,3231.0,1.0
中山,2,1,ウォータースパウト,小笠倫弘,-292,-817,-235.0,-863,-1203,-311,,91.0,-3630.0,9.0
中山,2,2,ブリスフルイヤー,新開幸一,-66,-616,-716.0,-1036,-1020,-628,,-188.0,-4270.0,11.0
中山,2,3,ライブリピュア,尾形和幸,-577,-431,-1654.0,-1011,-3,-968,,-1241.0,-5885.0,13.0
中山,2,4,オリエンタルガール,相沢郁　,479,-947,-696.0,-1752,-1087,-129,,-456.0,-4588.0,12.0
中山,2,5,ルミテュット,萩原清　,-238,588,257.0,381,321,107,,227.0,1643.0,6.0
中山,2,6,イサチルクイーン,竹内正洋,541,1074,451.0,134,-388,397,,-312.0,1897.0,5.0
中山,2,7,リュウノプティ,伊坂重信,-1332,-496,-845.0,-1049,-1180,-1936,-649.0,-912.0,-8399.0,14.0
中山,2,8,アンファール,和田雄二,-934,902,-1889.0,961,-1879,-638,,-544.0,-4021.0,10.0
中山,2,9,ディレクティオ,金成貴史,453,915,1978.0,-86,1100,181,,588.0,5129.0,1.0
中山,2,10,キタノマテンロウ,萱野浩二,1875,877,-114.0,-704,321,370,,1243.0,3868.0,3.0
中山,2,11,エンゼルランプ,武市康男,-1023,-1958,-2850.0,-1117,-1384,-1611,,-1185.0,-11128.0,15.0
中山,2,12,ラングドシャ,上原佑紀,956,-468,1014.0,220,900,1493,-295.0,515.0,4335.0,2.0
中山,2,13,レイナロハルンバ,加藤和宏,-475,-1296,-1698.0,-334,-3048,-3341,-2205.0,-212.0,-12609.0,16.0
中山,2,14,フォルマシオン,菊沢隆徳,-382,-11,-166.0,-123,-791,-625,,-388.0,-2486.0,7.0
中山,2,15,パルミエ,宮田敬介,-914,-125,-845.0,360,-436,-1153,,-506.0,-3619.0,8.0
中山,2,16,ゴールドソシアル,武藤善則,327,1210,-130.0,707,-389,824,,304.0,2853.0,4.0
中山,3,1,ロジキセキ,新開幸一,-66,-616,-716.0,-1036,-1020,-628,-322.0,-188.0,-4592.0,11.0
中山,3,2,トーセンブリラーレ,小笠倫弘,-292,-817,-235.0,-863,-1203,-311,,91.0,-3630.0,10.0
中山,3,3,カフェラジェム,柄崎将寿,-576,-1650,-1258.0,-1177,-367,-1044,,-792.0,-6864.0,12.0
中山,3,4,エラルディーク,宮田敬介,-914,-125,-845.0,360,-436,-1153,,-506.0,-3619.0,9.0
中山,3,5,クリムゾンリーフ,加藤士津,1792,-260,1667.0,-691,1245,887,,1008.0,5648.0,1.0
中山,3,6,ザンテソーロ,畠山吉宏,1572,160,1497.0,49,641,1381,,-292.0,5008.0,2.0
中山,3,7,スノースコール,加藤征弘,-427,466,-674.0,-191,-252,-552,,396.0,-1234.0,7.0
中山,3,8,セブンワンダーズ,斎藤誠　,241,738,320.0,50,-1459,327,,7.0,224.0,5.0
中山,3,9,ミアエッテ,田中剛　,-341,276,882.0,1137,731,361,,337.0,3383.0,3.0
中山,3,10,キセログラフィカ,大和田成,-921,706,313.0,230,-1868,-1393,-218.0,-77.0,-3228.0,8.0
中山,3,11,パテントプール,萩原清　,-238,588,257.0,381,321,107,,227.0,1643.0,4.0
中山,3,12,サンタピア,松山将樹,-1129,646,177.0,-615,539,-565,,408.0,-539.0,6.0
中山,4,1,スマートクオーレ,粕谷昌央,900,-3190,-139.0,-769,378,-457,,-279.0,-3556.0,7.0
中山,4,2,アルデツヨシ,田中剛　,-341,730,882.0,123,62,361,,337.0,2154.0,2.0
中山,4,3,ブレイクザアイス,森一誠　,281,-1016,740.0,-575,-125,554,,1166.0,1025.0,4.0
中山,4,4,ファミーユウルーズ,武藤善則,327,-71,-130.0,-343,120,824,643.0,304.0,1674.0,3.0
中山,4,5,ウインイメル,深山雅史,1757,-124,130.0,247,181,821,-113.0,-56.0,2843.0,1.0
中山,4,6,マウントバーノン,戸田博文,135,-1419,-510.0,-329,115,-207,,135.0,-2080.0,6.0
中山,4,7,カイトヴィント,和田雄二,-934,-2566,-1889.0,-674,49,-638,,-544.0,-7196.0,13.0
中山,4,8,チビノシエラザード,和田勇介,131,-451,-208.0,410,-232,171,,-218.0,-397.0,5.0
中山,4,9,ロードアフェット,高柳瑞樹,-343,-1777,-865.0,-434,-30,-319,,-256.0,-4024.0,8.0
中山,4,10,リボルトバレット,伊藤伸一,-208,-235,-2874.0,-501,-192,-1675,,-1071.0,-6756.0,12.0
中山,4,11,キャストロププ,尾形和幸,-577,-199,-1654.0,-68,151,-968,,-1241.0,-4556.0,11.0
中山,4,12,フォレストゲート,小手川準,-205,-288,-155.0,-93,-436,-1352,129.0,-1749.0,-4149.0,10.0
中山,4,13,ステイアンビシャス,堀内岳志,-656,-1716,-828.0,-460,-255,-512,,288.0,-4139.0,9.0
中山,5,1,モナート,松山将樹,-1129,-246,250.0,-615,-150,-565,,,-2455.0,13.0
中山,5,2,イヌボウノサザナミ,大和田成,-921,31,-11.0,230,1468,-1393,,,-596.0,6.0
中山,5,3,トルークマクト,福永祐一,736,-713,969.0,1884,804,1506,,,5186.0,1.0
中山,5,4,ブレイヴソルジャー,新開幸一,-66,399,-721.0,-1036,-323,-628,,,-2375.0,12.0
