場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
函館,1,1,フリアフロリダ,北村友一,1023.0,1113.0,738.0,-119.0,1825.0,,4580.0,4.0
函館,1,2,ブラックティンカー,吉田隼人,0.0,-220.0,-533.0,-978.0,-649.0,,-2380.0,9.0
函館,1,3,クレドール,原田和真,0.0,-3300.0,892.0,1371.0,-662.0,,-1699.0,8.0
函館,1,4,ファリア,古川奈穂,29.0,-1108.0,-646.0,-977.0,-1283.0,,-3985.0,11.0
函館,1,5,ゴールドサニーデイ,藤岡佑介,-98.0,1701.0,1203.0,597.0,2795.0,,6198.0,3.0
函館,1,6,フィリグラン,原優介　,-4128.0,-2557.0,-1704.0,-1489.0,,,-9878.0,14.0
函館,1,7,ワタシマツワ,小林美駒,-1293.0,-1267.0,195.0,-935.0,-896.0,,-4196.0,12.0
函館,1,8,デルタニュートラル,上里直汰,,,,,,,,
函館,1,9,ロネット,長浜鴻緒,825.0,1492.0,629.0,-1080.0,254.0,,2120.0,6.0
函館,1,10,ルブリアン,鷲頭虎太,81.0,365.0,463.0,1391.0,1056.0,,3356.0,5.0
函館,1,11,グッバイウェーブ,横山武史,312.0,69.0,-190.0,-1784.0,-845.0,,-2438.0,10.0
函館,1,12,グリフォン,鮫島克駿,278.0,2077.0,1501.0,686.0,4053.0,,8595.0,1.0
函館,1,13,ユウグレ,舟山瑠泉,,,,,,,,
函館,1,14,アドバンスオーセン,川端海翼,1491.0,-2206.0,-19.0,1647.0,-137.0,,776.0,7.0
函館,1,15,ニシノコイブミ,武豊　　,-209.0,-700.0,-1575.0,-765.0,-1109.0,,-4358.0,13.0
函館,1,16,シルフラ,佐々木大,1930.0,537.0,1146.0,2205.0,2169.0,,7987.0,2.0
函館,2,1,メイショウホダワラ,丹内祐次,1210.0,665.0,-92.0,-600.0,3082.0,,4265.0,3.0
函館,2,2,エイシンカリス,川又賢治,-80.0,-233.0,-28.0,242.0,-557.0,,-656.0,5.0
函館,2,3,キムケンフォトン,吉田隼人,0.0,-220.0,-385.0,-978.0,-649.0,,-2232.0,6.0
函館,2,4,テーオーテバルディ,和田陽希,,,,,,,,
函館,2,5,デンリッレハウエル,鮫島克駿,278.0,2077.0,2133.0,686.0,4053.0,,9227.0,1.0
函館,2,6,グランシャット,上里直汰,,,,,,,,
函館,2,7,バースフラワー,小林美駒,-1293.0,-1267.0,-1549.0,-935.0,-896.0,,-5940.0,9.0
函館,2,8,エファセデリエール,佐々木大,1930.0,537.0,468.0,2205.0,2169.0,,7309.0,2.0
函館,2,9,フォレストオール,長浜鴻緒,825.0,1492.0,-605.0,-1080.0,254.0,,886.0,4.0
函館,2,10,ハイエンドモデル,武藤雅　,-644.0,-262.0,-1816.0,-939.0,,,-3661.0,7.0
函館,2,11,サトミノマリア,舟山瑠泉,,,,,,,,
函館,2,12,テーオーシュターデ,橋木太希,-775.0,-1734.0,1421.0,-3140.0,,,-4228.0,8.0
函館,3,1,キンセンオー,和田陽希,,,,,,,,
函館,3,2,ヴィータレヴィス,北村友一,1023.0,1113.0,16.0,511.0,1825.0,,4488.0,2.0
函館,3,3,トモジャイブ,古川吉洋,-940.0,505.0,-1488.0,865.0,412.0,,-646.0,8.0
函館,3,4,フルセンド,松本大輝,81.0,177.0,336.0,-554.0,710.0,,750.0,7.0
函館,3,5,インターステラ,長浜鴻緒,825.0,1492.0,-605.0,1851.0,254.0,,3817.0,4.0
函館,3,6,オドラニャソンソン,舟山瑠泉,,,,,,,,
函館,3,7,デルマイオ,鷲頭虎太,81.0,365.0,710.0,36.0,1056.0,,2248.0,6.0
函館,3,8,ナルサー,小林美駒,-1293.0,-1267.0,-1549.0,-339.0,-896.0,,-5344.0,10.0
函館,3,9,メイショウタイピン,横山和生,-319.0,-784.0,896.0,1072.0,2261.0,,3126.0,5.0
函館,3,10,サンライズバレット,鮫島克駿,278.0,2077.0,2133.0,2828.0,4053.0,,11369.0,1.0
函館,3,11,レヴァンティス,佐々木大,1930.0,537.0,468.0,-818.0,2169.0,,4286.0,3.0
函館,3,12,ニホンピロカスター,森田誠也,,,,,,,,
函館,3,13,ジョードリウム,横山武史,312.0,69.0,-2911.0,-1160.0,-845.0,,-4535.0,9.0
函館,4,1,マナミン,橋木太希,-775.0,1875.0,-2176.0,-3140.0,,,-4216.0,11.0
函館,4,2,メイショウキンタイ,武豊　　,-209.0,-700.0,-1575.0,-777.0,-1109.0,,-4370.0,12.0
函館,4,3,カリータフェリス,小林美駒,-1293.0,-1267.0,195.0,-339.0,-896.0,,-3600.0,10.0
函館,4,4,キタノアンシェル,佐々木大,1930.0,537.0,1146.0,-818.0,2169.0,,4964.0,6.0
函館,4,5,ウインイルネージュ,丹内祐次,1210.0,665.0,3364.0,3048.0,3082.0,,11369.0,1.0
函館,4,6,ドルチェリターン,北村友一,1023.0,1113.0,738.0,511.0,1825.0,,5210.0,4.0
函館,4,7,スリーセンス,横山武史,312.0,69.0,-190.0,-1160.0,-845.0,,-1814.0,9.0
函館,4,8,アルファシリウス,川端海翼,1491.0,-2206.0,-19.0,-883.0,-137.0,,-1754.0,8.0
函館,4,9,ダイハッシュウ,森田誠也,,,,,,,,
函館,4,10,セブンスプリングス,舟山瑠泉,,,,,,,,
函館,4,11,コンスピラシー,長浜鴻緒,825.0,1492.0,629.0,1851.0,254.0,,5051.0,5.0
函館,4,12,アオイタケル,藤岡佑介,-98.0,1701.0,1203.0,2245.0,2795.0,,7846.0,3.0
函館,4,13,ヤマニンヒストリア,鮫島克駿,278.0,2077.0,1501.0,2828.0,4053.0,,10737.0,2.0
函館,4,14,クラウドプリーザー,横山和生,-319.0,-784.0,531.0,1072.0,2261.0,,2761.0,7.0
函館,4,15,ノボリユーミン,柴田裕一,-1251.0,-3832.0,-4352.0,-2814.0,,,-12249.0,13.0
函館,4,16,アウルムレガリア,上里直汰,,,,,,,,
函館,5,1,ワンインザスカイ,横山武史,312.0,-313.0,-190.0,-1784.0,-845.0,,-2820.0,10.0
函館,5,2,ステイフリー,小林美駒,-1293.0,-94.0,195.0,-935.0,-896.0,,-3023.0,12.0
函館,5,3,アルティオーラ,長浜鴻緒,825.0,-1682.0,629.0,-1080.0,254.0,,-1054.0,9.0
函館,5,4,トウカイマシェリ,鮫島克駿,278.0,1508.0,1501.0,686.0,4053.0,,8026.0,2.0
函館,5,5,セレーノ,武豊　　,-209.0,-384.0,-1575.0,-765.0,-1109.0,,-4042.0,13.0
函館,5,6,プレセピオ,岩田康誠,-471.0,-342.0,-815.0,-1325.0,-66.0,,-3019.0,11.0
函館,5,7,モルトカリーナ,柴田大知,-233.0,-1410.0,-2932.0,-1268.0,,,-5843.0,15.0
函館,5,8,ワイズギャング,古川吉洋,-940.0,-455.0,2441.0,1137.0,412.0,,2595.0,8.0
函館,5,9,シャインフォーミー,丹内祐次,1210.0,-1273.0,3364.0,-600.0,3082.0,,5783.0,3.0
函館,5,10,ブラックチャリス,浜中俊　,127.0,583.0,1385.0,448.0,990.0,,3533.0,4.0
函館,5,11,ショウナンカリス,北村友一,1023.0,9.0,738.0,-119.0,1825.0,,3476.0,5.0
函館,5,12,ハチハチローズ,川端海翼,1491.0,98.0,-19.0,1647.0,-137.0,,3080.0,7.0
函館,5,13,トーセンライティア,原田和真,0.0,1654.0,892.0,1371.0,-662.0,,3255.0,6.0
函館,5,14,スノーランス,佐々木大,1930.0,1125.0,1146.0,2205.0,2169.0,,8575.0,1.0
函館,5,15,ラインカシウス,武藤雅　,-112.0,-2112.0,-1816.0,-939.0,,,-4979.0,14.0
函館,6,1,スターオブロンドン,古川奈穂,29.0,63.0,-791.0,-977.0,-1283.0,,-2959.0,8.0
函館,6,2,ジェム,鮫島克駿,278.0,1508.0,2133.0,686.0,4053.0,,8658.0,1.0
函館,6,3,リオマダムレッド,小林美駒,-1293.0,-94.0,-1549.0,-935.0,-896.0,,-4767.0,9.0
函館,6,4,タイセイガナール,長浜鴻緒,825.0,-1682.0,-605.0,-1080.0,254.0,,-2288.0,7.0
函館,6,5,トーセンクリステル,原田和真,0.0,1654.0,-384.0,1371.0,-662.0,,1979.0,5.0
函館,6,6,ラブミーヘンリー,古川吉洋,-940.0,-455.0,-1488.0,1137.0,412.0,,-1334.0,6.0
函館,6,7,ワイドアルバ,丹内祐次,1210.0,-1273.0,-92.0,-600.0,3082.0,,2327.0,4.0
函館,6,8,ディオスデルマール,荻野琢真,466.0,-242.0,326.0,2136.0,1665.0,,4351.0,3.0
函館,6,9,ウレシイゴサン,佐々木大,1930.0,1125.0,468.0,2205.0,2169.0,,7897.0,2.0
函館,7,1,オントゥザステージ,舟山瑠泉,,,,,,,,
函館,7,2,スイートフェアリー,鷲頭虎太,81.0,365.0,463.0,36.0,1056.0,,2001.0,9.0
函館,7,3,エムティヒララ,柴田裕一,-1251.0,-3832.0,-4352.0,-2814.0,,,-12249.0,14.0
函館,7,4,ハートメテオ,鮫島克駿,278.0,2077.0,1501.0,2828.0,4053.0,,10737.0,1.0
函館,7,5,デルマケセラセラ,横山和生,-319.0,-784.0,531.0,1072.0,2261.0,,2761.0,8.0
函館,7,6,グラツィオーソ,柴田大知,-1585.0,-1410.0,-369.0,-1268.0,,,-4632.0,13.0
函館,7,7,サトノビエント,北村友一,1023.0,1113.0,738.0,511.0,1825.0,,5210.0,4.0
函館,7,8,ユナホークパワー,黛弘人　,-117.0,1090.0,383.0,1440.0,2516.0,,5312.0,3.0
函館,7,9,ピースオブライツ,藤岡佑介,-98.0,1701.0,1203.0,2245.0,2795.0,,7846.0,2.0
函館,7,10,ディアイライザ,上里直汰,,,,,,,,
函館,7,11,シフグナーデ,小林美駒,-1293.0,-1267.0,195.0,-339.0,-896.0,,-3600.0,11.0
函館,7,12,パーフェクトパール,佐々木大,1930.0,537.0,1146.0,-818.0,2169.0,,4964.0,6.0
函館,7,13,ホウオウハナビ,長浜鴻緒,825.0,1492.0,629.0,1851.0,254.0,,5051.0,5.0
函館,7,14,ピンクパラダイス,荻野琢真,466.0,1474.0,1251.0,52.0,1665.0,,4908.0,7.0
函館,7,15,ソレエスピアージャ,武豊　　,-209.0,-700.0,-1575.0,-777.0,-1109.0,,-4370.0,12.0
函館,7,16,フューチャーファン,横山武史,312.0,69.0,-190.0,-1160.0,-845.0,,-1814.0,10.0
函館,8,1,ヒメカミノイタダキ,和田陽希,,,,,,,,
函館,8,2,サウンドモリアーナ,武豊　　,-209.0,-382.0,40.0,-765.0,-1109.0,,-2425.0,8.0
函館,8,3,オンマガトオル,横山和生,-319.0,415.0,896.0,109.0,2261.0,,3362.0,4.0
函館,8,4,スイッチオン,長浜鴻緒,825.0,-241.0,-605.0,-1080.0,254.0,,-847.0,7.0
函館,8,5,レジュークレール,原優介　,2126.0,644.0,-1704.0,-1489.0,,,-423.0,5.0
函館,8,6,ナリノエンブレム,丹内祐次,1210.0,3505.0,-92.0,-600.0,3082.0,,7105.0,1.0
函館,8,7,モンシェリ,鮫島克駿,278.0,-343.0,2133.0,686.0,4053.0,,6807.0,2.0
函館,8,8,タミゼ,荻野琢真,466.0,203.0,326.0,2136.0,1665.0,,4796.0,3.0
函館,8,9,ブルドッグキング,舟山瑠泉,,,,,,,,
函館,8,10,ホーリーブライト,川又賢治,-80.0,-150.0,-28.0,242.0,-557.0,,-573.0,6.0
函館,8,11,ゲッティン,古川奈穂,29.0,-388.0,-791.0,-977.0,-1283.0,,-3410.0,9.0
函館,8,12,テイエムタリスマ,小林美駒,-1293.0,-362.0,-1549.0,-935.0,-896.0,,-5035.0,10.0
函館,9,1,ナムラトロム,吉田隼人,0.0,-339.0,-533.0,-978.0,-649.0,,-2499.0,6.0
函館,9,2,アルマロクザン,松岡正海,1482.0,-2184.0,1912.0,213.0,965.0,,2388.0,4.0
函館,9,3,ブラヴィーノ,長浜鴻緒,825.0,-241.0,629.0,-1080.0,254.0,,387.0,5.0
函館,9,4,カウスリップ,横山和生,-319.0,415.0,531.0,109.0,2261.0,,2997.0,3.0
函館,9,5,ラブディーヴァ,武豊　　,-209.0,-382.0,-1575.0,-765.0,-1109.0,,-4040.0,8.0
函館,9,6,ジーティーポライト,上里直汰,,,,,,,,
函館,9,7,ミクストベリーズ,横山武史,312.0,-1919.0,-190.0,-1784.0,-845.0,,-4426.0,9.0
函館,9,8,スプリングデイ,黛弘人　,-117.0,2117.0,383.0,-86.0,2516.0,,4813.0,2.0
函館,9,9,マキシマムドライブ,丹内祐次,1210.0,3505.0,3364.0,-600.0,3082.0,,10561.0,1.0
函館,9,10,ヒラボクカレラ,岩田康誠,-471.0,-406.0,-815.0,-1325.0,-66.0,,-3083.0,7.0
函館,10,1,ペリプルス,柴田大知,-1272.0,-1410.0,-88.0,-1268.0,,,-4038.0,8.0
函館,10,2,イゾレエオリア,佐々木大,1930.0,1173.0,1146.0,-150.0,2169.0,,6268.0,2.0
函館,10,3,ビッグベルーガ,松岡正海,1482.0,-2184.0,1912.0,-169.0,965.0,,2006.0,6.0
函館,10,4,ローレルオーブ,鮫島克駿,278.0,-343.0,1501.0,-53.0,4053.0,,5436.0,3.0
函館,10,5,マイファミリー,黛弘人　,-117.0,2117.0,383.0,338.0,2516.0,,5237.0,4.0
函館,10,6,マハートマーベル,丹内祐次,1210.0,3505.0,3364.0,621.0,3082.0,,11782.0,1.0
函館,10,7,オロスコピオ,原優介　,2126.0,-2557.0,448.0,-1489.0,,,-1472.0,7.0
函館,10,8,オールデュスヴラン,北村友一,1023.0,274.0,738.0,285.0,1825.0,,4145.0,5.0
函館,11,1,シックザイン,武藤雅　,-1078.0,-2112.0,-1816.0,-939.0,,,-5945.0,15.0
函館,11,2,タイキエクセロン,国分恭介,0.0,1735.0,853.0,1811.0,1786.0,,6185.0,3.0
函館,11,3,マルプリ,原優介　,2126.0,-2557.0,-1704.0,-1489.0,,,-3624.0,13.0
函館,11,4,スクルプトーリス,泉谷楓真,0.0,460.0,323.0,-42.0,353.0,,1094.0,10.0
函館,11,5,ゴールドサーベル,武豊　　,-209.0,-382.0,-1575.0,-765.0,-1109.0,,-4040.0,14.0
函館,11,6,マイネルビジョン,松岡正海,1482.0,-2184.0,1912.0,213.0,965.0,,2388.0,8.0
函館,11,7,エヴァンスウィート,鮫島克駿,278.0,-343.0,1501.0,686.0,4053.0,,6175.0,4.0
函館,11,8,ルージュシュエット,吉田隼人,0.0,-339.0,-533.0,-978.0,-649.0,,-2499.0,11.0
函館,11,9,ゴキゲンサン,岩田康誠,-471.0,-406.0,-815.0,-1325.0,-66.0,,-3083.0,12.0
函館,11,10,スミレファースト,丹内祐次,1210.0,3505.0,3364.0,-600.0,3082.0,,10561.0,1.0
函館,11,11,アイオブザストーム,古川吉洋,-940.0,33.0,2441.0,1137.0,412.0,,3083.0,7.0
函館,11,12,アップストローク,浜中俊　,127.0,-568.0,1385.0,448.0,990.0,,2382.0,9.0
函館,11,13,ファイツオン,藤岡佑介,-98.0,739.0,1203.0,597.0,2795.0,,5236.0,5.0
函館,11,14,ラホーヤストーム,佐々木大,1930.0,1173.0,1146.0,2205.0,2169.0,,8623.0,2.0
函館,11,15,ディージェーサン,黛弘人　,-117.0,2117.0,383.0,-86.0,2516.0,,4813.0,6.0
函館,12,1,リーゼノアール,北村友一,1023.0,274.0,16.0,511.0,1825.0,,3649.0,4.0
函館,12,2,サムシャイン,横山和生,-319.0,415.0,896.0,1072.0,2261.0,,4325.0,3.0
函館,12,3,タマモネモフィラ,小林美駒,-1293.0,-362.0,-1549.0,-339.0,-896.0,,-4439.0,8.0
函館,12,4,トモジャザーン,古川吉洋,-940.0,33.0,-1488.0,865.0,412.0,,-1118.0,6.0
函館,12,5,サンダーロード,鮫島克駿,278.0,-343.0,2133.0,2828.0,4053.0,,8949.0,2.0
函館,12,6,ガラスノブルース,丹内祐次,1210.0,3505.0,-92.0,3048.0,3082.0,,10753.0,1.0
函館,12,7,ロングウェイホーム,武豊　　,-209.0,-382.0,40.0,-777.0,-1109.0,,-2437.0,7.0
函館,12,8,メレカリキマカ,長浜鴻緒,825.0,-241.0,-605.0,1851.0,254.0,,2084.0,5.0
東京,1,1,ミズイロ,丸田恭介,-400.0,-353.0,1727.0,706.0,444.0,,2124.0,3.0
東京,1,2,アイスリーディング,田辺裕信,353.0,425.0,-661.0,-105.0,586.0,,598.0,6.0
東京,1,3,チハヤフル,大野拓弥,-746.0,-593.0,-1332.0,445.0,-334.0,,-2560.0,10.0
東京,1,4,ハコダテサンバ,石川裕紀,-75.0,-560.0,-98.0,-265.0,-710.0,,-1708.0,9.0
東京,1,5,アルマヴィーナス,横山琉人,62.0,-1045.0,567.0,-1128.0,437.0,,-1107.0,8.0
東京,1,6,ニシノクレシダ,江田照男,-1844.0,1213.0,-1634.0,-1472.0,-2285.0,,-6022.0,13.0
東京,1,7,デルマエアロール,石橋脩　,-1295.0,-366.0,1848.0,1273.0,132.0,,1592.0,4.0
