場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
函館,1,未勝利,芝,1200,良,1,ゴールドサニーデイ,3歳,斎藤新,渡辺薫彦,先行,,,短距離,右回り,,Lv3 ,トーセンラー,休明2走,距離短縮
函館,1,未勝利,芝,1200,良,2,カネトシブレーブ,3歳,今村聖奈,寺島良,先行,,0.0,短距離,右回り,,Lv3 ,タワーオブロンドン,休明初戦,
函館,1,未勝利,芝,1200,良,3,カルミネイション,3歳,中井裕二,緒方努,先行,33.33333333333333,16.666666666666664,短距離,右回り,,Lv3 ,ビッグアーサー,休明初戦,距離短縮
函館,1,未勝利,芝,1200,良,4,ジンガー,3歳,川又賢治,吉村圭司,追込,,,短距離,右回り,,Lv3 ,スワーヴリチャード,休明初戦,距離短縮
函館,1,未勝利,芝,1200,良,5,セイウンネルケ,3歳,小林美駒,矢野英一,差し,,0.0,短距離,右回り,,Lv3 ,ネロ,休明2走,距離延長
函館,1,未勝利,芝,1200,良,6,イデアニポーテ,3歳,黛弘人,矢嶋大樹,差し,,0.0,短距離,右回り,,Lv3 ,フィエールマン,休明初戦,
函館,1,未勝利,芝,1200,良,7,ロアヴィヴィエンヌ,3歳,松岡正海,本間忍,先行,,0.0,短距離,右回り,,Lv3 ,ノーブルミッション,休明2走,
函館,1,未勝利,芝,1200,良,8,エムティキング,3歳,佐々木大,小野次郎,逃げ,,,短距離,右回り,,Lv3 ,アドマイヤマーズ,休明2走,距離短縮
函館,1,未勝利,芝,1200,良,9,サマースピリット,3歳,浜中俊,国枝栄,先行,,,短距離,右回り,,Lv3 ,Invincible Spirit,休明初戦,距離短縮
函館,1,未勝利,芝,1200,良,10,エルサトアナ,3歳,松本大輝,本田優,先行,,50.0,短距離,右回り,,Lv3 ,カリフォルニアクローム,,
函館,1,未勝利,芝,1200,良,11,アークシャルダーム,3歳,丹内祐次,友道康夫,差し,,,短距離,右回り,,Lv3 ,ブリックスアンドモルタル,休明初戦,距離短縮
函館,1,未勝利,芝,1200,良,12,オルミラベル,3歳,舟山瑠泉,上村洋行,先行,,,短距離,右回り,,Lv3 ,サートゥルナーリア,休明初戦,距離短縮
函館,1,未勝利,芝,1200,良,13,クリアクォーツ,3歳,長浜鴻緒,的場均,追込,,0.0,短距離,右回り,,Lv3 ,タワーオブロンドン,,
函館,1,未勝利,芝,1200,良,14,タイニービキニ,3歳,吉田隼人,森田直行,追込,,25.0,短距離,右回り,,Lv3 ,トーセンラー,休明3走,
函館,1,未勝利,芝,1200,良,15,ウォーターカルミア,3歳,和田陽希,藤野健太,差し,,33.33333333333333,短距離,右回り,,Lv3 ,トビーズコーナー,休明3走,
