場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
中山,1,1,ベアサナエチャン,レイデオロ,96.0,100.0,96.0,109.0,102.0,91.0,,,99.0,9.0
中山,1,2,トンガリボウシ,シュヴァルグラン,67.0,88.0,98.0,90.0,91.0,94.0,121.0,,92.714,13.0
中山,1,3,ルサフィール,シャンハイボビー,84.0,105.0,91.0,103.0,101.0,104.0,131.0,,102.714,5.0
中山,1,4,カゼノハゴロモ,ビッグアーサー,101.0,88.0,100.0,98.0,96.0,96.0,86.0,,95.0,11.0
中山,1,5,ルーチェフィオーレ,ポエティックフレア,,,,,,,,,,
中山,1,6,ミセスジョーンズ,ヴァンセンヌ,163.0,106.0,97.0,81.0,82.0,96.0,,,104.167,4.0
中山,1,7,ミスエベレスト,ミスチヴィアスアレックス,,,,,,,,,,
中山,1,8,タヤスロレンヌ,タワーオブロンドン,68.0,107.0,108.0,103.0,102.0,98.0,115.0,,100.143,8.0
中山,1,9,ジャメビュ,ダノンレジェンド,111.0,102.0,81.0,111.0,111.0,114.0,105.0,,105.0,2.0
中山,1,10,サクライズ,イスラボニータ,106.0,103.0,113.0,109.0,107.0,102.0,115.0,,107.857,1.0
中山,1,11,コズミックボックス,ブリックスアンドモルタル,104.0,98.0,104.0,99.0,100.0,97.0,91.0,,99.0,9.0
中山,1,12,リケアラザニア,ミッキーアイル,100.0,103.0,107.0,103.0,102.0,103.0,114.0,,104.571,3.0
中山,1,13,クインズツバキ,カリフォルニアクローム,107.0,108.0,96.0,95.0,107.0,105.0,94.0,,101.714,6.0
中山,1,14,ハングローズ,ドレフォン,100.0,107.0,96.0,99.0,103.0,104.0,,,101.5,7.0
中山,1,15,レヴェランジェ,サングレーザー,,,,,,,,,,
中山,1,16,フィオーレグリーン,ディープブリランテ,99.0,88.0,99.0,92.0,91.0,96.0,87.0,,93.143,12.0
中山,2,1,メイポール,ホッコータルマエ,103.0,105.0,102.0,108.0,104.0,98.0,110.0,104.0,104.25,2.0
中山,2,2,カンタベリービーム,エポカドーロ,,,,,,,,,,
中山,2,3,マーシャルアン,タワーオブロンドン,68.0,107.0,81.0,103.0,102.0,98.0,,,93.167,9.0
中山,2,4,イーリスアスター,ダノンスマッシュ,,,,,,,,,,
中山,2,5,トモエナゲ,ベストウォーリア,96.0,88.0,99.0,92.0,101.0,97.0,103.0,102.0,97.25,6.0
中山,2,6,エクスプレスナイト,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,,,101.333,3.0
中山,2,7,コンフィアンサ,ミスターメロディ,58.0,96.0,56.0,95.0,98.0,91.0,,,82.333,10.0
中山,2,8,ファンシーフリル,フォーウィールドライブ,119.0,117.0,116.0,122.0,133.0,113.0,,,120.0,1.0
中山,2,9,ホーリーデイ,クリソベリル,,,,,,,,,,
中山,2,10,セントリアン,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,,,101.333,3.0
中山,2,11,ニシノランペイジ,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,102.0,99.0,101.125,5.0
中山,2,12,ケイベエ,エピファネイア,91.0,96.0,88.0,108.0,92.0,93.0,88.0,91.0,93.375,8.0
中山,2,13,リバテイー,ヴァンキッシュラン,,,,,,,,,,
中山,2,14,ハナムラサキ,レーヴミストラル,,,,,,,,,,
中山,2,15,ラウンドヒル,ベストウォーリア,96.0,88.0,99.0,92.0,101.0,97.0,103.0,102.0,97.25,6.0
中山,2,16,カイトヴァイター,ミスチヴィアスアレックス,,,,,,,,,,
中山,3,1,スチールナイト,ヴァンセンヌ,163.0,106.0,97.0,81.0,109.0,96.0,,,108.667,3.0
中山,3,2,リアライズリバティ,シスキン,95.0,135.0,135.0,107.0,185.0,,,,131.4,1.0
中山,3,3,パントルナイーフ,キズナ,104.0,104.0,105.0,107.0,105.0,104.0,,,104.833,5.0
中山,3,4,ラストスマイル,ポエティックフレア,,,,,,,,,,
中山,3,5,マイネルゼーロス,ダノンバラード,69.0,100.0,107.0,120.0,104.0,103.0,,,100.5,7.0
中山,3,6,タイセイアストロ,ミッキーアイル,100.0,103.0,107.0,103.0,100.0,103.0,99.0,,102.143,6.0
中山,3,7,ラシッド,マクマホン,,,,,,,,,,
中山,3,8,エイシンイクサボシ,エイシンヒカリ,122.0,124.0,109.0,123.0,98.0,114.0,,,115.0,2.0
中山,3,9,リケアリングイネ,リアルスティール,113.0,113.0,105.0,109.0,103.0,104.0,95.0,,106.0,4.0
中山,3,10,カシノスパーク,ロジャーバローズ,80.0,89.0,96.0,93.0,89.0,81.0,,,88.0,8.0
中山,4,1,カワキタスズリノ,キセキ,,,,,,,,,,
中山,4,2,クイーンズホリデー,オルフェーヴル,101.0,97.0,99.0,95.0,103.0,103.0,,,99.667,9.0
中山,4,3,サンラザール,クリソベリル,,,,,,,,,,
中山,4,4,アンディラメナ,クリソベリル,,,,,,,,,,
中山,4,5,チッタデラモーレ,アメリカンペイトリオット,111.0,107.0,95.0,103.0,102.0,106.0,,,104.0,4.0
中山,4,6,アーティラリー,ホッコータルマエ,103.0,104.0,102.0,108.0,100.0,98.0,,,102.5,6.0
中山,4,7,エイシンジザイテン,サンダースノー,129.0,99.0,116.0,97.0,106.0,114.0,,,110.167,2.0
中山,4,8,ナリノシャーウッド,マインドユアビスケッツ,84.0,105.0,93.0,103.0,93.0,93.0,,,95.167,13.0
中山,4,9,アンバサダネージュ,シニスターミニスター,116.0,131.0,115.0,126.0,118.0,119.0,,,120.833,1.0
中山,4,10,ブルーサーマル,アメリカンペイトリオット,111.0,107.0,95.0,103.0,102.0,106.0,,,104.0,4.0
中山,4,11,クアッドフォルツァ,ゴールドドリーム,90.0,110.0,94.0,92.0,163.0,102.0,,,108.5,3.0
中山,4,12,ブームバップビート,Into Mischief,106.0,109.0,108.0,101.0,74.0,97.0,,,99.167,11.0
中山,4,13,アトラステソーロ,キタサンブラック,90.0,96.0,105.0,105.0,101.0,103.0,,,100.0,8.0
中山,4,14,ミラクルカイザー,マクフィ,91.0,95.0,99.0,107.0,102.0,100.0,,,99.0,12.0
中山,4,15,ヘルメスギャング,ブリックスアンドモルタル,104.0,100.0,94.0,99.0,104.0,97.0,,,99.667,9.0
中山,4,16,サンデーパーティー,ホッコータルマエ,103.0,104.0,102.0,108.0,100.0,98.0,,,102.5,6.0
