場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
函館,1,未勝利,芝,1200,良,1,シバノパージャン,3歳,小沢大仁,牧田和弥,差し,,,短距離,右回り,,Lv3 ,シスキン,,距離短縮,13,E,13.4,14.0,13.4,14.0,35.3,,36.6,,C,,,,
函館,1,未勝利,芝,1200,良,2,アゲンストオッズ,3歳,斎藤新,斎藤誠,先行,,,短距離,右回り,,Lv3 ,キタサンブラック,休明初戦,距離短縮,1,B,12.4,7.0,12.6,7.0,34.9,5.0,35.2,7.0,D,A,D,,
函館,1,未勝利,芝,1200,良,3,サンエンジェルス,3歳,浜中俊,谷潔,差し,,,短距離,右回り,,Lv3 ,カリフォルニアクローム,休明初戦,距離短縮,6,D,12.8,11.0,12.9,9.0,35.5,,34.5,1.0,C,C,C,,
函館,1,未勝利,芝,1200,良,4,ハイバーニアン,3歳,長浜鴻緒,高橋文雅,差し,,,短距離,右回り,,Lv3 ,タリスマニック,,,15,E,12.4,7.0,12.4,5.0,35.5,,39.1,,C,C,,,
函館,1,未勝利,芝,1200,良,5,ミルトメロディー,3歳,河原田菜,青木孝文,先行,,50.0,短距離,右回り,,Lv3 ,インディチャンプ,休明3走,距離延長,5,C,12.1,3.0,12.1,1.0,33.5,1.0,35.6,,D,D,D,B,C
函館,1,未勝利,芝,1200,良,6,ヴェンデボヌール,3歳,佐々木大,久保田貴,差し,,100.0,短距離,右回り,,Lv3 ,ダノンスマッシュ,休明初戦,距離短縮,2,C,12.2,5.0,12.2,2.0,34.6,3.0,34.6,3.0,C,B,D,D,
函館,1,未勝利,芝,1200,良,7,コシタンタン,3歳,小林美駒,竹内正洋,先行,,0.0,短距離,右回り,,Lv3 ,フォーウィールドライブ,休明初戦,,7,D,12.5,9.0,12.5,6.0,35.3,,35.5,8.0,D,,,,
函館,1,未勝利,芝,1200,良,8,ルナノーヴァ,3歳,池添謙一,緒方努,差し,,,短距離,右回り,,Lv3 ,ダノンレジェンド,休明初戦,,12,D,13.2,13.0,13.2,13.0,37.2,,38.3,,D,D,,,
函館,1,未勝利,芝,1200,良,9,マテンロウブリッジ,3歳,横山和生,昆貢,差し,,,短距離,右回り,,Lv3 ,サトノクラウン,休明初戦,距離短縮,11,D,13.5,15.0,13.7,15.0,36.6,,34.5,1.0,B,B,,,
函館,1,未勝利,芝,1200,良,10,ニシノオールワン,3歳,鮫島克駿,加藤征弘,逃げ,0.0,0.0,短距離,右回り,,Lv3 ,ミッキーアイル,休明初戦,,3,C,12.1,3.0,13.1,10.0,35.0,7.0,34.6,3.0,C,B,C,C,
函館,1,未勝利,芝,1200,良,11,デルマアサマ,3歳,黛弘人,森田直行,追込,,,短距離,右回り,,Lv3 ,サトノクラウン,休明初戦,距離短縮,16,E,13.1,12.0,13.1,10.0,36.2,,40.4,,C,,,,
函館,1,未勝利,芝,1200,良,12,ビップアリス,3歳,小崎綾也,松下武士,差し,,0.0,短距離,右回り,,Lv3 ,インディチャンプ,休明初戦,,14,E,12.6,10.0,12.6,7.0,34.6,3.0,35.8,,C,C,C,,
函館,1,未勝利,芝,1200,良,13,カガラプンツェル,3歳,原田和真,萱野浩二,逃げ,,0.0,短距離,右回り,,Lv3 ,タワーオブロンドン,休明2走,距離短縮,4,C,11.7,1.0,13.1,10.0,35.0,7.0,34.8,6.0,D,C,C,C,C
函館,1,未勝利,芝,1200,良,14,フリーダムスタイル,3歳,吉田隼人,森田直行,先行,,,短距離,右回り,,Lv3 ,ダノンスマッシュ,休明初戦,距離短縮,8,D,12.2,5.0,12.2,2.0,34.5,2.0,34.6,3.0,B,B,,,
函館,1,未勝利,芝,1200,良,15,マメーアップル,3歳,横山琉人,岩戸孝樹,先行,,,短距離,右回り,,Lv3 ,マテラスカイ,休明初戦,,9,D,11.9,2.0,12.2,2.0,34.9,5.0,39.1,,C,C,B,C,C
函館,1,未勝利,芝,1200,良,16,アルマフレイヤ,3歳,遠藤汰月,伊藤伸一,,,,短距離,右回り,,Lv3 ,オルフェーヴル,,,10,D,,,,,,,,,,,,,
函館,2,未勝利,ダート,1700,良,1,ライヴマルガリータ,3歳,富田暁,牧光二,先行,,0.0,中距離,右回り,,Lv2 ,モズアスコット,,距離延長,9,D,12.6,4.0,12.6,2.0,35.8,3.0,38.6,,C,C,C,C,C
函館,2,未勝利,ダート,1700,良,2,ホワイトラバーズ,3歳,国分恭介,大根田裕,追込,,0.0,中距離,右回り,,Lv2 ,ディーマジェスティ,,距離短縮,10,E,13.0,9.0,13.7,9.0,38.5,,37.9,3.0,C,C,B,,C
函館,2,未勝利,ダート,1700,良,3,マルシュボヌール,3歳,舟山瑠泉,柴田卓,差し,,100.0,中距離,右回り,,Lv2 ,ドレフォン,休明3走,,7,D,12.9,7.0,13.7,9.0,36.5,4.0,37.6,1.0,C,B,D,C,
函館,2,未勝利,ダート,1700,良,4,ダンツアラーム,3歳,遠藤汰月,本田優,差し,,,中距離,右回り,,Lv2 ,リアルスティール,,距離短縮,8,D,12.6,4.0,12.7,3.0,,,,,C,C,C,B,C
函館,2,未勝利,ダート,1700,良,5,サトノフレイ,3歳,小林美駒,友道康夫,先行,,,中距離,右回り,,Lv2 ,サートゥルナーリア,休明3走,距離延長,2,B,12.2,1.0,12.2,1.0,35.6,1.0,38.1,,C,B,D,B,
函館,2,未勝利,ダート,1700,良,6,キタノオンザバス,3歳,原田和真,蛯名利弘,差し,,,中距離,右回り,,Lv2 ,シュヴァルグラン,休明2走,距離延長,11,E,13.2,10.0,13.2,6.0,36.8,5.0,37.9,3.0,C,C,,,
函館,2,未勝利,ダート,1700,良,7,テリコス,3歳,岩田康誠,四位洋文,差し,,33.33333333333333,中距離,右回り,,Lv2 ,ダイワメジャー,休明3走,距離短縮,5,C,12.7,6.0,12.8,4.0,37.3,,38.4,,C,C,C,,
函館,2,未勝利,ダート,1700,良,8,ペガサスウィンド,3歳,鮫島克駿,宮地貴稔,先行,,50.0,中距離,右回り,,Lv2 ,マインドユアビスケッツ,,距離短縮,6,D,12.3,3.0,13.3,7.0,37.3,,38.2,,C,C,C,D,
函館,2,未勝利,ダート,1700,良,9,ユマハム,3歳,横山和生,田中博康,逃げ,,,中距離,右回り,,Lv2 ,コントレイル,休明3走,距離短縮,4,C,12.9,7.0,12.9,5.0,,,,,D,D,D,,
函館,2,未勝利,ダート,1700,良,10,ストロングボーイ,3歳,荻野琢真,野中賢二,差し,,60.0,中距離,右回り,,Lv2 ,アスクピーターパン,,距離短縮,3,C,13.2,10.0,13.9,11.0,37.6,,37.7,2.0,C,B,C,C,C
函館,2,未勝利,ダート,1700,良,11,セスティーナ,3歳,佐々木大,須貝尚介,先行,,100.0,中距離,右回り,,Lv2 ,マインドユアビスケッツ,休明3走,距離短縮,1,B,12.2,1.0,13.4,8.0,35.7,2.0,38.0,5.0,D,B,D,,
函館,3,未勝利,ダート,1000,良,1,ビタミンドロップ,3歳,舟山瑠泉,松山将樹,先行,,0.0,短距離,右回り,,Lv2 ,エスポワールシチー,,距離短縮,4,C,12.0,2.0,12.2,1.0,35.6,3.0,37.8,5.0,C,C,,,
函館,3,未勝利,ダート,1000,良,2,ホウオウバトラー,3歳,長浜鴻緒,尾形和幸,差し,,0.0,短距離,右回り,,Lv2 ,ダノンバラード,休明初戦,,11,E,13.1,12.0,13.1,9.0,36.3,,37.3,3.0,C,C,,,
函館,3,未勝利,ダート,1000,良,3,タマモキャロル,3歳,小崎綾也,井上智史,差し,,0.0,短距離,右回り,,Lv2 ,シャンハイボビー,,距離短縮,9,D,12.9,11.0,12.9,7.0,36.2,,38.1,,C,C,,,
函館,3,未勝利,ダート,1000,良,4,ヒューザー,3歳,古川奈穂,小林真也,追込,,0.0,短距離,右回り,,Lv2 ,ヘニーヒューズ,休明2走,距離短縮,10,D,12.6,7.0,13.5,12.0,36.8,,37.2,1.0,C,C,C,,
函館,3,未勝利,ダート,1000,良,5,ライトニングロッド,3歳,横山琉人,高橋義忠,先行,,0.0,短距離,右回り,,Lv2 ,サンダースノー,休明初戦,距離短縮,5,D,12.4,5.0,12.6,5.0,35.9,6.0,39.2,,C,C,C,,
函館,3,未勝利,ダート,1000,良,6,スマートイデアル,3歳,小沢大仁,角田晃一,差し,,25.0,短距離,右回り,,Lv2 ,イスラボニータ,,距離短縮,8,D,12.6,7.0,12.9,7.0,35.9,6.0,37.2,1.0,C,C,D,C,
函館,3,未勝利,ダート,1000,良,7,ルクソンライト,3歳,小林美駒,伊藤圭三,逃げ,,,短距離,右回り,,Lv2 ,パイロ,休明2走,距離短縮,1,B,12.8,9.0,12.8,6.0,35.1,1.0,39.5,,C,C,,,
函館,3,未勝利,ダート,1000,良,8,セラサイト,3歳,河原田菜,茶木太樹,先行,,,短距離,右回り,,Lv2 ,クリソベリル,,距離短縮,3,C,12.2,3.0,12.4,4.0,36.2,,37.9,6.0,C,C,C,C,C
函館,3,未勝利,ダート,1000,良,9,エコロセレナ,3歳,斎藤新,斎藤誠,先行,,75.0,短距離,右回り,,Lv2 ,コントレイル,,距離短縮,2,B,11.9,1.0,12.2,1.0,35.6,3.0,37.4,4.0,C,C,C,C,C
函館,3,未勝利,ダート,1000,良,10,クインズスズラン,3歳,横山和生,村田一誠,先行,,0.0,短距離,右回り,,Lv2 ,パイロ,,距離短縮,6,D,12.4,5.0,13.1,9.0,35.6,3.0,38.3,,C,B,,,
函館,3,未勝利,ダート,1000,良,11,エトワールフィーユ,3歳,今村聖奈,西田雄一,先行,,0.0,短距離,右回り,,Lv2 ,マインドユアビスケッツ,休明初戦,距離短縮,7,D,12.2,3.0,12.2,1.0,35.2,2.0,38.4,,B,C,,,
函館,3,未勝利,ダート,1000,良,12,サチノブーケ,3歳,鷲頭虎太,加藤公太,差し,,,短距離,右回り,,Lv2 ,トビーズコーナー,休明2走,距離短縮,12,E,12.8,9.0,13.2,11.0,,,,,C,B,,,
函館,4,未勝利,芝,1800,良,1,アイムイン,3歳,鮫島克駿,加藤征弘,先行,,100.0,中距離,右回り,,Lv3 ,シルバーステート,,距離延長,1,B,13.0,13.0,13.2,8.0,36.2,,34.3,1.0,B,B,D,D,C
函館,4,未勝利,芝,1800,良,2,レガリーノ,3歳,横山和生,池上昌和,先行,,50.0,中距離,右回り,,Lv3 ,アルバート,休明3走,,8,D,12.6,4.0,13.9,13.0,37.0,,34.4,5.0,D,C,C,,
函館,4,未勝利,芝,1800,良,3,エグジスタンス,3歳,佐々木大,奥村豊,先行,,100.0,中距離,右回り,,Lv3 ,フィエールマン,休明3走,距離短縮,6,D,12.4,2.0,12.7,1.0,35.3,4.0,35.4,,C,B,C,C,C
函館,4,未勝利,芝,1800,良,4,ホウショウリュウ,3歳,岩田康誠,本間忍,差し,,,中距離,右回り,,Lv3 ,アメリカンペイトリオット,休明初戦,,11,D,13.4,15.0,13.8,12.0,37.2,,35.6,,C,C,D,,
函館,4,未勝利,芝,1800,良,5,マンサニージャ,3歳,長浜鴻緒,菊川正達,差し,,33.33333333333333,中距離,右回り,,Lv3 ,ダノンバラード,,距離延長,9,D,12.7,5.0,13.7,11.0,36.0,7.0,34.4,5.0,B,D,D,C,B
函館,4,未勝利,芝,1800,良,6,ブランヴァンダイク,3歳,小沢大仁,辻野泰之,先行,,100.0,中距離,右回り,,Lv3 ,エピファネイア,休明2走,距離延長,12,E,12.7,5.0,12.7,1.0,34.3,1.0,34.3,1.0,C,D,D,,
函館,4,未勝利,芝,1800,良,7,コスモアルペジオ,3歳,横山琉人,鹿戸雄一,先行,,,中距離,右回り,,Lv3 ,ゴールドシップ,休明初戦,距離延長,13,E,12.7,5.0,12.7,1.0,35.0,2.0,35.2,,D,B,,,
函館,4,未勝利,芝,1800,良,8,アート,3歳,舟山瑠泉,杉山晴紀,差し,,50.0,中距離,右回り,,Lv3 ,キセキ,,,10,D,12.7,5.0,14.5,16.0,36.1,8.0,34.3,1.0,B,B,D,,
函館,4,未勝利,芝,1800,良,9,キヨタリート,3歳,小崎綾也,小崎憲,差し,,,中距離,右回り,,Lv3 ,キズナ,休明初戦,距離短縮,7,D,12.9,11.0,12.9,5.0,36.4,,34.4,5.0,C,,,,
函館,4,未勝利,芝,1800,良,10,ショウナンアワード,3歳,池添謙一,東田明士,差し,,,中距離,右回り,,Lv3 ,リアルスティール,,距離短縮,3,C,12.8,9.0,12.8,4.0,36.4,,34.3,1.0,C,C,C,D,B
函館,4,未勝利,芝,1800,良,11,アルケミラモリス,3歳,大久保友,粕谷昌央,差し,,0.0,中距離,右回り,,Lv3 ,ロジャーバローズ,休明3走,,16,E,12.2,1.0,13.3,9.0,35.8,6.0,34.6,,B,D,D,C,C
函館,4,未勝利,芝,1800,良,12,トリニタリオ,3歳,斎藤新,勢司和浩,差し,,50.0,中距離,右回り,,Lv3 ,ウインブライト,休明2走,,2,C,13.1,14.0,13.6,10.0,36.9,,34.4,5.0,D,D,C,C,D
函館,4,未勝利,芝,1800,良,13,ロッサコメータ,3歳,吉田隼人,吉岡辰弥,差し,,0.0,中距離,右回り,,Lv3 ,エピファネイア,,,4,C,12.8,9.0,13.0,6.0,35.1,3.0,34.5,,C,C,B,D,
函館,4,未勝利,芝,1800,良,14,リーベンスヴェルト,3歳,河原田菜,池江泰寿,差し,,,中距離,右回り,,Lv3 ,ブリックスアンドモルタル,休明初戦,距離短縮,14,E,13.4,15.0,14.1,15.0,37.0,,35.1,,B,B,,,
