,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2024,243.0,325.0,,312.0,245.0,11.0,154.0,414.0,,,,29.0,,,125.0,299.0,49.0,66.0,49.0,98.0,53.0,254.0,248.0,9.0,4.0
2025,400.0,489.0,,462.0,405.0,22.0,203.0,686.0,,,5.0,,24.0,2.0,179.0,312.0,308.0,59.0,73.0,119.0,86.0,327.0,413.0,38.0,25.0
