rlevel,topk,place_low_min,place_high_max,pop_min,pop_max,diff_pop_min,bets,win_roi,win_hit,place_roi,place_hit,umaren_box_bets,umaren_box_roi,umaren_box_races,umaren_axis1_bets,umaren_axis1_roi,umaren_axis1_races
2,2,1.4,3.5,2,6,0,504,95.53293650793651,1.0,84.90079365079364,0.4365079365079365,61,101.14754098360656,57,1083,77.43305632502309,419
2,2,1.3,3.5,2,6,0,561,92.33529411764707,1.0,83.60071301247773,0.44028520499108736,74,100.0,68,1186,71.60202360876897,461
2,2,1.5,3.5,2,6,0,433,88.06905311778291,1.0,83.04849884526558,0.40877598152424943,47,77.6595744680851,45,952,69.73739495798318,364
2,2,1.6,3.5,2,6,0,349,84.334670487106,1.0,83.00859598853869,0.39255014326647564,29,79.3103448275862,27,800,70.8875,302
2,2,1.5,3.5,2,6,1,222,79.32207207207207,1.0,82.43243243243244,0.3918918918918919,12,112.5,12,576,75.19097222222221,209
2,2,1.4,3.5,2,6,1,248,85.08024193548388,1.0,82.41935483870968,0.40725806451612906,16,84.375,14,640,78.140625,232
2,2,1.3,3.5,2,6,1,264,81.57159090909092,1.0,82.12121212121211,0.4128787878787879,22,61.36363636363637,18,671,75.08196721311475,243
2,2,1.7,3.5,2,6,0,282,79.49219858156027,1.0,81.38297872340425,0.36879432624113473,20,114.99999999999999,18,662,52.29607250755287,247
2,2,1.9,3.5,2,6,0,165,72.64121212121212,1.0,80.78787878787878,0.3393939393939394,12,0.0,10,397,44.685138539042825,147
2,2,1.6,3.5,2,6,1,186,65.35698924731183,1.0,80.64516129032258,0.3709677419354839,8,0.0,8,493,77.80933062880324,177
2,2,1.7,3.5,2,6,1,160,59.680625000000006,1.0,76.875,0.34375,6,0.0,6,431,49.51276102088167,153
2,2,1.9,3.5,2,6,1,111,51.12162162162163,1.0,73.33333333333333,0.3063063063063063,5,0.0,5,300,50.866666666666674,105
2,2,1.8,3.5,2,6,0,227,72.10528634361233,1.0,72.90748898678414,0.31718061674008813,17,0.0,15,532,38.17669172932331,200
2,2,2.0,3.5,2,6,0,116,46.57413793103449,1.0,71.12068965517241,0.29310344827586204,7,0.0,5,291,27.45704467353952,108
2,2,2.1,3.5,2,6,0,82,28.20487804878049,1.0,70.24390243902438,0.2804878048780488,6,0.0,4,208,19.951923076923077,76
2,2,1.8,3.5,2,6,1,133,44.00601503759398,1.0,68.27067669172932,0.2932330827067669,6,0.0,6,354,43.10734463276836,126
2,2,2.1,3.5,2,6,1,59,9.577966101694916,1.0,60.50847457627119,0.23728813559322035,1,0.0,1,164,25.304878048780488,58
2,2,2.0,3.5,2,6,1,79,24.403797468354426,1.0,59.24050632911393,0.24050632911392406,1,0.0,1,225,24.488888888888887,78
2,2,2.2,3.5,2,6,0,53,26.811320754716984,1.0,53.0188679245283,0.20754716981132076,2,0.0,2,142,13.380281690140844,50
2,2,2.2,3.5,2,6,1,43,9.683720930232557,1.0,48.837209302325576,0.18604651162790697,1,0.0,1,123,15.447154471544716,42
